Grid-cell,Longitude,Latitude
1353,17.75,43.25
1354,18.25,43.25
1355,18.75,43.25
1356,19.25,43.25
1357,19.75,43.25
1358,20.25,43.25
1359,20.75,43.25
1360,21.25,43.25
1361,21.75,43.25
1362,22.25,43.25
1363,22.75,43.25
1364,23.25,43.25
1365,23.75,43.25
1366,24.25,43.25
1367,24.75,43.25
1368,25.25,43.25
1369,25.75,43.25
1370,26.25,43.25
1371,26.75,43.25
1372,27.25,43.25
1373,27.75,43.25
1374,41.25,43.25
1375,41.75,43.25
1376,42.25,43.25
1377,42.75,43.25
1378,43.25,43.25
1379,43.75,43.25
1380,44.25,43.25
1381,44.75,43.25
1382,0.25,43.75
1383,0.75,43.75
1384,1.25,43.75
1385,1.75,43.75
1386,2.25,43.75
1387,2.75,43.75
1388,3.25,43.75
1389,3.75,43.75
1390,4.25,43.75
1391,4.75,43.75
1392,5.25,43.75
1393,5.75,43.75
1394,6.25,43.75
1395,6.75,43.75
1396,7.25,43.75
1397,10.75,43.75
1398,11.25,43.75
1399,11.75,43.75
1400,12.25,43.75
1401,12.75,43.75
1402,13.25,43.75
1403,16.75,43.75
1404,17.25,43.75
1405,17.75,43.75
1406,18.25,43.75
1407,18.75,43.75
1408,19.25,43.75
1409,19.75,43.75
1410,20.25,43.75
1411,20.75,43.75
1412,21.25,43.75
1413,21.75,43.75
1414,22.25,43.75
1415,22.75,43.75
1416,23.25,43.75
1417,23.75,43.75
1418,24.25,43.75
1419,24.75,43.75
1420,25.25,43.75
1421,25.75,43.75
1422,26.25,43.75
1423,26.75,43.75
1424,27.25,43.75
1425,27.75,43.75
1426,28.25,43.75
1427,40.25,43.75
1428,40.75,43.75
1429,41.25,43.75
1430,41.75,43.75
1431,42.25,43.75
1432,42.75,43.75
1433,43.25,43.75
1434,43.75,43.75
1435,44.25,43.75
1436,44.75,43.75
1437,0.25,44.25
1438,0.75,44.25
1439,1.25,44.25
1440,1.75,44.25
1441,2.25,44.25
1442,2.75,44.25
1443,3.25,44.25
1444,3.75,44.25
1445,4.25,44.25
1446,4.75,44.25
1447,5.25,44.25
1448,5.75,44.25
1449,6.25,44.25
1450,6.75,44.25
1451,7.25,44.25
1452,7.75,44.25
1453,8.25,44.25
1454,10.75,44.25
1455,11.25,44.25
1456,11.75,44.25
1457,12.25,44.25
1458,15.75,44.25
1459,16.25,44.25
1460,16.75,44.25
1461,17.25,44.25
1462,17.75,44.25
1463,18.25,44.25
1464,18.75,44.25
1465,19.25,44.25
1466,19.75,44.25
1467,20.25,44.25
1468,20.75,44.25
1469,21.25,44.25
1470,21.75,44.25
1471,22.25,44.25
1472,22.75,44.25
1473,23.25,44.25
1474,23.75,44.25
1475,24.25,44.25
1476,24.75,44.25
1477,25.25,44.25
1478,25.75,44.25
1479,26.25,44.25
1480,27.25,44.25
1481,27.75,44.25
1482,28.25,44.25
1483,39.75,44.25
1484,40.25,44.25
1485,40.75,44.25
1486,41.25,44.25
1487,41.75,44.25
1488,42.25,44.25
1489,42.75,44.25
1490,43.25,44.25
1491,43.75,44.25
1492,44.25,44.25
1493,44.75,44.25
1494,0.25,44.75
1495,0.75,44.75
1496,1.25,44.75
1497,1.75,44.75
1498,2.25,44.75
1499,2.75,44.75
1500,3.25,44.75
1501,3.75,44.75
1502,4.25,44.75
1503,4.75,44.75
1504,5.25,44.75
1505,5.75,44.75
1506,6.25,44.75
1507,6.75,44.75
1508,7.25,44.75
1509,7.75,44.75
1510,8.25,44.75
1511,8.75,44.75
1512,9.25,44.75
1513,9.75,44.75
1514,10.25,44.75
1515,10.75,44.75
1516,11.25,44.75
1517,11.75,44.75
1518,12.25,44.75
1519,15.75,44.75
1520,16.25,44.75
1521,16.75,44.75
1522,17.25,44.75
1523,17.75,44.75
1524,18.25,44.75
1525,18.75,44.75
1526,19.25,44.75
1527,19.75,44.75
1528,20.25,44.75
1529,20.75,44.75
1530,21.25,44.75
1531,21.75,44.75
1532,22.25,44.75
1533,22.75,44.75
1534,23.25,44.75
1535,23.75,44.75
1536,24.25,44.75
1537,24.75,44.75
1538,25.25,44.75
1539,25.75,44.75
1540,26.25,44.75
1541,26.75,44.75
1542,27.25,44.75
1543,27.75,44.75
1544,28.25,44.75
1545,28.75,44.75
1546,34.25,44.75
1547,38.75,44.75
1548,39.25,44.75
1549,39.75,44.75
1550,40.25,44.75
1551,40.75,44.75
1552,41.25,44.75
1553,41.75,44.75
1554,42.25,44.75
1555,42.75,44.75
1556,43.25,44.75
1557,43.75,44.75
1558,44.25,44.75
1559,44.75,44.75
1560,0.25,45.25
1561,0.75,45.25
1562,1.25,45.25
1563,1.75,45.25
1564,2.25,45.25
1565,2.75,45.25
1566,3.25,45.25
1567,3.75,45.25
1568,4.25,45.25
1569,4.75,45.25
1570,5.25,45.25
1571,5.75,45.25
1572,6.25,45.25
1573,6.75,45.25
1574,7.25,45.25
1575,7.75,45.25
1576,8.25,45.25
1577,8.75,45.25
1578,9.25,45.25
1579,9.75,45.25
1580,10.25,45.25
1581,10.75,45.25
1582,11.25,45.25
1583,11.75,45.25
1584,12.25,45.25
1585,14.25,45.25
1586,14.75,45.25
1587,15.25,45.25
1588,15.75,45.25
1589,16.25,45.25
1590,16.75,45.25
1591,17.25,45.25
1592,17.75,45.25
1593,18.25,45.25
1594,18.75,45.25
1595,19.25,45.25
1596,19.75,45.25
1597,20.25,45.25
1598,20.75,45.25
1599,21.25,45.25
1600,21.75,45.25
1601,22.25,45.25
1602,22.75,45.25
1603,23.25,45.25
1604,23.75,45.25
1605,24.25,45.25
1606,24.75,45.25
1607,25.25,45.25
1608,25.75,45.25
1609,26.25,45.25
1610,26.75,45.25
1611,27.25,45.25
1612,27.75,45.25
1613,28.25,45.25
1614,28.75,45.25
1615,29.25,45.25
1616,29.75,45.25
1617,34.25,45.25
1618,34.75,45.25
1619,35.25,45.25
1620,35.75,45.25
1621,36.25,45.25
1622,36.75,45.25
1623,37.75,45.25
1624,38.25,45.25
1625,38.75,45.25
1626,39.25,45.25
1627,39.75,45.25
1628,40.25,45.25
1629,40.75,45.25
1630,41.25,45.25
1631,41.75,45.25
1632,42.25,45.25
1633,42.75,45.25
1634,43.25,45.25
1635,43.75,45.25
1636,44.25,45.25
1637,44.75,45.25
1638,0.25,45.75
1639,0.75,45.75
1640,1.25,45.75
1641,1.75,45.75
1642,2.25,45.75
1643,2.75,45.75
1644,3.25,45.75
1645,3.75,45.75
1646,4.25,45.75
1647,4.75,45.75
1648,5.25,45.75
1649,5.75,45.75
1650,6.25,45.75
1651,6.75,45.75
1652,7.25,45.75
1653,7.75,45.75
1654,8.25,45.75
1655,8.75,45.75
1656,9.25,45.75
1657,9.75,45.75
1658,10.25,45.75
1659,10.75,45.75
1660,11.25,45.75
1661,11.75,45.75
1662,12.25,45.75
1663,12.75,45.75
1664,14.25,45.75
1665,14.75,45.75
1666,15.25,45.75
1667,15.75,45.75
1668,16.25,45.75
1669,16.75,45.75
1670,17.25,45.75
1671,17.75,45.75
1672,18.25,45.75
1673,18.75,45.75
1674,19.25,45.75
1675,19.75,45.75
1676,20.25,45.75
1677,20.75,45.75
1678,21.25,45.75
1679,21.75,45.75
1680,22.25,45.75
1681,22.75,45.75
1682,23.25,45.75
1683,23.75,45.75
1684,24.25,45.75
1685,24.75,45.75
1686,25.25,45.75
1687,25.75,45.75
1688,26.25,45.75
1689,26.75,45.75
1690,27.25,45.75
1691,27.75,45.75
1692,28.25,45.75
1693,28.75,45.75
1694,29.25,45.75
1695,29.75,45.75
1696,33.25,45.75
1697,33.75,45.75
1698,34.25,45.75
1699,34.75,45.75
1700,38.25,45.75
1701,38.75,45.75
1702,39.25,45.75
1703,39.75,45.75
1704,40.25,45.75
1705,40.75,45.75
1706,41.25,45.75
1707,41.75,45.75
1708,42.25,45.75
1709,42.75,45.75
1710,43.25,45.75
1711,43.75,45.75
1712,44.25,45.75
1713,44.75,45.75
1714,0.25,46.25
1715,0.75,46.25
1716,1.25,46.25
1717,1.75,46.25
1718,2.25,46.25
1719,2.75,46.25
1720,3.25,46.25
1721,3.75,46.25
1722,4.25,46.25
1723,4.75,46.25
1724,5.25,46.25
1725,5.75,46.25
1726,6.25,46.25
1727,6.75,46.25
1728,7.25,46.25
1729,8.75,46.25
1730,9.25,46.25
1731,9.75,46.25
1732,10.25,46.25
1733,10.75,46.25
1734,11.25,46.25
1735,11.75,46.25
1736,12.25,46.25
1737,12.75,46.25
1738,13.25,46.25
1739,13.75,46.25
1740,14.25,46.25
1741,14.75,46.25
1742,15.25,46.25
1743,15.75,46.25
1744,16.25,46.25
1745,16.75,46.25
1746,17.25,46.25
1747,17.75,46.25
1748,18.25,46.25
1749,18.75,46.25
1750,19.25,46.25
1751,19.75,46.25
1752,20.25,46.25
1753,20.75,46.25
1754,21.25,46.25
1755,21.75,46.25
1756,22.25,46.25
1757,22.75,46.25
1758,23.25,46.25
1759,23.75,46.25
1760,24.25,46.25
1761,24.75,46.25
1762,25.25,46.25
1763,25.75,46.25
1764,26.25,46.25
1765,26.75,46.25
1766,27.25,46.25
1767,27.75,46.25
1768,28.25,46.25
1769,28.75,46.25
1770,29.25,46.25
1771,29.75,46.25
1772,30.25,46.25
1773,34.25,46.25
1774,38.75,46.25
1775,39.25,46.25
1776,39.75,46.25
1777,40.25,46.25
1778,40.75,46.25
1779,41.25,46.25
1780,41.75,46.25
1781,42.25,46.25
1782,42.75,46.25
1783,43.25,46.25
1784,43.75,46.25
1785,44.25,46.25
1786,44.75,46.25
1787,0.25,46.75
1788,0.75,46.75
1789,1.25,46.75
1790,1.75,46.75
1791,2.25,46.75
1792,2.75,46.75
1793,3.25,46.75
1794,3.75,46.75
1795,4.25,46.75
1796,4.75,46.75
1797,5.25,46.75
1798,5.75,46.75
1799,6.25,46.75
1800,6.75,46.75
1801,7.25,46.75
1802,7.75,46.75
1803,8.75,46.75
1804,9.25,46.75
1805,9.75,46.75
1806,10.25,46.75
1807,11.25,46.75
1808,11.75,46.75
1809,12.25,46.75
1810,12.75,46.75
1811,13.25,46.75
1812,13.75,46.75
1813,14.25,46.75
1814,14.75,46.75
1815,15.25,46.75
1816,15.75,46.75
1817,16.25,46.75
1818,16.75,46.75
1819,17.25,46.75
1820,17.75,46.75
1821,18.25,46.75
1822,18.75,46.75
1823,19.25,46.75
1824,19.75,46.75
1825,20.25,46.75
1826,20.75,46.75
1827,21.25,46.75
1828,21.75,46.75
1829,22.25,46.75
1830,22.75,46.75
1831,23.25,46.75
1832,23.75,46.75
1833,24.25,46.75
1834,24.75,46.75
1835,25.25,46.75
1836,25.75,46.75
1837,26.25,46.75
1838,26.75,46.75
1839,27.25,46.75
1840,27.75,46.75
1841,28.25,46.75
1842,28.75,46.75
1843,29.25,46.75
1844,29.75,46.75
1845,30.25,46.75
1846,30.75,46.75
1847,32.75,46.75
1848,33.25,46.75
1849,33.75,46.75
1850,34.25,46.75
1851,34.75,46.75
1852,35.25,46.75
1853,35.75,46.75
1854,38.25,46.75
1855,38.75,46.75
1856,39.25,46.75
1857,39.75,46.75
1858,40.25,46.75
1859,40.75,46.75
1860,41.25,46.75
1861,41.75,46.75
1862,42.25,46.75
1863,42.75,46.75
1864,43.25,46.75
1865,43.75,46.75
1866,44.25,46.75
1867,44.75,46.75
1868,0.25,47.25
1869,0.75,47.25
1870,1.25,47.25
1871,1.75,47.25
1872,2.25,47.25
1873,2.75,47.25
1874,3.25,47.25
1875,3.75,47.25
1876,4.25,47.25
1877,4.75,47.25
1878,5.25,47.25
1879,5.75,47.25
1880,6.25,47.25
1881,6.75,47.25
1882,7.25,47.25
1883,7.75,47.25
1884,8.25,47.25
1885,8.75,47.25
1886,9.25,47.25
1887,9.75,47.25
1888,10.25,47.25
1889,10.75,47.25
1890,11.25,47.25
1891,11.75,47.25
1892,12.25,47.25
1893,12.75,47.25
1894,13.25,47.25
1895,13.75,47.25
1896,14.25,47.25
1897,14.75,47.25
1898,15.25,47.25
1899,15.75,47.25
1900,16.25,47.25
1901,16.75,47.25
1902,17.25,47.25
1903,17.75,47.25
1904,18.25,47.25
1905,18.75,47.25
1906,19.25,47.25
1907,19.75,47.25
1908,20.25,47.25
1909,20.75,47.25
1910,21.25,47.25
1911,21.75,47.25
1912,22.25,47.25
1913,22.75,47.25
1914,23.25,47.25
1915,23.75,47.25
1916,24.25,47.25
1917,24.75,47.25
1918,25.25,47.25
1919,25.75,47.25
1920,26.25,47.25
1921,26.75,47.25
1922,27.25,47.25
1923,27.75,47.25
1924,28.25,47.25
1925,28.75,47.25
1926,29.25,47.25
1927,29.75,47.25
1928,30.25,47.25
1929,30.75,47.25
1930,31.25,47.25
1931,31.75,47.25
1932,32.75,47.25
1933,33.25,47.25
1934,33.75,47.25
1935,34.75,47.25
1936,35.25,47.25
1937,35.75,47.25
1938,36.25,47.25
1939,36.75,47.25
1940,37.25,47.25
1941,37.75,47.25
1942,39.75,47.25
1943,40.25,47.25
1944,40.75,47.25
1945,41.25,47.25
1946,41.75,47.25
1947,42.25,47.25
1948,42.75,47.25
1949,43.25,47.25
1950,43.75,47.25
1951,44.25,47.25
1952,44.75,47.25
1953,0.25,47.75
1954,0.75,47.75
1955,1.25,47.75
1956,1.75,47.75
1957,2.25,47.75
1958,2.75,47.75
1959,3.25,47.75
1960,3.75,47.75
1961,4.25,47.75
1962,4.75,47.75
1963,5.25,47.75
1964,5.75,47.75
1965,6.25,47.75
1966,6.75,47.75
1967,7.25,47.75
1968,7.75,47.75
1969,8.25,47.75
1970,8.75,47.75
1971,9.25,47.75
1972,9.75,47.75
1973,10.25,47.75
1974,10.75,47.75
1975,11.25,47.75
1976,11.75,47.75
1977,12.25,47.75
1978,12.75,47.75
1979,13.25,47.75
1980,13.75,47.75
1981,14.25,47.75
1982,14.75,47.75
1983,15.25,47.75
1984,15.75,47.75
1985,16.25,47.75
1986,16.75,47.75
1987,17.25,47.75
1988,17.75,47.75
1989,18.25,47.75
1990,18.75,47.75
1991,19.25,47.75
1992,19.75,47.75
1993,20.25,47.75
1994,20.75,47.75
1995,21.25,47.75
1996,21.75,47.75
1997,22.25,47.75
1998,22.75,47.75
1999,23.25,47.75
2000,23.75,47.75
2001,24.25,47.75
2002,24.75,47.75
2003,25.25,47.75
2004,25.75,47.75
2005,26.25,47.75
2006,26.75,47.75
2007,27.25,47.75
2008,27.75,47.75
2009,28.25,47.75
2010,28.75,47.75
2011,29.25,47.75
2012,29.75,47.75
2013,30.25,47.75
2014,30.75,47.75
2015,31.25,47.75
2016,31.75,47.75
2017,32.25,47.75
2018,32.75,47.75
2019,33.25,47.75
2020,33.75,47.75
2021,34.25,47.75
2022,34.75,47.75
2023,35.25,47.75
2024,36.25,47.75
2025,36.75,47.75
2026,37.25,47.75
2027,37.75,47.75
2028,38.25,47.75
2029,38.75,47.75
2030,39.25,47.75
2031,39.75,47.75
2032,40.25,47.75
2033,40.75,47.75
2034,41.25,47.75
2035,41.75,47.75
2036,42.25,47.75
2037,42.75,47.75
2038,43.25,47.75
2039,43.75,47.75
2040,44.25,47.75
2041,44.75,47.75
2042,0.25,48.25
2043,0.75,48.25
2044,1.25,48.25
2045,1.75,48.25
2046,2.25,48.25
2047,2.75,48.25
2048,3.25,48.25
2049,3.75,48.25
2050,4.25,48.25
2051,4.75,48.25
2052,5.25,48.25
2053,5.75,48.25
2054,6.25,48.25
2055,6.75,48.25
2056,7.25,48.25
2057,7.75,48.25
2058,8.25,48.25
2059,8.75,48.25
2060,9.25,48.25
2061,9.75,48.25
2062,10.25,48.25
2063,10.75,48.25
2064,11.25,48.25
2065,11.75,48.25
2066,12.25,48.25
2067,12.75,48.25
2068,13.25,48.25
2069,13.75,48.25
2070,14.25,48.25
2071,14.75,48.25
2072,15.25,48.25
2073,15.75,48.25
2074,16.25,48.25
2075,16.75,48.25
2076,17.25,48.25
2077,17.75,48.25
2078,18.25,48.25
2079,18.75,48.25
2080,19.25,48.25
2081,19.75,48.25
2082,20.25,48.25
2083,20.75,48.25
2084,21.25,48.25
2085,21.75,48.25
2086,22.25,48.25
2087,22.75,48.25
2088,23.25,48.25
2089,23.75,48.25
2090,24.25,48.25
2091,24.75,48.25
2092,25.25,48.25
2093,25.75,48.25
2094,26.25,48.25
2095,26.75,48.25
2096,27.25,48.25
2097,27.75,48.25
2098,28.25,48.25
2099,28.75,48.25
2100,29.25,48.25
2101,29.75,48.25
2102,30.25,48.25
2103,30.75,48.25
2104,31.25,48.25
2105,31.75,48.25
2106,32.25,48.25
2107,32.75,48.25
2108,33.25,48.25
2109,33.75,48.25
2110,34.25,48.25
2111,34.75,48.25
2112,35.25,48.25
2113,35.75,48.25
2114,36.25,48.25
2115,36.75,48.25
2116,37.25,48.25
2117,37.75,48.25
2118,38.25,48.25
2119,38.75,48.25
2120,39.25,48.25
2121,39.75,48.25
2122,40.25,48.25
2123,40.75,48.25
2124,41.25,48.25
2125,41.75,48.25
2126,42.25,48.25
2127,42.75,48.25
2128,43.75,48.25
2129,44.25,48.25
2130,44.75,48.25
2131,0.25,48.75
2132,0.75,48.75
2133,1.25,48.75
2134,1.75,48.75
2135,2.25,48.75
2136,2.75,48.75
2137,3.25,48.75
2138,3.75,48.75
2139,4.25,48.75
2140,4.75,48.75
2141,5.25,48.75
2142,5.75,48.75
2143,6.25,48.75
2144,6.75,48.75
2145,7.25,48.75
2146,7.75,48.75
2147,8.25,48.75
2148,8.75,48.75
2149,9.25,48.75
2150,9.75,48.75
2151,10.25,48.75
2152,10.75,48.75
2153,11.25,48.75
2154,11.75,48.75
2155,12.25,48.75
2156,12.75,48.75
2157,13.25,48.75
2158,13.75,48.75
2159,14.25,48.75
2160,14.75,48.75
2161,15.25,48.75
2162,15.75,48.75
2163,16.25,48.75
2164,16.75,48.75
2165,17.25,48.75
2166,17.75,48.75
2167,18.25,48.75
2168,18.75,48.75
2169,19.25,48.75
2170,19.75,48.75
2171,20.25,48.75
2172,20.75,48.75
2173,21.25,48.75
2174,21.75,48.75
2175,22.25,48.75
2176,22.75,48.75
2177,23.25,48.75
2178,23.75,48.75
2179,24.25,48.75
2180,24.75,48.75
2181,25.25,48.75
2182,25.75,48.75
2183,26.25,48.75
2184,26.75,48.75
2185,27.25,48.75
2186,27.75,48.75
2187,28.25,48.75
2188,28.75,48.75
2189,29.25,48.75
2190,29.75,48.75
2191,30.25,48.75
2192,30.75,48.75
2193,31.25,48.75
2194,31.75,48.75
2195,32.25,48.75
2196,32.75,48.75
2197,33.25,48.75
2198,33.75,48.75
2199,34.25,48.75
2200,34.75,48.75
2201,35.25,48.75
2202,35.75,48.75
2203,36.25,48.75
2204,36.75,48.75
2205,37.25,48.75
2206,37.75,48.75
2207,38.25,48.75
2208,38.75,48.75
2209,39.25,48.75
2210,39.75,48.75
2211,40.25,48.75
2212,40.75,48.75
2213,41.25,48.75
2214,41.75,48.75
2215,42.25,48.75
2216,42.75,48.75
2217,43.25,48.75
2218,43.75,48.75
2219,44.25,48.75
2220,44.75,48.75
2221,0.25,49.25
2222,0.75,49.25
2223,1.25,49.25
2224,1.75,49.25
2225,2.25,49.25
2226,2.75,49.25
2227,3.25,49.25
2228,3.75,49.25
2229,4.25,49.25
2230,4.75,49.25
2231,5.25,49.25
2232,5.75,49.25
2233,6.25,49.25
2234,6.75,49.25
2235,7.25,49.25
2236,7.75,49.25
2237,8.25,49.25
2238,8.75,49.25
2239,9.25,49.25
2240,9.75,49.25
2241,10.25,49.25
2242,10.75,49.25
2243,11.25,49.25
2244,11.75,49.25
2245,12.25,49.25
2246,12.75,49.25
2247,13.25,49.25
2248,13.75,49.25
2249,14.25,49.25
2250,14.75,49.25
2251,15.25,49.25
2252,15.75,49.25
2253,16.25,49.25
2254,16.75,49.25
2255,17.25,49.25
2256,17.75,49.25
2257,18.25,49.25
2258,18.75,49.25
2259,19.25,49.25
2260,19.75,49.25
2261,20.25,49.25
2262,20.75,49.25
2263,21.25,49.25
2264,21.75,49.25
2265,22.25,49.25
2266,22.75,49.25
2267,23.25,49.25
2268,23.75,49.25
2269,24.25,49.25
2270,24.75,49.25
2271,25.25,49.25
2272,25.75,49.25
2273,26.25,49.25
2274,26.75,49.25
2275,27.25,49.25
2276,27.75,49.25
2277,28.25,49.25
2278,28.75,49.25
2279,29.25,49.25
2280,29.75,49.25
2281,30.25,49.25
2282,30.75,49.25
2283,31.25,49.25
2284,31.75,49.25
2285,32.25,49.25
2286,32.75,49.25
2287,33.75,49.25
2288,34.25,49.25
2289,34.75,49.25
2290,35.25,49.25
2291,35.75,49.25
2292,36.25,49.25
2293,36.75,49.25
2294,37.25,49.25
2295,37.75,49.25
2296,38.25,49.25
2297,38.75,49.25
2298,39.25,49.25
2299,39.75,49.25
2300,40.25,49.25
2301,40.75,49.25
2302,41.25,49.25
2303,41.75,49.25
2304,42.25,49.25
2305,42.75,49.25
2306,43.25,49.25
2307,43.75,49.25
2308,44.25,49.25
2309,44.75,49.25
2310,0.75,49.75
2311,1.25,49.75
2312,1.75,49.75
2313,2.25,49.75
2314,2.75,49.75
2315,3.25,49.75
2316,3.75,49.75
2317,4.25,49.75
2318,4.75,49.75
2319,5.25,49.75
2320,5.75,49.75
2321,6.25,49.75
2322,6.75,49.75
2323,7.25,49.75
2324,7.75,49.75
2325,8.25,49.75
2326,8.75,49.75
2327,9.25,49.75
2328,9.75,49.75
2329,10.25,49.75
2330,10.75,49.75
2331,11.25,49.75
2332,11.75,49.75
2333,12.25,49.75
2334,12.75,49.75
2335,13.25,49.75
2336,13.75,49.75
2337,14.25,49.75
2338,14.75,49.75
2339,15.25,49.75
2340,15.75,49.75
2341,16.25,49.75
2342,16.75,49.75
2343,17.25,49.75
2344,17.75,49.75
2345,18.25,49.75
2346,18.75,49.75
2347,19.25,49.75
2348,19.75,49.75
2349,20.25,49.75
2350,20.75,49.75
2351,21.25,49.75
2352,21.75,49.75
2353,22.25,49.75
2354,22.75,49.75
2355,23.25,49.75
2356,23.75,49.75
2357,24.25,49.75
2358,24.75,49.75
2359,25.25,49.75
2360,25.75,49.75
2361,26.25,49.75
2362,26.75,49.75
2363,27.25,49.75
2364,27.75,49.75
2365,28.25,49.75
2366,28.75,49.75
2367,29.25,49.75
2368,29.75,49.75
2369,30.25,49.75
2370,30.75,49.75
2371,31.25,49.75
2372,31.75,49.75
2373,32.75,49.75
2374,33.25,49.75
2375,33.75,49.75
2376,34.25,49.75
2377,34.75,49.75
2378,35.25,49.75
2379,35.75,49.75
2380,36.25,49.75
2381,36.75,49.75
2382,37.25,49.75
2383,37.75,49.75
2384,38.25,49.75
2385,38.75,49.75
2386,39.25,49.75
2387,39.75,49.75
2388,40.25,49.75
2389,40.75,49.75
2390,41.25,49.75
2391,41.75,49.75
2392,42.25,49.75
2393,42.75,49.75
2394,43.25,49.75
2395,43.75,49.75
2396,44.25,49.75
2397,44.75,49.75
2398,1.75,50.25
2399,2.25,50.25
2400,2.75,50.25
2401,3.25,50.25
2402,3.75,50.25
2403,4.25,50.25
2404,4.75,50.25
2405,5.25,50.25
2406,5.75,50.25
2407,6.25,50.25
2408,6.75,50.25
2409,7.25,50.25
2410,7.75,50.25
2411,8.25,50.25
2412,8.75,50.25
2413,9.25,50.25
2414,9.75,50.25
2415,10.25,50.25
2416,10.75,50.25
2417,11.25,50.25
2418,11.75,50.25
2419,12.25,50.25
2420,12.75,50.25
2421,13.25,50.25
2422,13.75,50.25
2423,14.25,50.25
2424,14.75,50.25
2425,15.25,50.25
2426,15.75,50.25
2427,16.25,50.25
2428,16.75,50.25
2429,17.25,50.25
2430,17.75,50.25
2431,18.25,50.25
2432,18.75,50.25
2433,19.25,50.25
2434,19.75,50.25
2435,20.25,50.25
2436,20.75,50.25
2437,21.25,50.25
2438,21.75,50.25
2439,22.25,50.25
2440,22.75,50.25
2441,23.25,50.25
2442,23.75,50.25
2443,24.25,50.25
2444,24.75,50.25
2445,25.25,50.25
2446,25.75,50.25
2447,26.25,50.25
2448,26.75,50.25
2449,27.25,50.25
2450,27.75,50.25
2451,28.25,50.25
2452,28.75,50.25
2453,29.25,50.25
2454,29.75,50.25
2455,30.25,50.25
2456,30.75,50.25
2457,31.25,50.25
2458,31.75,50.25
2459,32.25,50.25
2460,32.75,50.25
2461,33.25,50.25
2462,33.75,50.25
2463,34.25,50.25
2464,34.75,50.25
2465,35.25,50.25
2466,35.75,50.25
2467,36.25,50.25
2468,36.75,50.25
2469,37.25,50.25
2470,37.75,50.25
2471,38.25,50.25
2472,38.75,50.25
2473,39.25,50.25
2474,39.75,50.25
2475,40.25,50.25
2476,40.75,50.25
2477,41.25,50.25
2478,41.75,50.25
2479,42.25,50.25
2480,42.75,50.25
2481,43.25,50.25
2482,43.75,50.25
2483,44.25,50.25
2484,44.75,50.25
2485,2.25,50.75
2486,2.75,50.75
2487,3.25,50.75
2488,3.75,50.75
2489,4.25,50.75
2490,4.75,50.75
2491,5.25,50.75
2492,5.75,50.75
2493,6.25,50.75
2494,6.75,50.75
2495,7.25,50.75
2496,7.75,50.75
2497,8.25,50.75
2498,8.75,50.75
2499,9.25,50.75
2500,9.75,50.75
2501,10.25,50.75
2502,10.75,50.75
2503,11.25,50.75
2504,11.75,50.75
2505,12.25,50.75
2506,12.75,50.75
2507,13.25,50.75
2508,13.75,50.75
2509,14.25,50.75
2510,14.75,50.75
2511,15.25,50.75
2512,15.75,50.75
2513,16.25,50.75
2514,16.75,50.75
2515,17.25,50.75
2516,17.75,50.75
2517,18.25,50.75
2518,18.75,50.75
2519,19.25,50.75
2520,19.75,50.75
2521,20.25,50.75
2522,20.75,50.75
2523,21.25,50.75
2524,21.75,50.75
2525,22.25,50.75
2526,22.75,50.75
2527,23.25,50.75
2528,23.75,50.75
2529,24.25,50.75
2530,24.75,50.75
2531,25.25,50.75
2532,25.75,50.75
2533,26.25,50.75
2534,26.75,50.75
2535,27.25,50.75
2536,27.75,50.75
2537,28.25,50.75
2538,28.75,50.75
2539,29.25,50.75
2540,29.75,50.75
2541,30.25,50.75
2542,30.75,50.75
2543,31.25,50.75
2544,31.75,50.75
2545,32.25,50.75
2546,32.75,50.75
2547,33.25,50.75
2548,33.75,50.75
2549,34.25,50.75
2550,34.75,50.75
2551,35.25,50.75
2552,35.75,50.75
2553,36.25,50.75
2554,36.75,50.75
2555,37.25,50.75
2556,37.75,50.75
2557,38.25,50.75
2558,38.75,50.75
2559,39.25,50.75
2560,39.75,50.75
2561,40.25,50.75
2562,40.75,50.75
2563,41.25,50.75
2564,41.75,50.75
2565,42.25,50.75
2566,42.75,50.75
2567,43.25,50.75
2568,43.75,50.75
2569,44.25,50.75
2570,44.75,50.75
2571,0.25,51.25
2572,0.75,51.25
2573,1.25,51.25
2574,3.25,51.25
2575,3.75,51.25
2576,4.25,51.25
2577,4.75,51.25
2578,5.25,51.25
2579,5.75,51.25
2580,6.25,51.25
2581,6.75,51.25
2582,7.25,51.25
2583,7.75,51.25
2584,8.25,51.25
2585,8.75,51.25
2586,9.25,51.25
2587,9.75,51.25
2588,10.25,51.25
2589,10.75,51.25
2590,11.25,51.25
2591,11.75,51.25
2592,12.25,51.25
2593,12.75,51.25
2594,13.25,51.25
2595,13.75,51.25
2596,14.25,51.25
2597,14.75,51.25
2598,15.25,51.25
2599,15.75,51.25
2600,16.25,51.25
2601,16.75,51.25
2602,17.25,51.25
2603,17.75,51.25
2604,18.25,51.25
2605,18.75,51.25
2606,19.25,51.25
2607,19.75,51.25
2608,20.25,51.25
2609,20.75,51.25
2610,21.25,51.25
2611,21.75,51.25
2612,22.25,51.25
2613,22.75,51.25
2614,23.25,51.25
2615,23.75,51.25
2616,24.25,51.25
2617,24.75,51.25
2618,25.25,51.25
2619,25.75,51.25
2620,26.25,51.25
2621,26.75,51.25
2622,27.25,51.25
2623,27.75,51.25
