Grid-cell,Longitude,Latitude
2624,28.25,51.25
2625,28.75,51.25
2626,29.25,51.25
2627,29.75,51.25
2628,30.25,51.25
2629,30.75,51.25
2630,31.25,51.25
2631,31.75,51.25
2632,32.25,51.25
2633,32.75,51.25
2634,33.25,51.25
2635,33.75,51.25
2636,34.25,51.25
2637,34.75,51.25
2638,35.25,51.25
2639,35.75,51.25
2640,36.25,51.25
2641,36.75,51.25
2642,37.25,51.25
2643,37.75,51.25
2644,38.25,51.25
2645,38.75,51.25
2646,39.25,51.25
2647,39.75,51.25
2648,40.25,51.25
2649,40.75,51.25
2650,41.25,51.25
2651,41.75,51.25
2652,42.25,51.25
2653,42.75,51.25
2654,43.25,51.25
2655,43.75,51.25
2656,44.25,51.25
2657,44.75,51.25
2658,0.25,51.75
2659,0.75,51.75
2660,4.25,51.75
2661,4.75,51.75
2662,5.25,51.75
2663,5.75,51.75
2664,6.25,51.75
2665,6.75,51.75
2666,7.25,51.75
2667,7.75,51.75
2668,8.25,51.75
2669,8.75,51.75
2670,9.25,51.75
2671,9.75,51.75
2672,10.25,51.75
2673,10.75,51.75
2674,11.25,51.75
2675,11.75,51.75
2676,12.25,51.75
2677,12.75,51.75
2678,13.25,51.75
2679,13.75,51.75
2680,14.25,51.75
2681,14.75,51.75
2682,15.25,51.75
2683,15.75,51.75
2684,16.25,51.75
2685,16.75,51.75
2686,17.25,51.75
2687,17.75,51.75
2688,18.25,51.75
2689,18.75,51.75
2690,19.25,51.75
2691,19.75,51.75
2692,20.25,51.75
2693,20.75,51.75
2694,21.25,51.75
2695,21.75,51.75
2696,22.25,51.75
2697,22.75,51.75
2698,23.25,51.75
2699,23.75,51.75
2700,24.25,51.75
2701,24.75,51.75
2702,25.25,51.75
2703,25.75,51.75
2704,26.25,51.75
2705,26.75,51.75
2706,27.25,51.75
2707,27.75,51.75
2708,28.25,51.75
2709,28.75,51.75
2710,29.25,51.75
2711,29.75,51.75
2712,30.25,51.75
2713,30.75,51.75
2714,31.25,51.75
2715,31.75,51.75
2716,32.25,51.75
2717,32.75,51.75
2718,33.25,51.75
2719,33.75,51.75
2720,34.25,51.75
2721,34.75,51.75
2722,35.25,51.75
2723,35.75,51.75
2724,36.25,51.75
2725,36.75,51.75
2726,37.25,51.75
2727,37.75,51.75
2728,38.25,51.75
2729,38.75,51.75
2730,39.25,51.75
2731,39.75,51.75
2732,40.25,51.75
2733,40.75,51.75
2734,41.25,51.75
2735,41.75,51.75
2736,42.25,51.75
2737,42.75,51.75
2738,43.25,51.75
2739,43.75,51.75
2740,44.25,51.75
2741,44.75,51.75
2742,0.25,52.25
2743,0.75,52.25
2744,1.25,52.25
2745,4.75,52.25
2746,5.25,52.25
2747,5.75,52.25
2748,6.25,52.25
2749,6.75,52.25
2750,7.25,52.25
2751,7.75,52.25
2752,8.25,52.25
2753,8.75,52.25
2754,9.25,52.25
2755,9.75,52.25
2756,10.25,52.25
2757,10.75,52.25
2758,11.25,52.25
2759,11.75,52.25
2760,12.25,52.25
2761,12.75,52.25
2762,13.25,52.25
2763,13.75,52.25
2764,14.25,52.25
2765,14.75,52.25
2766,15.25,52.25
2767,15.75,52.25
2768,16.25,52.25
2769,16.75,52.25
2770,17.25,52.25
2771,17.75,52.25
2772,18.25,52.25
2773,18.75,52.25
2774,19.25,52.25
2775,19.75,52.25
2776,20.25,52.25
2777,20.75,52.25
2778,21.25,52.25
2779,21.75,52.25
2780,22.25,52.25
2781,22.75,52.25
2782,23.25,52.25
2783,23.75,52.25
2784,24.25,52.25
2785,24.75,52.25
2786,25.25,52.25
2787,25.75,52.25
2788,26.25,52.25
2789,26.75,52.25
2790,27.25,52.25
2791,27.75,52.25
2792,28.25,52.25
2793,28.75,52.25
2794,29.25,52.25
2795,29.75,52.25
2796,30.25,52.25
2797,30.75,52.25
2798,31.25,52.25
2799,31.75,52.25
2800,32.25,52.25
2801,32.75,52.25
2802,33.25,52.25
2803,33.75,52.25
2804,34.25,52.25
2805,34.75,52.25
2806,35.25,52.25
2807,35.75,52.25
2808,36.25,52.25
2809,36.75,52.25
2810,37.25,52.25
2811,37.75,52.25
2812,38.25,52.25
2813,38.75,52.25
2814,39.25,52.25
2815,39.75,52.25
2816,40.25,52.25
2817,40.75,52.25
2818,41.25,52.25
2819,41.75,52.25
2820,42.25,52.25
2821,42.75,52.25
2822,43.25,52.25
2823,43.75,52.25
2824,44.25,52.25
2825,44.75,52.25
2826,0.25,52.75
2827,0.75,52.75
2828,1.25,52.75
2829,6.25,52.75
2830,6.75,52.75
2831,7.25,52.75
2832,7.75,52.75
2833,8.25,52.75
2834,8.75,52.75
2835,9.25,52.75
2836,9.75,52.75
2837,10.25,52.75
2838,10.75,52.75
2839,11.25,52.75
2840,11.75,52.75
2841,12.25,52.75
2842,12.75,52.75
2843,13.25,52.75
2844,13.75,52.75
2845,14.25,52.75
2846,14.75,52.75
2847,15.25,52.75
2848,15.75,52.75
2849,16.25,52.75
2850,16.75,52.75
2851,17.25,52.75
2852,17.75,52.75
2853,18.25,52.75
2854,18.75,52.75
2855,19.25,52.75
2856,19.75,52.75
2857,20.25,52.75
2858,20.75,52.75
2859,21.25,52.75
2860,21.75,52.75
2861,22.25,52.75
2862,22.75,52.75
2863,23.25,52.75
2864,23.75,52.75
2865,24.25,52.75
2866,24.75,52.75
2867,25.25,52.75
2868,25.75,52.75
2869,26.25,52.75
2870,26.75,52.75
2871,27.25,52.75
2872,27.75,52.75
2873,28.25,52.75
2874,28.75,52.75
2875,29.25,52.75
2876,29.75,52.75
2877,30.25,52.75
2878,30.75,52.75
2879,31.25,52.75
2880,31.75,52.75
2881,32.25,52.75
2882,32.75,52.75
2883,33.25,52.75
2884,33.75,52.75
2885,34.25,52.75
2886,34.75,52.75
2887,35.25,52.75
2888,35.75,52.75
2889,36.25,52.75
2890,36.75,52.75
2891,37.25,52.75
2892,37.75,52.75
2893,38.25,52.75
2894,38.75,52.75
2895,39.25,52.75
2896,39.75,52.75
2897,40.25,52.75
2898,40.75,52.75
2899,41.25,52.75
2900,41.75,52.75
2901,42.25,52.75
2902,42.75,52.75
2903,43.25,52.75
2904,43.75,52.75
2905,44.25,52.75
2906,44.75,52.75
2907,0.25,53.25
2908,6.25,53.25
2909,6.75,53.25
2910,7.25,53.25
2911,7.75,53.25
2912,8.25,53.25
2913,8.75,53.25
2914,9.25,53.25
2915,9.75,53.25
2916,10.25,53.25
2917,10.75,53.25
2918,11.25,53.25
2919,11.75,53.25
2920,12.25,53.25
2921,12.75,53.25
2922,13.25,53.25
2923,13.75,53.25
2924,14.25,53.25
2925,14.75,53.25
2926,15.25,53.25
2927,15.75,53.25
2928,16.25,53.25
2929,16.75,53.25
2930,17.25,53.25
2931,17.75,53.25
2932,18.25,53.25
2933,18.75,53.25
2934,19.25,53.25
2935,19.75,53.25
2936,20.25,53.25
2937,20.75,53.25
2938,21.25,53.25
2939,21.75,53.25
2940,22.25,53.25
2941,22.75,53.25
2942,23.25,53.25
2943,23.75,53.25
2944,24.25,53.25
2945,24.75,53.25
2946,25.25,53.25
2947,25.75,53.25
2948,26.25,53.25
2949,26.75,53.25
2950,27.25,53.25
2951,27.75,53.25
2952,28.25,53.25
2953,28.75,53.25
2954,29.25,53.25
2955,29.75,53.25
2956,30.25,53.25
2957,30.75,53.25
2958,31.25,53.25
2959,31.75,53.25
2960,32.25,53.25
2961,32.75,53.25
2962,33.25,53.25
2963,33.75,53.25
2964,34.25,53.25
2965,34.75,53.25
2966,35.25,53.25
2967,35.75,53.25
2968,36.25,53.25
2969,36.75,53.25
2970,37.25,53.25
2971,37.75,53.25
2972,38.25,53.25
2973,38.75,53.25
2974,39.25,53.25
2975,39.75,53.25
2976,40.25,53.25
2977,40.75,53.25
2978,41.25,53.25
2979,41.75,53.25
2980,42.25,53.25
2981,42.75,53.25
2982,43.25,53.25
2983,43.75,53.25
2984,44.25,53.25
2985,44.75,53.25
2986,7.75,53.75
2987,8.75,53.75
2988,9.25,53.75
2989,9.75,53.75
2990,10.25,53.75
2991,10.75,53.75
2992,11.25,53.75
2993,11.75,53.75
2994,12.25,53.75
2995,12.75,53.75
2996,13.25,53.75
2997,13.75,53.75
2998,14.25,53.75
2999,14.75,53.75
3000,15.25,53.75
3001,15.75,53.75
3002,16.25,53.75
3003,16.75,53.75
3004,17.25,53.75
3005,17.75,53.75
3006,18.25,53.75
3007,18.75,53.75
3008,19.25,53.75
3009,19.75,53.75
3010,20.25,53.75
3011,20.75,53.75
3012,21.25,53.75
3013,21.75,53.75
3014,22.25,53.75
3015,22.75,53.75
3016,23.25,53.75
3017,23.75,53.75
3018,24.25,53.75
3019,24.75,53.75
3020,25.25,53.75
3021,25.75,53.75
3022,26.25,53.75
3023,26.75,53.75
3024,27.25,53.75
3025,27.75,53.75
3026,28.25,53.75
3027,28.75,53.75
3028,29.25,53.75
3029,29.75,53.75
3030,30.25,53.75
3031,30.75,53.75
3032,31.25,53.75
3033,31.75,53.75
3034,32.25,53.75
3035,32.75,53.75
3036,33.25,53.75
3037,33.75,53.75
3038,34.25,53.75
3039,34.75,53.75
3040,35.25,53.75
3041,35.75,53.75
3042,36.25,53.75
3043,36.75,53.75
3044,37.25,53.75
3045,37.75,53.75
3046,38.25,53.75
3047,38.75,53.75
3048,39.25,53.75
3049,39.75,53.75
3050,40.25,53.75
3051,40.75,53.75
3052,41.25,53.75
3053,41.75,53.75
3054,42.25,53.75
3055,42.75,53.75
3056,43.25,53.75
3057,43.75,53.75
3058,44.25,53.75
3059,44.75,53.75
3060,9.75,54.25
3061,10.25,54.25
3062,10.75,54.25
3063,12.25,54.25
3064,12.75,54.25
3065,13.25,54.25
3066,15.75,54.25
3067,16.25,54.25
3068,16.75,54.25
3069,17.25,54.25
3070,17.75,54.25
3071,18.25,54.25
3072,18.75,54.25
3073,19.25,54.25
3074,19.75,54.25
3075,20.25,54.25
3076,20.75,54.25
3077,21.25,54.25
3078,21.75,54.25
3079,22.25,54.25
3080,22.75,54.25
3081,23.25,54.25
3082,23.75,54.25
3083,24.25,54.25
3084,24.75,54.25
3085,25.25,54.25
3086,25.75,54.25
3087,26.25,54.25
3088,26.75,54.25
3089,27.25,54.25
3090,27.75,54.25
3091,28.25,54.25
3092,28.75,54.25
3093,29.25,54.25
3094,29.75,54.25
3095,30.25,54.25
3096,30.75,54.25
3097,31.25,54.25
3098,31.75,54.25
3099,32.25,54.25
3100,32.75,54.25
3101,33.25,54.25
3102,33.75,54.25
3103,34.25,54.25
3104,34.75,54.25
3105,35.25,54.25
3106,35.75,54.25
3107,36.25,54.25
3108,36.75,54.25
3109,37.25,54.25
3110,37.75,54.25
3111,38.25,54.25
3112,38.75,54.25
3113,39.25,54.25
3114,39.75,54.25
3115,40.25,54.25
3116,40.75,54.25
3117,41.25,54.25
3118,41.75,54.25
3119,42.25,54.25
3120,42.75,54.25
3121,43.25,54.25
3122,43.75,54.25
3123,44.25,54.25
3124,44.75,54.25
3125,9.75,54.75
3126,17.25,54.75
3127,17.75,54.75
3128,18.25,54.75
3129,20.75,54.75
3130,21.25,54.75
3131,21.75,54.75
3132,22.25,54.75
3133,22.75,54.75
3134,23.25,54.75
3135,23.75,54.75
3136,24.25,54.75
3137,24.75,54.75
3138,25.25,54.75
3139,25.75,54.75
3140,26.25,54.75
3141,26.75,54.75
3142,27.25,54.75
3143,27.75,54.75
3144,28.25,54.75
3145,28.75,54.75
3146,29.25,54.75
3147,29.75,54.75
3148,30.25,54.75
3149,30.75,54.75
3150,31.25,54.75
3151,31.75,54.75
3152,32.25,54.75
3153,32.75,54.75
3154,33.25,54.75
3155,33.75,54.75
3156,34.25,54.75
3157,34.75,54.75
3158,35.25,54.75
3159,35.75,54.75
3160,36.25,54.75
3161,36.75,54.75
3162,37.25,54.75
3163,37.75,54.75
3164,38.25,54.75
3165,38.75,54.75
3166,39.25,54.75
3167,39.75,54.75
3168,40.25,54.75
3169,40.75,54.75
3170,41.25,54.75
3171,41.75,54.75
3172,42.25,54.75
3173,42.75,54.75
3174,43.25,54.75
3175,43.75,54.75
3176,44.25,54.75
3177,44.75,54.75
3178,9.25,55.25
3179,9.75,55.25
3180,10.75,55.25
3181,12.25,55.25
3182,21.75,55.25
3183,22.25,55.25
3184,22.75,55.25
3185,23.25,55.25
3186,23.75,55.25
3187,24.25,55.25
3188,24.75,55.25
3189,25.25,55.25
3190,25.75,55.25
3191,26.25,55.25
3192,26.75,55.25
3193,27.25,55.25
3194,27.75,55.25
3195,28.25,55.25
3196,28.75,55.25
3197,29.25,55.25
3198,29.75,55.25
3199,30.25,55.25
3200,30.75,55.25
3201,31.25,55.25
3202,31.75,55.25
3203,32.25,55.25
3204,32.75,55.25
3205,33.25,55.25
3206,33.75,55.25
3207,34.25,55.25
3208,34.75,55.25
3209,35.25,55.25
3210,35.75,55.25
3211,36.25,55.25
3212,36.75,55.25
3213,37.25,55.25
3214,37.75,55.25
3215,38.25,55.25
3216,38.75,55.25
3217,39.25,55.25
3218,39.75,55.25
3219,40.25,55.25
3220,40.75,55.25
3221,41.25,55.25
3222,41.75,55.25
3223,42.25,55.25
3224,42.75,55.25
3225,43.25,55.25
3226,43.75,55.25
3227,44.25,55.25
3228,44.75,55.25
3229,8.75,55.75
3230,9.25,55.75
3231,9.75,55.75
3232,11.75,55.75
3233,12.25,55.75
3234,13.75,55.75
3235,14.25,55.75
3236,21.75,55.75
3237,22.25,55.75
3238,22.75,55.75
3239,23.25,55.75
3240,23.75,55.75
3241,24.25,55.75
3242,24.75,55.75
3243,25.25,55.75
3244,25.75,55.75
3245,26.25,55.75
3246,26.75,55.75
3247,27.25,55.75
3248,27.75,55.75
3249,28.25,55.75
3250,28.75,55.75
3251,29.25,55.75
3252,29.75,55.75
3253,30.25,55.75
3254,30.75,55.75
3255,31.25,55.75
3256,31.75,55.75
3257,32.25,55.75
3258,32.75,55.75
3259,33.25,55.75
3260,33.75,55.75
3261,34.25,55.75
3262,34.75,55.75
3263,35.25,55.75
3264,35.75,55.75
3265,36.25,55.75
3266,36.75,55.75
3267,37.25,55.75
3268,37.75,55.75
3269,38.25,55.75
3270,38.75,55.75
3271,39.25,55.75
3272,39.75,55.75
3273,40.25,55.75
3274,40.75,55.75
3275,41.25,55.75
3276,41.75,55.75
3277,42.25,55.75
3278,42.75,55.75
3279,43.25,55.75
3280,43.75,55.75
3281,44.25,55.75
3282,44.75,55.75
3283,8.75,56.25
3284,9.25,56.25
3285,9.75,56.25
3286,10.25,56.25
3287,12.75,56.25
3288,13.25,56.25
3289,13.75,56.25
3290,14.25,56.25
3291,14.75,56.25
3292,21.75,56.25
3293,22.25,56.25
3294,22.75,56.25
3295,23.25,56.25
3296,23.75,56.25
3297,24.25,56.25
3298,24.75,56.25
3299,25.25,56.25
3300,25.75,56.25
3301,26.25,56.25
3302,26.75,56.25
3303,27.25,56.25
3304,27.75,56.25
3305,28.25,56.25
3306,28.75,56.25
3307,29.25,56.25
3308,29.75,56.25
3309,30.25,56.25
3310,30.75,56.25
3311,31.25,56.25
3312,31.75,56.25
3313,32.25,56.25
3314,32.75,56.25
3315,33.25,56.25
3316,33.75,56.25
3317,34.25,56.25
3318,34.75,56.25
3319,35.25,56.25
3320,35.75,56.25
3321,36.25,56.25
3322,36.75,56.25
3323,37.25,56.25
3324,37.75,56.25
3325,38.25,56.25
3326,38.75,56.25
3327,39.25,56.25
3328,39.75,56.25
3329,40.25,56.25
3330,40.75,56.25
3331,41.25,56.25
3332,41.75,56.25
3333,42.25,56.25
3334,42.75,56.25
3335,43.25,56.25
3336,43.75,56.25
3337,44.25,56.25
3338,44.75,56.25
3339,8.75,56.75
3340,9.25,56.75
3341,10.25,56.75
3342,13.75,56.75
3343,14.25,56.75
3344,14.75,56.75
3345,15.25,56.75
3346,15.75,56.75
3347,16.25,56.75
3348,21.75,56.75
3349,22.25,56.75
3350,22.75,56.75
3351,23.25,56.75
3352,23.75,56.75
3353,24.25,56.75
3354,24.75,56.75
3355,25.25,56.75
3356,25.75,56.75
3357,26.25,56.75
3358,26.75,56.75
3359,27.25,56.75
3360,27.75,56.75
3361,28.25,56.75
3362,28.75,56.75
3363,29.25,56.75
3364,29.75,56.75
3365,30.25,56.75
3366,30.75,56.75
3367,31.25,56.75
3368,31.75,56.75
3369,32.25,56.75
3370,32.75,56.75
3371,33.25,56.75
3372,33.75,56.75
3373,34.25,56.75
3374,34.75,56.75
3375,35.25,56.75
3376,35.75,56.75
3377,36.25,56.75
3378,36.75,56.75
3379,37.25,56.75
3380,37.75,56.75
3381,38.25,56.75
3382,38.75,56.75
3383,39.25,56.75
3384,39.75,56.75
3385,40.25,56.75
3386,40.75,56.75
3387,41.25,56.75
3388,41.75,56.75
3389,42.25,56.75
3390,42.75,56.75
3391,43.25,56.75
3392,43.75,56.75
3393,44.25,56.75
3394,44.75,56.75
3395,9.75,57.25
3396,12.75,57.25
3397,13.25,57.25
3398,13.75,57.25
3399,14.25,57.25
3400,14.75,57.25
3401,15.25,57.25
3402,15.75,57.25
3403,16.25,57.25
3404,22.25,57.25
3405,22.75,57.25
3406,23.25,57.25
3407,24.75,57.25
3408,25.25,57.25
3409,25.75,57.25
3410,26.25,57.25
3411,26.75,57.25
3412,27.25,57.25
3413,27.75,57.25
3414,28.25,57.25
3415,28.75,57.25
3416,29.25,57.25
3417,29.75,57.25
3418,30.25,57.25
3419,30.75,57.25
3420,31.25,57.25
3421,31.75,57.25
3422,32.25,57.25
3423,32.75,57.25
3424,33.25,57.25
3425,33.75,57.25
3426,34.25,57.25
3427,34.75,57.25
3428,35.25,57.25
3429,35.75,57.25
3430,36.25,57.25
3431,36.75,57.25
3432,37.25,57.25
3433,37.75,57.25
3434,38.25,57.25
3435,38.75,57.25
3436,39.25,57.25
3437,39.75,57.25
3438,40.25,57.25
3439,40.75,57.25
3440,41.25,57.25
3441,41.75,57.25
3442,42.25,57.25
3443,42.75,57.25
3444,43.25,57.25
3445,43.75,57.25
3446,44.25,57.25
3447,44.75,57.25
3448,12.75,57.75
3449,13.25,57.75
3450,13.75,57.75
3451,14.25,57.75
3452,14.75,57.75
3453,15.25,57.75
3454,15.75,57.75
3455,16.25,57.75
3456,18.75,57.75
3457,22.25,57.75
3458,24.75,57.75
3459,25.25,57.75
3460,25.75,57.75
3461,26.25,57.75
3462,26.75,57.75
3463,27.25,57.75
3464,27.75,57.75
3465,28.25,57.75
3466,28.75,57.75
3467,29.25,57.75
3468,29.75,57.75
3469,30.25,57.75
3470,30.75,57.75
3471,31.25,57.75
3472,31.75,57.75
3473,32.25,57.75
3474,32.75,57.75
3475,33.25,57.75
3476,33.75,57.75
3477,34.25,57.75
3478,34.75,57.75
3479,35.25,57.75
3480,35.75,57.75
3481,36.25,57.75
3482,36.75,57.75
3483,37.25,57.75
3484,37.75,57.75
3485,38.25,57.75
3486,38.75,57.75
3487,39.25,57.75
3488,39.75,57.75
3489,40.25,57.75
3490,40.75,57.75
3491,41.25,57.75
3492,41.75,57.75
3493,42.25,57.75
3494,42.75,57.75
3495,43.25,57.75
3496,43.75,57.75
3497,44.25,57.75
3498,44.75,57.75
3499,7.75,58.25
3500,12.25,58.25
3501,12.75,58.25
3502,13.25,58.25
3503,13.75,58.25
3504,14.25,58.25
3505,15.25,58.25
3506,15.75,58.25
3507,16.25,58.25
3508,16.75,58.25
3509,25.25,58.25
3510,25.75,58.25
3511,26.25,58.25
3512,26.75,58.25
3513,27.25,58.25
3514,27.75,58.25
3515,28.75,58.25
3516,29.25,58.25
3517,29.75,58.25
3518,30.25,58.25
3519,30.75,58.25
3520,31.25,58.25
3521,31.75,58.25
3522,32.25,58.25
3523,32.75,58.25
3524,33.25,58.25
3525,33.75,58.25
3526,34.25,58.25
3527,34.75,58.25
3528,35.25,58.25
3529,35.75,58.25
3530,36.25,58.25
3531,36.75,58.25
3532,37.25,58.25
3533,37.75,58.25
3534,38.25,58.25
3535,39.25,58.25
3536,39.75,58.25
3537,40.25,58.25
3538,40.75,58.25
3539,41.25,58.25
3540,41.75,58.25
3541,42.25,58.25
3542,42.75,58.25
3543,43.25,58.25
3544,43.75,58.25
3545,44.25,58.25
3546,44.75,58.25
3547,6.25,58.75
3548,6.75,58.75
3549,7.25,58.75
3550,7.75,58.75
3551,8.25,58.75
3552,8.75,58.75
3553,9.25,58.75
3554,11.75,58.75
3555,12.25,58.75
3556,13.75,58.75
3557,14.25,58.75
3558,14.75,58.75
3559,15.75,58.75
3560,16.25,58.75
3561,16.75,58.75
3562,22.75,58.75
3563,23.75,58.75
3564,24.25,58.75
3565,24.75,58.75
3566,25.25,58.75
3567,25.75,58.75
3568,26.25,58.75
3569,26.75,58.75
3570,28.75,58.75
3571,29.25,58.75
3572,29.75,58.75
3573,30.25,58.75
3574,30.75,58.75
3575,31.25,58.75
3576,31.75,58.75
3577,32.25,58.75
3578,32.75,58.75
3579,33.25,58.75
3580,33.75,58.75
3581,34.25,58.75
3582,34.75,58.75
3583,35.25,58.75
3584,35.75,58.75
3585,36.25,58.75
3586,36.75,58.75
3587,37.25,58.75
3588,37.75,58.75
3589,39.25,58.75
3590,39.75,58.75
3591,40.25,58.75
3592,40.75,58.75
3593,41.25,58.75
3594,41.75,58.75
3595,42.25,58.75
3596,42.75,58.75
3597,43.25,58.75
3598,43.75,58.75
3599,44.25,58.75
3600,44.75,58.75
3601,6.75,59.25
3602,7.25,59.25
3603,7.75,59.25
3604,8.25,59.25
3605,8.75,59.25
3606,9.25,59.25
3607,9.75,59.25
3608,10.25,59.25
3609,11.75,59.25
3610,12.75,59.25
3611,14.75,59.25
3612,15.25,59.25
3613,15.75,59.25
3614,16.25,59.25
3615,16.75,59.25
3616,17.25,59.25
3617,17.75,59.25
3618,18.25,59.25
3619,24.25,59.25
3620,24.75,59.25
3621,25.25,59.25
3622,25.75,59.25
3623,26.25,59.25
3624,26.75,59.25
3625,27.25,59.25
3626,27.75,59.25
3627,28.25,59.25
3628,28.75,59.25
3629,29.25,59.25
3630,29.75,59.25
3631,30.25,59.25
3632,30.75,59.25
3633,31.25,59.25
3634,31.75,59.25
3635,32.25,59.25
3636,32.75,59.25
3637,33.25,59.25
3638,33.75,59.25
3639,34.25,59.25
3640,34.75,59.25
3641,35.25,59.25
3642,35.75,59.25
3643,36.25,59.25
3644,36.75,59.25
3645,37.25,59.25
3646,37.75,59.25
3647,38.75,59.25
3648,39.25,59.25
3649,39.75,59.25
3650,40.25,59.25
3651,40.75,59.25
3652,41.25,59.25
3653,41.75,59.25
3654,42.25,59.25
3655,42.75,59.25
3656,43.25,59.25
3657,43.75,59.25
3658,44.25,59.25
3659,44.75,59.25
3660,5.75,59.75
3661,6.25,59.75
3662,7.25,59.75
3663,7.75,59.75
3664,8.25,59.75
3665,8.75,59.75
3666,9.25,59.75
3667,9.75,59.75
3668,10.25,59.75
3669,11.25,59.75
3670,11.75,59.75
3671,12.25,59.75
3672,12.75,59.75
3673,13.25,59.75
3674,13.75,59.75
3675,14.25,59.75
3676,14.75,59.75
3677,15.25,59.75
3678,15.75,59.75
3679,16.25,59.75
3680,16.75,59.75
3681,17.75,59.75
3682,18.25,59.75
3683,18.75,59.75
3684,28.75,59.75
3685,29.25,59.75
3686,29.75,59.75
3687,30.25,59.75
3688,30.75,59.75
3689,31.25,59.75
3690,31.75,59.75
3691,32.25,59.75
3692,32.75,59.75
3693,33.25,59.75
3694,33.75,59.75
3695,34.25,59.75
3696,34.75,59.75
3697,35.25,59.75
3698,35.75,59.75
3699,36.25,59.75
3700,36.75,59.75
3701,37.25,59.75
3702,37.75,59.75
3703,38.25,59.75
3704,38.75,59.75
3705,39.25,59.75
3706,39.75,59.75
3707,40.25,59.75
3708,40.75,59.75
3709,41.25,59.75
3710,41.75,59.75
3711,42.25,59.75
3712,42.75,59.75
3713,43.25,59.75
3714,43.75,59.75
3715,44.25,59.75
3716,44.75,59.75
3717,6.75,60.25
3718,7.25,60.25
3719,7.75,60.25
3720,8.25,60.25
3721,8.75,60.25
3722,9.25,60.25
3723,9.75,60.25
3724,10.25,60.25
3725,10.75,60.25
3726,11.25,60.25
3727,11.75,60.25
3728,12.25,60.25
3729,12.75,60.25
3730,13.25,60.25
3731,13.75,60.25
3732,14.25,60.25
3733,14.75,60.25
3734,15.25,60.25
3735,15.75,60.25
3736,16.25,60.25
3737,16.75,60.25
3738,17.25,60.25
3739,17.75,60.25
3740,18.25,60.25
3741,22.75,60.25
3742,23.25,60.25
3743,23.75,60.25
3744,24.25,60.25
3745,24.75,60.25
3746,30.75,60.25
3747,32.75,60.25
3748,33.25,60.25
3749,33.75,60.25
3750,34.25,60.25
3751,34.75,60.25
3752,35.25,60.25
3753,35.75,60.25
3754,36.25,60.25
3755,36.75,60.25
3756,37.25,60.25
3757,37.75,60.25
3758,38.25,60.25
3759,38.75,60.25
3760,39.25,60.25
3761,39.75,60.25
3762,40.25,60.25
3763,40.75,60.25
3764,41.25,60.25
3765,41.75,60.25
3766,42.25,60.25
3767,42.75,60.25
3768,43.25,60.25
3769,43.75,60.25
3770,44.25,60.25
3771,44.75,60.25
3772,6.25,60.75
3773,6.75,60.75
3774,7.75,60.75
3775,8.25,60.75
3776,8.75,60.75
3777,9.25,60.75
3778,9.75,60.75
3779,10.25,60.75
3780,10.75,60.75
3781,11.25,60.75
3782,11.75,60.75
3783,12.25,60.75
3784,12.75,60.75
3785,13.25,60.75
3786,13.75,60.75
3787,14.25,60.75
3788,14.75,60.75
3789,15.25,60.75
3790,15.75,60.75
3791,16.25,60.75
3792,16.75,60.75
3793,17.25,60.75
3794,22.25,60.75
3795,22.75,60.75
3796,23.25,60.75
3797,23.75,60.75
3798,24.25,60.75
3799,24.75,60.75
3800,25.25,60.75
3801,25.75,60.75
3802,26.25,60.75
3803,26.75,60.75
3804,27.25,60.75
3805,27.75,60.75
3806,29.25,60.75
3807,29.75,60.75
3808,30.25,60.75
3809,33.75,60.75
3810,34.25,60.75
3811,34.75,60.75
3812,35.25,60.75
3813,35.75,60.75
3814,36.25,60.75
3815,36.75,60.75
3816,37.25,60.75
3817,37.75,60.75
3818,38.25,60.75
3819,38.75,60.75
3820,39.25,60.75
3821,39.75,60.75
3822,40.25,60.75
3823,40.75,60.75
3824,41.25,60.75
3825,41.75,60.75
3826,42.25,60.75
3827,42.75,60.75
3828,43.25,60.75
3829,43.75,60.75
3830,44.25,60.75
3831,44.75,60.75
3832,6.25,61.25
3833,7.25,61.25
3834,7.75,61.25
3835,8.25,61.25
3836,8.75,61.25
3837,9.25,61.25
3838,9.75,61.25
3839,10.25,61.25
3840,10.75,61.25
3841,11.25,61.25
3842,11.75,61.25
3843,12.25,61.25
3844,12.75,61.25
3845,13.25,61.25
3846,13.75,61.25
3847,14.25,61.25
3848,14.75,61.25
3849,15.25,61.25
3850,15.75,61.25
3851,16.25,61.25
3852,16.75,61.25
3853,21.75,61.25
3854,22.25,61.25
3855,22.75,61.25
3856,23.25,61.25
3857,23.75,61.25
3858,24.25,61.25
3859,24.75,61.25
3860,25.25,61.25
3861,25.75,61.25
3862,26.25,61.25
3863,27.25,61.25
3864,27.75,61.25
3865,28.25,61.25
3866,28.75,61.25
3867,29.25,61.25
3868,29.75,61.25
3869,33.25,61.25
3870,33.75,61.25
3871,34.25,61.25
3872,34.75,61.25
3873,35.25,61.25
3874,36.75,61.25
3875,37.25,61.25
3876,37.75,61.25
3877,38.25,61.25
3878,38.75,61.25
3879,39.25,61.25
3880,39.75,61.25
3881,40.25,61.25
3882,40.75,61.25
3883,41.25,61.25
3884,41.75,61.25
3885,42.25,61.25
3886,42.75,61.25
3887,43.25,61.25
3888,43.75,61.25
3889,44.25,61.25
3890,44.75,61.25
3891,5.75,61.75
3892,6.25,61.75
3893,6.75,61.75
3894,7.75,61.75
