STARTcounty,area,pla,agr_share_1831,NrGentry,mills,copyhold_count_1850,market_1600,mill,lMincome,lLStax_pc,perc_catholics_1800,ind_share_1831
GLOUCESTERSHIRE,5.4540240000,SAINTBURY,0.6666666900,0.0000000000,0.0000000000,,,0.0000000000,3.1256635000,0.0000000000,0.0000000000,0.0952380970
GLOUCESTERSHIRE,4.8465980000,SPOONBED,0.1962616900,2.0000000000,2.2500000000,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1495327100
GLOUCESTERSHIRE,7.4409345000,STROUD END,0.2115384600,0.0000000000,2.2500000000,,,1.0000000000,2.7234859000,0.0000000000,0.0000000000,0.2259615400
GLOUCESTERSHIRE,1.0090373594,PITCHCOMBE,0.1428571500,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,3.7799058125,HARESCOMBE,0.7931034600,1.0000000000,0.0000000000,,,0.0000000000,3.0136950000,4.0854373000,0.0000000000,0.1724138000
GLOUCESTERSHIRE,5.5575510000,BROOKTHORPE,0.9130435000,0.0000000000,0.0000000000,,,0.0000000000,2.8638661000,3.9333930000,0.0000000000,0.0869565230
GLOUCESTERSHIRE,2.8687797500,WHADDON,0.7714285900,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1714285800
GLOUCESTERSHIRE,7.5597269922,QUEDGELEY,0.7647059000,1.0000000000,0.0000000000,,,0.0000000000,3.8256478000,3.8147776000,0.0000000000,0.1029411800
GLOUCESTERSHIRE,7.6958345000,CRANHAM,0.5858585800,0.0000000000,0.0000000000,,,0.0000000000,3.4323056000,3.2846637000,0.0000000000,0.1919191900
GLOUCESTERSHIRE,7.2693810000,ELMORE,0.4730769100,0.0000000000,0.0000000000,,,0.0000000000,3.8256478000,3.0857840000,0.0000000000,0.1807692300
GLOUCESTERSHIRE,6.2518660000,LONGNEY,0.4710743700,1.0000000000,0.0000000000,,,0.0000000000,4.2299314000,3.6880813000,0.0000000000,0.2148760300
GLOUCESTERSHIRE,5.0625030000,WILLERSEY,0.7931034600,1.0000000000,0.0000000000,,,0.0000000000,3.2848196000,0.0000000000,0.0000000000,0.1839080500
GLOUCESTERSHIRE,8.784125103515626,HARDWICKE,0.5803571300,2.0000000000,0.0000000000,,,0.0000000000,4.2132382000,3.8390102000,0.0000000000,0.2767857000
GLOUCESTERSHIRE,9.399566999999999,HARESFIELD,0.7106918100,3.0000000000,0.0000000000,,,0.0000000000,2.9644136000,0.0000000000,0.0000000000,0.2264151000
GLOUCESTERSHIRE,2.4790997500,COLETHORP,,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,10.7802715313,STANDISH,0.6319444200,2.0000000000,1.0000000000,,,1.0000000000,4.8363152000,3.5510530000,0.0000000000,0.1875000000
GLOUCESTERSHIRE,5.2372435000,MORETON VALENCE,0.6341463300,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.5671380000,0.0000000000,0.2073170700
GLOUCESTERSHIRE,5.2508590000,WHEATENHURST,0.4571428600,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.3688273000,0.0000000000,0.2857143000
GLOUCESTERSHIRE,2.168349787109375,SAUL,0.1711711700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.5568912000,0.0000000000,0.1441441500
GLOUCESTERSHIRE,2.3540841953,FRETHERNE,0.3000000100,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2571428700
GLOUCESTERSHIRE,9.727596999999999,ARLINGHAM,0.6544502400,3.0000000000,0.0000000000,,,0.0000000000,2.8332133000,0.0000000000,0.0000000000,0.1151832500
GLOUCESTERSHIRE,9.284562142578125,FRAMPTON UPON SEVERN,0.2656250000,3.0000000000,0.0000000000,,1.0000000000,0.0000000000,0.0000000000,3.3159668000,0.0000000000,0.3984375000
GLOUCESTERSHIRE,8.1802435000,EASTINGTON,0.4275362200,0.0000000000,3.0000000000,,0.0000000000,1.0000000000,3.3738120000,4.7629066000,0.0000000000,0.1775362300
GLOUCESTERSHIRE,6.7965660000,STONEHOUSE,0.1078610600,3.0000000000,5.0000000000,,,1.0000000000,0.0000000000,3.8430302000,0.0004050223,0.2998171700
GLOUCESTERSHIRE,2.3304151563,RANDWICK,0.1964285700,0.0000000000,0.0000000000,,,0.0000000000,1.6661333000,0.0000000000,0.0000000000,0.2142857200
GLOUCESTERSHIRE,16.2610950000,STROUD,0.9166666900,2.0000000000,14.0000000000,,,1.0000000000,0.0000000000,0.0000000000,0.0363636350,0.0833333360
GLOUCESTERSHIRE,32.5614580000,BISLEY,0.2236024900,2.0000000000,3.0000000000,,,1.0000000000,2.5173604000,5.4103031000,0.0000000000,0.2383540400
GLOUCESTERSHIRE,6.1542535000,EDGEWORTH,0.8461538600,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.3092151000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,10.9410710000,OAKLEY,,0.0000000000,0.0000000000,1.0000000000,,0.0000000000,4.3991704000,0.0000000000,,
GLOUCESTERSHIRE,3.2868152500,CIRENCESTER,0.1407465000,4.0000000000,0.0000000000,1.0000000000,,0.0000000000,4.8279805000,0.0000000000,0.0012915129,0.4867807000
GLOUCESTERSHIRE,2.1812660000,WIGGOLD,,0.0000000000,0.0000000000,4.0000000000,,0.0000000000,1.0986123000,0.0000000000,,
GLOUCESTERSHIRE,4.9653540000,CHESTERTON,,1.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,3.2775638000,4.7488704000,,
GLOUCESTERSHIRE,18.8182640000,CHIPPING CAMPDEN,0.5452631700,0.0000000000,1.0000000000,,1.0000000000,1.0000000000,3.2188759000,4.2610822000,0.0062860134,0.3726315800
GLOUCESTERSHIRE,2.5208812500,HIDCOTE BOYCE,,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,8.1723985000,PRESTON,0.8444444500,1.0000000000,0.0000000000,,,0.0000000000,3.2017298000,3.6206980000,0.0000000000,0.1111111100
GLOUCESTERSHIRE,2.7763047500,HARNHILL,,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.4339871000,,
GLOUCESTERSHIRE,12.7365776250,AMPNEY CRUCIS,0.5664335500,0.0000000000,0.0000000000,,,0.0000000000,4.0384355000,5.0694571000,0.0000000000,0.2377622400
GLOUCESTERSHIRE,8.810040000000001,BARNSLEY,0.7195122200,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.2671175000,0.0031446540,0.1585365800
GLOUCESTERSHIRE,5.4629465000,AMPNEY ST MARY,0.7878788100,1.0000000000,0.0000000000,,,0.0000000000,2.8410258000,0.0000000000,0.0000000000,0.0909090940
GLOUCESTERSHIRE,2.4924795000,AMPNEY ST PETER,0.2352941200,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4705882400
GLOUCESTERSHIRE,6.5032880000,POULTON,,0.0000000000,0.0000000000,,0.0000000000,0.0000000000,3.3354731000,0.0000000000,,
GLOUCESTERSHIRE,10.3409350000,DOWN AMPNEY,0.6915887600,1.0000000000,0.0000000000,,,0.0000000000,0.9360933300,4.1420002000,0.0000000000,0.2149532700
GLOUCESTERSHIRE,8.1369150000,MEYSEY HAMPTON,0.6455696200,1.0000000000,0.0000000000,,,0.0000000000,2.4423470000,3.2510791000,0.0000000000,0.2405063400
GLOUCESTERSHIRE,11.0988840000,QUENINGTON,0.7421383900,0.0000000000,0.0000000000,,,0.0000000000,2.6082299000,0.0000000000,0.0014471780,0.2075471700
GLOUCESTERSHIRE,4.7996230000,EBRINGTON,0.6319444200,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1736111000
GLOUCESTERSHIRE,10.9122342500,COLN ST ALDWYN,0.6017699200,0.0000000000,0.0000000000,,,0.0000000000,3.5120428000,5.0289845000,0.0362811800,0.3451327400
GLOUCESTERSHIRE,5.5339690000,HATHEROP,,1.0000000000,0.0000000000,,,0.0000000000,3.0672774000,2.5123055000,,
GLOUCESTERSHIRE,11.2356620000,EASTLEACH TURVILLE,0.7777777900,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.0827436000,0.0000000000,0.2020202000
GLOUCESTERSHIRE,7.7230930000,EASTLEACH MARTIN,0.8936170300,0.0000000000,0.0000000000,,,0.0000000000,3.5289307000,3.9374123000,0.0000000000,0.0851063800
GLOUCESTERSHIRE,6.4586810000,SOUTHROP,0.7432432200,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0114285710,0.1891892000
GLOUCESTERSHIRE,14.7299100000,LECHLADE,0.4355828200,0.0000000000,0.0000000000,,1.0000000000,0.0000000000,0.0000000000,4.2785583000,0.0000000000,0.4079754700
GLOUCESTERSHIRE,16.2382180000,FAIRFORD,0.4360902300,2.0000000000,0.0000000000,,1.0000000000,0.0000000000,2.5150046000,4.7188177000,0.0012706480,0.3583959900
GLOUCESTERSHIRE,20.2604480000,KEMPSFORD,0.7116279000,1.0000000000,0.0000000000,,0.0000000000,0.0000000000,2.6855774000,0.0000000000,0.0000000000,0.1255814000
GLOUCESTERSHIRE,5.2068280000,DRIFFIELD,0.9722222100,1.0000000000,0.0000000000,,,0.0000000000,3.8586223000,3.8501475000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,12.3258750000,SOUTH CERNEY,,0.0000000000,0.0000000000,,,0.0000000000,3.5906692000,3.2958369000,,
GLOUCESTERSHIRE,2.0803933750,CHURCH ICOMB,0.8421052700,0.0000000000,0.0000000000,7.0000000000,,0.0000000000,0.0000000000,2.8564701000,0.0000000000,0.0263157900
GLOUCESTERSHIRE,4.5303645000,CHARINGWORTH,,1.0000000000,0.0000000000,,,0.0000000000,1.2188615000,3.7436044000,,
GLOUCESTERSHIRE,8.752190000000001,SIDDINGTON,0.6269841200,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.6300390000,0.0000000000,0.1825396900
GLOUCESTERSHIRE,10.2322670000,COATES,0.7738095500,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.4257016000,0.0000000000,0.0833333360
GLOUCESTERSHIRE,9.742200515624999,SAPPERTON,0.3037974500,0.0000000000,0.0000000000,,,0.0000000000,2.5861964000,0.0000000000,0.0000000000,0.2622061400
GLOUCESTERSHIRE,5.9990440000,FRAMPTON MANSELL,0.9512195000,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,16.6096860000,RODMARTON,0.7047619200,1.0000000000,0.0000000000,,,0.0000000000,0.8109301900,5.3690200000,0.0000000000,0.1238095200
GLOUCESTERSHIRE,9.382376000000001,CHERINGTON,0.8333333100,1.0000000000,0.0000000000,,,0.0000000000,2.6109886000,4.0153813000,0.0597609580,0.0833333360
GLOUCESTERSHIRE,18.3282985000,AVENING,0.3056603700,2.0000000000,4.0000000000,,,1.0000000000,0.0000000000,3.2020688000,0.0000000000,0.3150943500
GLOUCESTERSHIRE,20.1694260000,MINCHINHAMPTON,0.0722367240,2.0000000000,12.0000000000,,1.0000000000,1.0000000000,2.3244281000,0.0000000000,0.0003910833,0.2576153300
GLOUCESTERSHIRE,5.4906770000,RODBOROUGH,0.1375464600,3.0000000000,6.0000000000,,,1.0000000000,0.0000000000,4.4244943000,0.0000000000,0.2100371700
GLOUCESTERSHIRE,4.7493275000,WOODCHESTER,0.1589958200,2.0000000000,4.0000000000,,,1.0000000000,0.0000000000,3.3468032000,0.0000000000,0.2092050200
GLOUCESTERSHIRE,9.263699000000001,SNOWSHILL,0.7123287900,1.0000000000,0.0000000000,,,0.0000000000,3.9108555000,0.0000000000,0.0000000000,0.2054794600
GLOUCESTERSHIRE,6.9785980000,KING'S STANLEY,0.1545139000,0.0000000000,1.0000000000,,0.0000000000,1.0000000000,0.0000000000,4.1001835000,0.0000000000,0.2465277800
GLOUCESTERSHIRE,3.3490952500,LEONARD STANLEY,0.1162790700,0.0000000000,3.0000000000,,1.0000000000,1.0000000000,1.9218127000,3.4115264000,0.0000000000,0.1906976700
GLOUCESTERSHIRE,7.6594380000,FROCESTER,,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.1696856000,,
GLOUCESTERSHIRE,10.0591420000,COALEY,0.2838428000,0.0000000000,0.0000000000,,,0.0000000000,2.8903718000,0.0000000000,0.0000000000,0.0917030570
GLOUCESTERSHIRE,13.5362510000,CAM,0.1938775500,1.0000000000,2.0000000000,,,1.0000000000,3.6888795000,0.0000000000,0.0000000000,0.1387755100
GLOUCESTERSHIRE,15.1926160000,SLIMBRIDGE,0.5000000000,2.0000000000,0.0000000000,,,0.0000000000,2.5902672000,0.0000000000,0.0000000000,0.2304347800
GLOUCESTERSHIRE,7.7281140000,HINTON,0.7894737100,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1052631600
GLOUCESTERSHIRE,11.7690980000,HAMFALLOW,,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,4.7381413203,BREADSTONE,0.7777777900,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1111111100
GLOUCESTERSHIRE,16.8319020000,ALKINGTON,0.5211267500,1.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.6678293900,0.0000000000,0.0000000000,0.2676056300
GLOUCESTERSHIRE,9.3969170000,BUCKLAND,0.7904762000,1.0000000000,0.0000000000,,,0.0000000000,3.5875039000,3.6780097000,0.0024813896,0.1523809600
GLOUCESTERSHIRE,0.2142239375,BERKELEY,0.0909090940,2.0000000000,1.0000000000,,1.0000000000,1.0000000000,4.1222162000,0.0000000000,0.0000000000,0.5550239100
GLOUCESTERSHIRE,13.9732400000,HAM,0.5755102000,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1469387700
GLOUCESTERSHIRE,3.9016400000,STONE,,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,6.7564650000,STINCHCOMBE,0.4823529400,2.0000000000,0.0000000000,,,0.0000000000,1.2139231000,0.0000000000,0.0000000000,0.1647058900
GLOUCESTERSHIRE,13.2153380000,NORTH NIBLEY,0.3768546000,3.0000000000,3.0000000000,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1632047400
GLOUCESTERSHIRE,18.7629980000,WOTTON UNDER EDGE,0.0846273300,1.0000000000,5.0000000000,,1.0000000000,1.0000000000,3.5263605000,0.0000000000,0.0000000000,0.2833851000
GLOUCESTERSHIRE,4.7797680000,OZLEWORTH,0.5789473700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1052631600
GLOUCESTERSHIRE,4.3706700000,DURSLEY,0.0660112350,1.0000000000,4.0000000000,,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3806179800
GLOUCESTERSHIRE,6.3061780000,ULEY,0.1347517700,2.0000000000,2.0000000000,,,1.0000000000,1.0647107000,0.0000000000,0.0000000000,0.1613475200
GLOUCESTERSHIRE,2.5812508672,OWLPEN,0.5400000200,0.0000000000,0.0000000000,,,0.0000000000,0.5306282600,0.0000000000,0.0000000000,0.0399999990
GLOUCESTERSHIRE,7.3846100000,CHILDSWICKHAM,0.6989247200,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2150537700
GLOUCESTERSHIRE,6.3448365000,NYMPSFIELD,0.3445378200,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2773109400
GLOUCESTERSHIRE,17.2983620000,HORSLEY,0.1788235300,2.0000000000,9.0000000000,,,1.0000000000,4.1414800000,4.0356011000,0.0000000000,0.2494117600
GLOUCESTERSHIRE,8.3899990000,KINGSCOTE,0.5285714300,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2142857200
GLOUCESTERSHIRE,7.9894542969,NEWINGTON BAGPATH,0.5156250000,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1406250000
GLOUCESTERSHIRE,8.5748330000,BEVERSTON,0.8139534600,0.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1395348900
GLOUCESTERSHIRE,18.9148440000,TETBURY,0.3205882300,3.0000000000,0.0000000000,,1.0000000000,0.0000000000,0.4777857700,5.4836898000,0.0000000000,0.4176470600
GLOUCESTERSHIRE,9.648942999999999,SHIPTON MOYNE,0.7126436800,2.0000000000,0.0000000000,,,0.0000000000,1.7017132000,3.0827436000,0.0000000000,0.2183908100
GLOUCESTERSHIRE,3.3570185000,WESTON BIRT,0.7058823700,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.7245796000,0.0000000000,0.1176470600
GLOUCESTERSHIRE,4.3010230000,LASBOROUGH,,1.0000000000,0.0000000000,,,0.0000000000,0.4054651000,5.0978317000,,
GLOUCESTERSHIRE,9.472941000000001,BOXWELL WITH LEIGHTERTON,0.8133333300,1.0000000000,0.0000000000,,,0.0000000000,3.7400477000,3.2911966000,0.0000000000,0.1333333400
GLOUCESTERSHIRE,9.318087999999999,HINTON ON THE GREEN,,1.0000000000,0.0000000000,,,0.0000000000,3.8884985000,3.2451930000,,
GLOUCESTERSHIRE,40.0822280000,HAWKESBURY,0.5623722100,2.0000000000,0.0000000000,,0.0000000000,0.0000000000,4.7752643000,4.1633759000,0.0009680542,0.2269938600
GLOUCESTERSHIRE,3.2939595000,ALDERLEY,0.4761904800,2.0000000000,2.0000000000,,,1.0000000000,0.0000000000,4.1768460000,0.0000000000,0.2380952400
GLOUCESTERSHIRE,5.4736695625,OLDBURY ON THE HILL,0.4326923200,1.0000000000,0.0000000000,,,0.0000000000,2.1517622000,3.4950635000,0.0000000000,0.1826923000
GLOUCESTERSHIRE,2.9803995000,DIDMARTON,0.5769230700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.1316273000,0.0000000000,0.3076923200
GLOUCESTERSHIRE,7.3942970000,GREAT BADMINTON,0.3144654000,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.0993319000,0.0015503876,0.2704402500
GLOUCESTERSHIRE,4.0933350000,ACTON TURVILLE,0.7428571600,0.0000000000,0.0000000000,,,0.0000000000,0.6931471800,2.5374246000,0.0000000000,0.1714285800
GLOUCESTERSHIRE,10.7876440000,TORMARTON,0.7333333500,2.0000000000,0.0000000000,,0.0000000000,0.0000000000,3.0212376000,4.1652665000,0.0000000000,0.1047619100
GLOUCESTERSHIRE,14.7383010000,OLD SODBURY,0.2978303700,1.0000000000,0.0000000000,,,0.0000000000,1.4663371000,3.5986619000,0.0000000000,0.3589743700
GLOUCESTERSHIRE,0.4119133750,CHIPPING SODBURY,,0.0000000000,0.0000000000,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,4.3547580000,LITTLE SODBURY,0.9677419100,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.2706957000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,4.1526317500,ASTON SOMERVILLE,0.8333333100,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.2255204000,0.0000000000,0.1666666700
GLOUCESTERSHIRE,14.4467060000,HORTON,0.7200000300,2.0000000000,0.0000000000,,,0.0000000000,4.2998333000,3.3279095000,0.0985324980,0.1040000000
GLOUCESTERSHIRE,16.6629870000,YATE,0.6748768700,0.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,3.0125136000,0.0000000000,0.1379310300
GLOUCESTERSHIRE,9.407788999999999,WICKWAR,0.4089068800,2.0000000000,0.0000000000,,1.0000000000,0.0000000000,0.0000000000,3.3227615000,0.0000000000,0.3805668100
GLOUCESTERSHIRE,5.6174260000,CHARFIELD,0.5478261100,2.0000000000,3.0000000000,,,1.0000000000,0.0000000000,3.1709146000,0.0000000000,0.0869565230
GLOUCESTERSHIRE,10.5795490000,CROMHALL,0.4120602900,4.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1909547700
GLOUCESTERSHIRE,6.3962100000,TORTWORTH,0.7333333500,0.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,4.0468950000,0.0000000000,0.1066666700
GLOUCESTERSHIRE,3.9897360000,ROCKHAMPTON,0.7333333500,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0500000010
GLOUCESTERSHIRE,8.3790540000,HILL,0.7538461700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0923076940
GLOUCESTERSHIRE,44.2070040000,THORNBURY,0.3977272800,2.0000000000,0.0000000000,,1.0000000000,0.0000000000,3.5025499000,5.2429924000,0.0000000000,0.3119834700
GLOUCESTERSHIRE,3.7139642500,RANGEWORTHY,0.4285714300,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989011000
GLOUCESTERSHIRE,2.1676247500,WORMINGTON,0.8076922900,2.0000000000,0.0000000000,,,0.0000000000,3.8876450000,1.9796212000,0.0000000000,0.0769230800
GLOUCESTERSHIRE,7.2345635000,ELBERTON,0.8518518800,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1111111100
GLOUCESTERSHIRE,6.2470130000,OLVESTON,0.5107526800,1.0000000000,0.0000000000,,,0.0000000000,3.2662365000,3.3071685000,0.0000000000,0.1612903200
GLOUCESTERSHIRE,12.0622440000,UPPER TOCKINGTON,,2.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,3.0155349000,,
GLOUCESTERSHIRE,10.5121030000,ALVESTON,0.6213592300,3.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.6451612000,0.0324999990,0.2135922300
GLOUCESTERSHIRE,9.1144710000,TYTHERINGTON,0.7461538300,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.7216048000,0.0000000000,0.1384615500
GLOUCESTERSHIRE,3.7049105000,LITTLETON UPON SEVERN,0.8958333100,1.0000000000,0.0000000000,,,0.0000000000,3.1219978000,3.8854847000,0.0000000000,0.1041666600
GLOUCESTERSHIRE,12.0488790000,IRON ACTON,0.6070287800,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.5582318000,0.0000000000,0.2619808300
GLOUCESTERSHIRE,6.6648080000,ALMONDSBURY,0.6217391500,1.0000000000,0.0000000000,,0.0000000000,0.0000000000,2.5649493000,3.3289526000,0.0000000000,0.2782608600
GLOUCESTERSHIRE,2.4417582500,GAUNT'S EARTHCOTT,1.0000000000,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.0819099000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,5.0906998984,HEMPTON AND PATCHWAY,0.3530434700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1426087000
GLOUCESTERSHIRE,8.8656170000,DUMBLETON,0.6470588400,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.7095304000,0.0000000000,0.1932773100
GLOUCESTERSHIRE,2.6679580000,OVER,0.8333333100,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0833333360
GLOUCESTERSHIRE,2.0069892461,OVER,0.8333333100,2.0000000000,0.0000000000,,,0.0000000000,0.7014460000,0.0000000000,0.0000000000,0.0833333360
GLOUCESTERSHIRE,7.0905810000,LOWER TOCKINGTON,,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,1.8208365625,LEA,,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,,
GLOUCESTERSHIRE,3.7807860000,AUST,0.5925926000,1.0000000000,0.0000000000,,,0.0000000000,3.2846637000,3.0496573000,0.0000000000,0.2037037000
GLOUCESTERSHIRE,5.2467155000,NORTHWICK AND REDWICK,0.5757575600,0.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,3.1235657000,0.0000000000,0.1969697000
GLOUCESTERSHIRE,11.3654800000,STOWICK,0.8125000000,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.5376601000,0.0000000000,0.1171875000
GLOUCESTERSHIRE,4.3284495000,LAWRENCE WESTON,0.7101449400,0.0000000000,0.0000000000,,,0.0000000000,3.2846637000,3.0139856000,0.0000000000,0.1594203000
GLOUCESTERSHIRE,5.6781440000,KINGS WESTON,0.5769230700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3461538600
GLOUCESTERSHIRE,2.8948960000,HENBURY,0.4027777900,0.0000000000,0.0000000000,,,0.0000000000,3.7541990000,3.4210000000,0.0000000000,0.4861111000
GLOUCESTERSHIRE,6.5622915000,ASHTON UNDER HILL,0.6707317200,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,4.8686328000,0.0206185560,0.1707317100
GLOUCESTERSHIRE,4.894977551757813,CHARLTON,0.8500000200,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.0894737000,0.0000000000,0.0750000030
GLOUCESTERSHIRE,2.7347004219,COMPTON GREENFIELD,1.0000000000,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GLOUCESTERSHIRE,2.0517053750,COMPTON GREENFIELD,0.7931034600,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.2018902000,0.0000000000,0.1379310300
GLOUCESTERSHIRE,9.4123439492,WESTBURY UPON TRYM,0.2894736800,2.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.1939523000,0.0000000000,0.2828947300
GLOUCESTERSHIRE,3.2574295000,STOKE BISHOP,0.0819112660,4.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.3934753000,0.0000000000,0.2662116000
GLOUCESTERSHIRE,5.0278815000,SHIREHAMPTON,0.4905660500,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.9957323000,0.0000000000,0.2075471700
GLOUCESTERSHIRE,5.3722880000,HORFIELD,0.4895833400,0.0000000000,0.0000000000,15.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1145833400
GLOUCESTERSHIRE,4.0628610000,FILTON,0.8571428700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0612244900
GLOUCESTERSHIRE,9.382614999999999,STOKE GIFFORD,0.6239316500,1.0000000000,0.0000000000,,,0.0000000000,0.0000000000,3.4714017000,0.0000000000,0.1880341900
GLOUCESTERSHIRE,10.0740790000,BECKFORD,,0.0000000000,0.0000000000,,,0.0000000000,4.7569966000,3.5665407000,,
GLOUCESTERSHIRE,2.2666443125,FRENCHAY AND HAMBROOK,0.3612334700,0.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.7444179000,0.0031578948,0.2951541800
GLOUCESTERSHIRE,8.524636125000001,FRAMPTON COTTERELL,,2.0000000000,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,2.8729160000,,
GLOUCESTERSHIRE,16.6090267813,WESTERLEIGH,0.2422907500,4.0000000000,0.0000000000,,,0.0000000000,0.0000000000,2.8650539000,0.0000000000,0.1806167400
GLOUCESTERSHIRE,10.4980890000,WAPLEY AND CODRINGTON,0.9594594800,1.0000000000,0.0000000000,,,0.0000000000,2.4849067000,3.8495026000,0.0000000000,0.0135135140
