STARTcounty,area,pla,NrGentry,latitude,longitude,valordummy,mill,lLStax_pc,perc_catholics_1800,cutoff1,cutoff2
KENT,3.8956214375,SWALECLIFFE,1,613900,166021.67,1,0,0,0,4,4
KENT,19.815816,HERNE,0,617414.44,166469.38,1,0,0,0,4,4
KENT,4.7420165,RECULVER,0,621036.75,168191.83,0,0,0,0,4,4
KENT,2.077468625,WOOLWICH ARSENAL,4,543580.81,179114.67,0,0,0,,4,4
KENT,3.75315475,HOATH,2,620872.88,164855.94,1,0,0,0,4,4
KENT,27.697231,CHISLET,1,622983.81,165506.92,1,0,0,0,4,4
KENT,2.6712915,SARRE,1,626069.75,165182.25,0,0,0,0,4,4
KENT,14.265755,ST NICHOLAS AT WADE,0,626348.38,167489.06,0,0,0,0,4,4
KENT,9.541957,MONKTON,2,628550.5,165288.69,1,0,0,0,4,4
KENT,6.720718,BIRCHINGTON,2,629687.75,168912.19,1,0,0,0,4,4
KENT,5.910668,ACOL,1,631767.19,167899.55,0,0,0,0,4,4
KENT,15.975491,MARGATE,0,635312.56,169584.08,1,0,0,.00038688461,4,4
KENT,11.784673,ST PETER,1,638508.88,168556.88,0,0,0,0,4,4
KENT,13.195244,ST LAWRENCE,2,636201.63,165772.13,1,0,0,,4,4
KENT,1.237094,RAMSGATE,2,637955.5,165008.94,0,0,0,.00012523482,4,4
KENT,2.54295025,STONAR,0,633170.69,159469.27,0,0,0,0,4,4
KENT,27.999818,ASH,1,629470.44,160531.31,0,0,0,0,4,4
KENT,1.741275375,ELMSTONE,0,625945.06,160279.19,0,0,0,0,4,4
KENT,5.807151,PRESTON,0,625055.13,160888.3,0,0,0,0,4,4
KENT,9.718555500000001,WICKHAMBREUX,1,622888.06,160974.38,0,0,0,0,4,4
KENT,2.90588525,STODMARSH,1,621352.38,160911.63,1,0,0,0,4,4
KENT,1.89505525,FORDWICH,3,617982.69,159429.98,0,0,0,,4,4
KENT,1.057221875,FORDWICH,0,618202.56,158398.38,1,0,0,0,4,4
KENT,4.88707721484375,WESTBERE,1,619861,163523.31,1,0,0,0,4,4
KENT,.29296240625,NORTH WOOLWICH [WEST],0,542937.94,179960.53,0,0,0,.000056621935,4,4
KENT,1.38398725,NORTH WOOLWICH [EAST],0,544299.81,181051.73,0,0,0,,4,4
KENT,12.837555,PLUMSTEAD,2,545513.88,178530.3,0,0,0,0,4,4
KENT,12.72763,STURRY,2,617634.06,162083.09,1,0,0,0,4,4
KENT,8.066579214843751,HACKINGTON,0,614962.25,166912.8,1,0,0,0,4,4
KENT,9.52655,BLEAN,1,612259.88,161383.44,1,0,0,0,4,4
KENT,6.529026,HARBLEDOWN,4,611985.81,158140.31,1,0,0,0,4,4
KENT,.22006790625,THE MINT AND ST NICHOLAS HOSPITAL,0,613171.88,157884.84,0,0,0,,4,4
KENT,1.592864875,MILTON,0,612312.69,155591.88,0,0,0,,4,4
KENT,18.48167,CHARTHAM,4,610106.06,155085.78,1,0,0,0,4,4
KENT,17.858498,CHILHAM,1,606651.25,153716.08,0,0,0,0,4,4
KENT,5.947587,MOLASH,1,602776.69,152734.14,0,0,0,,4,4
KENT,3.2041425,BADLESMERE,0,601887.31,154544.47,1,0,0,0,4,4
KENT,19.296848,ERITH,2,548771.88,178419.16,0,0,0,0,4,4
KENT,7.8743626875,SHELDWICH,0,602093.75,156247.44,1,0,0,0,4,4
KENT,9.982186,SELLING,4,604031.06,156787.86,1,0,0,0,4,4
KENT,6.42559925,PRESTON,1,602059.81,162697.19,1,0,0,0,4,4
,,,0,604908.19,164415.97,0,0,0,.11409396,4,4
KENT,5.0729069375,FAVERSHAM IN-LIBERTY,4,601748.31,164991.5,1,0,0,.017076846,4,4
KENT,11.6653732578125,OSPRINGE,4,600563.56,161316.17,1,0,0,0,4,4
KENT,3.052886375,STONE,3,598550.88,163410.78,1,0,0,0,4,4
KENT,1.37052928125,BUCKLAND,0,598032.44,161982.05,0,0,0,0,4,4
KENT,3.69356975,NORTON,0,596921.56,160398.47,0,0,0,0,4,4
KENT,7.3279915,LYNSTED,0,594842.19,160784.77,0,0,0,0,4,4
KENT,9.762740000000001,CRAYFORD,4,551802.94,176069.33,1,0,0,.00098911964,4,4
KENT,4.889821,RODMERSHAM,0,592010.19,160769.27,1,0,0,0,4,4
KENT,2.726062,KINGSDOWN,0,592178.69,158825.77,0,0,0,.021276595,4,4
KENT,4.902645,MILSTEAD,1,590966.75,158355.73,0,0,0,.004672897,4,4
KENT,4.0411881640625,SITTINGBOURNE,3,590975.5,163716.7,1,0,0,.0054995418,4,4
KENT,4.939928046875,TUNSTALL,1,589574.56,161379.75,0,0,0,.058479533,4,4
KENT,7.108166,BREDGAR,4,587714.81,159831.77,0,0,0,0,4,4
KENT,2.57277575,BICKNOR,1,585982,158632.91,0,0,0,.022727273,4,4
KENT,12.042022,STOCKBURY,2,583894.5,161072.34,1,0,3.4377751,0,4,4
KENT,4.8336735,HUCKING,1,583980.06,158594.25,0,0,0,0,4,4
KENT,13.727737,THORNHAM,0,581215.38,157839.02,1,0,3.0379071,,4,4
KENT,21.250982,BEXLEY,4,547835.38,174399.38,1,0,0,0,4,4
KENT,6.475568,DETLING,2,579981.44,159671.3,0,0,3.3413672,0,4,4
KENT,23.596452,BOXLEY,4,577289.75,159256.91,1,1,3.6135511,0,4,4
KENT,2.648895171875,ALLINGTON,3,574480.38,158448.53,0,0,2.2082744,.10810811,4,4
KENT,17.812362875,AYLESFORD,4,573859.19,160582.39,1,0,3.5361166,0,4,4
KENT,4.363137,DITTON,1,571333.56,157579.75,1,0,0,.0045871558,4,4
KENT,11.225996,EAST MALLING,1,569893.5,157561.89,1,0,0,.00064808811,4,4
KENT,5.488567,WEST MALLING,2,567687.56,156515.94,0,0,4.152575,.0020562029,4,4
KENT,6.316173,LEYBOURNE,0,568503.69,159073.97,0,0,0,0,4,4
KENT,7.2085655,BIRLING,0,567944.63,161204.52,0,0,0,0,4,4
KENT,1.424006265625,PADDLESWORTH,0,568421.31,163835.95,1,0,4.4268408,0,4,4
KENT,15.319174,ELTHAM,4,542985.31,174263.63,0,0,0,0,4,4
KENT,6.355322112304687,RYARSH,0,566612.69,159533.53,0,0,3.2798364,0,4,4
KENT,3.78458509375,ADDINGTON,0,565048.5,159252.36,0,0,0,.22330096,4,4
KENT,2.78493625,OFFHAM,0,565599,157461.52,0,0,3.796737,0,4,4
KENT,9.541779359375001,MEREWORTH,0,569924.75,154242.81,0,0,0,0,4,4
KENT,33.771022125,WROTHAM,3,561092.69,157027.59,0,0,4.6697955,0,4,4
KENT,10.518044,IGHTHAM,2,558623.06,156449.13,0,0,4.2243977,0,4,4
KENT,17.642994,SEAL,2,556205.5,154764.05,1,0,0,.0020632737,4,4
KENT,7.62379884375,KEMSING,1,559617.69,163658.53,0,0,0,0,4,4
KENT,1.974053,WOODLAND,0,556630.44,160608.16,0,0,0,,4,4
KENT,11.307835,OTFORD,3,551974.75,158721.23,0,0,0,0,4,4
KENT,13.352679,SEVENOAKS,4,553434.5,154792.48,0,0,0,0,4,4
KENT,9.903606999999999,WEALD,0,553061.81,151211.31,1,0,0,,4,4
KENT,4.363424,RIVERHEAD,3,551607.06,154813.03,0,0,0,,4,4
KENT,15.770229,CHEVENING,4,549978.31,155101,0,0,0,0,4,4
KENT,16.570662,SUNDRIDGE,4,548683.63,153604.64,0,0,0,,4,4
KENT,17.94831425,BRASTED,1,546939.88,153354.52,0,0,0,0,4,4
KENT,23.444328,WESTERHAM,4,544606.31,152760.83,1,0,0,0,4,4
KENT,21.62719,EDENBRIDGE,0,544439.56,145915.73,1,0,0,.000698324,4,4
KENT,10.66094675,HEVER,1,547479.44,148307.03,0,0,0,0,4,4
KENT,13.202722,COWDEN,2,546411.56,141472.3,1,0,0,.0014513788,4,4
KENT,.4403598125,ST NICHOLAS DEPTFORD,1,537206.13,177866.61,1,0,0,.02385686,4,4
KENT,2.60000875,MOTTINGHAM,1,541901.75,172361.52,0,0,0,0,4,4
KENT,24.2034870625,CHIDDINGSTONE,0,550022.63,147968.2,1,0,0,0,4,4
KENT,3.585494375,ASHURST,0,553272.94,139405.31,0,0,0,0,4,4
KENT,18.48187221875,PENSHURST,3,552449.75,148618.27,0,0,0,0,4,4
KENT,16.253398375,LEIGH,2,556526.75,146697.73,0,0,2.9409239,.0039564786,4,4
KENT,2.922121,HOLLANDEN,0,556561.25,149986.67,0,0,0,,4,4
KENT,5.3987085,BIDBOROUGH,1,556625.31,143739.14,0,0,0,0,4,4
KENT,16.074753,SPELDHURST,2,555201,139675.61,0,0,2.9521117,.00037878787,4,4
KENT,1.606077875,FRANT,0,560121.81,138383.47,0,0,0,,4,4
KENT,8.643127,TUNBRIDGE WELLS,0,558936.38,140151.14,1,0,0,.00048169558,4,4
KENT,53.291421,TONBRIDGE,0,558696.25,145898.19,0,0,3.1579251,,4,4
KENT,7.685716,SHIPBOURNE,1,559202.5,152182.11,0,0,4.0982842,0,4,4
KENT,11.371918,CHISLEHURST,4,544669.31,170077.69,0,0,0,0,4,4
KENT,24.05132878027344,HADLOW,4,565267.38,150556.78,1,0,0,0,4,4
KENT,6.3169515,WEST PECKHAM,1,563562.94,152524.61,1,0,4.1219893,0,4,4
KENT,13.82014252929688,EAST PECKHAM,2,566252.25,151976.94,1,0,3.2251065,.0019821606,4,4
KENT,5.4121518125,NETTLESTEAD,0,568064,151395.84,0,0,2.9918787,0,4,4
KENT,6.21809946875,WATERINGBURY,2,568399.19,153764.05,1,0,3.3025484,0,4,4
KENT,2.070484875,TESTON,0,570266,153859.64,0,0,2.5477076,0,4,4
KENT,1.299491,WEST BARMING,0,570973.81,154538.75,0,0,0,,4,4
KENT,2.88086825,EAST BARMING,1,572407.31,154643.28,1,0,3.4798405,0,4,4
KENT,8.306971000000001,WEST MAIDSTONE,0,574890.13,155245.33,0,0,0,.000063331223,4,4
KENT,8.124703999999999,EAST MAIDSTONE,4,577328.5,154816.38,1,0,0,,4,4
KENT,2.27650175,LODDINGTON,0,576139.13,149094.83,0,0,0,,4,4
KENT,3.437854715820313,FOOTS CRAY,1,547223,172065.73,1,0,0,0,4,4
KENT,2.536753815429687,BEARSTED,3,581417.56,155423.2,1,0,0,0,4,4
KENT,3.994238,OTHAM,2,579433.44,153452.69,0,0,3.8148592,.015300547,4,4
KENT,6.021535296875,LANGLEY,1,580072.31,152045.61,0,0,3.6544707,0,4,4
KENT,6.6957,LEEDS,2,581971.75,153123.33,1,0,0,0,4,4
KENT,5.886214,BROOMFIELD,2,583544.19,151732.27,0,0,2.6835091,0,4,4
KENT,18.97648,HOLLINGBOURNE,4,584448.81,155646.08,1,0,0,0,4,4
KENT,10.041751,HARRIETSHAM,1,587023.88,153179.13,0,0,3.1257854,0,4,4
KENT,6.0424385,WORMSHILL,0,587827.31,157513.31,0,0,3.3758795,0,4,4
KENT,5.3247195,FRINSTED,2,589269.25,156335.89,0,0,4.5991521,0,4,4
KENT,27.796772,LENHAM,0,590063.19,152296.02,1,0,3.3092151,0,4,4
KENT,6.028373,NORTH CRAY,2,548752,171307.41,0,0,0,0,4,4
KENT,5.5049557421875,WICHLING,1,593820.38,154977.56,0,0,0,0,4,4
KENT,6.0342145,OTTERDEN,1,593947.31,153722.73,1,0,4.3256598,0,4,4
KENT,5.346414,NEWNHAM,0,594852.38,157075.89,0,0,0,0,4,4
KENT,7.76105525,DODDINGTON,2,594214.81,158334.05,1,0,0,.0042918455,4,4
KENT,7.9118105,EASTLING,3,596632.44,156173.41,0,0,0,0,4,4
KENT,13.305086,THROWLEY,1,599271.69,154881.63,0,0,0,0,4,4
KENT,1.524541,LEVELAND,0,600454.56,154731.98,0,0,0,0,4,4
KENT,21.34357925,MINSTER,0,632242.75,169557,1,0,0,0,4,4
KENT,5.050845,THANINGTON,2,613292.5,155891.58,1,0,0,0,4,4
KENT,1.428978625,"CANTERBURY, ST DUNSTAN",0,613903.06,158641.97,1,0,0,.011124846,4,4
KENT,17.2888848515625,DARTFORD,4,553390.88,176072.17,1,0,0,0,4,4
KENT,3.00450625,"CANTERBURY, ST MARY BREDIN",0,614806,156066.31,1,0,0,.015911873,4,4
KENT,.0558077421875,"CANTERBURY, HOLY CROSS WESTGATE WITHOUT",0,614519.75,157944.98,0,0,0,,4,4
KENT,.32424325,"CANTERBURY, HOLY CROSS WESTGATE WITHOUT",0,614236.31,157774.36,1,0,0,0,4,4
KENT,.36842125,"CANTERBURY, ST MILDRED",0,614453,157269.05,1,0,0,.002980626,4,4
KENT,.01340339453125,"CANTERBURY, OLD CASTLE PRECINCTS",0,614598.88,157412.39,0,0,0,,4,4
KENT,.0030587958984375,"CANTERBURY, ST JOHN'S HOSPITAL",0,615203.5,158283.03,1,0,0,,4,4
KENT,.13812546875,"CANTERBURY, ST PETER",0,614648.81,157867.34,1,0,0,.06666667,4,4
KENT,.0223291640625,"CANTERBURY, ALL SAINTS",4,614842.31,157855.52,1,0,0,.013129103,4,4
KENT,.0102114140625,"CANTERBURY, STAPLEGATE",0,615085.13,158105.47,0,0,0,,4,4
KENT,.02428101953125,"CANTERBURY, ST ALPHEGE",0,614941.94,158015.36,1,0,0,.026086956,4,4
KENT,.015840392578125,"CANTERBURY, ST ANDREW",0,614992.63,157769.88,1,0,0,,4,4
KENT,.1189934609375,"CANTERBURY, ST AUGUSTINE",0,615562.38,157780.41,1,0,0,0,4,4
KENT,6.9330485,WILMINGTON,3,552375,171608.02,0,0,0,0,4,4
KENT,.117756546875,"CANTERBURY, ST GEORGE THE MARTYR",0,615263.06,157542.89,1,0,0,0,4,4
KENT,.046692078125,"CANTERBURY, ST MARGARET",0,614823.19,157653.53,1,0,0,.0088691795,4,4
KENT,.0103021728515625,"CANTERBURY, ST MARY BREDMAN",0,614899.75,157791.38,1,0,0,0,4,4
KENT,.0181870625,"CANTERBURY, ST MARY MAGDALEN",0,615121.75,157709.78,1,0,0,0,4,4
KENT,.015427556640625,"CANTERBURY, THE ARBISHOP'S PALACE PRECINCTS",0,615035.5,157968.22,1,0,0,0,4,4
KENT,.0021709580078125,"CANTERBURY, EASTBRIDGE HOSPITAL",0,614761.38,157885.17,1,0,0,,4,4
KENT,.065873875,"CANTERBURY, CHRISTCHURCH",0,615164.13,157892.84,1,0,0,,4,4
KENT,.118898703125,"CANTERBURY, ST GREGORY THE GREAT",0,615051.38,158188.92,1,0,0,0,4,4
KENT,.0072390659179687,"CANTERBURY, THE WHITE FRIARS",0,615025.38,157582.17,0,0,0,,4,4
KENT,1.871674875,"CANTERBURY, ST MARY NORTHGATE",0,616201.5,158912.77,1,0,0,.0063715628,4,4
KENT,14.630652,SUTTON AT HONE,0,553349.94,169895.14,1,0,4.1837082,0,4,4
KENT,1.442944625,"CANTERBURY, ST MARTIN",0,616737.13,158330.2,1,0,0,.047337279,4,4
KENT,4.3363095,"CANTERBURY, ST PAUL",0,616807.38,157063.05,1,0,0,0,4,4
KENT,8.749871000000001,LITTLEBOURNE,0,620157,157853.75,1,0,0,0,4,4
KENT,9.950649332031251,ICKHAM,0,622390.81,157337.48,1,0,0,0,4,4
KENT,10.5740849375,WINGHAM,3,626630.56,159506.16,1,0,0,.005381166,4,4
KENT,4.038308125,STAPLE,3,627238,158340.06,1,0,0,0,4,4
KENT,11.921146,WOODNESBOROUGH,0,630168.5,157098.7,1,0,0,0,4,4
KENT,.5044936249999999,"SANDWICH, ST MARY",0,632749.44,158141.36,1,0,0,.0041436465,4,4
KENT,.20167125,"SANDWICH, ST PETER",0,632994.75,157976.81,0,0,0,,4,4
KENT,.02801691796875,"SANDWICH, ST BARTHOLOMEW'S HOSPITAL",4,633029.25,157436.95,0,0,0,0,4,4
KENT,9.02699,DARENTH,1,556981.38,171431.08,1,0,3.8475652,0,4,4
KENT,2.12678625,"SANDWICH, ST CLEMENT",0,633958.88,157686.88,0,0,0,0,4,4
KENT,9.62642,NORTHBOURNE,1,632851.25,152305.5,1,0,0,0,4,4
KENT,1.541618875,BETTESHANGER,0,631826.63,153237.5,0,0,0,0,4,4
KENT,1.41379328125,HAM,4,632825.69,154648.88,0,0,0,0,4,4
KENT,11.390933,EASTRY,2,630427.75,154205.83,1,0,0,0,4,4
KENT,1.7621345,KNOWLTON,0,628027.94,153501.39,0,0,0,0,4,4
KENT,.797264375,TICKENHURST,0,628883.63,154546.47,0,0,0,,4,4
KENT,.8740313125,CHILLENDEN,1,626853.25,153843.94,0,0,0,0,4,4
KENT,7.551453703125,GOODNESTONE,0,626226.5,157184.95,0,0,0,0,4,4
KENT,12.054898,STONE,1,557489.19,173654.48,0,0,4.5389848,0,4,4
KENT,15.569795,NONINGTON,1,625506,151924.14,0,0,0,0,4,4
KENT,7.76527765625,ADISHAM,0,622440.75,155973.38,1,0,0,0,4,4
KENT,4.6328448515625,BEKESBOURNE,1,621835.13,155506.98,1,0,0,0,4,4
KENT,6.66900603125,PATRIXBOURNE,2,620799.63,154624.84,1,0,0,.028571429,4,4
KENT,8.100431,BISHOPSBOURNE,2,618079.88,151871.67,0,0,0,0,4,4
KENT,4.732198,BRIDGE,0,617155.44,153367.48,0,0,0,0,4,4
KENT,3.762231,NACKINGTON,0,615170.13,154593.17,1,0,0,0,4,4
KENT,4.764403,LOWER HARDRES,1,615052.81,152479.97,0,0,0,0,4,4
KENT,8.256076999999999,UPPER HARDRES,1,615481.81,149588.2,1,0,0,0,4,4
KENT,13.500119,PETHAM,1,612293.19,151657.8,1,0,0,0,4,4
KENT,8.600186000000001,SWANSCOMBE,1,560048.5,174230.03,0,0,3.198673,0,4,4
KENT,12.56218865625,GODMERSHAM,1,606672.69,150528.97,1,0,0,0,4,4
KENT,9.783623757812499,BOUGHTON ALUPH,0,604803.06,148186.88,1,0,0,0,4,4
KENT,3.666896453125,EASTWELL,0,603467.56,147052.41,1,0,0,0,4,4
KENT,21.336486,WESTWELL,0,597886.19,147896.92,1,0,3.6730134,0,4,4
KENT,18.608466,CHARING,1,594315.88,149586.17,1,0,3.4760988,.00080840744,4,4
KENT,11.365869,EGERTON,0,589788.19,146883.63,0,0,3.8918202,0,4,4
KENT,10.977219,BOUGHTON MALHERBE,0,587807.06,147972.09,1,0,4.3283687,0,4,4
KENT,14.48066434375,ULCOMBE,1,585044.75,148886,1,0,3.6976867,0,4,4
KENT,6.451715,EAST SUTTON,2,582944.19,148622.31,1,0,4.0698533,0,4,4
KENT,8.839029999999999,SUTTON VALENCE,4,580986,147757.36,1,0,3.8962064,0,4,4
KENT,17.425246,LEWISHAM,1,537783.5,173128.28,1,1,0,.00062118232,4,4
KENT,9.989715,SOUTHFLEET,3,560945.13,170782.52,1,0,4.1421723,0,4,4
KENT,8.892282,CHART SUTTON,3,579546.56,148659.02,1,0,0,0,4,4
KENT,9.60759696875,BOUGHTON MONCHELSEA,1,577814.25,152137.11,0,0,4.1682143,0,4,4
KENT,3.80229625,LOOSE,3,575951.56,152199.72,1,0,3.2088256,0,4,4
KENT,5.7572855,LINTON,1,574760.13,149678.98,1,0,0,0,4,4
KENT,8.276921,HUNTON,3,572259.19,150010.94,1,0,3.6605406,0,4,4
KENT,8.426715187499999,EAST FARLEIGH,1,576417,152664.52,1,0,4.0127058,0,4,4
KENT,4.544853,WEST FARLEIGH,2,571076.75,152720.97,1,0,3.9965804,0,4,4
KENT,23.841424,YALDING,1,570039.38,148105.59,0,0,4.3991952,0,4,4
KENT,6.483371125,CAPEL,0,563831.88,145657.11,0,0,0,0,4,4
KENT,6.440593,TUDELEY,0,565939.81,145937.41,0,0,4.9316912,0,4,4
KENT,15.90259075,NORTHFLEET,4,564966.38,171717.69,1,0,4.3446565,0,4,4
KENT,14.286965,PEMBURY,0,563024.63,140978.5,0,0,0,0,4,4
KENT,31.58362,BRENCHLEY,0,567268.44,142287.33,1,0,0,0,4,4
KENT,14.337016,LAMBERHURST,2,566005.06,137744.64,1,0,0,.026223777,4,4
KENT,18.593484,HORSMONDEN,0,570565.63,140491.28,1,0,0,0,4,4
KENT,40.373896,GOUDHURST,4,572151.19,136342.41,1,0,0,.0010877447,4,4
KENT,31.478356,MARDEN,0,574432.38,145186.19,1,0,0,0,4,4
KENT,23.83516,STAPLEHURST,2,578201.56,142975.88,1,0,0,0,4,4
KENT,14.143522,FRITTENDEN,0,581574.25,140931.69,1,0,3.222868,0,4,4
KENT,20.443912,HEADCORN,1,583582.81,144401.02,1,0,4.2066622,0,4,4
KENT,21.852536,SMARDEN,0,588276.13,142671.61,0,0,0,0,4,4
KENT,1.70743875,GRAVESEND,4,564176.94,173462.86,0,0,5.1856341,0,4,4
KENT,12.351598,PLUCKLEY,2,592539.13,144753.53,0,0,0,.0014005603,4,4
KENT,6.484905125,LITTLE CHART,0,594439.5,145960.55,1,0,0,.14603175,4,4
KENT,7.4121165,HOTHFIELD,0,596499.25,144262.69,1,0,0,.0024390244,4,4
KENT,13.353363,GREAT CHART,4,597338.13,141444.7,1,0,0,0,4,4
KENT,11.581587,ASHFORD,2,600302,142809.95,1,0,0,.0010679957,4,4
KENT,5.940825984375,WILLESBOROUGH,0,604051.31,142673.58,1,0,0,0,4,4
KENT,3.35023075,SEVINGTON,0,603353.88,140193.36,0,0,0,0,4,4
KENT,10.919129,MERSHAM,5,604569.75,139191.42,1,0,0,0,4,4
KENT,6.5586585,SMEETH,0,607461.44,139280.16,0,0,0,0,4,4
KENT,1.081216,BIRCHOLT,0,607627.38,141402.19,0,0,0,0,4,4
KENT,3.564752,MILTON,6,565147,173085.02,0,0,5.0750737,0,4,4
KENT,14.0673648125,BRABOURNE,0,609215.75,143737.11,1,0,0,0,4,4
KENT,2.37031721875,BROOK,0,607850.88,144265.55,1,0,0,0,4,4
KENT,29.581114234375,WYE,4,606292,150732.44,1,0,0,0,4,4
KENT,5.946357,HASTINGLEIGH,0,609396.38,144594.48,0,0,0,0,4,4
KENT,10.882872,ELMSTED,2,611970.81,145477.8,1,0,0,0,4,4
KENT,13.095998609375,WALTHAM,0,611519.44,151089.73,1,0,0,.0052447552,4,4
KENT,5.638444,STELLING,1,614874.81,147695.02,0,0,0,0,4,4
KENT,.31629128125,STELLING MINNIS,0,614837.06,146347.81,0,0,0,,4,4
KENT,6.748842,STOWTING,2,612332.63,142590.63,0,0,0,0,4,4
KENT,1.336324625,SINGLEWELL,0,565384.44,170804.36,0,0,0,,4,4
KENT,18.320062,LYMINGE,2,615254.06,142174.3,0,0,0,0,4,4
KENT,26.422402375,ELHAM,1,619525,144578.97,1,0,0,0,4,4
KENT,6.4202,KINGSTON,2,624349.81,150693.95,1,0,0,0,4,4
KENT,19.20207,BARHAM,2,620548.5,148993.67,1,0,0,0,4,4
KENT,4.7677125,DENTON,1,621019.25,146163.13,1,0,0,.0054644807,4,4
KENT,4.031316,WOOTTON,0,623709.5,146762.63,1,0,0,0,4,4
KENT,5.647491,WOMENSWOLD,0,623492.88,149953.27,0,0,0,0,4,4
KENT,7.3849375,SIBERTSWOLD,2,625472.69,147868.94,1,0,0,0,4,4
KENT,1.898755875,BARFRESTON,0,626592.69,149864.91,0,0,0,0,4,4
KENT,5.288317,EYTHORNE,0,628208.56,149643.89,0,0,0,0,4,4
KENT,1.637180625,DENTON,2,566036.44,172866.63,0,0,0,.0076335878,4,4
KENT,4.1630798125,WALDERSHARE,0,634303.38,148357.19,0,0,0,0,4,4
KENT,4.3942585,WALDERSHARE,0,630718.63,148277.73,0,0,0,,4,4
KENT,4.510024,TILMANSTONE,1,629869.19,151224.02,1,0,0,0,4,4
KENT,4.5204,LITTLE MONGEHAM,0,632459,149851.36,0,0,0,0,4,4
KENT,3.453203359375,GREAT MONGEHAM,0,635588.44,154351.64,0,0,0,0,4,4
KENT,7.4843495,SHOLDEN,0,636160.75,155400.03,0,0,0,0,4,4
KENT,4.557231,DEAL,4,636850.38,152471.67,1,0,0,0,4,4
KENT,3.39047934375,WALMER,1,637311.56,154187.47,1,0,0,0,4,4
KENT,4.05060775,RIPPLE,3,635054,149342.55,0,0,0,0,4,4
KENT,4.34244175,SUTTON,5,635073.19,148997.97,1,0,0,,4,4
KENT,7.94504259375,CHALK,0,570744.69,173466.75,1,0,3.8539398,0,4,4
KENT,2.83494125,WEST LANGDON,0,632450.88,147136.44,1,0,0,0,4,4
KENT,4.317818,EAST LANGDON,1,633737.94,146307.5,1,0,0,0,4,4
KENT,1.400724125,OXNEY,0,635304.5,146889.23,1,0,0,0,4,4
KENT,6.345137,RINGWOULD,0,636809,147867.2,0,0,0,0,4,4
KENT,7.744174,ST MARGARET'S AT CLIFFE,0,636224.44,145000.48,0,0,0,0,4,4
KENT,4.511257,WEST CLIFFE,0,634411.06,144367.7,1,0,0,0,4,4
KENT,5.738336,GUSTON,0,632565.44,143783.25,1,0,0,0,4,4
KENT,.11432040625,DOVER CASTLE,0,632653.19,141792.66,1,0,0,,4,4
KENT,.04695755859375,EAST CLIFFE,0,632725.38,141547.5,0,0,0,,4,4
KENT,.45820840625,"DOVER, ST JAMES THE APOSTLE",4,632177.56,141519.63,0,0,0,0,4,4
KENT,12.944895,SHORNE,2,569083.69,171740.97,1,0,4.0688076,0,4,4
KENT,.542457125,"DOVER, ST MARY THE VIRGIN",0,631778.88,141009.33,1,0,0,,4,4
KENT,1.476747625,CHARLTON,2,631513.88,142185.73,0,0,0,,4,4
KENT,3.8220425,BUCKLAND,0,630455.38,142773.81,1,0,0,0,4,4
KENT,3.71357475,WHITFIELD,1,630600.81,145645.94,1,0,0,0,4,4
KENT,6.2610455,COLDRED,0,628124.88,146964.94,1,0,0,0,4,4
KENT,5.758430875,LYDDEN,0,625413.38,145828.73,1,0,0,0,4,4
KENT,6.477578,EWELL,0,627791.38,144799.61,1,0,0,,4,4
KENT,4.8799619375,RIVER,0,631062.44,144673,1,0,0,0,4,4
KENT,3.3686461796875,POULTON,0,627773.75,141786.27,0,0,0,.31999999,4,4
KENT,12.704901,ALKHAM,1,625092.94,142191.33,1,0,0,0,4,4
KENT,11.975771,HIGHAM,3,571589.19,173104.2,1,0,3.5046642,.0021052631,4,4
KENT,11.681962,HOUGHAM,2,628764.81,140145.23,1,0,0,0,4,4
KENT,6.3639805,CAPEL-LE-FERNE,0,625137.25,139439.19,0,0,0,0,4,4
KENT,3.20202025,FOLKESTONE - TOWN,0,623393.5,136762.84,1,0,0,.00027487631,4,4
KENT,13.638963,FOLKESTONE - PARISH,2,621756.75,138063.09,1,0,0,.0015197569,4,4
KENT,2.181276,HAWKINGE,0,622873.69,139879.17,1,0,0,0,4,4
KENT,.6734118125,REINDEN,0,621820.75,141293.45,0,0,0,,4,4
KENT,10.711713,SWINGFIELD,1,622366.19,143404.84,1,0,0,0,4,4
KENT,4.17934,ACRISE,1,620104.56,142800.53,0,0,0,0,4,4
KENT,2.41824725,PADDLESWORTH,0,619742.88,140214.97,0,0,0,0,4,4
KENT,12.410713890625,NEWINGTON,0,617922.06,138398.64,0,0,0,0,4,4
KENT,22.916348,CLIFFE,4,573360.31,176463.58,1,0,4.1175499,0,4,4
KENT,7.7568815,CHERITON,0,619239.94,136387.64,0,0,0,0,4,4
KENT,3.3183405,HYTHE,0,615134.5,134315.34,0,0,0,.00087450811,4,4
KENT,10.321754,SALTWOOD,0,614963.31,136300.66,0,0,0,0,4,4
KENT,6.1966505,POSTLING,0,614306.13,138814.2,1,0,0,0,4,4
KENT,9.116802,STANFORD,3,612212.38,138852.61,0,0,0,0,4,4
KENT,8.03785571875,SELLINDGE,0,609985.44,138208.16,0,0,0,0,4,4
KENT,4.4914055,BONNINGTON,0,605861.94,134293.16,1,0,0,0,4,4
KENT,4.1761175,SYDENHAM,0,535572,171974.98,0,0,0,,4,4
KENT,6.443164,COOLING,0,575911.06,176285.86,1,0,3.5432942,0,4,4
KENT,10.789951,BILSINGTON,1,603773.69,134538.98,1,0,0,0,4,4
