STARTcounty,area,pla,agr_share_1831,latitude,longitude,valordummy,lLStax_pc,ind_share_1831,cutoff1,cutoff2
NOTTINGHAMSHIRE,3.350422,MORTON,.56,472284.09,351614.69,1,3.3672957,.14,4,4
NOTTINGHAMSHIRE,19.978316,SOUTHWELL,.27944574,469701.78,353725.13,1,4.6282248,.34295613,4,4
NOTTINGHAMSHIRE,6.5480635,SCROOBY,.63636363,465227.06,390385.91,0,3.1120327,.1969697,4,4
NOTTINGHAMSHIRE,6.5419545,HALAM,.65934068,467303.5,354615.34,1,0,.21978022,4,4
NOTTINGHAMSHIRE,7.176087,EDINGLEY,.44329897,466245,355461.47,1,3.7020278,.12371134,4,4
NOTTINGHAMSHIRE,14.529389,OXTON,.43925235,463096.34,352677,1,4.0561233,.24766356,4,4
NOTTINGHAMSHIRE,18.372886,FARNSFIELD,.63492066,463818.47,356875.47,1,3.5874794,.26984128,4,4
NOTTINGHAMSHIRE,2.8210095,HAYWOOD OAKS,,460153.91,355109.03,0,0,,4,4
NOTTINGHAMSHIRE,22.414292,BLIDWORTH,.63380283,458230.28,355586.44,1,3.5204608,.12676056,4,4
NOTTINGHAMSHIRE,13.590139,NEWSTEAD PRIORY,.779661,454260.75,353408.66,0,0,.13559322,4,4
NOTTINGHAMSHIRE,23.609874,KIRKBY IN ASHFIELD,.29422718,449832.28,355627.19,1,2.0053334,.10055866,4,4
NOTTINGHAMSHIRE,13.329941,SELSTON,.22857143,446202.75,352203.47,1,0,.17619048,4,4
NOTTINGHAMSHIRE,1.571226875,FELLEY,,448570.72,351571.69,1,0,,4,4
NOTTINGHAMSHIRE,18.30835725,HARWORTH,.66891891,463611.31,393408.94,0,3.8963451,.18243243,4,4
NOTTINGHAMSHIRE,12.386627,ANNESLEY,.64444447,450033.59,351922.81,1,2.3826277,.15555556,4,4
NOTTINGHAMSHIRE,3.98276875,BRINSLEY,,445669.09,349519.97,0,4.3944492,,4,4
NOTTINGHAMSHIRE,5.175778,MOORGREEN,,448061.59,348644.91,1,0,,4,4
NOTTINGHAMSHIRE,13.568812,GREASLEY,.24436429,447720.63,346974.88,1,3.871201,.036970243,4,4
NOTTINGHAMSHIRE,2.35552825,WATNALL CHAWORTH,,450965.75,347269.38,0,0,,4,4
NOTTINGHAMSHIRE,2.00969,WATNALL CANTELUPE,,450758.81,345653,0,0,,4,4
NOTTINGHAMSHIRE,2.084877875,KIMBERLEY,,449780.03,344629.56,1,0,,4,4
NOTTINGHAMSHIRE,3.76318375,EASTWOOD,.082317077,446183.91,347014.66,0,0,.24695122,4,4
NOTTINGHAMSHIRE,1.608996125,AWSWORTH,,447990.22,344117.38,1,0,,4,4
NOTTINGHAMSHIRE,5.2912695,NUTHALL,.57258064,451742.81,344344.03,0,2.7080503,.12903225,4,4
NOTTINGHAMSHIRE,12.271432,STYRRUP,.796875,460959.59,389727.81,1,0,.1875,4,4
NOTTINGHAMSHIRE,13.264439,HUCKNALL TORKARD,.21901529,452706.16,348506.38,1,2.9444389,.12903225,4,4
NOTTINGHAMSHIRE,6.918443,BULWELL,.066568047,453746.72,345445.09,0,2.8183982,.11390533,4,4
NOTTINGHAMSHIRE,15.432076,BESTWOOD,,456404.47,347296.56,0,0,,4,4
NOTTINGHAMSHIRE,18.783706,ARNOLD,.20489296,458839.56,347350.06,0,0,.20285423,4,4
NOTTINGHAMSHIRE,13.910166,CALVERTON,.15625,460647.75,350886.19,1,2.8791983,.12239584,4,4
NOTTINGHAMSHIRE,8.0195165,WOODBOROUGH,.35632184,462525.19,347835,1,3.4122472,.18965517,4,4
NOTTINGHAMSHIRE,8.773751000000001,LAMBLEY,.3063063,462215.59,345772.56,0,3.0785682,.0990991,4,4
NOTTINGHAMSHIRE,7.1107885,LOWDHAM,.38532111,465744.31,346500.91,1,3.2560701,.16513762,4,4
NOTTINGHAMSHIRE,1.269473625,CAYTHORPE,.24050634,468617.63,345923.91,0,0,.24050634,4,4
NOTTINGHAMSHIRE,4.5377205,GUNTHORPE,.41489363,468026.81,344830.25,1,0,.15957446,4,4
NOTTINGHAMSHIRE,17.082298,HODSOCK,.85185188,461009.25,385981.56,0,0,.074074075,4,4
NOTTINGHAMSHIRE,3.7165415,HOVERINGHAM,.54761904,470214,346834.59,1,4.2738843,.34523809,4,4
NOTTINGHAMSHIRE,5.469427,GONALSTON,.86666667,467865.88,347934.97,1,3.3167801,.06666667,4,4
NOTTINGHAMSHIRE,10.002065,EPPERSTONE,.5,465160.5,349626.19,1,3.713572,.24603175,4,4
NOTTINGHAMSHIRE,10.466568,THURGARTON,.7011494,468717.91,349551.47,1,2.8613346,.20689656,4,4
NOTTINGHAMSHIRE,3.99805525,HALLOUGHTON,.84615386,468596.03,351484.03,1,2.7080503,.07692308,4,4
NOTTINGHAMSHIRE,6.297962,BLEASBY,.49382716,471259.69,349822.69,1,3.3934753,.27160493,4,4
NOTTINGHAMSHIRE,9.025413,FLINTHAM,.51724136,473789.13,346413.69,1,4.4377713,.28275862,4,4
NOTTINGHAMSHIRE,3.10246925,SYERSTON,.8108108,474628.91,347492.69,1,3.0719213,.1891892,4,4
NOTTINGHAMSHIRE,6.29780203515625,ELSTON,.59863943,476928.78,348420.66,0,3.289645,.33333334,4,4
NOTTINGHAMSHIRE,.1666321640625,ELSTON CHAPEL,,476091.28,348297,0,0,,4,4
NOTTINGHAMSHIRE,6.7922725,EAST STOKE,,475704.09,349431.97,0,3.5461631,,4,4
NOTTINGHAMSHIRE,.32081003125,EAST STOKE,.64179105,478746.41,353643,0,0,.23880596,4,4
NOTTINGHAMSHIRE,9.753310000000001,FINNINGLEY,.71818179,468155.56,399603.91,0,2.8094027,.2,4,4
NOTTINGHAMSHIRE,5.4246665,BLYTH,.45959595,462698.97,387368.56,1,3.6686769,.33333334,4,4
NOTTINGHAMSHIRE,5.593074,COTHAM,.85714287,479596.69,346853.63,0,4.787982,0,4,4
NOTTINGHAMSHIRE,4.1293915,FLAWBOROUGH,.86956519,478474.06,343342.94,0,0,.086956523,4,4
NOTTINGHAMSHIRE,5.593615,STAUNTON,.79411763,480665.53,344283.5,1,3.7438235,.088235296,4,4
NOTTINGHAMSHIRE,2.205192,KILVINGTON,.875,479989.22,342809.03,0,0,.125,4,4
NOTTINGHAMSHIRE,1.70118675,ALVERTON,.83333331,479305.75,341696.03,1,0,0,4,4
NOTTINGHAMSHIRE,8.19451190625,ORSTON,.66964287,477679.66,341230.69,0,3.8036952,.20535715,4,4
NOTTINGHAMSHIRE,3.0174335,THOROTON,.8611111,476264.16,342623.66,1,3.9848604,.055555556,4,4
NOTTINGHAMSHIRE,3.46514625,SHELTON,.74193549,477840.44,344689.72,1,3.2188759,.064516127,4,4
NOTTINGHAMSHIRE,3.98044325,SIBTHORPE,1,476698.25,345581.19,1,2.862201,0,4,4
NOTTINGHAMSHIRE,2.79969475,HAWKSWORTH,.80000001,475409.59,343428.03,1,3.3423569,.125,4,4
NOTTINGHAMSHIRE,5.2615365,RANSKILL,.62025315,465517.13,387950.72,0,0,.27848101,4,4
NOTTINGHAMSHIRE,4.56136,SCREVETON,.65822786,473466.31,344133.5,0,3.713572,.24050634,4,4
NOTTINGHAMSHIRE,3.996814,KNEETON,.85294116,471700.66,345978.34,1,4.5651493,.14705883,4,4
NOTTINGHAMSHIRE,7.843967,EAST BRIDGFORD,.57872343,470164.75,343914.28,1,3.703768,.23829788,4,4
NOTTINGHAMSHIRE,6.6498075,CAR COLSTON,.71641791,471830.28,342550.41,1,3.8614311,.14925373,4,4
NOTTINGHAMSHIRE,3.84361025,SCARRINGTON,.89285713,473392.03,341497.78,0,4.712101,.089285716,4,4
NOTTINGHAMSHIRE,5.0264385,ASLOCTON,.67241377,474303.94,340637.56,1,4.2423539,.25862068,4,4
NOTTINGHAMSHIRE,7.0908555,WHATTON,.68224299,474325.78,338635.25,1,3.3060021,.1682243,4,4
NOTTINGHAMSHIRE,4.04187025,ELTON,.83999997,476845.31,338700.59,1,3.8940854,.079999998,4,4
NOTTINGHAMSHIRE,9.242333,GRANBY,.75,475559,336456.41,1,3.7749331,.2037037,4,4
NOTTINGHAMSHIRE,15.662696,LANGAR,.92647058,473009.84,334236.09,0,4.3711343,.044117648,4,4
NOTTINGHAMSHIRE,5.4860815,TORWORTH,.87719297,465074.94,386173.81,1,0,.12280702,4,4
NOTTINGHAMSHIRE,4.08915525,WIVERTON HALL,,471592.63,336786.38,1,5.495801,,4,4
NOTTINGHAMSHIRE,2.40287075,TITHBY,.78048778,470324.59,336834.91,1,3.5610461,.097560972,4,4
NOTTINGHAMSHIRE,7.5046755,CROPWELL BUTLER,.70769233,468168.47,337440.56,1,3.6942222,.26153848,4,4
NOTTINGHAMSHIRE,12.44938,BINGHAM,.35714287,470581.28,339347.91,0,3.0291672,.35714287,4,4
NOTTINGHAMSHIRE,2.77091725,SAXONDALE,.9285714,468076.09,340307.78,1,3.4339871,0,4,4
NOTTINGHAMSHIRE,12.708224,SHELFORD,.57333332,467043.63,341983.63,1,4.3652196,.16,4,4
NOTTINGHAMSHIRE,2.704525,BULCOTE,.48571429,465921.25,344648.78,1,0,.11428571,4,4
NOTTINGHAMSHIRE,5.602519,BURTON JOYCE,.36923078,464505.78,343927.53,1,4.3981462,.16923077,4,4
NOTTINGHAMSHIRE,7.8370625,GEDLING,.46551725,461625.06,343212.19,1,3.4520819,.20689656,4,4
NOTTINGHAMSHIRE,4.4758085,STOKE BARDOLPH,.72916669,464095.56,341488.97,1,0,.125,4,4
NOTTINGHAMSHIRE,5.299135,BARNBY MOOR,.75806451,466108.22,384488.69,0,3.3672957,.096774191,4,4
NOTTINGHAMSHIRE,5.84336,CARLTON,,460715.31,341860.84,0,3.1060803,,4,4
NOTTINGHAMSHIRE,5.5848425,COLWICK,.21721311,460925.88,340026.59,1,5.1896181,.14139344,4,4
NOTTINGHAMSHIRE,3.54800825,SNEINTON,.040685225,458934.72,340000,0,0,.21627408,4,4
NOTTINGHAMSHIRE,.805954875,"NOTTINGHAM, ST MARY, BYRON WARD",,458242.81,340663.44,0,4.4140096,,4,4
NOTTINGHAMSHIRE,2.9318485,"NOTTINGHAM, ST MARY, ANN'S WARD",.021931589,458037.47,341597.59,0,0,.33722335,4,4
NOTTINGHAMSHIRE,1.525160375,"NOTTINGHAM, ST MARY, SHERWOOD WARD",0,456670.31,340720.88,0,0,.35106382,4,4
NOTTINGHAMSHIRE,.1090236328125,"NOTTINGHAM, ST MARY, PARK WARD",,456684.63,339999.63,0,0,,4,4
NOTTINGHAMSHIRE,.5270345625,"NOTTINGHAM, ST MARY, ST MARY WARD",,457991.84,339242.72,0,0,,4,4
NOTTINGHAMSHIRE,.9219811875,"NOTTINGHAM, ST MARY, EXCHANGE WARD",,457649.53,338809.5,0,0,,4,4
NOTTINGHAMSHIRE,.6657491250000001,"NOTTINGHAM, ST MARY, CASTLE WARD",,456947.41,338969.81,0,0,,4,4
NOTTINGHAMSHIRE,.0941814765625,"NOTTINGHAM, ST PETER, CASTLE WARD",.0023419203,457332.34,339606.78,0,0,.52068698,4,4
NOTTINGHAMSHIRE,.008871595703125,"NOTTINGHAM, ST PETER, EXCHANGE WARD",,457417.72,339727.44,0,0,,4,4
NOTTINGHAMSHIRE,.0225022297363281,"NOTTINGHAM, ST PETER, PARK WARD",,457215.47,339913.28,0,0,,4,4
NOTTINGHAMSHIRE,.138842859375,"NOTTINGHAM, ST NICHOLAS",.0088626295,457041.59,339707.44,0,6.6026592,.41728213,4,4
NOTTINGHAMSHIRE,.0087761806640625,BREWHOUSE YARD,,457116.5,339415.88,0,0,,4,4
NOTTINGHAMSHIRE,.0069107451171875,STANDARD HILL,,457018,339546.19,0,0,,4,4
NOTTINGHAMSHIRE,1.087355625,NOTTINGHAM CASTLE,,456362.41,339332.91,1,0,,4,4
NOTTINGHAMSHIRE,1.395220125,WILFORD,.51145041,456735,338381.03,0,0,.29770991,4,4
NOTTINGHAMSHIRE,6.184182,WILFORD,,457161.56,336266.25,0,4.1108737,,4,4
NOTTINGHAMSHIRE,2.88179025,BILBY,,463793.78,382967.69,0,4.5747108,,4,4
NOTTINGHAMSHIRE,9.4970843125,LENTON,.18082191,455975.38,341446.44,1,2.9472053,.19041096,4,4
NOTTINGHAMSHIRE,2.626823908203125,RADFORD,.015737984,455847.66,341404.91,1,0,.24245003,4,4
NOTTINGHAMSHIRE,11.598035,BASFORD,.12382234,455875.41,343037.25,0,2.9444389,.17227456,4,4
NOTTINGHAMSHIRE,4.435782,BILBOROUGH,.34567901,452334.44,342369.44,0,2.9957323,.074074075,4,4
NOTTINGHAMSHIRE,4.336747,STRELLEY,.34999999,450180.53,342402.84,0,0,.07,4,4
NOTTINGHAMSHIRE,3.98482875,COSSALL,.37179488,448309.22,342429.03,1,0,.14102565,4,4
NOTTINGHAMSHIRE,6.5607825,TROWELL,.24509804,449250.56,340230.84,0,3.0056827,.18627451,4,4
NOTTINGHAMSHIRE,8.6037,WOLLATON,.43558282,452538.38,339999.03,0,0,.17791411,4,4
NOTTINGHAMSHIRE,4.369695,BRAMCOTE,.31724137,450742,337917.19,1,3.1839886,.18620689,4,4
NOTTINGHAMSHIRE,5.1504735,STAPLEFORD,.27810651,449144.94,337279.69,1,2.5902672,.23076923,4,4
NOTTINGHAMSHIRE,5.4164465,TOTON,.77999997,450569.09,334550.38,0,0,0,4,4
NOTTINGHAMSHIRE,.1154920625,ATTENBOROUGH,,451777.25,334362.25,1,0,,4,4
NOTTINGHAMSHIRE,5.66973,CHILWELL,.31557378,451718.31,335628.59,1,3.0252912,.18032786,4,4
NOTTINGHAMSHIRE,6.495784,BEESTON,.21043772,453275.19,336816.66,1,2.9732594,.1969697,4,4
NOTTINGHAMSHIRE,7.7884,CLIFTON,.8125,454911.53,334087.03,1,3.3499041,.11458334,4,4
NOTTINGHAMSHIRE,12.109658,RUDDINGTON,.33424658,457005.03,332764.97,1,4.1217437,.2109589,4,4
NOTTINGHAMSHIRE,3.323034578125,EDWALTON,.96875,460806.94,335754.13,0,3.8918202,.03125,4,4
NOTTINGHAMSHIRE,4.711739,WEST BRIDGFORD,.58620691,458932.16,337193.16,0,0,.086206898,4,4
NOTTINGHAMSHIRE,1.749245375,GAMSTON,.65853661,460295.41,337187.06,0,3.8066626,.14634146,4,4
NOTTINGHAMSHIRE,.7009951250000001,ADBOLTON,,460236.66,338297.97,0,0,,4,4
NOTTINGHAMSHIRE,16.54647,NORTH CARLTON,.55849057,459529.5,383690.5,1,2.7553964,.25283018,4,4
NOTTINGHAMSHIRE,2.45486425,WALLINGWELLS,.2,456841.72,384190.31,1,0,0,4,4
NOTTINGHAMSHIRE,4.9877115,BASSINGFIELD,,461444.16,337690.88,0,0,,4,4
NOTTINGHAMSHIRE,3.48578675,HOLME PIERREPONT,.67441863,462713.44,338709.97,1,5.2570949,.23255815,4,4
NOTTINGHAMSHIRE,8.876963999999999,RADCLIFFE ON TRENT,.41886792,465196.25,339108.84,1,3.813307,.30566037,4,4
NOTTINGHAMSHIRE,14.970927,COTGRAVE,.82758623,464878.84,335571.34,1,4.0737028,.12807882,4,4
NOTTINGHAMSHIRE,6.5402117734375,CROPWELL BISHOP,.5,470403.5,335235.91,1,3.3964241,.1875,4,4
NOTTINGHAMSHIRE,10.055734,COLSTON BASSETT,.75609756,470127.53,332954.47,1,4.3219228,.18292683,4,4
NOTTINGHAMSHIRE,12.66266,KINOULTON,.75438595,468036.47,330619.03,0,4.1442289,.23684211,4,4
NOTTINGHAMSHIRE,6.5610685,OWTHORPE,.94871795,466905.84,332752.19,1,3.4237483,.051282052,4,4
NOTTINGHAMSHIRE,.079550765625,LODGE ON THE WOLDS,,465263.69,331189.44,0,0,,4,4
NOTTINGHAMSHIRE,4.9135635,TOLLERTON,.71052629,461558.22,335158.47,0,3.9630783,.13157895,4,4
NOTTINGHAMSHIRE,6.9544525,SHIREOAKS,,455650.91,380035.94,1,0,,4,4
NOTTINGHAMSHIRE,7.4803915,PLUMTREE,.74157304,461574.84,333142.69,1,3.6720724,.14606741,4,4
NOTTINGHAMSHIRE,3.28460175,NORMANTON ON THE WOLDS,.63999999,462141.38,332128.13,0,0,.2,4,4
NOTTINGHAMSHIRE,3.6905125,CLIPSTON,1,463737.97,333771.38,0,4.4426513,0,4,4
NOTTINGHAMSHIRE,5.077034,BRADMORE,.60416669,459131.81,331625.53,1,3.684458,.17708333,4,4
NOTTINGHAMSHIRE,8.754071,BUNNY,.53684211,458233.06,329555.47,0,3.7302012,.21052632,4,4
NOTTINGHAMSHIRE,6.331113,BARTON IN FABIS,.70707071,453093.13,332519.25,1,3.5985568,.13131313,4,4
NOTTINGHAMSHIRE,4.018229,THRUMPTON,.71875,451315.19,331353.59,0,4.0208774,.03125,4,4
NOTTINGHAMSHIRE,4.561402,RATCLIFFE UPON SOAR,.72222221,450195.09,329703.66,0,4.0193815,.18518518,4,4
NOTTINGHAMSHIRE,10.351244,GOTHAM,.34857142,453958.81,329806.28,1,4.0058169,.18285714,4,4
NOTTINGHAMSHIRE,10.320637,EAST LEAKE,.43881857,455491.91,326776.25,0,3.4731488,.2278481,4,4
NOTTINGHAMSHIRE,6.4767685,GATEFORD,,457850.13,381421.34,0,0,,4,4
NOTTINGHAMSHIRE,6.5134675,WEST LEAKE,.65306121,453031.09,327254.78,0,3.5509427,.06122449,4,4
NOTTINGHAMSHIRE,5.3542225,KINGSTON UPON SOAR,.75555557,450719.06,327914.84,1,3.2580965,.24444444,4,4
NOTTINGHAMSHIRE,3.51136775,SUTTON BONINGTON ST MICHAEL,,450325.34,326020.19,0,3.2434001,,4,4
NOTTINGHAMSHIRE,5.341209,SUTTON BONINGTON ST ANN,.30419579,451238.72,324823.56,1,0,.19580419,4,4
NOTTINGHAMSHIRE,5.886616,NORMANTON ON SOAR,.64893615,452692.13,323874.03,1,3.6191995,.10638298,4,4
NOTTINGHAMSHIRE,6.3035665,STANFORD ON SOAR,.7352941,454523.03,323293.13,0,3.7633121,.05882353,4,4
NOTTINGHAMSHIRE,6.4889445,REMPSTONE,.48623854,457965.72,324629.25,1,4.0073333,.18348624,4,4
NOTTINGHAMSHIRE,4.5342685,COSTOCK,.37,457537.69,326320.25,0,4.1787734,.22,4,4
NOTTINGHAMSHIRE,.42198853125,GRANGE LEYS,,457551.59,327905.53,0,0,,4,4
NOTTINGHAMSHIRE,1.925815625,HIGHFIELDS,,458655.66,327641.06,0,0,,4,4
NOTTINGHAMSHIRE,43.400864,WORKSOP,.45920578,460093.31,377019.88,1,3.2475517,.35234657,4,4
NOTTINGHAMSHIRE,6.2417405,WYSALL,,460616.5,327655.72,1,4.4985743,,4,4
NOTTINGHAMSHIRE,5.795318,KEYWORTH,.4642857,461400.25,330172.38,1,3.5165083,.22142857,4,4
NOTTINGHAMSHIRE,5.7137305,STANTON ON THE WOLDS,.94444442,463865.19,330537.56,0,4.7507124,0,4,4
NOTTINGHAMSHIRE,8.615035000000001,WIDMERPOOL,.79166669,463738.69,328167.72,0,4.1845913,.083333336,4,4
NOTTINGHAMSHIRE,3.5721565,THORPE IN THE GLEBE,1,460823.13,325936.97,0,0,0,4,4
NOTTINGHAMSHIRE,8.645009,WILLOUGHBY ON THE WOLDS,.54807693,463838.5,324997.94,1,4.0480514,.15384616,4,4
NOTTINGHAMSHIRE,7.689768,UPPER BROUGHTON,.5,467042.19,326297.06,0,3.9389305,.28846154,4,4
NOTTINGHAMSHIRE,11.435674,HICKLING,.7557252,468145.91,328451.25,1,4.6780486,.16030534,4,4
NOTTINGHAMSHIRE,7.4527715,PAPPLEWICK,.80000001,456155.53,351288.25,1,0,.16666667,4,4
NOTTINGHAMSHIRE,2.9580665,THORPE,.88,476973.28,349709.47,1,3.5263605,.039999999,4,4
NOTTINGHAMSHIRE,25.041098,MISSON,.64186049,469779.88,396951.66,1,3.4144425,.16744186,4,4
NOTTINGHAMSHIRE,15.60187,"OSBERTON, SCOFTON AND RAYTON",,462973.31,380158.72,1,2.7343674,,4,4
NOTTINGHAMSHIRE,11.615676,WELBECK,.40909091,457390.84,374186.03,1,3.4965076,.045454547,4,4
NOTTINGHAMSHIRE,10.417522,ELKSLEY,.75247526,466948.56,375916.03,1,0,.12871288,4,4
NOTTINGHAMSHIRE,25.552144,BABWORTH,.8318584,466700.97,380220.22,1,3.6109178,.088495575,4,4
NOTTINGHAMSHIRE,8.923252,SUTTON,.92592591,468727.13,384956.97,1,0,.074074075,4,4
NOTTINGHAMSHIRE,9.48085,LOUND,.60377359,469666.41,386726.59,0,0,.16981132,4,4
NOTTINGHAMSHIRE,9.892825,HAYTON,.56578946,472170.44,384736.63,0,3.2708356,.27631578,4,4
NOTTINGHAMSHIRE,8.901405,NORTH WHEATLEY,.75862068,475752.72,386772.22,0,2.6855774,.18103448,4,4
NOTTINGHAMSHIRE,2.6306535,SOUTH WHEATLEY,.90909094,476075.84,385000.47,1,2.9014215,0,4,4
NOTTINGHAMSHIRE,4.7753595,BOLE,.88636363,478990.69,387415.38,1,3.6596091,.090909094,4,4
NOTTINGHAMSHIRE,4.398308,SCAFTWORTH,.90476191,466661.09,392461.13,0,0,.095238097,4,4
NOTTINGHAMSHIRE,3.31328125,WEST BURTON,.625,479119.59,385920.22,0,0,.125,4,4
NOTTINGHAMSHIRE,15.733608,STURTON LE STEEPLE,.74590164,479016.88,384041.19,1,4.4760652,.19672132,4,4
NOTTINGHAMSHIRE,6.635785315673828,NORTH LEVERTON,.69999999,482560.66,382549.75,1,4.5099854,.18571429,4,4
NOTTINGHAMSHIRE,3.164363963134766,HABBLESTHORPE,.83333331,481856.19,382940.66,0,0,.06666667,4,4
NOTTINGHAMSHIRE,1.375566875,LITTLEBOROUGH,.91666669,481973.44,383127.28,1,3.0445225,0,4,4
NOTTINGHAMSHIRE,2.429783,COTTAM,.95833331,482083.69,380474.81,0,3.1780539,.041666668,4,4
NOTTINGHAMSHIRE,8.824553,SOUTH LEVERTON,.80000001,478505.13,380668.69,1,0,.1125,4,4
NOTTINGHAMSHIRE,3.59180325,LITTLE GRINGLEY,,473106.72,381145.31,0,0,,4,4
NOTTINGHAMSHIRE,8.926437999999999,CLARBOROUGH,.29433271,473611.78,382847.94,0,2.9388835,.4606947,4,4
NOTTINGHAMSHIRE,2.4421295,BOLLAM,,471094.28,382399.28,1,0,,4,4
NOTTINGHAMSHIRE,2.9864185,HARWELL,,467746.59,391104.72,0,0,,4,4
NOTTINGHAMSHIRE,.0246375625,CHAPELGATE,,470690.59,381300.97,0,0,,4,4
NOTTINGHAMSHIRE,.39689465625,EAST RETFORD,,470555.22,381014.75,1,0,,4,4
NOTTINGHAMSHIRE,4.0171665,WEST RETFORD,.27586207,469517.16,382072.22,1,4.1795025,.34482759,4,4
NOTTINGHAMSHIRE,8.506874,ORDSALL,.16054422,470796.72,379719.5,0,3.1049316,.49659863,4,4
NOTTINGHAMSHIRE,5.270744,GROVE,.74285716,474430.03,379894.03,0,4.348433,0,4,4
NOTTINGHAMSHIRE,6.4155535,TRESWELL,.86567163,478687.53,379384.75,1,2.9444389,.089552239,4,4
NOTTINGHAMSHIRE,8.649193,RAMPTON,.74747473,479811.53,378346.31,1,3.0814569,.22222222,4,4
NOTTINGHAMSHIRE,6.105615,LINBY,.57317072,453566.44,350893.81,0,3.0112364,.36585367,4,4
NOTTINGHAMSHIRE,6.28414,LANEHAM,.69230771,480386.97,376577.16,1,0,.26373628,4,4
NOTTINGHAMSHIRE,2.44097475,STOKEHAM,1,477546.53,376913.84,0,2.7744808,0,4,4
NOTTINGHAMSHIRE,6.2793835,EAST DRAYTON,,477515.34,375424.94,0,3.402272,,4,4
NOTTINGHAMSHIRE,12.572991,EVERTON,.55900621,469647.94,392154.22,1,2.9014215,.29192546,4,4
NOTTINGHAMSHIRE,9.395714999999999,HEADON,.86619717,474919.5,377481.09,1,4.6298628,.091549292,4,4
NOTTINGHAMSHIRE,6.218391,EATON,.66666669,471091,378022.59,1,3.3105431,.16666667,4,4
NOTTINGHAMSHIRE,8.076736,GAMSTON,.88,471118.13,376296.22,0,3.7250237,.079999998,4,4
NOTTINGHAMSHIRE,2.63728425,WEST DRAYTON,.77419353,470263.25,374466.03,0,0,.096774191,4,4
NOTTINGHAMSHIRE,5.0551395,ASKHAM,.69230771,473974.94,375368.81,0,3.3274312,.24175824,4,4
NOTTINGHAMSHIRE,11.178705,EAST MARKHAM,.66666669,473963,373518.28,0,2.5880909,.26666668,4,4
NOTTINGHAMSHIRE,5.953816,DARLTON,.80000001,477164.78,372878.72,1,2.7568405,.044444446,4,4
NOTTINGHAMSHIRE,4.9817815,RAGNALL,.80769229,479817.78,373526.88,0,4.1397619,.1923077,4,4
NOTTINGHAMSHIRE,4.4651525,DUNHAM,.42990655,481085.91,374905.09,0,3.0466366,.45794392,4,4
NOTTINGHAMSHIRE,5.7321725,FLEDBOROUGH,.78260869,479248.69,371864.75,0,0,0,4,4
NOTTINGHAMSHIRE,17.26009,MISTERTON,.53086418,475315.38,395217.22,0,3.399112,.22633745,4,4
NOTTINGHAMSHIRE,11.626206796875,TUXFORD,.36071429,473552.13,371273.56,1,3.2238634,.40357143,4,4
NOTTINGHAMSHIRE,4.83318253125,MARKHAM CLINTON,.86538464,471392.47,373085.22,0,3.1893535,.13461539,4,4
NOTTINGHAMSHIRE,2.9060455,BEVERCOTES,1,469810.59,371722.41,1,3.3596034,0,4,4
NOTTINGHAMSHIRE,4.03973475,KIRTON,,469553.44,368680.94,1,4.2464523,,4,4
NOTTINGHAMSHIRE,5.487084,BOUGHTON,.73015875,467556.56,368527.81,1,0,.22222222,4,4
NOTTINGHAMSHIRE,5.852826,WALESBY,.78571427,468331.94,370635.81,1,0,.17532468,4,4
NOTTINGHAMSHIRE,3.965737,HAUGHTON,.84615386,467724.22,372358.78,0,4.3179045,0,4,4
NOTTINGHAMSHIRE,9.65118,BOTHAMSALL,.70238096,467450.75,373796.94,0,0,.19047619,4,4
NOTTINGHAMSHIRE,13.86178,PERLETHORPE,.39130434,464254.19,371284.72,0,3.8999505,.086956523,4,4
NOTTINGHAMSHIRE,9.134354999999999,CARBURTON,.75,460548.34,373229.88,0,2.8519681,.10416666,4,4
NOTTINGHAMSHIRE,2.79598475,WEST STOCKWITH,.33707866,478556.63,395735.81,1,0,.27528089,4,4
NOTTINGHAMSHIRE,8.478355000000001,BUDBY,.57575756,461558.16,369995.5,0,3.2771447,.30303031,4,4
NOTTINGHAMSHIRE,17.895542,EDWINSTOWE,.35978836,462533.69,366901.34,0,0,.22222222,4,4
NOTTINGHAMSHIRE,7.1709145,OLLERTON,.36898395,465860.03,368037.03,0,0,.35828876,4,4
NOTTINGHAMSHIRE,16.301649,CLIPSTONE,1,459501.66,364462.56,0,0,0,4,4
NOTTINGHAMSHIRE,6.533394,NORTON,.54736841,457727.19,371780.06,0,2.7932079,.31578946,4,4
NOTTINGHAMSHIRE,4.568985,NORTON CUCKNEY,.50314468,456330.06,370816.06,1,0,.22012578,4,4
NOTTINGHAMSHIRE,5.255057,NETHER LANGWITH,.39252338,454121.31,370387.66,0,0,.30841121,4,4
NOTTINGHAMSHIRE,5.0488845,HOLBECK,.81333333,454024.16,372891.44,1,0,.13333334,4,4
NOTTINGHAMSHIRE,1.22425675,WOODHOUSE HALL,1,454978.19,373861.09,1,0,0,4,4
NOTTINGHAMSHIRE,24.820128,MARKET WARSOP,.58702064,457074.41,368014.16,0,0,.2920354,4,4
NOTTINGHAMSHIRE,12.040672,WALKERINGHAM,.77142859,476956.63,392396.44,1,3.2756922,.17142858,4,4
NOTTINGHAMSHIRE,3.99325575,SOOKHOLME,.94999999,454441.44,367134.19,0,0,0,4,4
NOTTINGHAMSHIRE,19.62967,MANSFIELD WOODHOUSE,.2850877,455459.66,363156.94,0,0,.16666667,4,4
