STARTcounty,area,pla,agr_share_1831,latitude,longitude,valordummy,lLStax_pc,ind_share_1831,cutoff1,cutoff2
HAMPSHIRE,5.5949245,HOLYBOURNE,.4789916,472730.56,142045.52,0,3.8830748,.3277311,4,4
HAMPSHIRE,4.5501335,NEATHAM,.63333333,474214.09,140552.58,1,0,.30000001,4,4
HAMPSHIRE,15.99911859375,ALTON,.24541607,473215.72,139648.47,1,3.9362524,.43723553,4,4
HAMPSHIRE,6.26515,SHALDEN,.84313726,469841.97,142104.95,0,3.9889841,0,4,4
HAMPSHIRE,7.306146,LASHAM,.74193549,467517.53,142772.98,0,3.7735269,.19354838,4,4
HAMPSHIRE,5.74377410546875,WOLVERTON,.66666669,458501.75,159268.34,0,0,.14814815,4,4
HAMPSHIRE,15.29114,BENTWORTH,.8445946,466385.28,140193.58,0,3.1583023,.074324325,4,4
HAMPSHIRE,3.91985225,BRADLEY,.65517241,463847.5,142088,1,4.0749264,.1724138,4,4
HAMPSHIRE,13.992819,PRESTON CANDOVER,.50862068,461508.78,141917.3,0,3.6320307,.23275863,4,4
HAMPSHIRE,5.910923,CHILTON CANDOVER,.75862068,459352.31,140727.55,0,4.4284329,.034482758,4,4
HAMPSHIRE,2.04801075,GODSFIELD,1,459900.09,137660.16,0,0,0,4,4
HAMPSHIRE,3.085125,SWARRATON,.7096774,457619.72,136930.63,0,0,.22580644,4,4
HAMPSHIRE,8.636127,BROWN CANDOVER,.73809522,457292.84,139687.2,0,3.9609928,.14285715,4,4
HAMPSHIRE,5.645895,WOODMANCOTT,.92000002,456953.19,142360.58,1,3.7084241,.039999999,4,4
HAMPSHIRE,8.071202,EAST STRATTON,.57954544,454613.75,140441.09,0,0,.18181819,4,4
HAMPSHIRE,31.465,MICHELDEVER,.74226803,451698.25,140118.23,0,4.9598551,.17525773,4,4
HAMPSHIRE,1.89629725,EWHURST,.2857143,457123.47,157182.13,0,0,0,4,4
HAMPSHIRE,7.1651355,STOKE CHARITY,.88235295,448502.91,137570.33,1,4.8001308,.05882353,4,4
HAMPSHIRE,22.223842,WONSTON,.52747256,446791.25,139436.89,1,4.8950372,.30219781,4,4
HAMPSHIRE,6.4952435,BULLINGTON,.84782606,446208.5,141948.95,0,3.3565099,.043478262,4,4
HAMPSHIRE,20.162752,BARTON STACEY,.75657892,442986.09,140458.38,1,4.8519039,.10526316,4,4
HAMPSHIRE,12.716475,CHILBOLTON,.73493975,440619.91,138289.84,1,3.1168432,.13253012,4,4
HAMPSHIRE,9.089041,LECKFORD,.90566039,438624.88,136912.06,0,3.2928696,.094339624,4,4
HAMPSHIRE,4.4039085,STOCKBRIDGE,.32014388,436667.44,135009.52,1,3.6044102,.62230217,4,4
HAMPSHIRE,12.106189,LONGSTOCK,.82474226,435058.25,137492.72,0,3.0839467,.11340206,4,4
HAMPSHIRE,29.856008,NETHER WALLOP,.8687259,428920.66,136496.94,1,4.2344537,.13127413,4,4
HAMPSHIRE,19.148366,OVER WALLOP,.75939852,427114.06,139179.48,0,4.0218945,.075187966,4,4
HAMPSHIRE,7.253139611328125,BAUGHURST,.44,458633.28,160291.66,1,3.0620861,.14399999,4,4
HAMPSHIRE,4.480373,BUCKHOLT,,428318.78,132422.55,0,0,,4,4
HAMPSHIRE,16.030238078125,BROUGHTON,.54545456,431819,133708.39,0,3.9018834,.27685949,4,4
HAMPSHIRE,3.1114675,PITTLEWORTH,,433099.94,129291.85,0,0,,4,4
HAMPSHIRE,.66178240625,CROWN FARM,,431806.81,130523.86,0,0,,4,4
HAMPSHIRE,10.87697,HOUGHTON,.80172414,433682.72,133433.22,1,4.0670991,.086206898,4,4
HAMPSHIRE,29.4268556875,KINGS SOMBORNE,.71710527,438668.56,136016.06,1,4.1622777,.125,4,4
HAMPSHIRE,6.735716,LITTLE SOMBORNE,,438787.16,134093.8,1,4.9858871,,4,4
HAMPSHIRE,14.381059,SPARSHOLT,.79000002,443044.66,131249.81,1,3.8000212,.12,4,4
HAMPSHIRE,14.572351,CRAWLEY,.60747665,442652.53,134481.05,0,3.845578,.25233644,4,4
HAMPSHIRE,4.369918,HUNTON,.96153843,449274.31,141512.14,0,0,.03846154,4,4
HAMPSHIRE,8.8168293359375,TADLEY,.30409357,459392.41,160553.61,0,3.0362062,.1871345,4,4
HAMPSHIRE,5.47274,LITTLETON,.77419353,445685.88,132845.88,1,4.7507124,.064516127,4,4
HAMPSHIRE,7.157749412597656,HEADBOURNE WORTHY,.59121621,448544,134009.52,0,0,.21621622,4,4
HAMPSHIRE,9.05763704296875,KING'S WORTHY,.5714286,449268.84,134282.28,0,4.4619379,.21978022,4,4
HAMPSHIRE,8.192145500000001,MARTYR WORTHY,,451380.47,134363.08,0,4.0001903,,4,4
HAMPSHIRE,8.424927965820313,ITCHEN ABBAS,.83076924,455060.75,134437.44,0,3.8784213,.12307692,4,4
HAMPSHIRE,12.320433625,ITCHEN STOKE,.84210527,456492.34,134466,0,3.9876604,.052631579,4,4
HAMPSHIRE,12.58180875,NORTHINGTON,.72839504,458628.91,140198.09,0,4.5071898,.086419754,4,4
HAMPSHIRE,14.88784,OLD ALRESFORD,.87692308,459979.28,135508.34,0,4.45049,.092307694,4,4
HAMPSHIRE,2.83893475,NEW ALRESFORD,.045584045,458386.47,132255.86,0,0,.48717949,4,4
HAMPSHIRE,8.529088,BIGHTON,.71794873,461765.91,134784.94,0,3.0222993,.11538462,4,4
HAMPSHIRE,8.773777000000001,PAMBER,.68644071,461536.72,159828.91,0,3.6222334,.12711865,4,4
HAMPSHIRE,15.095132,BISHOP'S SUTTON,.55882353,461634.94,131884.3,0,0,.2647059,4,4
HAMPSHIRE,11.582688,MEDSTEAD,.78703701,465110.47,136516.23,1,3.6919997,.037037037,4,4
HAMPSHIRE,18.90099,ROPLEY,.69312167,465409.66,132444.13,1,3.7268481,.13227513,4,4
HAMPSHIRE,10.893738,CHAWTON,.64220184,469686.03,137136.03,0,3.5190766,.14678898,4,4
HAMPSHIRE,9.810456,FARRINGDON,.70247936,470265.56,135217.03,0,4.191916,.19834711,4,4
HAMPSHIRE,9.210908,NEWTON VALENCE,.57692307,471603.84,132986.55,1,3.4155591,.15384616,4,4
HAMPSHIRE,10.794514,EAST TISTED,.54838711,469830.91,131915.7,0,4.6269908,.22580644,4,4
HAMPSHIRE,3.194308,EMPSHOTT,.60526317,475334.22,131741.02,0,3.237169,.18421052,4,4
HAMPSHIRE,8.0359775,GREATHAM,.82456142,478050.63,130482.77,0,3.3566291,.03508772,4,4
HAMPSHIRE,14.535295,LISS,,478009.47,127792.13,0,3.641258,,4,4
HAMPSHIRE,7.8892735,SILCHESTER,.67676765,463722.44,161555.67,0,3.5435135,.11111111,4,4
HAMPSHIRE,5.8072815,HAWKLEY,.8051948,475305.19,129522.27,0,0,.14285715,4,4
HAMPSHIRE,6.4049795,PRIORS DEAN,.89999998,472685.03,129685.34,0,3.8043206,.059999999,4,4
HAMPSHIRE,5.935972,COLEMORE,.83333331,470129.38,130136.67,0,4.5969548,.083333336,4,4
HAMPSHIRE,9.58243,WEST TISTED,.74666667,466045.84,129367.47,1,3.4945507,.10666667,4,4
HAMPSHIRE,5.311344,PRIVETT,.67948717,467650.06,127302.84,0,3.2068033,.32051283,4,4
HAMPSHIRE,4.977666,BRAMDEAN,.57446808,462108.81,128664.87,1,0,.12765957,4,4
HAMPSHIRE,9.678751,HINTON AMPNER,.61386138,461631.94,127247.86,0,4.2423654,.17821783,4,4
HAMPSHIRE,12.449202,CHERITON,.51408452,457537.47,127568,0,3.4226706,.26056337,4,4
HAMPSHIRE,13.33122846875,TICHBORNE,.73863637,459656.16,129057.42,0,3.9999096,.03409091,4,4
HAMPSHIRE,5.50933840625,OVINGTON,.51282054,455319,131903.98,0,2.7387788,.35897437,4,4
HAMPSHIRE,10.996403,STRATFIELD SAYE,.67625898,468118.09,161383.95,0,3.9013278,.12230216,4,4
HAMPSHIRE,7.2851439921875,AVINGTON,.33333334,454757.19,131859.36,0,4.9163246,.11111111,4,4
HAMPSHIRE,11.274862,EASTON,.63157892,454447.56,131016.36,0,3.8842113,.21578947,4,4
HAMPSHIRE,9.270266875000001,CHILCOMB,.5714286,453019.13,128357.1,0,3.2878687,.089285716,4,4
HAMPSHIRE,.071728453125,NO MANS LAND,,450675.28,129672.48,0,0,,4,4
HAMPSHIRE,2.26190703125,WINNALL,.62962961,449726.41,130158.09,0,4.1771808,.22222222,4,4
HAMPSHIRE,2.81377875,"WINCHESTER, ST BATHOLOMEW HYDE",.49411765,448328.41,130954.03,0,2.2454267,.23529412,4,4
HAMPSHIRE,.376846,"WINCHESTER, ST THOMAS",.034653466,447810.31,129478.13,0,5.3934121,.34405941,4,4
HAMPSHIRE,.0132413046875,"WINCHESTER, ST LAWRENCE",.065727696,448085.25,129433.13,0,0,.51173711,4,4
HAMPSHIRE,.069768796875,"WINCHESTER, ST MARY KALENDER",,448219,129621.87,0,0,,4,4
HAMPSHIRE,.1199094609375,"WINCHESTER, ST MAURICE",,448423.47,129505.64,0,0,,4,4
HAMPSHIRE,.178074546875,"WINCHESTER, ST JOHN",,448712.78,129570.32,0,0,,4,4
HAMPSHIRE,9.216875,COMBE,.86206895,437220.13,160550.63,0,4.3413286,.086206898,4,4
HAMPSHIRE,4.323798,STRATFIELD TURGIS,.63157892,469573.94,159862.02,0,3.6413386,.15789473,4,4
HAMPSHIRE,.307549125,"WINCHESTER, ST PETER CHEESEHILL",,448827.19,129125,0,5.4523158,,4,4
HAMPSHIRE,.10474571875,"WINCHESTER, ST PETER COLEBROOK",.088757396,448484.84,129151.4,0,0,.40236688,4,4
HAMPSHIRE,.0976744296875,"WINCHESTER, CATHEDRAL YARD",.014373717,448201.66,129205.68,1,0,.71457905,4,4
HAMPSHIRE,.01102993359375,"WINCHESTER, ST SWITHIN",0,448155.22,129037.54,0,0,.41891891,4,4
HAMPSHIRE,.26351059375,"WINCHESTER, ST MICHAEL",.028795812,448059,128831.28,0,0,.55759162,4,4
HAMPSHIRE,.53765881640625,MILLAND,,448465.22,128405.43,0,0,,4,4
HAMPSHIRE,5.02294259375,"WINCHESTER, ST FAITH",.33333334,446839.91,128166.89,0,0,.24324325,4,4
HAMPSHIRE,4.502274,WEEKE,.83333331,446460.88,130147.8,1,3.9612665,.16666667,4,4
HAMPSHIRE,.4458621875,LAINSTON,0,444333.53,131776.86,0,0,0,4,4
HAMPSHIRE,12.802897,HECKFIELD,.53153151,472253.31,161151.55,1,0,.17567568,4,4
HAMPSHIRE,43.610312,HURSLEY,.74000001,442310.25,125152.68,0,6.6847458,.15142857,4,4
HAMPSHIRE,7.2664785,FARLEY CHAMBERLAYNE,.80000001,439734.25,127378.61,0,3.7917368,.025,4,4
HAMPSHIRE,7.69702390625,ASHLEY,.92307693,439225.53,130332.56,0,2.8033605,0,4,4
HAMPSHIRE,1.131137,UPPER ELDON,,436420.41,127789.77,0,3.1780539,,4,4
HAMPSHIRE,11.182217,MOTTISFONT,.8114754,431808.22,127278.32,1,3.965497,.1557377,4,4
HAMPSHIRE,9.585021984375,EAST TYTHERLEY,.63157892,430094.09,129228.2,0,4.0768976,.15789473,4,4
HAMPSHIRE,9.788076999999999,WEST TYTHERLEY,.7421875,427399.28,130466.71,0,4.2878046,.15625,4,4
HAMPSHIRE,2.15818725,WEST DEAN,,426188.5,127957.05,0,0,,4,4
HAMPSHIRE,4.5399245,EAST DEAN,.60465115,427618.44,126448.59,0,4.0316343,.27906978,4,4
HAMPSHIRE,1.575011,HOLDSHOTT,,473993.41,159709.16,1,0,,4,4
HAMPSHIRE,6.8804346171875,LOCKERLEY,.82191783,430533.22,127490.56,0,3.1187923,.14383562,4,4
HAMPSHIRE,7.5707325,SHERFIELD ENGLISH,.39506173,429282.72,123165.73,0,3.3028667,.13580246,4,4
HAMPSHIRE,.8545395,DUNWOOD,,431168.53,123041.77,0,0,,4,4
HAMPSHIRE,9.89055603125,WELLOW,,434019.69,121675.3,0,3.2958369,,4,4
HAMPSHIRE,39.69108,ROMSEY EXTRA,.36803365,435677.97,120319.21,0,5.8000031,.34595162,4,4
HAMPSHIRE,1.357185125,ROMSEY INTRA,.081545062,434993.78,121619.33,1,4.0529208,.48712447,4,4
HAMPSHIRE,5.8350668671875,TIMSBURY,.94736844,435529.28,124875.4,0,3.4468079,.052631579,4,4
HAMPSHIRE,10.151782,NORTH BADDESLEY,,440332.94,120224.2,1,2.4493353,,4,4
HAMPSHIRE,6.368156,CHILWORTH,.6857143,440410.44,118369.29,0,3.0325463,.22857143,4,4
HAMPSHIRE,20.12136,NORTH STONEHAM,.48178136,443384.28,117706.22,0,3.7447495,.35627529,4,4
HAMPSHIRE,5.3786461875,MATTINGLEY,.56578946,472425.88,158291.3,0,4.0060492,.22368421,4,4
HAMPSHIRE,6.331786,OTTERBOURNE,.70285714,445776.72,122274.22,1,4.0252609,.12571429,4,4
HAMPSHIRE,8.647575,COMPTON,.67500001,446235.72,125391.08,0,4.5957413,.16249999,4,4
HAMPSHIRE,17.231445953125,TWYFORD,.49450549,448678.31,124377.5,0,3.8011537,.24908425,4,4
HAMPSHIRE,21.786876,OWSLEBURY,.85875708,451417.88,122407.98,0,3.7231977,.12429378,4,4
HAMPSHIRE,6.011078,MORESTEAD,.80769229,451783.31,126055.34,0,3.6287756,.1923077,4,4
HAMPSHIRE,9.364492500000001,CORHAMPTON,.61764705,458676.22,123315.96,0,4.5538769,.23529412,4,4
HAMPSHIRE,10.20295,EXTON,.59210527,460726.94,121648.09,0,3.1325915,.32894737,4,4
HAMPSHIRE,12.895586,WARNFORD,.56074768,461626.19,123733.96,0,4.3718753,.11214953,4,4
HAMPSHIRE,7.7495925,KILMESTON,.70149255,459055.28,125761.04,0,3.8088281,.11940298,4,4
HAMPSHIRE,15.342319,WEST MEON,.54950494,464553.41,124573.99,0,3.6659439,.27227724,4,4
HAMPSHIRE,3.7246835,HAZELEY HEATH,.65925926,475124.28,158539.91,0,0,.1037037,4,4
HAMPSHIRE,46.635632,EAST MEON,.78947371,468698.91,122152.79,0,5.701653,.12573099,4,4
HAMPSHIRE,19.890904,FROXFIELD,.85384613,471126.09,127094.77,0,3.1692946,.07692308,4,4
HAMPSHIRE,10.848139,STEEP,.79906541,474481.97,125598.12,0,3.8358617,.13084112,4,4
HAMPSHIRE,.993722375,PETERSFIELD,.090643272,474782.66,123472.74,1,3.6997814,.47076023,4,4
HAMPSHIRE,6.4028255,SHEET,.61904764,476325.91,123801.13,0,2.3840253,.27380952,4,4
HAMPSHIRE,25.867236,BURITON,.73557693,473978.66,120313.49,1,4.9269018,.1298077,4,4
HAMPSHIRE,6.874179,CHALTON,.77777779,473011.91,115894.01,1,3.1323838,.031746034,4,4
HAMPSHIRE,7.017961,IDSWORTH,,474010.66,113456.2,0,3.8661168,,4,4
HAMPSHIRE,9.344488,BLENDWORTH,.46913579,471953.22,112994.51,1,2.6348467,.17283951,4,4
HAMPSHIRE,22.148654,CATHERINGTON,.47950819,468988,113731.48,1,3.0796137,.23770492,4,4
HAMPSHIRE,12.578934,EVERSLEY,.44936708,478313.84,160866.81,0,3.3290668,.27215189,4,4
HAMPSHIRE,5.70925,CLANFIELD,.91666669,470754.41,116963.76,1,3.220979,.016666668,4,4
HAMPSHIRE,37.697772,HAMBLEDON,.59056604,465340.25,114701.49,0,5.0130272,.23018868,4,4
HAMPSHIRE,8.583601,MEONSTOKE,,462919.63,119547.79,0,4.3894267,,4,4
HAMPSHIRE,23.745174,SOBERTON,.70682728,461244.56,114807.69,0,4.5842338,.14457831,4,4
HAMPSHIRE,28.549436875,DROXFORD,.55725193,457952.56,116065.36,1,0,.28435114,4,4
HAMPSHIRE,30.334034,BISHOP'S WALTHAM,.48694029,454760.38,116958.09,0,3.5890591,.31343284,4,4
HAMPSHIRE,9.932449999999999,DURLEY,.8019802,451803.56,116691.7,0,0,.11881188,4,4
HAMPSHIRE,13.992705,BISHOPSTOKE,.65648854,448828.13,118920.36,0,3.0033121,.18320611,4,4
HAMPSHIRE,14.118812,SHAMBLEHURST,.54166669,447965.75,113991.72,0,3.8097229,.22083333,4,4
HAMPSHIRE,8.567114,ALLINGTON,.54310346,447290.38,116113.29,0,3.1728318,.21551724,4,4
HAMPSHIRE,3.570568,BITTERNE,.26086956,444492.59,113775.91,0,2.4904468,.31884059,4,4
HAMPSHIRE,4.974778,BARTON AND EASTLEIGH,.84615386,445475.59,119406.85,0,3.1863527,.11538462,4,4
HAMPSHIRE,2.68207225,PORTSWOOD,.12571429,442742.81,114438.97,0,0,.22285715,4,4
HAMPSHIRE,1.189018625,PORTSWOOD,,443794.94,115543.28,0,0,,4,4
HAMPSHIRE,1.474929125,SOUTHAMPTON COMMON,,441571.75,114567.01,1,0,,4,4
HAMPSHIRE,2.24875325,"SOUTHAMPTON, ST MARY",.0010537407,442656.44,112240.96,0,0,.56638569,4,4
HAMPSHIRE,1.51385775,"SOUTHAMPTON, ST LAURENCE",0,441795.59,112653.48,0,0,.82291669,4,4
HAMPSHIRE,.0757246640625,"SOUTHAMPTON, ALL SAINTS",.025510205,442005.72,111510.41,1,0,.53996599,4,4
HAMPSHIRE,.073466796875,"SOUTHAMPTON, HOLY ROOD",.0021321962,442053.16,111135.41,0,5.2798176,.5053305,4,4
HAMPSHIRE,.019628685546875,"SOUTHAMPTON, ST JOHN",0,441917.5,111094.07,0,0,.51572329,4,4
HAMPSHIRE,.05395659375,"SOUTHAMPTON, ST MICHAEL",0,441878.84,111266.09,0,0,.56207675,4,4
HAMPSHIRE,8.935836,GREAT BRAMSHILL,,475376.19,161194.77,0,2.5649493,,4,4
HAMPSHIRE,12.89656,YATELEY,.69277108,482117.72,160105.5,0,3.8546169,.16867469,4,4
HAMPSHIRE,6.1421895,ST MARY EXTRA,.15241636,444554.81,110528.95,0,3.2408547,.2007435,4,4
HAMPSHIRE,15.2276454375,HOUND,.70093459,449227.41,111871.39,0,3.3413463,.14018692,4,4
HAMPSHIRE,1.597902375,HAMBLE,,447728,106636,0,3.2719855,,4,4
HAMPSHIRE,2.9158625,BURSLEDON,.3482143,448590.56,110193.85,0,0,.32142857,4,4
HAMPSHIRE,7.4511495,BOTLEY,.23786408,450255.56,112945.4,0,2.6615303,.2961165,4,4
HAMPSHIRE,62.875476,TITCHFIELD,.51186442,453307.53,106283.73,1,5.7209668,.30056497,4,4
HAMPSHIRE,9.775375,WICKHAM,.52985072,457174.47,111602.16,0,3.9471562,.34701493,4,4
HAMPSHIRE,.012496220703125,WICKHAM FOREST,,458998.09,110565.54,0,0,,4,4
HAMPSHIRE,1.103512125,LITTLE CREECH,,464086.91,111002.66,0,0,,4,4
HAMPSHIRE,7.929660140625,BOARHUNT,.86046511,462112.09,109625.77,0,4.1431651,.069767445,4,4
HAMPSHIRE,16.7965216875,SOUTHWICK,.55737704,463725.28,111303.52,1,3.7455747,.18579236,4,4
HAMPSHIRE,20.1708,HAWLEY AND MINLEY,.73846155,483559.84,156704.17,0,2.9352434,.17948718,4,4
HAMPSHIRE,2.76860325,WATERLOOVILLE,,468262.13,109770.59,0,0,,4,4
HAMPSHIRE,11.38281,HAVANT,.23649907,471979.63,108158.55,0,4.1922174,.46741155,4,4
HAMPSHIRE,10.515512,WARBLINGTON,.29824561,473920.69,107269.62,0,3.787467,.42495126,4,4
HAMPSHIRE,5.1800905,NORTH HAYLING,.75949365,472741.44,102835.41,0,3.6361816,.06329114,4,4
HAMPSHIRE,10.361042,SOUTH HAYLING,.54605263,472113.25,99715.93,0,0,.098684214,4,4
HAMPSHIRE,10.4287444375,FARLINGTON,.49238577,468124.31,108220.36,0,4.4253907,.21319798,4,4
HAMPSHIRE,12.9566515,WYMERING,.53846157,466646.38,109148.85,0,5.5889187,.20979021,4,4
HAMPSHIRE,1.27564325,GREAT SALTERNS,,466998.59,102164.28,0,0,,4,4
HAMPSHIRE,9.460108281249999,KINGSTON,.01570997,465569.78,102028.43,0,4.7558627,.4610272,4,4
HAMPSHIRE,.6990959375,PORTSEA TOWN,.21006289,463217.88,100453.77,0,0,.3836478,4,4
HAMPSHIRE,7.610976,PORTSEA TOWN,,465337.91,99247.617,0,4.1777368,,4,4
HAMPSHIRE,7.929874,COVE,.50847459,485784.56,155638.08,0,3.2650652,.31355932,4,4
HAMPSHIRE,.53885325,PORTSMOUTH TOWN,,463276.28,99473.578,1,0,,4,4
HAMPSHIRE,.021973546875,PORTSMOUTH,,464170,100528.68,0,0,,4,4
HAMPSHIRE,.0125678349609375,PORTSMOUTH,,464089.13,100299.72,0,0,,4,4
HAMPSHIRE,4.2018068671875,WIDLEY,.54954952,466350.84,109673.76,0,2.7016807,.2882883,4,4
HAMPSHIRE,15.4509273984375,ALVERSTOKE,,459941.44,103276.68,0,5.1210604,,4,4
HAMPSHIRE,.29241759375,GOSPORT,,461944.41,99835.609,0,0,,4,4
HAMPSHIRE,4.8555185859375,ROWNER,.82051283,458589.72,104166.65,0,0,0,4,4
HAMPSHIRE,25.09809,FAREHAM,.21703854,457388.28,107406.4,0,4.2877378,.36308315,4,4
HAMPSHIRE,5.6433380625,PORTCHESTER,.31666666,463142.84,105775.36,0,0,.26111111,4,4
HAMPSHIRE,12.105492,MILLBROOK,.22240803,439353.72,114020.13,0,2.9650688,.34280938,4,4
HAMPSHIRE,9.246102,NURSLING,.41114983,437434.25,116068.58,0,3.5897088,.14634146,4,4
HAMPSHIRE,58.970432,ELING,.43296328,433859.81,113277.88,0,5.0339413,.23057216,4,4
HAMPSHIRE,7.0576115,IRONSHILL,,431028.38,110702.51,0,3.289645,,4,4
HAMPSHIRE,8.280575499999999,ASHURST WALK,,434849.63,108756.52,0,0,,4,4
HAMPSHIRE,.5516870625,,,437856.09,107459.1,0,0,,4,4
HAMPSHIRE,4.5105975,LINKENHOLT,.95652175,436592.75,158183.61,0,4.046236,.043478262,4,4
HAMPSHIRE,9.385153000000001,FARNBOROUGH,.59803921,487237.47,155054,0,2.74084,.16666667,4,4
HAMPSHIRE,.227461375,IPLEY,,437527.38,106937.66,0,0,,4,4
HAMPSHIRE,.139230921875,DENNY LODGE,,433221.03,105512.02,0,0,,4,4
HAMPSHIRE,.139166484375,DECOY POND,,435745.31,107373.87,0,0,,4,4
HAMPSHIRE,9.038380999999999,DIBDEN,.60784316,440723.03,107742.16,0,4.3034773,.11764706,4,4
HAMPSHIRE,21.180813375,ASHLEY WALK,,423194.47,116384.34,0,0,,4,4
HAMPSHIRE,5.565714,EYEWORTH WALK,,422735.16,113866.7,0,0,,4,4
HAMPSHIRE,26.21995,BROOMY WALK,,420261.84,109911.7,0,0,,4,4
HAMPSHIRE,27.8912531796875,BURLEY WALK,.80000001,421888.47,104842.06,0,4.1168175,0,4,4
HAMPSHIRE,6.364181,RHINEFIELD WALK,,426188.59,105300.61,0,0,,4,4
HAMPSHIRE,14.11121190625,HOLMSLEY WALK,.45833334,421429.56,102475.01,0,0,.20833333,4,4
HAMPSHIRE,5.6031515,WILVERLEY WALK,,424990.94,100268.94,0,0,,4,4
HAMPSHIRE,7.90496,RHINEFIELD WALK,,426123.75,101784.5,0,0,,4,4
HAMPSHIRE,34.713972,DENNY LODGE WALK,,437301.69,105517.43,0,0,,4,4
HAMPSHIRE,8.138007500000001,WHITLEY RIDGE WALK,,432843.59,104461.1,0,0,,4,4
HAMPSHIRE,3.36903375,LYNDHURST,.11111111,429730.47,107751.38,0,3.0690637,.2962963,4,4
HAMPSHIRE,12.255642,HILL WALK,,430303.81,106223.19,0,0,,4,4
HAMPSHIRE,8.479901,MINSTEAD,.25523013,427713.69,110420.02,0,2.8641038,.25523013,4,4
HAMPSHIRE,8.626563000000001,CASTLE MALWOOD WALK,,427574.75,112390.71,0,3.713572,,4,4
HAMPSHIRE,21.668996,BOLDERWOOD WALK,,424806,109355.28,0,0,,4,4
HAMPSHIRE,2.000245375,CADNAM,,429162.81,114549.44,0,0,,4,4
HAMPSHIRE,1.20910625,BRAMSHAW,.61739129,426799.84,115363.29,0,0,.26086956,4,4
HAMPSHIRE,10.007167,BRAMBLE HILL,,425493.84,115120.56,0,0,,4,4
HAMPSHIRE,3.02398825,EYEWORTH WALK,,423777.56,114054.05,0,5.2364421,,4,4
HAMPSHIRE,.6439773125,BURLEY OUTER RAILS ENCLOSURE,,423867.03,105427.48,0,0,,4,4
HAMPSHIRE,1.0772185,BURLEY LODGE,,423586.34,105778.88,0,0,,4,4
HAMPSHIRE,2.13767825,BURLEY,,420652,103732.59,0,3.9219732,,4,4
HAMPSHIRE,5.5531005,HALE,.954023,418830.38,118183.79,0,3.1893535,.022988506,4,4
HAMPSHIRE,3.2181045,SOUTH CHARFORD,.027645377,416855.66,119010.77,0,0,.52430886,4,4
HAMPSHIRE,16.85408,ALDERSHOT,.6100629,486077.53,151105.73,0,2.6224365,.11320755,4,4
HAMPSHIRE,3.42444975,NORTH CHARFORD,,416988.5,120030.54,0,6.0464263,,4,4
HAMPSHIRE,9.509430999999999,BREAMORE,.088839941,414883.13,118560.44,1,3.357671,.46696034,4,4
HAMPSHIRE,1.873470125,WOODGREEN,.87209302,417064.44,117241.18,0,0,.12790698,4,4
HAMPSHIRE,25.02577800732422,FORDINGBRIDGE,.54736841,416756.88,116567.83,1,5.7088938,.18947369,4,4
HAMPSHIRE,.50650003125,GODSHILL [WEST PART],,417043.78,115233.68,0,0,,4,4
HAMPSHIRE,.5537690625,GODSHILL [EAST PART],.66071427,417974.56,115499.08,0,2.5257287,.14285715,4,4
HAMPSHIRE,15.563888,ROCKBOURNE,.36241612,411197.34,118914.65,0,4.3318987,.20805369,4,4
HAMPSHIRE,16.905608,HARBRIDGE,.72794116,412664.66,109119.42,0,3.3070729,.11029412,4,4
HAMPSHIRE,7.156814,IBSLEY,.77528089,416516.44,110021.09,0,4.1652966,.11235955,4,4
HAMPSHIRE,10.3139565,ELLINGHAM,.72000003,418896,110132.84,0,4.2920699,.17,4,4
HAMPSHIRE,41.86372,RINGWOOD,.37161431,415042.13,103670.9,0,6.0624294,.31852654,4,4
HAMPSHIRE,21.952430046875,HOLDENHURST,.71084338,411140.75,93712.789,0,0,.13253012,4,4
HAMPSHIRE,19.105824,SOPLEY,.72897196,416061.94,98784.203,0,3.8131771,.084112152,4,4
HAMPSHIRE,25.641356,MILTON,.562249,423964.5,96074.195,0,4.3334312,.14457831,4,4
HAMPSHIRE,15.39257011328125,HORDLE,.86708862,430226.72,96637.883,0,4.8856902,.082278483,4,4
HAMPSHIRE,19.309024,MILFORD,,430011.13,93535.742,0,4.7385378,,4,4
HAMPSHIRE,5.92027,LYMINGTON,.069832399,432225.13,95198.633,0,3.8035464,.54189944,4,4
HAMPSHIRE,44.485456,BOLDRE,.22370937,432980.09,98476.914,0,4.4623423,.12045889,4,4
HAMPSHIRE,6.377597,LADY CROSS WALK,,435417.22,102812.78,0,0,,4,4
HAMPSHIRE,7.436466,BROCKENHURST,.41552511,431624.22,101166.16,0,0,.20547946,4,4
HAMPSHIRE,3.96488275,WHITLEY RIDGE WALK,,431743.44,102890.66,0,0,,4,4
HAMPSHIRE,17.126998,RHINEFIELD WALK,,428486.97,103310.45,0,4.0312862,,4,4
HAMPSHIRE,35.016004,BEAULIEU,.5962733,439154.28,99935.391,1,3.3322046,.24534161,4,4
HAMPSHIRE,.07526609375,IPERSBRIDGE,,442358.97,102946.84,0,0,,4,4
HAMPSHIRE,17.037126,CRONDALL AND SWANTHORPE,.77835053,479425.5,148400.61,1,5.383667,.14948453,4,4
HAMPSHIRE,7.7899025,EWSHOT,.73913044,482138.38,151097.86,0,0,.16666667,4,4
HAMPSHIRE,.03924876953125,ROUGHDOWN,,443114.59,102395.29,0,0,,4,4
HAMPSHIRE,8.443061999999999,EXBURY,.61842108,443204.25,99947.25,1,2.8013382,.18421052,4,4
