STARTcounty,hundred,area,pla,agr_share_1831,NrGentry,mills,fivemilegrid_id,tenmilegrid_id,copyhold_count_1850,market_1600,valordummy,mill,lLStax_pc,perc_catholics_1800,ind_share_1831,North_South,East_West
DURHAM,CHESTER WARD (EAST DIV),.6975175,WHITBURN,,0,0,11501,2891,,,0,0,0,,,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),4.720343,THORNLEY,.83333331,0,0,10981,2735,,,0,0,0,.5,.16666667,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),6.536165,KELLOE,.85714287,2,0,10981,2735,,,1,0,0,.24509804,.071428575,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),4.49328,COXHOE,.6388889,0,0,10876,2734,,,1,0,0,.08116883,.16666667,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),6.010862,QUARRINGTON,.52380955,0,0,10980,2734,,,0,0,0,.14450867,.023809524,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),7.028057,CASSOP,.86363637,1,0,10980,2734,,,1,0,0,.72463769,0,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),2.760168,WHITWELL HOUSE,.8888889,1,0,10980,2734,,,1,0,0,0,0,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),3.278065,SHERBURN HOUSE,.37931034,0,0,10980,2734,,,1,0,0,0,0,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),5.710344,LUDWORTH,,0,0,10981,2735,,,1,0,0,,,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),5.8926315,SHADFORTH,.45454547,0,0,10981,2735,,,0,0,0,.076271184,.28787878,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),5.401156,SHERBURN,.49397591,1,0,11084,2786,,,0,0,0,.053412464,.36144578,1,0
DURHAM,CHESTER WARD (EAST DIV),6.8907325,CLEADON,,2,0,11501,2891,,,0,0,0,,,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),5.0936235,HALLGARTH,,0,0,11085,2787,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,6.469102,BELMONT,,0,0,11084,2786,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,1.001237375,ST GILES,.17931035,0,0,11083,2786,,,0,0,0,0,.45172414,1,0
DURHAM,DURHAM CITY,.0953318359375,MAGDALEN PLACE,,0,0,11083,2786,,,0,0,0,,,1,0
,,,,,0,0,11184,2786,,,0,0,0,,,0,0
DURHAM,DURHAM CITY,.3018253125,ST NICHOLAS,.015686275,0,0,11083,2786,,,0,0,0,0,.60196078,1,0
DURHAM,DURHAM CITY,.03559833984375,CASTLE PRECINCTS,,0,2,11083,2786,,,1,1,0,,,1,0
DURHAM,DURHAM CITY,.0552292109375,NORTH BAILEY,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,.109625890625,COLLEGE,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (EAST DIV),9.4180905,WHITBURN,.2981132,1,0,11502,2891,,,0,0,0,0,.24150944,1,0
DURHAM,DURHAM CITY,.01866198828125,SOUTH BAILEY,0,0,0,11083,2786,,,0,0,0,0,.071428575,1,0
DURHAM,DURHAM CITY,1.05407525,ELVET,.1187447,0,0,11083,2786,,1,0,0,0,.023775067,.44444445,1,0
DURHAM,DURHAM CITY,8.378236375,ELVET,.65789473,0,0,11187,2786,,,1,0,0,.78767121,.17105263,1,0
DURHAM,CHESTER WARD (MID DIV),3.9730915,BEAR PARK,,0,0,11082,2785,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,1.763629125,OLD DURHAM,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),5.26805,SHINCLIFFE,.59154928,0,0,10980,2734,,,1,0,0,.3807947,.25352111,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),3.737785,CROXDALE,,0,0,10979,2734,,,1,0,0,,,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),2.215022,SUNDERLAND BRIDGE,.29333332,2,0,10979,2734,,,0,0,0,.40636042,.29333332,1,0
DURHAM,DURHAM CITY,.263461875,CROSSGATE,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,1.768500625,CROSSGATE,.055555556,0,0,11083,2786,,,0,0,0,.081967212,.60457516,1,0
DURHAM,CHESTER WARD (EAST DIV),2.95913059375,FULWELL,.34782609,0,0,11500,2890,,,1,0,0,.16455697,.086956523,1,0
DURHAM,DURHAM CITY,14.262268,FRAMWELLGATE,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,DURHAM CITY,.505809375,FRAMWELLGATE,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (MID DIV),4.322668,BROOM,.78571427,0,0,11082,2785,,,1,0,0,.70987654,.21428572,1,0
DURHAM,CHESTER WARD (MID DIV),.90377475,BROOM,,0,0,11083,2786,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),13.08486056640625,WITTON GILBERT,.47619048,2,0,11185,2785,,,1,0,0,.13669065,.31428573,1,0
DURHAM,CHESTER WARD (WEST DIV),2.53900875,KIMBLESWORTH,.77777779,0,0,11187,2786,,,0,0,0,0,0,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.295963802734375,COMMON TO BRANDON AND BYSHOTTLES AND BRANCEPETH,,0,0,10977,2733,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),26.04814,BRANDON AND BYSHOTTLES,.62666667,0,0,10978,2733,,,1,0,0,.2084063,.22,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),1.11926825,BRANCEPETH COMMON,,0,0,10978,2733,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),1.40574725,BRANCEPETH,,0,0,10977,2733,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),3.3046735,BRANCEPETH,,0,0,10977,2733,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (EAST DIV),2.18071928125,MONKWEARMOUTH,.048689138,1,0,11501,2891,,,0,0,0,.017356476,.44194758,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),13.71165325,BRANCEPETH,.83333331,3,0,10978,2733,,,0,0,0,.72340423,.11458334,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),8.3487405,TUDHOE,.49180329,1,0,10875,2734,,,0,0,0,.50210971,.32786885,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),4.22291141796875,STOCKLEY,.9375,1,0,10978,2733,,,0,0,0,,.0625,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),1.134596875,PAGE BANK,,0,0,10874,2733,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),5.9078875,WILLINGTON,.5,5,0,10874,2733,,,1,0,0,.55092591,.36538461,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),5.1516375,HELMINGTON ROW,.95833331,0,0,10873,2733,,,0,0,0,,.041666668,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),16.626093,CROOK AND BILLY ROW,.77551019,0,0,10977,2733,,,0,0,0,.59500003,.22448979,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),6.215312,HEDLEYHOPE,.77777779,0,0,10977,2733,,,0,0,0,,0,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),12.46152186083984,CORNSAY,.41428572,0,0,11081,2785,4,,1,0,0,,.15714286,1,0
DURHAM,CHESTER WARD (WEST DIV),13.255396,ESH,.3968254,0,0,11082,2785,1,,0,0,0,.60905349,.1984127,1,0
DURHAM,CHESTER WARD (WEST DIV),9.471040960937501,BURNOP AND HAMSTEELS,.65789473,0,0,11184,2785,3,,1,0,0,,.2631579,1,0
DURHAM,CHESTER WARD (EAST DIV),1.109573454101562,MONKWEARMOUTH SHORE,.010080645,0,0,11398,2839,,,0,0,0,.0042968104,.48790324,1,0
DURHAM,CHESTER WARD (WEST DIV),8.462976187500001,LANGLEY,1,1,0,11186,2785,2,,0,0,0,,0,1,0
DURHAM,CHESTER WARD (WEST DIV),19.91694786328125,LANCHESTER,.45394737,1,0,11186,2785,13,,1,0,0,,.25,1,0
DURHAM,CHESTER WARD (WEST DIV),12.06290709472656,HOLMSIDE,.76271188,0,0,11291,2838,12,,0,0,0,,.13559322,1,0
DURHAM,CHESTER WARD (WEST DIV),8.793486973632813,KYO,.30000001,0,0,11289,2837,6,,1,0,0,,.15454546,1,0
DURHAM,CHESTER WARD (WEST DIV),14.7824508671875,GREENCROFT,.72131145,2,0,11289,2837,14,,1,0,0,,.13114753,1,0
DURHAM,CHESTER WARD (WEST DIV),7.6128016015625,COLLIERLEY,.2421875,0,0,11289,2837,6,,0,0,0,,.15625,1,0
DURHAM,CHESTER WARD (WEST DIV),1.141940875,BILLINGSIDE,,0,0,11288,2836,3,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),18.51645458984375,MEDOMSLEY,.49565217,1,0,11288,2836,13,,0,0,0,,.18260869,1,0
DURHAM,CHESTER WARD (WEST DIV),8.527859947265625,BENFIELDSIDE,.192,0,0,11288,2836,10,,0,0,0,,.616,1,0
DURHAM,CHESTER WARD (WEST DIV),10.882691515625,CONSIDE AND KNITSLEY,.84848487,0,0,11184,2784,3,,0,0,0,,.090909094,1,0
DURHAM,CHESTER WARD (EAST DIV),4.157115625,SOUTHWICK,.071633235,0,0,11501,2891,,,1,0,0,.019984627,.24355301,1,0
DURHAM,CHESTER WARD (WEST DIV),8.389780338867187,IVESTON,.62711865,1,0,11290,2837,10,,1,0,0,,.27118644,1,0
DURHAM,CHESTER WARD (WEST DIV),11.9630451875,BUTSFIELD,.6883117,0,0,11183,2785,7,,0,0,0,,.18181819,1,0
DURHAM,CHESTER WARD (WEST DIV),.27196871875,,,0,0,10976,2732,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),3.251358140625,SATLEY,.51724136,0,0,11081,2785,2,,0,0,0,,.44827586,1,0
DURHAM,CHESTER WARD (WEST DIV),2.402584,SATLEY AND BUTSFIELD (INTERMIXED),,0,0,11184,2784,1,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),4.389364306640625,HEALEYFIELD,.58139533,0,0,11183,2784,2,,1,0,0,,.11627907,1,0
DURHAM,CHESTER WARD (WEST DIV),5.359590262695312,EBCHESTER,.27272728,0,1,11288,2836,,,1,1,0,0,.31818181,1,0
DURHAM,CHESTER WARD (WEST DIV),1.22937576171875,ROWLEY,,1,0,11183,2784,,,1,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),50.51830428710937,,,0,0,11183,2784,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),2.556218728515625,,,0,0,11183,2784,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),13.46065,EDMONDBYERS,.61983472,0,0,11182,2783,,,1,0,0,0,.099173553,1,0
DURHAM,CHESTER WARD (WEST DIV),.4416635,,,0,0,11286,2835,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),6.3568125,RUFFSIDE,,0,0,11182,2783,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (WEST DIV),32.366882,HUNSTANWORTH,.31578946,0,0,11180,2782,,,1,0,0,0,.061403509,1,0
DURHAM,CHESTER WARD (EAST DIV),10.395508,HYLTON,.22222222,0,0,11397,2839,,,0,0,0,.030952381,.5,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),93.722016,FOREST QUARTER,.022575252,0,0,10971,2730,,,0,0,0,0,.084448159,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),54.240696,STANHOPE QUARTER,.29320389,4,0,11077,2783,,,1,0,0,0,.17087379,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),50.46846,PARK QUARTER,,0,0,10972,2730,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),2.034166,COMMON TO FOREST QUARTER AND PARK QUARTER,,0,0,10972,2730,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),30.731078,HOLLINHOPE COMMON,,0,0,10869,2731,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),10.749214,NEWLANDSIDE,.23512337,0,0,10974,2731,,,0,0,0,0,.11901306,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),6.64205625,FROSTERLEY,,1,0,10974,2732,,,1,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),22.0947505,WOLSINGHAM PARK MOOR,,0,0,10974,2731,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),27.451482,PARK QUARTER,,0,0,10975,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),2.14772075,WOLSINGHAM NORTH MOOR,,1,0,10975,2732,,,0,0,0,,,1,0
DURHAM,CHESTER WARD (EAST DIV),3.9895705,BARMSTON,.68421054,0,0,11396,2838,,,1,0,0,.15068494,0,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),11.73280647363281,EAST QUARTER,,0,0,10976,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),1.59531475,TOWN QUARTER,.31548756,0,0,10975,2732,,,0,0,0,.0049129077,.33460802,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),4.1201943125,BRADLEY,,0,0,10976,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),5.31812644140625,THORNLEY,.83333331,0,0,10976,2732,,,1,0,0,.66000003,.16666667,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.020577720703125,"COMMON TO BRADLEY, HELME PARK AND THORNLEY",,0,0,10976,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),3.8281295,THORNLEY,,0,0,10976,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.575754125,NITSLEY FELL,,0,0,10872,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),17.87172400585937,SOUTH QUARTER,,0,0,10975,2732,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (SOUTH WEST DIV),72.040576,FOREST AND FRITH,.076086953,0,0,10866,2729,1,,0,0,0,0,.054347824,1,0
DURHAM,DARLINGTON WARD (SOUTH WEST DIV),19.190822,NEWBIGGIN,,0,0,10764,2678,1,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (SOUTH WEST DIV),42.536836,MIDDLETON IN TEESDALE,.16009852,0,0,10765,2679,1,,0,0,0,0,.22906403,1,0
DURHAM,DARLINGTON WARD (SOUTH WEST DIV),32.9680698125,EGGLESTON,.31617647,1,0,10766,2679,2,,1,0,0,0,.16176471,1,0
DURHAM,CHESTER WARD (EAST DIV),2.199318,NORTH BIDDICK,,0,0,11292,2838,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),8.865778437499999,HAMSTERLEY COMMON,,0,0,10871,2732,2,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),29.047249515625,SOUTH BEDBURN,.58974361,1,0,10768,2680,3,,1,0,0,.25581396,.20512821,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),26.73690477734375,LYNESACK AND SOFTLEY,.37547171,0,0,10768,2680,6,,0,0,0,.094420604,.22075471,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),11.286169625,HAMSTERLEY,,1,0,10768,2680,4,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),10.808322,NORTH BEDBURN,,1,0,10872,2732,1,,1,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),14.438166,BARONY,.34230769,0,0,10768,2680,1,,0,0,0,.03238469,.16923077,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),7.024477,EVENWOOD,,2,0,10665,2681,1,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),13.778729,WEST AUCKLAND,.18937644,3,0,10665,2681,1,,0,0,0,.021582734,.33718246,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),8.3856705,ST HELEN AUCKLAND,.24489796,0,0,10769,2681,1,,0,0,0,.080487803,.1122449,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.42493190625,COMMON TO BARONY AND EVENWOOD AND WEST AUCKLAND,,0,0,10769,2681,2,,0,0,0,,,1,0
DURHAM,CHESTER WARD (EAST DIV),7.272339,WESTOE,.042458102,1,0,11501,2891,,,0,0,0,.0074364799,.4547486,1,0
DURHAM,CHESTER WARD (EAST DIV),7.5282165,WASHINGTON,.19465649,3,0,11396,2838,,,1,0,0,.0097951917,.21374045,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),3.1349045,ST ANDREW AUCKLAND,,0,0,10770,2681,1,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),6.2028997578125,BISHOP AUCKLAND,.0922722,0,0,10770,2681,3,1,1,0,0,.030063771,.54094577,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),4.083542197265625,POLLARD'S LANDS,,0,0,10770,2681,5,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),6.57573053125,NEWTON CAP,.71428573,0,0,10873,2733,5,,0,0,0,,.16666667,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),5.757287,HUNWICK,.60869563,1,0,10873,2733,1,,1,0,0,.20121951,.30434781,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.8570251875,HELMINGTON,,0,0,10873,2733,2,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),.830747625,NEWFIELD,1,0,0,10874,2733,1,,0,0,0,,0,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),4.16386775,BYERS GREEN,.44800001,0,0,10874,2733,1,,1,0,0,.086161882,.176,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),2.331245,BINCHESTER,.89999998,0,0,10874,2733,1,,0,0,0,.8918919,0,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),1.690916375,OLD PARK,.33333334,0,0,10874,2733,1,,0,0,0,.49253732,0,1,0
DURHAM,CHESTER WARD (EAST DIV),1.5511535,LITTLE USWORTH,,0,0,11396,2838,,,0,0,0,,,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),2.8038415,WESTERTON,.55555558,0,0,10770,2681,1,,0,0,0,.3882353,.055555556,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),3.50395175,MIDDLESTONE,.80000001,1,0,10771,2682,1,,0,0,0,.35869566,.2,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),3.2001555,COUNDON,.28225806,0,0,10770,2681,1,,0,0,0,.069473684,.16129032,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),2.5843125,COUNDON GRANGE,.5,0,0,10770,2681,1,,0,0,0,.75,0,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),2.44425425,SHILDON,.046204619,1,0,10666,2681,1,,1,0,0,.038062282,.21452145,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),5.572353,ELDON,.56756759,0,0,10771,2682,1,,1,0,0,.25581396,.081081077,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),4.701581,WINDLESTONE,.63333333,0,0,10771,2682,1,,1,0,0,.1641791,.33333334,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),4.4664225,MIDDRIDGE,.22093023,1,0,10667,2682,1,,0,0,0,.10749186,.31395349,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),3.925012,MIDDRIDGE GRANGE,.6875,0,0,10666,2681,1,,0,0,0,.60000002,.0625,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),1.8384865,EAST THICKLEY,,0,0,10666,2681,1,,0,0,0,,,1,0
DURHAM,CHESTER WARD (EAST DIV),7.1753625,GREAT USWORTH,.15963855,2,0,11396,2838,,,0,0,0,.0074475287,.16867469,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),6.25355425,WHITWORTH,.60000002,1,0,10875,2734,,,1,0,0,0,0,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),8.010145375,MERRINGTON,.52272725,0,0,10875,2734,,,0,0,0,.22418879,.30681819,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),9.842331,CHILTON,.73809522,0,0,10772,2682,,,1,0,0,.22619048,.14285715,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),9.339509078124999,FERRYHILL,.32167831,1,0,10875,2734,,,1,0,0,.12859561,.25874126,1,0
DURHAM,DARLINGTON WARD (SOUTH EAST DIV),5.150363,HETT,.87037039,1,0,10875,2734,,,1,0,0,.16740088,.09259259,1,0
DURHAM,DARLINGTON WARD (NORTH WEST DIV),4.17305621875,ESCOMB,.34848484,1,0,10769,2681,,,0,0,0,0,.12121212,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),7.0657475,CORNFORTH,.48387095,0,0,10876,2734,,,0,0,0,.076487251,.21505377,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),2.36985675,THRISLINGTON,1,0,0,10876,2734,,,0,0,0,,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),2.7266675,MAINSFORTH,.83333331,2,0,10876,2734,,,1,0,0,.69230771,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),8.2050515,BISHOP MIDDLEHAM,.44660193,0,0,10876,2734,,,0,0,0,.069767445,.31067961,1,0
DURHAM,CHESTER WARD (EAST DIV),13.140042,GATESHEAD,.046275396,4,1,11499,2890,,0,1,1,0,.0038215721,.39785552,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),4.5600875,GARMONDSWAY MOOR,1,0,0,10877,2735,,,1,0,0,0,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),8.519641999999999,FISHBURN,.67924529,0,0,10877,2735,,,0,0,0,.18396227,.18867925,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),16.855996,SEDGEFIELD,.45070422,4,0,10773,2683,,0,1,0,0,.027291812,.30422536,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),4.3758875,LAYTON,.5625,0,0,10773,2683,,,0,0,0,.14338236,.15625,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),3.0512635,SHOTTON,,1,0,10669,2683,,,0,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),4.465733,FOXTON,.48275861,1,0,10669,2683,,,0,0,0,.53424656,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),6.160465,MORDON,.234375,0,0,10772,2682,,,0,0,0,.22413793,.140625,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),7.156008,BRADBURY,.69565219,0,0,10772,2682,,,1,0,0,.26530612,.15217391,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),1.376381375,THE ISLE,,0,0,10772,2682,,,0,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),6.215271,BUTTERWICK,.83333331,0,0,10773,2683,,,0,0,0,,.083333336,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),13.916083,EMBLETON,.875,0,0,10774,2683,,,0,0,0,.37142858,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),17.61821,ELWICK HALL,.94736844,0,0,10774,2683,,,0,0,0,0,.02631579,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),6.3606905,ELWICK,.61403507,2,0,10879,2736,,,0,0,0,.090517238,.31578946,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),4.1948835,DALTON PIERCY,.90476191,0,0,10775,2684,,,1,0,0,.2658228,.095238097,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),6.8943461875,THROSTON,1,0,0,10879,2736,,,0,0,0,.60000002,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),9.913209,HART,.73913044,1,0,10879,2736,,,0,0,0,.086419754,.2173913,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),3.308853,THORPE BULMER,1,1,0,10879,2736,,,1,0,0,.55263156,0,1,0
DURHAM,EASINGTON WARD (SOUTH DIV),1.440253625,NESBITT,.48837209,0,0,10983,2736,,,0,0,0,.063444108,.19767442,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),.439542375,HARTLEPOOL,.0098039219,1,0,10880,2736,,,1,0,0,.012030075,.32352942,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),7.9342505,STRANTON,.6880734,3,0,10880,2736,,1,0,0,0,0,.24770643,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),2.332678,TUNSTALL,,0,0,10879,2736,,,0,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),3.0731855,BRIERTON,1,0,0,10775,2684,,,0,0,0,0,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),2.70222025,OUGHTON,,0,0,10775,2684,,,0,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),7.8120455,SEATON CAREW,.42105263,1,0,10776,2684,,,0,0,0,0,.38157895,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),2.7945164375,GREATHAM HOSPITAL LANDS,.60144925,0,0,10776,2684,,,0,0,0,0,.26811594,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),5.787128,GREATHAM,,0,0,10776,2684,,0,1,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),3.4191295,CLAXTON,1,0,0,10775,2684,,,1,0,0,.21875,0,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),6.394751,NEWTON BEWLEY,.89999998,0,0,10671,2684,,,1,0,0,0,.1,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),10.995193,COWPEN BEWLEY,.78947371,0,0,10672,2684,,,1,0,0,0,.13157895,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),11.258182,BILLINGHAM,.57303369,1,0,10671,2684,,,1,0,0,0,.22471911,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),10.240037,WOLVISTON,.45180723,0,0,10670,2683,,,0,0,0,0,.37951806,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),14.603238,GRINDON,,0,0,10670,2683,,,1,0,0,,,1,0
DURHAM,STOCKTON WARD (NORTH EAST DIV),3.24680625,WHITTON,.42424244,1,0,10669,2683,,,1,0,0,.039999999,0,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),4.776384,STILLINGTON,.2820513,0,0,10669,2683,,,1,0,0,.03125,0,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),6.10682,CARLTON,.41666666,1,0,10670,2683,,,0,0,0,.016393442,.14583333,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),3.5905235,REDMARSHALL,.64285713,1,0,10565,2631,,,0,0,0,.053571429,.071428575,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),8.663402,BISHOPTON,.29545453,0,0,10565,2631,,,1,0,0,.011820331,.22727273,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),3.3878035,NEWBIGGIN,1,0,0,10565,2631,,,1,0,0,.14285715,0,1,0
DURHAM,STOCKTON WARD (SOUTH WEST DIV),4.7884135,LITTLE STAINTON,.77777779,1,0,10564,2630,,,1,0,0,.09259259,.11111111,1,0
DURHAM,CHESTER WARD (WEST DIV),24.39185541015625,WHICKHAM,.163142,6,0,11394,2837,,,1,0,0,.025525525,.27190334,1,0
