STARTcounty,area,pla,latitude,longitude,valordummy,LS_pc_change,pc_change1525_1086,pc_change1525_1066,pc_change1332_1086,pc_change1332_1066,pc_change1086_1066,cutoff1,cutoff2
SHROPSHIRE,15.707182,EDSTASTON,352302.19,333007.06,-.69258142,,-.022883641,.0060410919,,,.014911754,4,4
SHROPSHIRE,4.4166485,GUILDEN DOWN,331046.5,282972.88,-.69258142,,,,,,,4,4
SHROPSHIRE,12.967553,CLUN,330359.28,280401.72,-.69258142,,-.16540518,-.05233968,,,-.17735368,4,4
SHROPSHIRE,20.969078,KEVENCALOLOG,320207.25,284598.41,-.69258142,,,,,,,4,4
SHROPSHIRE,7.5899935,RHYD-Y-CWM,317955.5,282821.28,-.69258142,,,,,,,4,4
SHROPSHIRE,8.164543500000001,TREBRODIER,319859.09,281512.38,-.69258142,,,,,,,4,4
SHROPSHIRE,31.816372,LLANFAIR WATERDINE,324350.44,277959.56,-.69258142,,-.16540518,,,,,4,4
SHROPSHIRE,11.155822,STOW,330425.53,273885.94,-.69258142,-.35224217,,,,,,4,4
SHROPSHIRE,10.740172125,BUCKNELL,335418.38,275877.53,-.69258142,-.27733994,,,,,,4,4
SHROPSHIRE,2.85292225,HEATH AND JAY,338508.63,275762.38,-.69258142,-.40523645,,,,,,4,4
SHROPSHIRE,10.22211,HOPTON CASTLE,335836.38,277487.88,-.69258142,-.29593593,,,,,,4,4
SHROPSHIRE,30.37695,CLUNBURY,334978.91,280994.41,-.69258142,.49153593,-.021981528,-.036669452,-.14138898,-.1778014,-.13278499,4,4
SHROPSHIRE,16.921096,HOPESAY,339210.16,282852.91,-.69258142,,-.14491269,-.04966877,,,-.1224207,4,4
SHROPSHIRE,6.8394615,EDGTON,338572.25,285667.47,-.69258142,-.30035797,-.11743071,-.047873393,-.025749721,-.14008673,-.14073169,4,4
SHROPSHIRE,3.113885,SIBTON CARWOOD,341417.59,283181.69,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,-.04917673,4,4
SHROPSHIRE,15.36446,CLUNGUNFORD,340070.81,278397.59,-.69258142,,.011589707,-.044957656,-.20355645,-.20404564,-.16600086,4,4
SHROPSHIRE,8.153955,ONIBURY,345652.84,279430.31,-.69258142,-.14115015,,,,,,4,4
SHROPSHIRE,1.957349375,WOOTTON,345159.56,277935.75,-.69258142,,,,,,,4,4
SHROPSHIRE,2.392602,ASHFORD BOWDLER,351507.28,270431.81,-.69258142,,-.16540518,-.05233968,,,-.14073169,4,4
SHROPSHIRE,4.4954655,ALDON,343328.97,279522.69,-.69258142,,.067008421,-.034943487,-.20355645,-.20404564,-.14970408,4,4
SHROPSHIRE,2.125814,ROWTON,341663.56,280823.5,-.69258142,,,,,,,4,4
SHROPSHIRE,5.1270955,STOKESAY,343238.09,281614.91,1.443785,4.7097454,,.11784187,,-.15407564,-.18650918,4,4
SHROPSHIRE,3.30014125,LACON,353504.28,331154.22,-.69258142,,-.12257084,-.045640249,,,-.109603,4,4
SHROPSHIRE,2.8112465,SOULTON,354820.41,330234.72,-.69258142,-.40523645,,,,,,4,4
SHROPSHIRE,5.9628645,ASTON,353376.38,328654.03,-.69258142,,,,,,,4,4
SHROPSHIRE,2.87151575,WHETTLETON,344690.66,282330.97,-.69258142,,,,,,,4,4
SHROPSHIRE,5.4302085,HALFORD,344370.72,283977.78,-.69258142,,-.16540518,-.05233968,,,-.16362043,4,4
SHROPSHIRE,11.259299,BROMFIELD,347716.81,277006,1.443785,.052931737,,,,,,4,4
SHROPSHIRE,5.0026975,LADY HALTON,347207.06,274677.53,-.69258142,,,,,,,4,4
SHROPSHIRE,5.88354,PRIORS HALTON,349147.44,275157.38,-.69258142,,-.16540518,,,,,4,4
SHROPSHIRE,21.130444,WISTANSTOW,343114.56,286667.19,-.69258142,-.19536087,-.054887749,-.038449712,.0011321802,-.10464702,-.12470958,4,4
SHROPSHIRE,7.7954425,ACTON SCOTT,345518.75,288900.34,-.69258142,,-.1288532,-.042131022,-.20355645,-.20404564,-.049176719,4,4
SHROPSHIRE,6.95186,HOPE BOWDLER,347186.66,292473,-.69258142,-.33550552,-.095042638,-.044479012,.18867339,-.034738671,-.1315762,4,4
SHROPSHIRE,6.606752,EATON,347782.56,288625.72,1.443785,-.40523645,,,,,,4,4
SHROPSHIRE,2.391617,HATTON,346838.56,290130,1.443785,,-.16540518,-.05233968,,,-.12547253,4,4
SHROPSHIRE,6.26006,TICKLERTON,348562.22,291000.25,-.69258142,,-.16540518,-.05233968,,,-.14073169,4,4
SHROPSHIRE,4.14762525,MILLICHOPE,352328.09,289755.81,-.69258142,,-.16540518,-.05233968,,,-.15904269,4,4
SHROPSHIRE,6.811043,TILLEY,350978.88,327093.31,-.69258142,,-.12222817,-.0046992712,,,.35603878,4,4
SHROPSHIRE,17.502894,RUSHBURY,352550.94,292614.19,-.69258142,-.011963923,-.11686742,-.046231028,-.15558192,-.18071681,-.1246248,4,4
SHROPSHIRE,8.24795346875,GRETTON,353673.75,294458.56,-.69258142,,,,,,,4,4
SHROPSHIRE,7.938408,PLAISH,353437.38,296350.88,-.69258142,,.038828954,.011039079,-.20355645,-.20404564,-.033917565,4,4
SHROPSHIRE,7.815331,CARDINGTON,351233.38,296384.31,-.69258142,-.13870683,-.11194792,-.038515456,-.12559392,-.12614582,-.0593495,4,4
SHROPSHIRE,11.313281,ENCHMARSH,349227.72,296996.06,-.69258142,,-.16540518,-.05233968,,,-.1132652,4,4
SHROPSHIRE,4.7673595,CHURCH PREEN,354467.13,297972.03,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,-.16362043,4,4
SHROPSHIRE,3.37527075,EASTHOPE,356552.56,295596.69,-.69258142,-.31433898,-.099176697,-.019456018,.079659678,.33929169,.05763739,4,4
SHROPSHIRE,4.2924,HUGHLEY,357369.59,297812.16,-.69258142,,,,,,,4,4
SHROPSHIRE,7.7627535,KENLEY,356773.94,299791.91,-.69258142,-.34823072,,,,,,4,4
SHROPSHIRE,6.1709635,RUCKLEY AND LANGLEY,353639.34,299686.84,-.69258142,-.40523645,-.16540518,-.05233968,.11421132,.051996116,-.083967611,4,4
SHROPSHIRE,.94763,LITTLE LANGLEY,355365.03,300854.81,-.69258142,,,,,,,4,4
SHROPSHIRE,1.602405625,SLEAP,348297.75,326875.38,-.69258142,,,,,,,4,4
SHROPSHIRE,6.767142,ACTON BURNELL,353662.03,302019,-.69258142,-.36221278,-.13573349,-.048681945,.064520933,-.076358758,-.12589347,4,4
SHROPSHIRE,9.22311,FRODESLEY,350992.72,300692.06,-.69258142,,.16753441,-.0027464819,,,-.11326519,4,4
SHROPSHIRE,3.3548575,LONGNOR,348870.44,300575.94,-.69258142,-.06223359,,,,,,4,4
SHROPSHIRE,3.51526721875,LOWER COUND,355725.63,305882.25,-.69258142,-.2186047,,,,,,4,4
SHROPSHIRE,2.19556825,UPPER COUND,355187.13,304303.72,-.69258142,,,,,,,4,4
SHROPSHIRE,1.62143725,GOLDING,354229.63,303820.72,-.69258142,,,,,,,4,4
SHROPSHIRE,7.011256,HARNAGE,356501.5,302998.28,-.69258142,,,,,,,4,4
SHROPSHIRE,9.505015999999999,CRESSAGE,359037.78,303410.16,-.69258142,-.23576994,-.13475484,-.038843013,-.13325302,-.084431127,.030014995,4,4
SHROPSHIRE,8.468356,HARLEY,359402.63,300547.81,-.69258142,-.3176361,-.14731693,-.036435563,-.12329348,.06862887,.24583371,4,4
SHROPSHIRE,.25612701953125,HARLEY,359306.34,301580,-.69258142,,,,,,,4,4
SHROPSHIRE,4.4806595,WEM,350793.47,329078.22,-.69258142,-.28541288,,,,,,4,4
SHROPSHIRE,1.99335375,WIGWIG AND HOMER,361297.03,301404.94,-.69258142,,,,,,,4,4
SHROPSHIRE,3.83496475,"FARLEY, WYKE AND BRADLEY",364184.66,302139.53,-.69258142,,,,,,,4,4
SHROPSHIRE,10.285242,MUCH WENLOCK,361754.59,299495.25,1.443785,-.40523645,-.16540518,-.05233968,-.15372092,-.17536347,-.1132652,4,4
SHROPSHIRE,3.62729525,ATTERLEY AND WALTON,363902.47,298216.44,-.69258142,-.40523645,,,,,,4,4
SHROPSHIRE,5.529213,CALLAUGHTON,362073.25,296881.31,1.443785,,,,,,,4,4
SHROPSHIRE,2.72411725,PRESTHOPE,358146.19,296646.69,-.69258142,,,,,,,4,4
SHROPSHIRE,7.13534,BOURTON,359935.16,296103.41,-.69258142,-.40523645,-.16540518,-.05233968,.026948728,-.072525136,-.11389662,4,4
SHROPSHIRE,9.196519,ACTON ROUND,363405.19,295619.59,-.69258142,.24695498,-.0044382308,-.032358918,-.10761943,-.15803292,-.12547253,4,4
SHROPSHIRE,6.4556005,BARROW,365835.09,298601.69,-.69258142,,,,,,,4,4
SHROPSHIRE,1.705067,HORTON,348509.75,329816.38,1.443785,,,,,,,4,4
SHROPSHIRE,2.68046225,ARLESCOTT,364407.94,300340.53,-.69258142,,,,,,,4,4
SHROPSHIRE,3.26587625,SWINNEY,369716.94,300027.66,-.69258142,,,,,,,4,4
SHROPSHIRE,8.135571499999999,WILLEY,367981.16,299257.06,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,-.094954208,4,4
SHROPSHIRE,8.268374,BROSELEY,368657.41,301700,-.69258142,-.40523645,,,,,,4,4
SHROPSHIRE,1.160353625,POSENHALL,365940.63,301175.38,-.69258142,,,,,,,4,4
SHROPSHIRE,3.3062355,BENTHALL,366127.53,302588.53,-.69258142,,,,,,,4,4
SHROPSHIRE,8.774964000000001,BUILDWAS,363861.47,304122.72,-.69258142,,-.1311377,-.045959268,-.20355645,-.20404564,-.094954208,4,4
SHROPSHIRE,3.952466,SHEINTON,361522.66,303560.5,-.69258142,,,,,,,4,4
SHROPSHIRE,10.923056,SUTTON MADDOCK,372461.66,302383.38,-.69258142,-.21244192,-.012075399,-.0039647347,.10558463,.17280298,-.031374373,4,4
SHROPSHIRE,6.0308585,NEWTOWN,349180.28,330791.59,-.69258142,,-.083163247,-.0217137,,,-.0033992368,4,4
SHROPSHIRE,5.8771105,RYTON,376146.66,303061.97,1.443785,,,,,,,4,4
SHROPSHIRE,13.8461375,ALBRIGHTON,381332.88,304184.25,1.443785,1.0311506,.19525996,.04998998,-.10595477,-.097048789,-.046996832,4,4
SHROPSHIRE,11.197538,DONINGTON,380899.84,305754.66,-.69258142,,-.14514931,-.05064249,-.20355645,-.20404564,-.14530943,4,4
SHROPSHIRE,14.338329,TONG,380187.25,308190.69,1.443785,-.2698864,-.15241209,-.051020093,-.16624187,-.18940297,-.1365701,4,4
SHROPSHIRE,2.3155725,BOSCOBEL,382824.97,307592.94,-.69258142,,,,,,,4,4
SHROPSHIRE,5.4138785,BECKBURY,376929.31,301665.56,1.443785,,-.16540518,-.05233968,,,-.099313967,4,4
SHROPSHIRE,3.665137,BADGER,376992.47,299912.38,-.69258142,,-.16540518,-.05233968,,,-.055716358,4,4
SHROPSHIRE,12.686005,STOCKTON,372814.78,299645.41,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,-.07273867,4,4
SHROPSHIRE,42.20656,WORFIELD,375539.25,295867.66,-.69258142,-.11620655,-.11019307,.0093414374,-.12930305,.11647097,.36282066,4,4
SHROPSHIRE,6.4201155,RUDGE,380392.13,297103.88,1.443785,-.30939528,-.073525526,-.029529706,.16908513,.15340245,-.064435884,4,4
SHROPSHIRE,5.452729,NORTHWOOD,347765.44,333149.34,-.69258142,,,,,,,4,4
SHROPSHIRE,33.41202,CLAVERLEY,379118.84,292547.09,-.69258142,2.3876753,.090921387,.012886644,-.16788168,-.16896991,-.061384045,4,4
SHROPSHIRE,22.409688,ALVELEY,377229.91,285482.25,1.443785,.36430708,-.12331155,-.047301222,-.18229426,-.1942122,-.12765241,4,4
SHROPSHIRE,5.671635,ROMSLEY,378485,283743,-.69258142,,,,,,,4,4
SHROPSHIRE,5.364046625,QUATT JARVIS,376437.72,289617.84,1.443785,,,,,,,4,4
SHROPSHIRE,5.47851671875,QUATT MALVERN,377328.06,288569.25,-.69258142,,.14060333,-.0048587802,-.20355645,-.20404564,-.11021336,4,4
SHROPSHIRE,2.086585125,QUATFORD,373992.5,290915.13,-.69258142,,,,,,,4,4
SHROPSHIRE,5.3091085,EARDINGTON,372226.88,290448.75,-.69258142,-.21491599,-.011068749,-.034687206,.11165917,-.064742446,-.13026826,4,4
SHROPSHIRE,2.2552995,BRIDGNORTH ST MARY MAGDALENE,372335.31,292571.5,1.443785,-.40523645,,,,,,4,4
SHROPSHIRE,2.64438175,BRIDGNORTH ST LEONARD,371004.84,293352.94,1.443785,,,,,,,4,4
SHROPSHIRE,3.3926625,OLDBURY,370476.56,291729.91,-.69258142,-.35435179,,,,,,4,4
SHROPSHIRE,2.80562625,WOLVERLEY,347006.34,331558.94,-.69258142,,-.074382201,-.036388651,,,-.10033979,4,4
SHROPSHIRE,4.1261555,TASLEY,369518.5,293789.56,-.69258142,,,,,,,4,4
SHROPSHIRE,13.307321,ASTLEY ABBOTS,370362.19,296411.34,1.443785,-.01723066,,,,,,4,4
SHROPSHIRE,15.984957,MORVILLE,367594.69,294049.34,-.69258142,,,,,,,4,4
SHROPSHIRE,5.2334205,ASTON EYRE,365087.06,294336.47,-.69258142,-.34570661,.034181964,-.042992182,1.0996776,.0317857,-.16348001,4,4
SHROPSHIRE,6.6743655,UPTON CRESSETT,364956.16,292252.22,-.69258142,,-.095442422,-.045640249,-.20355645,-.20404564,-.13942376,4,4
SHROPSHIRE,8.978026,MONKHOPTON,361226.22,292997.59,-.69258142,,,,,,,4,4
SHROPSHIRE,9.887589,STANTON LONG,358103.88,292634.19,1.443785,,.025279632,-.0040536341,-.20355645,-.20404564,-.061994426,4,4
SHROPSHIRE,7.5978509375,SHIPTON,358699.16,292704.56,1.443785,-.31634745,.018170562,,.59921545,,,4,4
SHROPSHIRE,5.918700395507813,BROOKHAMPTON,358260.34,291010.09,-.69258142,-.31932625,-.09423428,-.0047166515,.11846276,.62850863,.14251649,4,4
SHROPSHIRE,1.839525625,BOULDON,354246.81,284955.34,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,.15682197,4,4
SHROPSHIRE,7.575642,NORTON IN HALES,369531.09,339246.53,1.443785,,-.13488571,-.04855131,,,-.12547253,4,4
SHROPSHIRE,4.731619,LOPPINGTON,346806.47,329600.69,-.69258142,-.27788818,-.15136398,-.046675164,-.16069809,-.13724038,.011859917,4,4
SHROPSHIRE,5.421207,TUGFORD,354765.16,287552.72,-.69258142,-.25009561,-.027417418,-.021508619,.14217503,.094426014,-.076643206,4,4
SHROPSHIRE,12.76346990625,MUNSLOW,352962.56,289867.16,-.69258142,2.0710366,,,,,,4,4
SHROPSHIRE,1.31696225,LESSER POSTON,353776.84,282354.84,-.69258142,,,,,,,4,4
SHROPSHIRE,4.488613,MIDDLEHOPE,349613.13,288170.25,-.69258142,,-.10886385,-.022260593,-.20355645,-.20404564,.075076461,4,4
SHROPSHIRE,5.0373905,WESTHOPE,347080.88,286181.78,-.69258142,,-.084876612,-.027349733,-.20355645,-.20404564,-.033917565,4,4
SHROPSHIRE,5.6995025,CORFTON,349203.19,284850.03,-.69258142,,,,,,,4,4
SHROPSHIRE,.5499135000000001,SPARCHFORD,349433.78,283038.41,-.69258142,,,,,,,4,4
SHROPSHIRE,4.05842675,DIDDLEBURY,350421.66,285570.63,-.69258142,,-.16540518,-.05233968,,,-.13016765,4,4
SHROPSHIRE,1.71323,LAWTON,351858.44,283672.75,-.69258142,-.40523645,-.16540518,-.05233968,.46046019,-.090192072,-.16468857,4,4
SHROPSHIRE,4.09335925,PEATON,353105.97,284325.22,-.69258142,-.40523645,-.16540518,-.05233968,-.030479647,-.038025614,-.064435892,4,4
SHROPSHIRE,3.34036375,BRONCROFT,353670.09,286256.19,-.69258142,,,,,,,4,4
SHROPSHIRE,2.72876675,GREAT SUTTON,351645.56,282943.5,-.69258142,,-.16540518,-.05233968,,,-.051167049,4,4
SHROPSHIRE,1.40827675,LITTLE SUTTON,351252.38,282336.78,-.69258142,,,,,,,4,4
SHROPSHIRE,3.82456075,NONELEY,348058.34,327935.59,-.69258142,,,,,,,4,4
SHROPSHIRE,1.591915375,GREATER POSTON,354789.59,281954.41,-.69258142,,,,,,,4,4
SHROPSHIRE,4.7080665,EARNSTREY PARK,358002.09,287598.78,-.69258142,,,,,,,4,4
SHROPSHIRE,4.10375175,ABDON,357953.72,286182.25,-.69258142,,,,,,,4,4
SHROPSHIRE,6.382715,CLEE ST MARGARET,357167.31,284386.72,-.69258142,,-.075330682,-.031375468,-.20355645,-.20404564,-.072065465,4,4
SHROPSHIRE,20.204192,"CLEE STANTON, CLEE DOWNTON, MOOR AND STOKE ST MILBOROUGH",357782.06,281110.09,-.69258142,-.40523645,-.16540518,-.05233968,-.15482052,-.18058713,-.12525298,4,4
SHROPSHIRE,.5976140625,UPPER NORNCOTT,356585.69,286203.53,-.69258142,,-.16540518,-.05233968,,,-.1315762,4,4
SHROPSHIRE,2.83954375,HEATH,355635.69,285467.44,-.69258142,,,,,,,4,4
SHROPSHIRE,2.29317,HOPTON CANGEFORD,355219.59,280701.19,-.69258142,,,,,,,4,4
SHROPSHIRE,14.5968028203125,CULMINGTON,349800.47,282913.22,-.69258142,,-.14895457,-.04904978,,,-.088172354,4,4
SHROPSHIRE,2.5918305,WEST HAMLETS,348007.56,279980.19,-.69258142,,,,,,,4,4
SHROPSHIRE,9.53544625,STANTON LACY,351592.25,279050.22,-.69258142,.0850254,.31612691,-.036773954,.17823116,-.15636058,-.17061421,4,4
SHROPSHIRE,5.634266,BURLTON,345642.66,326856.09,-.69258142,,,,,,,4,4
SHROPSHIRE,8.77155,EAST HAMLET,353777.56,281506,-.69258142,,,,,,,4,4
SHROPSHIRE,2.20059775,ROCK,353127.53,275448.09,1.443785,,,,,,,4,4
SHROPSHIRE,.44015021875,HENLEY,354457.59,276741.53,-.69258142,,,,,,,4,4
SHROPSHIRE,3.06740075,DOWNTON AND HOPTON,352650.97,279238.38,-.69258142,,,,,,,4,4
SHROPSHIRE,2.45489475,LOWER HAYTON,350311.09,280685.19,-.69258142,,,,,,,4,4
SHROPSHIRE,3.703832,UPPER HAYTON,351353.75,281388.34,-.69258142,,,,,,,4,4
SHROPSHIRE,.7951695,ST LAWRENCE LUDLOW,351116.28,274660.66,1.443785,.49131462,,,,,,4,4
SHROPSHIRE,5.121126,LUDFORD,353029.25,273897.81,1.443785,,-.16540518,-.05233968,-.20355645,-.20404564,-.051869523,4,4
SHROPSHIRE,6.160439,ASHFORD CARBONELL,352885.63,271004.69,-.69258142,.075334266,.026234303,-.0047634072,-.048549086,-.055358302,-.064435884,4,4
SHROPSHIRE,3.200777,WHITTON,357292.53,273207.66,-.69258142,,,,,,,4,4
SHROPSHIRE,6.8303145,SNITTON,356478.09,275669.16,-.69258142,,,,,,,4,4
SHROPSHIRE,3.517278,PETTON,344055.44,326428.13,-.69258142,,-.08463186,-.022260593,-.20355645,-.20404564,-.0033992368,4,4
SHROPSHIRE,.6082030625,HENLEY,354266.66,275858.41,-.69258142,,-.16540518,-.05233968,,,-.094954208,4,4
SHROPSHIRE,9.578044,BITTERLEY,356625.44,277673.19,-.69258142,,.0086735738,-.030240456,-.20355645,-.20404564,-.1240859,4,4
SHROPSHIRE,4.5895495,CLEETON,360431.75,278977.19,-.69258142,-.0088878814,,,,,,4,4
SHROPSHIRE,5.730599,MIDDLETON,353939.56,277983.31,-.69258142,.097503982,.00045550405,-.0097433552,-.075316198,-.076792277,-.060226455,4,4
SHROPSHIRE,8.642606000000001,CORELEY,361012.72,274959.41,-.69258142,.026688002,,,,,,4,4
SHROPSHIRE,4.4817815,KNOWBURY,358554.03,274979.06,-.69258142,,,,,,,4,4
SHROPSHIRE,5.9821975,CAYNHAM,354874.06,273203.19,1.443785,-.29414409,-.026577976,-.048139241,.2821956,-.14725837,-.17163149,4,4
SHROPSHIRE,9.595274,RICHARDS CASTLE,350612.03,270616.34,1.443785,-.40523645,,,,,,4,4
SHROPSHIRE,4.2745785,GREET,356205.97,272413.66,-.69258142,-.34054285,,,,,,4,4
SHROPSHIRE,.71374275,GREET,357686.75,271808.84,-.69258142,,,,,,,4,4
SHROPSHIRE,.733219625,WHATMORE,356509.34,271649.44,-.69258142,,,,,,,4,4
SHROPSHIRE,.8526542499999999,STOKE,355463.09,270993.97,-.69258142,,,,,,,4,4
SHROPSHIRE,6.1842725,CROSEMERE,343417.34,329141.63,-.69258142,,,,,,,4,4
SHROPSHIRE,1.26202325,WESTON,358624.44,271993.22,-.69258142,,,,,,,4,4
SHROPSHIRE,8.597583804687501,NASH,362602.16,272002.75,-.69258142,-.26241672,-.021481803,-.043695249,.18815617,-.11314043,-.15697531,4,4
SHROPSHIRE,6.5111165,BURFORD,358902.03,268874.31,-.69258142,.43204597,.2078824,.0032635755,-.030257354,-.10430567,-.11326519,4,4
SHROPSHIRE,5.702162,BORASTON,361278.5,270691.13,-.69258142,,,,,,,4,4
SHROPSHIRE,1.8517645,HOPE BAGOT,358838.06,273581.63,-.69258142,,,,,,,4,4
SHROPSHIRE,4.1114085,MILSON,363863.22,273144.59,-.69258142,,,,,,,4,4
SHROPSHIRE,7.2026685,NEEN SOLLARS,365914.88,271855.47,-.69258142,-.30759615,-.06802734,-.041303292,.18410739,-.034284443,-.13078006,4,4
SHROPSHIRE,11.801249578125,DODDINGTON,365501.78,278297.75,1.443785,,-.16540518,-.05233968,,,-.072065465,4,4
SHROPSHIRE,16.93093640625,FOREIGN LIBERTY,368266.31,275333.34,-.69258142,.0047336253,-.13682434,-.044357289,-.17645781,-.17480265,-.049176719,4,4
SHROPSHIRE,15.148025,NEEN SAVAGE,367941.63,278222.56,-.69258142,-.36387947,-.032142796,-.039644804,1.0489612,.25697565,-.13966709,4,4
SHROPSHIRE,26.967618,KINLET,372417.56,279968.25,-.69258142,.17334841,.011170438,-.0085031549,-.084928133,-.090254083,-.064435892,4,4
SHROPSHIRE,6.2656035,HIGHLEY,373962.91,283549.97,1.443785,.049506873,-.033411942,-.022847995,-.090730242,-.10664224,-.076643221,4,4
SHROPSHIRE,13.418769,CHELMARSH,372650.03,287228.78,-.69258142,.10450127,-.00060005469,-.04211108,-.077881537,-.17390792,-.15599085,4,4
SHROPSHIRE,5.2764575,BILLINGSLEY,371115.22,284908.38,-.69258142,,,,,,,4,4
SHROPSHIRE,2.51849,GLAZELEY,370565.19,287448.19,-.69258142,,-.16540518,-.05233968,-.20355645,-.20404564,-.1132652,4,4
SHROPSHIRE,2.0384145,DEUXHILL,369591,287035.16,1.443785,,,,,,,4,4
SHROPSHIRE,15.976276,CHETTON,367818.38,289578,-.69258142,,-.058651932,-.039343271,-.20355645,-.20404564,-.12664631,4,4
SHROPSHIRE,4.2958775,LOUGHTON,361033.34,283060.03,-.69258142,,,,,,,4,4
SHROPSHIRE,4.645897,NEENTON,364019.56,288497.13,-.69258142,,,,,,,4,4
SHROPSHIRE,3.92507525,ENGLISH FRANKTON,345089.78,329878.53,-.69258142,,-.13521717,-.043908421,-.20355645,-.20404564,-.049176719,4,4
SHROPSHIRE,3.85999375,KENWICK PARK,341146.16,329233.41,-.69258142,,,,,,,4,4
SHROPSHIRE,12.236403,KENWICK WOOD,344919.34,333217.31,-.69258142,,,,,,,4,4
SHROPSHIRE,22.567036,DITTON PRIORS,361330.34,289814.5,-.69258142,-.40523645,-.16540518,-.05233968,-.16149299,-.17055252,-.085176498,4,4
SHROPSHIRE,6.385162,CLEOBURY NORTH,361591.25,286803,1.443785,,-.027038688,-.019469557,-.20355645,-.20404564,-.069697656,4,4
SHROPSHIRE,5.1172385,BURWARTON,360961.28,284846.09,-.69258142,,.04019966,,,,,4,4
SHROPSHIRE,9.103437,ASTON BOTTERELL,363572.25,284272.06,-.69258142,,.060474582,-.026053712,-.20355645,-.20404564,-.12928732,4,4
SHROPSHIRE,5.851876,WHEATHILL,360666.59,281352.97,-.69258142,,-.059390184,-.022730583,,,-.049176738,4,4
SHROPSHIRE,1.99813825,SILVINGTON,362101.69,279844.16,-.69258142,,,,,,,4,4
SHROPSHIRE,3.210151,MIDDLETON SCRIVEN,367699.72,287632.31,-.69258142,,-.051180277,-.030374328,-.20355645,-.20404564,-.091952406,4,4
SHROPSHIRE,5.256792,SIDBURY,368603.5,285463.31,-.69258142,,-.015484983,-.027216809,,,-.10410972,4,4
SHROPSHIRE,2.8099605,DOWLES,377743.56,277256.34,1.443785,,,,,,,4,4
SHROPSHIRE,5.709538,KINGSWOOD AND BUTTONOAK,374724.53,277150.66,-.69258142,,,,,,,4,4
SHROPSHIRE,13.935483,TETCHILL,337551.88,333227.44,1.443785,,,,,,,4,4
SHROPSHIRE,2.3662565,INGARDINE AND THE LOWE,362689.53,281026.63,-.69258142,,-.16540518,-.05233968,,,-.094954208,4,4
SHROPSHIRE,3.77394203125,ORETON,365251.47,282048.66,-.69258142,,,,,,,4,4
SHROPSHIRE,3.184149060546875,"WALTON, PRESCOTT AND BAGGINSWOOD",367277.97,283042.88,-.69258142,,.011286485,.0002987239,-.20355645,-.20404564,-.04002123,4,4
SHROPSHIRE,7.245604185546875,BARDLEY AND HARCOURT,369216.06,284099.06,-.69258142,,-.047182404,-.037664734,-.20355645,-.20404564,-.12547253,4,4
SHROPSHIRE,4.7940175,CHORLEY AND NORTHWOOD,369527.13,283751.06,-.69258142,,,,,,,4,4
SHROPSHIRE,7.917649,"STOTTESDEN, DUDDLEWICK AND HINTON",366312.97,282826.09,-.69258142,-.13685037,-.021326041,-.044962328,.0051163388,-.16276167,-.16133156,4,4
SHROPSHIRE,2.35912,PICKTHORN,366351.34,284521.47,-.69258142,,-.16540518,-.05233968,,,-.11883811,4,4
SHROPSHIRE,8.98114,"WRICKTON, NEWTON, OVERTON AND WALKERSLOW",365470.31,286437.72,-.69258142,,-.11743072,-.043407105,-.20355645,-.20404564,-.094954208,4,4
SHROPSHIRE,2.0137785,BOBBINGTON,382743.16,292768.91,-.69258142,,,,,,,4,4
SHROPSHIRE,3.446915,LEE,340361.44,332129.44,-.69258142,,,,,,,4,4
SHROPSHIRE,6.907982,KNOCKIN,334071.25,322170.34,-.69258142,,,,,,,4,4
SHROPSHIRE,5.121042,LONGFORD,371861.44,317600.88,-.69258142,,-.031061115,-.049282398,,,-.17531912,4,4
SHROPSHIRE,2.28410825,NEWPORT,374876.69,319159.63,1.443785,-.13784964,,,,,,4,4
SHROPSHIRE,4.0791565,BONINGALE,381150.63,302887.72,-.69258142,,,,,,,4,4
SHROPSHIRE,1.629315625,COLD WESTON,354860.34,283474.94,-.69258142,,,,,,,4,4
SHROPSHIRE,.010287935546875,SKIRMAGE,355555.5,282803.28,-.69258142,,,,,,,4,4
,,,364976.5,277065.16,-.69258142,,,,,,,4,4
SHROPSHIRE,6.4155835,HOPTON WAFERS,363290.44,276785.56,-.69258142,-.28643954,-.035039794,-.030008238,.22300521,.078281447,-.10227861,4,4
SHROPSHIRE,6.361078,FARLOW,363660.06,279912.34,-.69258142,,-.16540518,-.05233968,,,-.11274201,4,4
SHROPSHIRE,6.234971,COLEMERE,342754.81,332314.88,-.69258142,-.34130174,-.14284576,-.039738365,-.066400133,.09197364,.088155739,4,4
SHROPSHIRE,11.840882,ADDERLEY,366156.5,338856.66,1.443785,-.13525721,-.10989187,-.047909852,-.12362988,-.17940243,-.14727134,4,4
SHROPSHIRE,4.43283,COLEMERE,341889.91,334770.19,-.69258142,,-.16540518,-.05233968,,,-.064435884,4,4
SHROPSHIRE,2.6094375,THE BIRCH,340119.97,333647.38,-.69258142,,,,,,,4,4
SHROPSHIRE,1.302197125,NEWNES,338334.06,334254.91,-.69258142,,,,,,,4,4
SHROPSHIRE,1.31777925,CRICKETT,336198.94,334943.16,-.69258142,,,,,,,4,4
