STARTcounty,area,pla,latitude,longitude,valordummy,LS_pc_change,pc_change1525_1086,pc_change1525_1066,pc_change1332_1086,pc_change1332_1066,pc_change1086_1066,cutoff1,cutoff2
HAMPSHIRE,8.192145500000001,MARTYR WORTHY,451380.47,134363.08,-.69258142,.26761809,,,,,,4,4
HAMPSHIRE,8.424927965820313,ITCHEN ABBAS,455060.75,134437.44,-.69258142,-.053530779,,,,,,4,4
HAMPSHIRE,12.320433625,ITCHEN STOKE,456492.34,134466,-.69258142,-.079682484,-.021818349,-.03629864,-.032114889,-.13004248,-.1315762,4,4
HAMPSHIRE,12.58180875,NORTHINGTON,458628.91,140198.09,-.69258142,.41924778,,,,,,4,4
HAMPSHIRE,14.88784,OLD ALRESFORD,459979.28,135508.34,-.69258142,1.0100424,,,,,,4,4
HAMPSHIRE,2.83893475,NEW ALRESFORD,458386.47,132255.86,-.69258142,-.40523645,-.16540518,,-.13709532,,,4,4
HAMPSHIRE,8.529088,BIGHTON,461765.91,134784.94,-.69258142,-.11904404,-.11100557,-.044236556,-.1296704,-.16152151,-.11326519,4,4
HAMPSHIRE,8.773777000000001,PAMBER,461536.72,159828.91,-.69258142,-.011526984,-.09780208,-.041011091,-.13681193,-.16082999,-.10410971,4,4
HAMPSHIRE,15.095132,BISHOP'S SUTTON,461634.94,131884.3,-.69258142,-.40523645,-.16540518,-.05233968,-.17221627,-.17698951,-.076643206,4,4
HAMPSHIRE,11.582688,MEDSTEAD,465110.47,136516.23,1.443785,.051757269,,,,,,4,4
HAMPSHIRE,18.90099,ROPLEY,465409.66,132444.13,1.443785,.19911507,,,,,,4,4
HAMPSHIRE,10.893738,CHAWTON,469686.03,137136.03,-.69258142,.080408603,-.12682368,-.043719288,-.17267592,-.17738633,-.076643206,4,4
HAMPSHIRE,9.810456,FARRINGDON,470265.56,135217.03,-.69258142,.52694941,,,,,,4,4
HAMPSHIRE,9.210908,NEWTON VALENCE,471603.84,132986.55,1.443785,-.076894261,,,,,,4,4
HAMPSHIRE,10.794514,EAST TISTED,469830.91,131915.7,-.69258142,.15866533,-.093153611,-.041577406,-.15375195,-.17538133,-.11326519,4,4
HAMPSHIRE,3.194308,EMPSHOTT,475334.22,131741.02,-.69258142,-.071260974,-.11750603,-.028928475,-.14780733,-.098764576,.053822614,4,4
HAMPSHIRE,8.0359775,GREATHAM,478050.63,130482.77,-.69258142,-.10137642,-.13772762,-.04718627,-.16815026,-.1785737,-.094954215,4,4
HAMPSHIRE,14.535295,LISS,478009.47,127792.13,-.69258142,-.20894927,-.063590243,-.033382308,-.0019314346,-.058992427,-.094954208,4,4
HAMPSHIRE,7.8892735,SILCHESTER,463722.44,161555.67,-.69258142,-.067069642,,,,,,4,4
HAMPSHIRE,5.8072815,HAWKLEY,475305.19,129522.27,-.69258142,,,,,,,4,4
HAMPSHIRE,6.4049795,PRIORS DEAN,472685.03,129685.34,-.69258142,,,,,,,4,4
HAMPSHIRE,5.935972,COLEMORE,470129.38,130136.67,-.69258142,.15321974,.11496504,-.01318715,-.0084069315,-.09874969,-.11784294,4,4
HAMPSHIRE,9.58243,WEST TISTED,466045.84,129367.47,1.443785,-.087281473,-.11980733,-.039604582,-.14781176,-.14388981,-.049176719,4,4
HAMPSHIRE,5.311344,PRIVETT,467650.06,127302.84,-.69258142,,,,,,,4,4
HAMPSHIRE,4.977666,BRAMDEAN,462108.81,128664.87,1.443785,,,,,,,4,4
HAMPSHIRE,9.678751,HINTON AMPNER,461631.94,127247.86,-.69258142,.48430195,-.080551408,-.038120311,-.16647719,-.1800376,-.1041097,4,4
HAMPSHIRE,12.449202,CHERITON,457537.47,127568,-.69258142,-.069054641,,,,,,4,4
HAMPSHIRE,13.33122846875,TICHBORNE,459656.16,129057.42,-.69258142,.13826761,,,,,,4,4
HAMPSHIRE,5.50933840625,OVINGTON,455319,131903.98,-.69258142,-.23022321,-.15301056,-.049372498,-.17602766,-.17858234,-.068795644,4,4
HAMPSHIRE,10.996403,STRATFIELD SAYE,468118.09,161383.95,-.69258142,-.13020086,-.088558547,-.037122793,-.094948739,-.12095007,-.089141183,4,4
HAMPSHIRE,7.2851439921875,AVINGTON,454757.19,131859.36,-.69258142,1.404839,-.030601364,-.027506979,-.17460768,-.18344085,-.095928192,4,4
HAMPSHIRE,11.274862,EASTON,454447.56,131016.36,-.69258142,.23489143,-.013300198,-.014946976,-.11119274,-.11631303,-.065627992,4,4
HAMPSHIRE,9.270266875000001,CHILCOMB,453019.13,128357.1,-.69258142,.13281995,.015565202,-.0046614446,-.07281772,-.070959389,-.056962006,4,4
HAMPSHIRE,.071728453125,NO MANS LAND,450675.28,129672.48,-.69258142,,,,,,,4,4
HAMPSHIRE,2.26190703125,WINNALL,449726.41,130158.09,-.69258142,.72387141,,,,,,4,4
HAMPSHIRE,2.81377875,"WINCHESTER, ST BATHOLOMEW HYDE",448328.41,130954.03,-.69258142,-.17287727,,,,,,4,4
HAMPSHIRE,.376846,"WINCHESTER, ST THOMAS",447810.31,129478.13,-.69258142,1.0268954,,,,,,4,4
HAMPSHIRE,.0132413046875,"WINCHESTER, ST LAWRENCE",448085.25,129433.13,-.69258142,,,,,,,4,4
HAMPSHIRE,.069768796875,"WINCHESTER, ST MARY KALENDER",448219,129621.87,-.69258142,,,,,,,4,4
HAMPSHIRE,.1199094609375,"WINCHESTER, ST MAURICE",448423.47,129505.64,-.69258142,,,,,,,4,4
HAMPSHIRE,.178074546875,"WINCHESTER, ST JOHN",448712.78,129570.32,-.69258142,,,,,,,4,4
HAMPSHIRE,9.216875,COMBE,437220.13,160550.63,-.69258142,.029170945,-.013866802,-.024124082,-.067959443,-.10649434,-.094954215,4,4
HAMPSHIRE,4.323798,STRATFIELD TURGIS,469573.94,159862.02,-.69258142,.047708802,.025513588,-.016791672,-.039713603,-.086173713,-.094954208,4,4
HAMPSHIRE,.307549125,"WINCHESTER, ST PETER CHEESEHILL",448827.19,129125,-.69258142,2.5729623,,,,,,4,4
HAMPSHIRE,.10474571875,"WINCHESTER, ST PETER COLEBROOK",448484.84,129151.4,-.69258142,,,,,,,4,4
HAMPSHIRE,.0976744296875,"WINCHESTER, CATHEDRAL YARD",448201.66,129205.68,1.443785,,,,,,,4,4
HAMPSHIRE,.01102993359375,"WINCHESTER, ST SWITHIN",448155.22,129037.54,-.69258142,,,,,,,4,4
HAMPSHIRE,.26351059375,"WINCHESTER, ST MICHAEL",448059,128831.28,-.69258142,,,,,,,4,4
HAMPSHIRE,.53765881640625,MILLAND,448465.22,128405.43,-.69258142,,,,,,,4,4
HAMPSHIRE,5.02294259375,"WINCHESTER, ST FAITH",446839.91,128166.89,-.69258142,,,,,,,4,4
HAMPSHIRE,4.502274,WEEKE,446460.88,130147.8,1.443785,,,,,,,4,4
HAMPSHIRE,.4458621875,LAINSTON,444333.53,131776.86,-.69258142,,,,,,,4,4
HAMPSHIRE,12.802897,HECKFIELD,472253.31,161151.55,1.443785,-.40523645,-.16540518,-.05233968,-.1174947,-.14452507,-.098494329,4,4
HAMPSHIRE,43.610312,HURSLEY,442310.25,125152.68,-.69258142,11.446403,,,,,,4,4
HAMPSHIRE,7.2664785,FARLEY CHAMBERLAYNE,439734.25,127378.61,-.69258142,-.062045358,-.10128348,-.019507144,-.13093017,-.060361311,.065266982,4,4
HAMPSHIRE,7.69702390625,ASHLEY,439225.53,130332.56,-.69258142,-.23375653,,,,,,4,4
HAMPSHIRE,1.131137,UPPER ELDON,436420.41,127789.77,-.69258142,-.19360061,,,,,,4,4
HAMPSHIRE,11.182217,MOTTISFONT,431808.22,127278.32,1.443785,.12157371,-.14554086,-.050617088,-.18889949,-.19913463,-.14386845,4,4
HAMPSHIRE,9.585021984375,EAST TYTHERLEY,430094.09,129228.2,-.69258142,.199497,-.074869201,-.035761401,-.14536197,-.16287228,-.096469596,4,4
HAMPSHIRE,9.788076999999999,WEST TYTHERLEY,427399.28,130466.71,-.69258142,.46389484,.17321302,.021669934,-.052113336,-.076153569,-.079037726,4,4
HAMPSHIRE,2.15818725,WEST DEAN,426188.5,127957.05,-.69258142,,,,,,,4,4
HAMPSHIRE,4.5399245,EAST DEAN,427618.44,126448.59,-.69258142,.47477868,.0053876885,-.02139139,-.128116,-.15122697,-.097408257,4,4
HAMPSHIRE,1.575011,HOLDSHOTT,473993.41,159709.16,1.443785,,,,,,,4,4
HAMPSHIRE,6.8804346171875,LOCKERLEY,430533.22,127490.56,-.69258142,-.1588303,-.13730472,-.0463925,-.15922761,-.16779628,-.082442194,4,4
HAMPSHIRE,7.5707325,SHERFIELD ENGLISH,429282.72,123165.73,-.69258142,-.13860933,-.11211722,-.039110452,-.12586929,-.12952597,-.064435884,4,4
HAMPSHIRE,.8545395,DUNWOOD,431168.53,123041.77,-.69258142,,,,,,,4,4
HAMPSHIRE,9.89055603125,WELLOW,434019.69,121675.3,-.69258142,-.029037407,,,,,,4,4
HAMPSHIRE,39.69108,ROMSEY EXTRA,435677.97,120319.21,-.69258142,2.1125059,.3047739,.046148125,-.13096647,-.14529505,-.08350984,4,4
HAMPSHIRE,1.357185125,ROMSEY INTRA,434993.78,121619.33,1.443785,.21647975,.17649855,-.023692425,.010208441,-.13484153,-.14530943,4,4
HAMPSHIRE,5.8350668671875,TIMSBURY,435529.28,124875.4,-.69258142,.047863659,,,,,,4,4
HAMPSHIRE,10.151782,NORTH BADDESLEY,440332.94,120224.2,1.443785,-.33229575,-.13821228,-.050820731,-.058642421,-.1727694,-.15904269,4,4
HAMPSHIRE,6.368156,CHILWORTH,440410.44,118369.29,-.69258142,-.23344837,-.14848562,-.051079549,-.16527216,-.19302863,-.14988719,4,4
HAMPSHIRE,20.12136,NORTH STONEHAM,443384.28,117706.22,-.69258142,,-.075481504,-.03798829,,,-.10803349,4,4
HAMPSHIRE,5.3786461875,MATTINGLEY,472425.88,158291.3,-.69258142,,.0039970786,-.020797925,,,-.094954215,4,4
HAMPSHIRE,6.331786,OTTERBOURNE,445776.72,122274.22,1.443785,.21927997,-.05233299,-.0391813,-.1331785,-.17240104,-.12928732,4,4
HAMPSHIRE,8.647575,COMPTON,446235.72,125391.08,-.69258142,1.2233695,,,,,,4,4
HAMPSHIRE,17.231445953125,TWYFORD,448678.31,124377.5,-.69258142,-.073123179,-.12991649,-.04263448,-.1620201,-.16015628,-.052037824,4,4
HAMPSHIRE,21.786876,OWSLEBURY,451417.88,122407.98,-.69258142,-.074447036,,,,,,4,4
HAMPSHIRE,6.011078,MORESTEAD,451783.31,126055.34,-.69258142,-.12098733,,,,,,4,4
HAMPSHIRE,9.364492500000001,CORHAMPTON,458676.22,123315.96,-.69258142,.56738192,-.011781459,-.030466126,-.1421604,-.17026889,-.11649656,4,4
HAMPSHIRE,10.20295,EXTON,460726.94,121648.09,-.69258142,.052434575,-.13324538,-.042295333,-.17624249,-.17108396,-.032933105,4,4
HAMPSHIRE,12.895586,WARNFORD,461626.19,123733.96,-.69258142,.10850047,,,,,,4,4
HAMPSHIRE,7.7495925,KILMESTON,459055.28,125761.04,-.69258142,.15269235,-.10454094,-.041007102,-.16115233,-.17353924,-.094954208,4,4
HAMPSHIRE,15.342319,WEST MEON,464553.41,124573.99,-.69258142,.053046446,-.13517094,-.044364627,-.17791221,-.17790954,-.056806289,4,4
HAMPSHIRE,3.7246835,HAZELEY HEATH,475124.28,158539.91,-.69258142,,,,,,,4,4
HAMPSHIRE,46.635632,EAST MEON,468698.91,122152.79,-.69258142,1.2550085,.10592694,-.0010297716,-.14003013,-.15762939,-.093523659,4,4
HAMPSHIRE,19.890904,FROXFIELD,471126.09,127094.77,-.69258142,-.29235592,,,,,,4,4
HAMPSHIRE,10.848139,STEEP,474481.97,125598.12,-.69258142,-.19589114,,,,,,4,4
HAMPSHIRE,.993722375,PETERSFIELD,474782.66,123472.74,1.443785,.17746702,,,,,,4,4
HAMPSHIRE,6.4028255,SHEET,476325.91,123801.13,-.69258142,-.28276309,,,,,,4,4
HAMPSHIRE,25.867236,BURITON,473978.66,120313.49,1.443785,1.0313063,.26031518,.043327093,-.088362247,-.1040264,-.076011799,4,4
HAMPSHIRE,6.874179,CHALTON,473011.91,115894.01,1.443785,-.21461463,-.15319434,-.049091693,-.17865653,-.17845489,-.055716366,4,4
HAMPSHIRE,7.017961,IDSWORTH,474010.66,113456.2,-.69258142,.14190391,,,,,,4,4
HAMPSHIRE,9.344488,BLENDWORTH,471953.22,112994.51,1.443785,-.28401369,,,,,,4,4
HAMPSHIRE,22.148654,CATHERINGTON,468988,113731.48,1.443785,-.23307088,,,,,,4,4
HAMPSHIRE,12.578934,EVERSLEY,478313.84,160866.81,-.69258142,-.11643206,-.12505823,-.046329781,-.14925249,-.17279172,-.1132652,4,4
HAMPSHIRE,5.70925,CLANFIELD,470754.41,116963.76,1.443785,-.15218104,,,,,,4,4
HAMPSHIRE,37.697772,HAMBLEDON,465340.25,114701.49,-.69258142,.76392382,.039321307,-.014220749,-.13549133,-.15507817,-.094954208,4,4
HAMPSHIRE,8.583601,MEONSTOKE,462919.63,119547.79,-.69258142,.19294342,,,,,,4,4
HAMPSHIRE,23.745174,SOBERTON,461244.56,114807.69,-.69258142,.37588492,.15556484,-.022168156,-.043832295,-.14603339,-.14028725,4,4
HAMPSHIRE,28.549436875,DROXFORD,457952.56,116065.36,1.443785,-.40523645,-.16540518,-.05233968,-.114158,-.17013404,-.13823473,4,4
HAMPSHIRE,30.334034,BISHOP'S WALTHAM,454760.38,116958.09,-.69258142,.12778367,.017114209,-.010681762,-.070452765,-.086665429,-.074280508,4,4
HAMPSHIRE,9.932449999999999,DURLEY,451803.56,116691.7,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,13.992705,BISHOPSTOKE,448828.13,118920.36,-.69258142,-.06405434,,,,,,4,4
HAMPSHIRE,14.118812,SHAMBLEHURST,447965.75,113991.72,-.69258142,-.093619183,,,,,,4,4
HAMPSHIRE,8.567114,ALLINGTON,447290.38,116113.29,-.69258142,-.18303975,-.12470432,-.049055763,-.13235469,-.18184856,-.14683536,4,4
HAMPSHIRE,3.570568,BITTERNE,444492.59,113775.91,-.69258142,-.18293548,,,,,,4,4
HAMPSHIRE,4.974778,BARTON AND EASTLEIGH,445475.59,119406.85,-.69258142,-.16174835,-.13757999,-.047158785,-.1591358,-.1720885,-.094954208,4,4
HAMPSHIRE,2.68207225,PORTSWOOD,442742.81,114438.97,-.69258142,,-.16540518,-.05233968,,,-.16035061,4,4
HAMPSHIRE,1.189018625,PORTSWOOD,443794.94,115543.28,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,1.474929125,SOUTHAMPTON COMMON,441571.75,114567.01,1.443785,,,,,,,4,4
HAMPSHIRE,2.24875325,"SOUTHAMPTON, ST MARY",442656.44,112240.96,-.69258142,,,,,,,4,4
HAMPSHIRE,1.51385775,"SOUTHAMPTON, ST LAURENCE",441795.59,112653.48,-.69258142,,,,,,,4,4
HAMPSHIRE,.0757246640625,"SOUTHAMPTON, ALL SAINTS",442005.72,111510.41,1.443785,,,,,,,4,4
HAMPSHIRE,.073466796875,"SOUTHAMPTON, HOLY ROOD",442053.16,111135.41,-.69258142,.22045861,,,,,,4,4
HAMPSHIRE,.019628685546875,"SOUTHAMPTON, ST JOHN",441917.5,111094.07,-.69258142,,,,,,,4,4
HAMPSHIRE,.05395659375,"SOUTHAMPTON, ST MICHAEL",441878.84,111266.09,-.69258142,,,,,,,4,4
HAMPSHIRE,8.935836,GREAT BRAMSHILL,475376.19,161194.77,-.69258142,,,,,,,4,4
HAMPSHIRE,12.89656,YATELEY,482117.72,160105.5,-.69258142,.31519938,,,,,,4,4
HAMPSHIRE,6.1421895,ST MARY EXTRA,444554.81,110528.95,-.69258142,,,,,,,4,4
HAMPSHIRE,15.2276454375,HOUND,449227.41,111871.39,-.69258142,.065028913,-.12914994,-.039513685,-.17358883,-.16308291,-.012554737,4,4
HAMPSHIRE,1.597902375,HAMBLE,447728,106636,-.69258142,,,,,,,4,4
HAMPSHIRE,2.9158625,BURSLEDON,448590.56,110193.85,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,7.4511495,BOTLEY,450255.56,112945.4,-.69258142,-.28007236,-.14714997,-.05064017,-.1468631,-.18365245,-.14073169,4,4
HAMPSHIRE,62.875476,TITCHFIELD,453307.53,106283.73,1.443785,1.8270674,.67563522,.066458069,-.057106849,-.12411821,-.11705368,4,4
HAMPSHIRE,9.775375,WICKHAM,457174.47,111602.16,-.69258142,-.031934347,-.084602185,-.041808132,-.11941855,-.16167425,-.1224207,4,4
HAMPSHIRE,.012496220703125,WICKHAM FOREST,458998.09,110565.54,-.69258142,,,,,,,4,4
HAMPSHIRE,1.103512125,LITTLE CREECH,464086.91,111002.66,-.69258142,,,,,,,4,4
HAMPSHIRE,7.929660140625,BOARHUNT,462112.09,109625.77,-.69258142,.14454171,.25952452,.00040668403,.096881181,-.059951607,-.12547253,4,4
HAMPSHIRE,16.7965216875,SOUTHWICK,463725.28,111303.52,1.443785,.023621084,,,,,,4,4
HAMPSHIRE,20.1708,HAWLEY AND MINLEY,483559.84,156704.17,-.69258142,-.1521018,-.12722676,-.04523107,-.14493032,-.1618688,-.094954208,4,4
HAMPSHIRE,2.76860325,WATERLOOVILLE,468262.13,109770.59,-.69258142,,,,,,,4,4
HAMPSHIRE,11.38281,HAVANT,471979.63,108158.55,-.69258142,.19933067,.41075769,-.018390847,.16689004,-.11970802,-.15753609,4,4
HAMPSHIRE,10.515512,WARBLINGTON,473920.69,107269.62,-.69258142,-.10610454,-.11319738,.077271007,-.13571464,.44671178,1.0342238,4,4
HAMPSHIRE,5.1800905,NORTH HAYLING,472741.44,102835.41,-.69258142,-.22313024,,,,,,4,4
HAMPSHIRE,10.361042,SOUTH HAYLING,472113.25,99715.93,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,10.4287444375,FARLINGTON,468124.31,108220.36,-.69258142,.2437173,,,,,,4,4
HAMPSHIRE,12.9566515,WYMERING,466646.38,109148.85,-.69258142,1.9675303,,,,,,4,4
HAMPSHIRE,1.27564325,GREAT SALTERNS,466998.59,102164.28,-.69258142,,,,,,,4,4
HAMPSHIRE,9.460108281249999,KINGSTON,465569.78,102028.43,-.69258142,.29781643,-.017287599,-.024761014,-.12166413,-.1451306,-.094954208,4,4
HAMPSHIRE,.6990959375,PORTSEA TOWN,463217.88,100453.77,-.69258142,,,,,,,4,4
HAMPSHIRE,7.610976,PORTSEA TOWN,465337.91,99247.617,-.69258142,.073583119,-.044372644,-.033560026,-.10530139,-.14514004,-.11021337,4,4
HAMPSHIRE,7.929874,COVE,485784.56,155638.08,-.69258142,-.17426708,4.0222812,.73083937,6.8440957,4.888649,-.094548494,4,4
HAMPSHIRE,.53885325,PORTSMOUTH TOWN,463276.28,99473.578,1.443785,,,,,,,4,4
HAMPSHIRE,.021973546875,PORTSMOUTH,464170,100528.68,-.69258142,,,,,,,4,4
HAMPSHIRE,.0125678349609375,PORTSMOUTH,464089.13,100299.72,-.69258142,,,,,,,4,4
HAMPSHIRE,4.2018068671875,WIDLEY,466350.84,109673.76,-.69258142,-.2819171,,,,,,4,4
HAMPSHIRE,15.4509273984375,ALVERSTOKE,459941.44,103276.68,-.69258142,1.2610589,.81838369,.16899799,.025939289,-.0045449804,-.075880252,4,4
HAMPSHIRE,.29241759375,GOSPORT,461944.41,99835.609,-.69258142,,,,,,,4,4
HAMPSHIRE,4.8555185859375,ROWNER,458589.72,104166.65,-.69258142,,-.16540518,-.05233968,,,-.094954208,4,4
HAMPSHIRE,25.09809,FAREHAM,457388.28,107406.4,-.69258142,.027231049,.24682958,.035161935,.16696706,.099835321,-.082136519,4,4
HAMPSHIRE,5.6433380625,PORTCHESTER,463142.84,105775.36,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,12.105492,MILLBROOK,439353.72,114020.13,-.69258142,-.22929876,-.13388589,-.046470962,-.13391908,-.15394707,-.094954208,4,4
HAMPSHIRE,9.246102,NURSLING,437434.25,116068.58,-.69258142,.24152321,,,,,,4,4
HAMPSHIRE,58.970432,ELING,433859.81,113277.88,-.69258142,1.0435958,.089451276,-.024774512,-.13518068,-.17547081,-.13332526,4,4
HAMPSHIRE,7.0576115,IRONSHILL,431028.38,110702.51,-.69258142,,,,,,,4,4
HAMPSHIRE,8.280575499999999,ASHURST WALK,434849.63,108756.52,-.69258142,,-.16540518,-.05233968,,,-.04917673,4,4
HAMPSHIRE,.5516870625,,437856.09,107459.1,-.69258142,,,,,,,4,4
HAMPSHIRE,4.5105975,LINKENHOLT,436592.75,158183.61,-.69258142,.020737441,,,,,,4,4
HAMPSHIRE,9.385153000000001,FARNBOROUGH,487237.47,155054,-.69258142,-.24094856,-.077438511,-.044088256,.00457469,-.12861215,-.14038527,4,4
HAMPSHIRE,.227461375,IPLEY,437527.38,106937.66,-.69258142,,,,,,,4,4
HAMPSHIRE,.139230921875,DENNY LODGE,433221.03,105512.02,-.69258142,,,,,,,4,4
HAMPSHIRE,.139166484375,DECOY POND,435745.31,107373.87,-.69258142,,,,,,,4,4
HAMPSHIRE,9.038380999999999,DIBDEN,440723.03,107742.16,-.69258142,.75817037,.072098196,-.04128423,-.12420354,-.1897736,-.16362043,4,4
HAMPSHIRE,21.180813375,ASHLEY WALK,423194.47,116384.34,-.69258142,,,,,,,4,4
HAMPSHIRE,5.565714,EYEWORTH WALK,422735.16,113866.7,-.69258142,,,,,,,4,4
HAMPSHIRE,26.21995,BROOMY WALK,420261.84,109911.7,-.69258142,,,,,,,4,4
HAMPSHIRE,27.8912531796875,BURLEY WALK,421888.47,104842.06,-.69258142,,.096200384,-.035088401,,,-.15408346,4,4
HAMPSHIRE,6.364181,RHINEFIELD WALK,426188.59,105300.61,-.69258142,,,,,,,4,4
HAMPSHIRE,14.11121190625,HOLMSLEY WALK,421429.56,102475.01,-.69258142,,,,,,,4,4
HAMPSHIRE,5.6031515,WILVERLEY WALK,424990.94,100268.94,-.69258142,,,,,,,4,4
HAMPSHIRE,7.90496,RHINEFIELD WALK,426123.75,101784.5,-.69258142,,,,,,,4,4
HAMPSHIRE,34.713972,DENNY LODGE WALK,437301.69,105517.43,-.69258142,,,,,,,4,4
HAMPSHIRE,8.138007500000001,WHITLEY RIDGE WALK,432843.59,104461.1,-.69258142,,,,,,,4,4
HAMPSHIRE,3.36903375,LYNDHURST,429730.47,107751.38,-.69258142,-.13741115,-.095082358,-.051903222,-.10149319,-.20159809,-.18345734,4,4
HAMPSHIRE,12.255642,HILL WALK,430303.81,106223.19,-.69258142,,,,,,,4,4
HAMPSHIRE,8.479901,MINSTEAD,427713.69,110420.02,-.69258142,-.23556817,-.11583158,-.051185887,-.089983582,-.19383231,-.1750648,4,4
HAMPSHIRE,8.626563000000001,CASTLE MALWOOD WALK,427574.75,112390.71,-.69258142,-.075041957,,,,,,4,4
HAMPSHIRE,21.668996,BOLDERWOOD WALK,424806,109355.28,-.69258142,,,,,,,4,4
HAMPSHIRE,2.000245375,CADNAM,429162.81,114549.44,-.69258142,,,,,,,4,4
HAMPSHIRE,1.20910625,BRAMSHAW,426799.84,115363.29,-.69258142,-.40523645,,,,,,4,4
HAMPSHIRE,10.007167,BRAMBLE HILL,425493.84,115120.56,-.69258142,,,,,,,4,4
HAMPSHIRE,3.02398825,EYEWORTH WALK,423777.56,114054.05,-.69258142,1.4528719,,,,,,4,4
HAMPSHIRE,.6439773125,BURLEY OUTER RAILS ENCLOSURE,423867.03,105427.48,-.69258142,,,,,,,4,4
HAMPSHIRE,1.0772185,BURLEY LODGE,423586.34,105778.88,-.69258142,,,,,,,4,4
HAMPSHIRE,2.13767825,BURLEY,420652,103732.59,-.69258142,-.054609049,,,,,,4,4
HAMPSHIRE,5.5531005,HALE,418830.38,118183.79,-.69258142,-.29580113,,,,,,4,4
HAMPSHIRE,3.2181045,SOUTH CHARFORD,416855.66,119010.77,-.69258142,,-.16540518,-.05233968,,,-.13874136,4,4
HAMPSHIRE,16.85408,ALDERSHOT,486077.53,151105.73,-.69258142,-.20431161,,,,,,4,4
HAMPSHIRE,3.42444975,NORTH CHARFORD,416988.5,120030.54,-.69258142,,,,,,,4,4
HAMPSHIRE,9.509430999999999,BREAMORE,414883.13,118560.44,1.443785,-.14628837,-.057835005,-.03487853,-.042081997,-.10277092,-.10669202,4,4
HAMPSHIRE,1.873470125,WOODGREEN,417064.44,117241.18,-.69258142,,-.16540518,-.05233968,,,-.1132652,4,4
HAMPSHIRE,25.02577800732422,FORDINGBRIDGE,416756.88,116567.83,1.443785,1.9238811,.59850585,.091476686,-.076066464,-.11130761,-.093936935,4,4
HAMPSHIRE,.50650003125,GODSHILL [WEST PART],417043.78,115233.68,-.69258142,,,,,,,4,4
HAMPSHIRE,.5537690625,GODSHILL [EAST PART],417974.56,115499.08,-.69258142,,,,,,,4,4
HAMPSHIRE,15.563888,ROCKBOURNE,411197.34,118914.65,-.69258142,.26458898,.32377669,.024315722,.080322653,-.032166939,-.10945651,4,4
HAMPSHIRE,16.905608,HARBRIDGE,412664.66,109119.42,-.69258142,-.18809168,-.11686779,-.046156202,-.1166701,-.16127712,-.1238663,4,4
HAMPSHIRE,7.156814,IBSLEY,416516.44,110021.09,-.69258142,.055513486,.0066208863,-.02831696,-.058427595,-.12573911,-.11784295,4,4
HAMPSHIRE,10.3139565,ELLINGHAM,418896,110132.84,-.69258142,-.01690452,.094080195,-.028182315,.056180988,-.11061539,-.14073169,4,4
HAMPSHIRE,41.86372,RINGWOOD,415042.13,103670.9,-.69258142,2.8287554,1.6226387,.072506748,.011357169,-.14606564,-.15217605,4,4
HAMPSHIRE,21.952430046875,HOLDENHURST,411140.75,93712.789,-.69258142,,-.16540518,-.05233968,,,-.127914,4,4
HAMPSHIRE,19.105824,SOPLEY,416061.94,98784.203,-.69258142,.10644507,-.044451717,-.045572847,-.11167173,-.18418346,-.1589997,4,4
HAMPSHIRE,25.641356,MILTON,423964.5,96074.195,-.69258142,.23461978,-.010779417,-.027520323,-.10962218,-.14578852,-.10758247,4,4
HAMPSHIRE,15.39257011328125,HORDLE,430226.72,96637.883,-.69258142,1.1068441,.07353428,-.020357488,-.14213252,-.17227878,-.12069255,4,4
HAMPSHIRE,19.309024,MILFORD,430011.13,93535.742,-.69258142,.60218769,.2504563,.0018620813,-.043098599,-.12323995,-.1224207,4,4
HAMPSHIRE,5.92027,LYMINGTON,432225.13,95198.633,-.69258142,-.10191216,-.015108038,-.031351313,-.010951216,-.1001225,-.11784295,4,4
HAMPSHIRE,44.485456,BOLDRE,432980.09,98476.914,-.69258142,.41039583,.81339151,-.049215455,.26291257,-.1982927,-.18493965,4,4
HAMPSHIRE,6.377597,LADY CROSS WALK,435417.22,102812.78,-.69258142,,,,,,,4,4
HAMPSHIRE,7.436466,BROCKENHURST,431624.22,101166.16,-.69258142,,,,,,,4,4
HAMPSHIRE,3.96488275,WHITLEY RIDGE WALK,431743.44,102890.66,-.69258142,,,,,,,4,4
HAMPSHIRE,17.126998,RHINEFIELD WALK,428486.97,103310.45,-.69258142,-.058853306,-.106151,-.048502184,-.13706179,-.18740645,-.15466397,4,4
HAMPSHIRE,35.016004,BEAULIEU,439154.28,99935.391,1.443785,,,,,,,4,4
HAMPSHIRE,.07526609375,IPERSBRIDGE,442358.97,102946.84,-.69258142,,,,,,,4,4
HAMPSHIRE,17.037126,CRONDALL AND SWANTHORPE,479425.5,148400.61,1.443785,2.8960767,.88538897,.69511652,-.079831973,.13600217,.16326146,4,4
HAMPSHIRE,7.7899025,EWSHOT,482138.38,151097.86,-.69258142,,,,,,,4,4
HAMPSHIRE,.03924876953125,ROUGHDOWN,443114.59,102395.29,-.69258142,,,,,,,4,4
