STARTcounty,area,pla,latitude,longitude,NrPatents,WheatYield,valordummy,enclosed,lLStax_pc,thresh_machines,cutoff1,cutoff2
DERBYSHIRE,2.24252025,LITTLE EATON,435914.63,342073.16,0,,0,1,0,0,4,4
DERBYSHIRE,6.689077859375,BOULTON,439123.69,334650.81,0,,0,1,0,0,4,4
DERBYSHIRE,8.971401,CHADDESDEN,438280.41,337455.66,0,,0,1,0,0,4,4
DERBYSHIRE,4.459803,STANLEY,441545.31,340589.19,0,,1,1,3.6541939,0,4,4
DERBYSHIRE,1.77209675,HIGHLOW,422080.69,380110.25,0,,0,0,0,0,4,4
DERBYSHIRE,13.27955,SPONDON,440277.06,336426.78,0,,1,1,0,0,4,4
DERBYSHIRE,7.5413505,OCKBROOK,442515.09,336202.13,0,,1,1,0,0,4,4
DERBYSHIRE,6.281508,DALE ABBEY,443446.69,339001.31,0,,1,1,0,0,4,4
DERBYSHIRE,5.8605235,STANTON BY DALE,446533.91,338434.56,0,,0,1,0,0,4,4
DERBYSHIRE,3.5812275,RISLEY,445432.81,336331.72,0,24,0,0,0,0,4,4
DERBYSHIRE,2.39987525,HOPWELL,443783.63,335986.88,0,,0,0,0,0,4,4
DERBYSHIRE,10.803911,BREASTON,445966.56,333771.13,0,24,1,1,2.761498,0,4,4
DERBYSHIRE,1.2770540546875,CHURCH WILNE,445047.63,335588.28,0,,0,0,0,0,4,4
DERBYSHIRE,5.950485484375,SANDIACRE,447378.06,337665.13,0,,1,1,0,0,4,4
DERBYSHIRE,1.67443025,WARDLOW,417692.16,374524.38,0,,0,0,0,0,4,4
DERBYSHIRE,8.510849,LONG EATON,449475.66,332969.88,0,,0,1,0,0,4,4
DERBYSHIRE,2.5622005,WILSTHORPE,447418.69,333964.22,0,,0,0,0,0,4,4
DERBYSHIRE,4.9814645,SAWLEY,447015.06,331727.16,0,,0,1,0,0,4,4
DERBYSHIRE,4.7853665,SHARDLOW AND GREAT WILNE,444037.03,330692.59,0,,0,1,0,0,4,4
DERBYSHIRE,7.3902935,ASTON UPON TRENT,441358.28,330033.03,0,,1,1,0,0,4,4
DERBYSHIRE,3.5290895,AMBASTON,442936.41,332314.16,0,,1,0,0,0,4,4
DERBYSHIRE,7.255182,ELVASTON,440785.09,332492.66,0,,1,1,0,0,4,4
DERBYSHIRE,3.3220895,CHELLASTON,438112.44,330578.34,0,,1,0,3.4854271,0,4,4
DERBYSHIRE,4.17892325,SWARKESTONE,437377.44,328884.03,0,,0,0,0,0,4,4
DERBYSHIRE,8.116312499999999,WESTON UPON TRENT,440284.38,328397.09,0,,0,1,0,0,4,4
DERBYSHIRE,11.800298,CASTLETON,414111.88,382848.56,0,20,0,0,0,0,4,4
DERBYSHIRE,14.19169,MELBOURNE,438898.59,325337.16,0,,0,1,0,0,4,4
DERBYSHIRE,5.8335995,STANTON BY BRIDGE,436606.94,326555.84,0,,0,0,0,0,4,4
DERBYSHIRE,3.32639475,INGLEBY,434825.5,326549.31,0,,0,0,0,0,4,4
DERBYSHIRE,4.9297855,FOREMARK,433370.84,325675.38,0,,1,0,0,0,4,4
DERBYSHIRE,8.257405500000001,TICKNALL,434910.66,323613.19,0,,1,0,0,0,4,4
DERBYSHIRE,1.58719125,DERBY HILLS,436828.38,323601,0,,0,0,0,0,4,4
DERBYSHIRE,2.47355875,CALKE,436751.38,322159.38,0,,1,0,0,0,4,4
DERBYSHIRE,3.926488,SMISBY,434981.31,319427.06,0,,0,1,2.8332133,0,4,4
DERBYSHIRE,.0258548359375,BOUNDARY,433677.13,318850.88,0,,0,0,0,0,4,4
DERBYSHIRE,28.375664,EDALE,411643.22,385932.66,0,,0,0,0,0,4,4
DERBYSHIRE,18.636144,BRETBY,431236.34,321491.19,0,,0,1,2.9539628,0,4,4
DERBYSHIRE,21.4638100625,REPTON,435822.47,325672.09,0,,1,1,2.9234116,0,4,4
DERBYSHIRE,5.447025,NEWTON SOLNEY,428396.41,325002.81,0,,0,1,2.9755297,0,4,4
DERBYSHIRE,4.395689,WINSHILL,427013,323603.44,0,,0,0,2.7047112,0,4,4
DERBYSHIRE,6.4917665,STAPENHILL,425942.03,321286.56,0,,0,0,0,0,4,4
DERBYSHIRE,7.551344,STANTON AND NEWHALL,427757.91,320411.91,0,,0,0,3.8978047,0,4,4
DERBYSHIRE,4.2255725,CALDWELL,425793.44,317596.13,0,28,0,0,2.9789252,0,4,4
DERBYSHIRE,5.6336065,DRAKELOW,423888.5,319317.69,0,,0,0,0,0,4,4
DERBYSHIRE,3.774493,LINTON,427160.03,317019.03,0,,0,0,2.6680448,0,4,4
DERBYSHIRE,2.41690175,CASTLE GRESLEY,427778.13,318183.31,0,,0,0,0,0,4,4
DERBYSHIRE,4.8832085,CHURCH GRESLEY,429161.28,318301.19,0,,1,0,0,0,4,4
DERBYSHIRE,21.611246,PEAK FOREST,410619.41,380016.69,0,,1,0,0,0,4,4
DERBYSHIRE,2.75921225,SWADLINCOTE,430242.09,319805.91,0,,1,0,0,0,4,4
DERBYSHIRE,5.085711,ROSLISTON,425194.34,316274.44,0,25,1,0,0,0,4,4
DERBYSHIRE,8.919466,WALTON UPON TRENT,422223.56,317337.28,0,28,1,0,0,0,4,4
DERBYSHIRE,.883239125,BARTON-UNDER-NEEDWOOD,420282.06,316622.97,0,,0,0,0,0,4,4
DERBYSHIRE,4.3435765,CATTON,421701.16,315026.47,0,,0,0,0,0,4,4
DERBYSHIRE,6.730008421875,CROXALL,421696.97,313343.06,0,,0,0,0,0,4,4
DERBYSHIRE,4.762561,COTON IN THE ELMS,424411.97,314933.56,0,28,0,0,0,0,4,4
DERBYSHIRE,7.3709845,LULLINGTON,424760.66,312938.81,0,,0,0,2.8067217,0,4,4
DERBYSHIRE,5.445722,CHILCOTE,428629.41,310947.34,0,,1,0,3.0665014,0,4,4
DERBYSHIRE,4.2232705,STRETTON EN LE FIELD,430175.41,310994.13,0,24,0,0,0,0,4,4
DERBYSHIRE,18.6488215703125,WORMHILL,410628.97,375266.34,0,,0,1,0,0,4,4
DERBYSHIRE,.9786195434570313,DONISTHORPE,432472.72,314368.94,0,,0,0,0,0,4,4
DERBYSHIRE,.122952734375,DONISTHORPE,431215.25,313400.38,0,,0,0,0,0,4,4
DERBYSHIRE,1.235005446777344,DONISTHORPE,432468.5,314379.44,0,24,1,0,0,0,4,4
DERBYSHIRE,.217830671875,OAKTHORPE,432262.44,312017.59,0,,0,0,0,0,4,4
DERBYSHIRE,2.077108375,OAKTHORPE,432745.28,313286.25,0,24,1,0,0,0,4,4
DERBYSHIRE,.8566368125,OAKTHORPE,431637.94,312497.78,0,,0,0,0,0,4,4
DERBYSHIRE,4.248596,APPLEBY,431594.53,310588.91,0,,1,0,2.5520458,0,4,4
DERBYSHIRE,6.887685,MEASHAM,433915.56,311928.84,0,,1,0,2.9107392,0,4,4
DERBYSHIRE,3.34154575,WILLESLEY,433787.66,314856.13,0,,0,0,0,0,4,4
DERBYSHIRE,4.1371238984375,FOOLOW,421984.84,378696.09,0,16,0,0,0,0,4,4
DERBYSHIRE,4.3984820625,EYAM WOODLAND,423593.22,379132.94,0,16,0,0,0,0,4,4
DERBYSHIRE,9.422026398437501,EYAM,421620.31,377180.59,0,16,0,1,0,0,4,4
DERBYSHIRE,10.054751,MARSTON MONTGOMERY,413623.31,338070.66,0,22,1,1,2.9385738,0,4,4
DERBYSHIRE,6.7729345,LITTON,416453.34,374863.22,0,,1,1,0,0,4,4
DERBYSHIRE,5.421316125,WHESTON,415409.19,379121.5,0,,0,1,0,0,4,4
DERBYSHIRE,4.9485795,STONEY MIDDLETON,421318.63,375072,0,,0,1,0,0,4,4
DERBYSHIRE,2.31525775,STOKE,423632.13,376425.84,0,,0,0,0,0,4,4
DERBYSHIRE,12.9629183125,DERWENT,426654.84,388970.63,0,,0,1,0,0,4,4
DERBYSHIRE,41.68848,DINTING,405857.78,395558.84,0,,0,1,0,0,4,4
DERBYSHIRE,4.02098875,WHITFIELD,404230.31,393253.53,0,,0,0,0,0,4,4
DERBYSHIRE,.8097484375,BAMFORD,420288.97,385889.09,0,18,0,0,0,0,4,4
DERBYSHIRE,8.691054250000001,BAMFORD MOOR,421976.84,387351.13,0,,0,1,0,0,4,4
DERBYSHIRE,16.106800625,OUTSEATS,423458,390923.03,0,,0,0,0,0,4,4
DERBYSHIRE,14.0098364375,HATHERSAGE,424919.22,380956.78,0,,0,1,0,0,4,4
DERBYSHIRE,14.353385,DORE,429277.75,381772.06,0,,0,1,0,0,4,4
DERBYSHIRE,7.8768965,TOTLEY,429062.09,379606.06,0,20,0,1,3.6686769,0,4,4
DERBYSHIRE,18.793932,HOLMESFIELD,429809.72,376975.06,0,,0,1,3.3612807,0,4,4
DERBYSHIRE,9.645428750000001,UNSTONE,437495.63,379823,0,,0,1,4.5325994,0,4,4
DERBYSHIRE,10.509118,DRONFIELD,434233,378251.78,0,,1,1,3.8501475,0,4,4
DERBYSHIRE,4.078156125,COAL ASTON,436956.34,379861.78,0,,0,0,0,0,4,4
DERBYSHIRE,1.48163384765625,LITTLE BARLOW,434274.19,375882.06,0,,0,1,0,0,4,4
DERBYSHIRE,3.63695175,CHISWORTH,399813.13,391750.09,0,,0,0,0,0,4,4
DERBYSHIRE,14.299449,GREAT BARLOW,432660,374938.56,0,,0,1,0,0,4,4
DERBYSHIRE,27.697954,STAVELEY,443727.78,376670.13,0,24,1,1,3.7819145,0,4,4
DERBYSHIRE,6.5803015,WHITTINGTON,438756.41,375208.19,0,,0,1,0,0,4,4
DERBYSHIRE,3.0217395,BEAUCHIEF,433362.84,381915.47,0,,0,0,0,0,4,4
DERBYSHIRE,18.505952,NORTON,435800.13,381975.59,0,,1,1,3.9564748,0,4,4
DERBYSHIRE,26.471802,ECKINGTON,441483.22,380148.56,0,,1,1,3.8253984,0,4,4
DERBYSHIRE,2.49632875,RENISHAW,444954.34,378443.22,0,,0,0,0,0,4,4
DERBYSHIRE,12.495199,BEIGHTON,442542.63,383182.34,0,,1,1,2.3901281,0,4,4
DERBYSHIRE,6.6968375,KILLAMARSH,445768.78,380606.91,0,,0,1,3.5953534,0,4,4
DERBYSHIRE,13.834297,BARLBOROUGH,447402.88,377649.34,0,20,0,1,3.1680837,0,4,4
DERBYSHIRE,7.747209,CLOWNE,448776.97,375354.28,0,18,0,1,0,0,4,4
DERBYSHIRE,6.735762,LUDWORTH,398054.94,390659.41,0,,0,0,0,0,4,4
DERBYSHIRE,20.840334,WHITWELL,452775.41,376962.94,0,20,1,1,3.2280643,0,4,4
DERBYSHIRE,11.244036,ELMTON,450985.72,373547.81,0,,0,1,2.9755297,0,4,4
DERBYSHIRE,19.838082,BOLSOVER,448060.03,371979.13,0,,0,1,3.0108349,0,4,4
DERBYSHIRE,3.1161685,GLAPWELL,447852.56,366350.94,0,,1,0,0,0,4,4
DERBYSHIRE,15.874043,SCARCLIFF,449068.28,369142.88,0,,1,1,4.0000339,0,4,4
DERBYSHIRE,6.2275485,UPPER LANGWITH,451014.75,368249.91,0,24,0,1,0,0,4,4
DERBYSHIRE,13.233354,PLEASLEY,451353.84,366089.41,0,20,0,1,3.4657359,0,4,4
DERBYSHIRE,17.751478,AULT HUCKNALL,445559.19,364561.06,0,24,0,1,3.9142427,0,4,4
DERBYSHIRE,6.7378955,HEATH,444542.78,367015.69,0,20,1,1,3.6820378,0,4,4
DERBYSHIRE,17.439696,SUTTON CUM DUCKMANTON,443998.84,370380.22,0,,1,0,4.2615056,0,4,4
DERBYSHIRE,9.465687000000001,MELLOR,398493.25,388417,0,,0,0,0,0,4,4
DERBYSHIRE,2.128747,TEMPLE NORMANTON,442019.25,367733.69,0,,0,0,0,0,4,4
DERBYSHIRE,5.45257,CALOW,441190.56,369965.5,0,,1,0,2.6210389,0,4,4
DERBYSHIRE,5.4038405,BRIMINGTON,440362.25,373316.09,0,,0,1,0,0,4,4
DERBYSHIRE,2.8766495,TAPTON,439553.03,372026.5,0,,0,0,0,0,4,4
DERBYSHIRE,11.857945,NEWBALD AND DUNSTON,436703.56,373580.19,0,,1,1,4.1078887,0,4,4
DERBYSHIRE,1.384126125,CHESTERFIELD,438323.19,371313.81,0,,1,0,3.6765699,0,4,4
DERBYSHIRE,8.891146000000001,HASLAND,439620.13,368988.59,0,,0,1,3.1354942,0,4,4
DERBYSHIRE,9.885795,WALTON,435532.06,368999.13,0,,0,1,5.9057808,0,4,4
DERBYSHIRE,33.125584,BRAMPTON,432488.09,371048.91,0,16,1,1,4.1431346,0,4,4
DERBYSHIRE,5.348825,CHATSWORTH,426637.97,370149.56,0,,0,0,0,0,4,4
DERBYSHIRE,4.95594,WHITLE,399478.97,386354.31,0,,0,1,0,0,4,4
DERBYSHIRE,9.498742999999999,EDENSOR,424714.5,369115.53,0,,0,0,0,0,4,4
DERBYSHIRE,1.8711755,PILSLEY,423654.78,370719.53,0,,0,0,0,0,4,4
DERBYSHIRE,13.008713,BEELEY,428572.69,367784,0,,1,1,0,0,4,4
DERBYSHIRE,12.501103,BASLOW,427260.06,372295.94,0,,0,1,0,0,4,4
DERBYSHIRE,10.3425695,BUBNELL,426526.13,376188.22,0,,0,1,0,0,4,4
DERBYSHIRE,4.66935465625,CURBAR,429088.53,374666.22,0,,0,1,0,0,4,4
DERBYSHIRE,1.625569875,FROGGATT,424767.06,376934.94,0,,0,1,0,0,4,4
DERBYSHIRE,1.34270625,NETHER PADLEY,425122.09,378013.66,0,18,0,0,0,0,4,4
DERBYSHIRE,3.1319935,CALVER,423561.31,374371.25,0,,1,0,0,0,4,4
DERBYSHIRE,10.118088,GREAT LONGSTONE AND HOLME,419959.81,373357.91,0,,0,1,0,0,4,4
DERBYSHIRE,7.6611405,THORNSET,401212.03,388890.88,0,,0,0,0,0,4,4
DERBYSHIRE,1.0778090078125,WARDLOW,418888.59,374913.31,0,,0,1,0,0,4,4
DERBYSHIRE,4.27834434375,LITTLE LONGSTONE,418454.47,372274.19,0,,0,1,0,0,4,4
DERBYSHIRE,5.5349225,HASSOP,422473.25,371811.44,0,,0,0,0,0,4,4
DERBYSHIRE,14.375961,BAKEWELL,420985.03,368278.38,1,,1,1,0,0,4,4
DERBYSHIRE,2.742925625,ROWSLEY,425329.44,365821.31,0,,0,0,0,0,4,4
DERBYSHIRE,3.6952515,HARTHILL,422364.06,363409.88,0,,0,0,0,0,4,4
DERBYSHIRE,6.498511,NETHER HADDON,422960.53,366024.59,0,,0,0,0,0,4,4
DERBYSHIRE,5.4284755,OVER HADDON,419268.91,366448.31,0,,0,1,0,0,4,4
DERBYSHIRE,12.161992,MONYASH,415254.72,365965.28,0,,0,1,0,0,4,4
DEVON,15.416296,MORTEHOE,247182.17,143685.88,0,,0,0,0,1,4,4
DEVON,27.44193,BRENDON,276514.69,145725.67,0,,0,0,2.816853,0,4,4
DEVON,21.139992,PYWORTHY,231220.67,102843.73,0,14,0,0,2.9077635,0,4,4
DEVON,4.485032,LUNDY ISLAND,213506.11,145468.64,0,,0,0,0,0,4,4
DEVON,5.2645825,HOLLACOMBE,237728.16,102596.87,0,,0,0,2.6390574,0,4,4
DEVON,10.9544,COOKBURY,238703.22,105365.59,0,,0,1,0,0,4,4
DEVON,12.657508,THORNBURY,238753.94,108176.39,0,13,0,0,3.1939523,0,4,4
DEVON,14.343776,BRADFORD,242651.73,104660.09,0,12,1,0,3.7364786,0,4,4
DEVON,26.91104675,BLACK TORRINGTON,250410.72,106269.24,0,,0,1,2.9747591,0,4,4
DEVON,23.09097,SHEBBEAR,243983.63,110122.83,0,,0,0,2.9209721,0,4,4
DEVON,12.19937,BUCKLAND FILLEIGH,247751.28,109367.69,0,,0,0,3.5580654,0,4,4
DEVON,9.112809,PETERS MARLAND,248218.39,112766.88,0,16,0,0,3.5165083,0,4,4
DEVON,22.271428,CHALLACOMBE,269043.84,141241.22,0,12,0,0,3.9138396,0,4,4
DEVON,17.379572,PETROCKSTOWE,250765.16,109869.81,0,,1,0,0,0,4,4
DEVON,16.521281,MERTON,252391.14,113668.07,0,15,0,0,0,0,4,4
DEVON,13.189793,BEAFORD,254978.02,115313.57,0,14,0,0,3.8329799,0,4,4
DEVON,14.587768,DOLTON,257133.86,112180.02,0,,0,0,1.3029127,0,4,4
DEVON,4.00745525,HUISH,253757.53,110904.65,0,,1,0,3.0501091,0,4,4
DEVON,10.553904,MEETH,253941.69,108002.04,0,15,0,0,3.4559903,0,4,4
DEVON,7.192171,DOWLAND,257824.22,110022.41,0,12,1,0,3.0518217,0,4,4
DEVON,12.109973,IDDESLEIGH,257554.78,107653.64,0,,0,0,2.8975921,0,4,4
DEVON,37.02484,WINKLEIGH,263268.84,109103.6,0,,0,0,3.505321,2,4,4
DEVON,23.221886,ASHREIGNEY,262255.72,114101.09,0,,0,1,3.350174,0,4,4
DEVON,23.841498,BRATTON FLEMING,265280.81,138382.23,0,,0,0,3.0599074,0,4,4
DEVON,9.936859999999999,WEMBWORTHY,266584.53,111191.22,0,,0,0,3.5553482,0,4,4
DEVON,3.71929225,BRUSHFORD,267087.09,107878.91,0,,1,0,0,1,4,4
DEVON,5.441366,EGGESFORD,268319.5,109594.52,0,,0,0,0,0,4,4
DEVON,22.43102,CHAWLEIGH,271082.13,111879.73,0,,0,0,3.0644433,0,4,4
DEVON,4.575561,CHELDON,273651.06,113983.41,0,,0,0,3.2851985,0,4,4
DEVON,11.15132290625,WEST WORLINGTON,276993.78,114686.84,0,,0,0,3.2958369,0,4,4
DEVON,5.8814755,EAST WORLINGTON,277575.56,116031.01,0,,0,0,3.2606573,0,4,4
DEVON,30.0905629375,WITHERIDGE,282035.69,115924.88,0,,0,0,3.5809114,0,4,4
DEVON,16.056397,RACKENFORD,285598.31,118892.34,0,,0,0,3.4339871,0,4,4
DEVON,21.602888,,289101.69,121989.07,0,,0,0,3.5553482,0,4,4
DEVON,1.493718875,,291566.63,123419.36,0,,0,0,0,0,4,4
DEVON,6.051479,LOXHORE,262097.41,138280.77,0,,0,0,0,0,4,4
DEVON,32.583352,BAMPTON,297078.5,122996.73,0,14,1,0,3.667104,1,4,4
DEVON,13.685435,MOREBATH,295843,125185.41,0,,1,0,3.1887112,0,4,4
DEVON,8.63748,CLAYHANGER,301960.47,123538.66,0,,1,0,3.3230264,0,4,4
DEVON,10.174953,HOCKWORTHY,302530.53,119954.64,0,,0,0,2.3904464,0,4,4
DEVON,7.5451100625,HUNTSHAM,302507.59,121145.53,0,12,0,0,3.220979,0,4,4
DEVON,12.079737,UPLOWMAN,301416.44,116688.38,0,,0,0,2.7437682,0,4,4
DEVON,8.1365315,SAMPFORD PEVERELL,303723.59,116837.73,0,,0,1,2.9272645,0,4,4
DEVON,11.967954,HOLCOMBE ROGUS,306225.25,118935.66,0,18,0,0,3.2302396,0,4,4
DEVON,15.431812,BURLESCOMBE,306199.28,115687.64,0,,1,1,3.6605148,0,4,4
DEVON,14.818801,CULMSTOCK,309842.09,115136.06,0,18,1,0,3.4277115,0,4,4
DEVON,10.376501,ARLINGTON,262511.47,140766.36,0,,0,0,2.448539,0,4,4
DEVON,22.37257,HEMYOCK,313574.66,113353.97,0,,0,1,3.0833521,0,4,4
DEVON,20.7192754375,CLAYHIDON,315807.31,115287.98,0,,0,1,2.9506118,0,4,4
DEVON,22.356976,CHURCHSTANTON,319626.75,113783.05,0,,0,1,3.5878499,0,4,4
DEVON,23.927462,UPOTTERY,320613,108431.52,0,15,0,1,0,0,4,4
DEVON,21.203622,YARCOMBE,324286,109457.37,0,,0,1,4.0886464,0,4,4
DEVON,2.0871395,CHARDSTOCK,326474.81,107746.88,0,,0,1,0,0,4,4
DEVON,20.507018,LUPPITT,317243.09,105753.05,0,,0,0,3.8039923,0,4,4
DEVON,18.379764,DUNKESWELL,314009.75,107578.67,0,12,1,1,2.7236147,0,4,4
DEVON,6.881291,SHELDON,311575.91,108267.28,0,,1,0,3.1780539,0,4,4
DEVON,24.913002,UFFCULME,308296.47,111360.91,1,,1,1,3.6329439,0,4,4
DEVON,12.690023,KENTISBURY,262808.97,143642.83,0,16,1,1,3.0482504,0,4,4
DEVON,1.978753,BLACKBOROUGH,309050.47,109870.45,0,,0,0,0,0,4,4
DEVON,15.796964,KENTISBEARE,306933.84,108168.7,0,,0,1,3.9810572,0,4,4
DEVON,30.2645405,CULLOMPTON,308497.16,107825.52,0,,1,1,4.0885115,0,4,4
DEVON,1.544187625,UPTON WEAVER,303495.47,106302.66,0,,0,0,0,0,4,4
DEVON,2.113622625,HIGHER WEAVER,305022.75,105824.03,0,,0,0,0,0,4,4
DEVON,3.97836875,WILLAND,303292.53,110501.87,0,,0,1,3.1780539,0,4,4
DEVON,31.37984175,HALBERTON,300631.66,115379.3,0,18,0,1,2.8325806,0,4,4
DEVON,1.935388,BUTTERLEIGH,297085.59,108520.22,0,,0,0,0,0,4,4
DEVON,7.3334265,BICKLEIGH,294376.72,106601.08,0,,1,0,3.3215661,0,4,4
DEVON,8.810157,CADELEIGH,291290.22,108685.1,0,12,1,0,2.8134108,0,4,4
DEVON,22.976826,CRUWYS MORCHARD,286908.31,111829.53,0,,0,0,4.2420564,0,4,4
DEVON,7.655479,TEMPLETON,287825.69,114897.2,0,,1,0,0,0,4,4
DEVON,14.986421,EAST DOWN,258807.59,141622.31,0,,0,1,2.454617,0,4,4
DEVON,14.514060828125,CLARE,298329.69,113861.19,0,,0,0,0,0,4,4
DEVON,23.22675184375,PITT,299634.03,117334.56,0,,0,0,0,0,4,4
DEVON,12.6912059375,PRYORS,298782,113477.69,0,,0,0,0,0,4,4
DEVON,16.1234359375,TIDCOMBE,297595.47,117027.14,0,18,0,0,0,0,4,4
DEVON,4.73934225,TOWN,295387.38,113044.39,2,,1,0,3.8104231,0,4,4
DEVON,13.206132,WASHFIELD,293092.41,116731.25,0,,0,0,3.583519,0,4,4
DEVON,3.17192775,LOXBEARE,290791.53,115745.98,0,13,1,0,0,0,4,4
DEVON,18.24792,STOODLEIGH,290832.72,119053.38,0,12,0,0,3.4485435,0,4,4
DEVON,5.5938575,PUDDINGTON,283770.81,110981.43,0,15,0,0,3.14784,0,4,4
DEVON,6.897479,POUGHILL,285208.09,108694.95,0,,1,0,3.0717969,0,4,4
DEVON,19.477848,SHIRWELL,258817.88,137248.23,0,16,0,0,4.4331951,0,4,4
DEVON,4.366635,STOCKLEIGH ENGLISH,284305.28,107013.61,0,,1,0,3.7560189,0,4,4
DEVON,3.0354455,KENNERLEIGH,281970.66,107457.63,0,,0,0,4.1714525,0,4,4
DEVON,11.68342525,WOOLFARDISWORTHY,281209.06,111945.88,0,,0,0,4.3160324,1,4,4
DEVON,4.7388335,WASHFORD PYNE,280973.59,110832.43,0,12,0,0,3.2027464,0,4,4
DEVON,16.111421,THELBRIDGE,280618.72,112645.49,0,,0,0,3.6109178,0,4,4
DEVON,2.1311616875,CALVERLEIGH,291901.53,115299.98,0,18,0,0,0,0,4,4
DEVON,16.012003875,LAPFORD,278499.38,118203.37,0,,0,0,3.0869017,1,4,4
DEVON,2.4550625,NYMET ROWLAND,271303.47,108042.38,0,,0,0,3.2245739,0,4,4
DEVON,14.846847,COLDRIDGE,269253.66,106625.85,0,,0,0,0,0,4,4
DEVON,13.503303,ZEAL MONACHORUM,271367.75,103792.73,0,15,1,0,0,0,4,4
DEVON,21.659948,MARWOOD,255042.45,138898.17,0,,0,0,3.8405986,0,4,4
DEVON,8.535954,DOWN ST MARY,274612.38,104168.78,0,,1,0,2.8920538,0,4,4
DEVON,28.732314,MORCHARD BISHOP,277206.91,107357.59,0,12,1,0,0,0,4,4
DEVON,7.3727135,BONDLEIGH,265582.72,104238.84,0,,0,0,3.0910425,0,4,4
DEVON,2.33537803125,HONEYCHURCH,263348.13,103952.82,0,14,0,0,3.8831904,0,4,4
DEVON,10.415842,BROADWOOD KELLY,261227.42,105800.48,0,,0,0,2.8903718,0,4,4
DEVON,6.2123805,MONKOKEHAMPTON,263145.03,106639.82,0,,0,0,2.6605635,0,4,4
DEVON,29.043598,HATHERLEIGH,254679.41,103850.47,0,14,1,0,3.3805373,0,4,4
DEVON,8.1999785,SHEEPWASH,248075.05,107186.99,0,14,0,0,2.9865997,0,4,4
DEVON,13.46064,HIGHAMPTON,249348.08,103776.05,0,,0,0,3.028522,0,4,4
DEVON,28.635756,NORTHLEW,249700.08,99983.305,0,,0,0,3.2872114,0,4,4
DEVON,4.295564,BITTADON,254569.53,142660.63,0,14,0,0,0,0,4,4
DEVON,15.459464,BEAWORTHY,247810.39,97404.07,0,,0,0,2.8441825,0,4,4
DEVON,14.010435,HALWILL,243258.25,98885.469,0,,0,0,2.712342,0,4,4
DEVON,35.0371,ASHWATER,239151.08,98533.125,0,,0,0,3.3212318,0,4,4
DEVON,21.141008,CLAWTON,234347.64,99137.734,0,,0,0,3.061312,0,4,4
DEVON,8.751124624999999,TETCOTT,234997.55,96358.82,0,12,0,0,2.889323,0,4,4
DEVON,4.0199155,LUFFINCOTT,234134.86,94946.43,0,,0,0,3.7612002,0,4,4
DEVON,2.63168925,NORTHCOTT,234062.06,92786.203,0,,0,1,0,0,4,4
DEVON,12.849444,ST GILES ON THE HEATH,235652.91,91469.445,0,13,0,0,0,0,4,4
DEVON,5.365946,VIRGINSTOW,238353.36,93110.086,0,14,0,0,2.9777138,0,4,4
DEVON,35.074108,BROADWOODWIDGER,240056.83,91687.133,0,,1,1,3.5825264,0,4,4
DEVON,22.614816,ILFRACOMBE,251374.97,146029.08,0,,0,0,0,0,4,4
DEVON,16.495825,WEST DOWN,251191.55,142403.86,0,,0,0,3.4116907,0,4,4
DEVON,10.647449,GERMANSWEEK,244023.38,94239.203,0,,1,1,0,0,4,4
DEVON,34.1736525,BRATTON CLOVELLY,247075.42,93339.523,0,,0,1,3.2326579,0,4,4
DEVON,7.0483915,ASHBURY,251200.02,96540.078,0,,0,0,3.3534067,0,4,4
DEVON,24.402442,INWARDLEIGH,255547.63,98516.672,0,,1,1,3.3765724,0,4,4
DEVON,11.347227,JACOBSTOWE,258016.28,101237.37,0,16,0,0,2.6288009,0,4,4
DEVON,8.56732,EXBOURNE,260254.8,102402.03,0,,0,0,3.270112,0,4,4
DEVON,21.935612,NORTH TAWTON,267201.19,101808.32,0,,0,0,0,0,4,4
DEVON,1.534731125,BROADNYMETT,269999.88,101037.1,0,20,0,0,0,0,4,4
DEVON,12.283910625,BOW,274402.91,101681.36,0,15,0,0,0,0,4,4
DEVON,3.4766785,CLANNABOROUGH,273648.78,100337.46,0,18,0,0,0,0,4,4
DEVON,16.016226,GEORGEHAM,245956.77,140081.03,0,,0,0,0,0,4,4
DEVON,19.275582,COLEBROOKE,276079.91,99846.914,0,,1,0,5.1643286,0,4,4
DEVON,48.495512,CREDITON BOROUGH,280274.44,98706.031,0,,0,0,3.1842425,0,4,4
DEVON,.542381,CREDITON TOWN,285520.41,102559.4,0,,1,0,0,0,4,4
DEVON,1.07292275,RUDGE,285092.97,97898.281,0,,1,0,0,0,4,4
DEVON,32.057252,SANDFORD,281707.06,103999.82,0,,1,0,0,1,4,4
DEVON,3.3220475,UPTON HELLIONS,284546.28,102825.38,0,20,1,0,4.3953004,0,4,4
DEVON,15.045452,SHOBROOKE,287724.38,101403.91,0,,1,0,4.693181,0,4,4
DEVON,5.1189445,STOCKLEIGH POMEROY,288231.84,103935.74,0,,1,0,4.0034294,0,4,4
DEVON,22.1783191875,CHERITON FITZPAINE,290457.91,111330.23,0,15,1,0,3.5878053,0,4,4
DEVON,7.789564,CADBURY,291038.97,105153.23,0,,1,0,3.686264,0,4,4
DEVON,16.532245,THORVERTON,292159.41,103106.54,0,,0,0,3.5413687,1,4,4
DEVON,2.7048965,NETHER EXE,293534.06,100219.52,0,,1,0,3.8607297,0,4,4
