name,counterParty,lat,long,L,s,d,total,multi,split,land,tithe,mill,fee,alms,infra,transfer,court,annuity,education,unknown,sum,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,ID,synProx,incomplete,type
"St Mary's Abbey, York",Airmyn,53.718979,-0.902809,40,18,7,9823.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Airmyn tithe,53.718979,-0.902809,,50,,600.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Carhouse,53.5472,-0.8305,,66,8,800.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Doncaster,53.522713,-1.13234,33,6,8,8000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Doncaster,53.522713,-1.13234,23,6,8,5600.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Belton,52.946428,-0.61644912,12,7,8,2972.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Thurgarton Priory,53.035326,-0.96995,7,13,4,1840.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Sempringham Priory,52.878899,-0.358087,,30,,360.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Priore de Vade,,,,15,,180.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Stampford Prioress,,,,60,,720.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Haslingfield,52.156863,0.059067,,100,,1200.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Haslingfield Rectory,52.156863,0.059067,15,,,3600.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Banham Church Rectory,52.452518,1.037181,4,,,960.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Bromfield,54.810461,-3.283036,,20.2,0.4,242.79999999999998,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Kelsick,54.841308,-3.25161,,20.2,0.4,242.79999999999998,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Dundraw,54.836835,-3.257704,,20.2,0.4,242.79999999999998,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Newton,54.783115,-3.354585,,20.2,0.4,242.79999999999998,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Allonby,54.776128,-3.41855,,20.2,0.4,242.79999999999998,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Bromfield Rectory,54.810461,-3.283036,28,18,10,6946.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Bailiff of Queen Anne,,,,-3,-4,-40.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",John Lord Hussey,52.999446,-0.41037983,,-40,,-480.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,fee
"St Mary's Abbey, York",Augustin' Port' bailiff of Belton,,,,-20,,-240.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,fee
"St Mary's Abbey, York",Thomas Chitteslay,,,,-20,,-240.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,fee
"St Mary's Abbey, York",John Crake,52.156863,0.059067,,-20,,-240.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,fee
"St Mary's Abbey, York",Prior of Lincoln cell,,,,-100,,-1200.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Doncaster Church,53.522713,-1.13234,-33,-6,-8,-8000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Myton-On-Swale,54.1107129188758,-1.33021346978559,,19,1,229.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Myton-On-Swale,54.1107129188758,-1.33021346978559,12,,,2880.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Myton-On-Swale,54.1107129188758,-1.33021346978559,,16,8,200.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,mill
"St Mary's Abbey, York",Myton-On-Swale ferry,54.1107129188758,-1.33021346978559,64,12,5,15509.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,infra
"St Mary's Abbey, York",Appleton Wiske,54.4365,-1.3978,,,17,17.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Appleton Wiske,54.4365,-1.3978,24,,23,5783.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Burneston,54.260276,-1.528952,36,17,6,8850.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Forcett,54.506104,-1.729999,4,13,4,1120.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Bolton-on-Swale,54.387534,-1.613592,,20,,240.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Great Smeaton,54.434069,-1.462921,,40,,480.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Great Smeaton,54.434069,-1.462921,11,29,4,2992.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Hornby,54.338981,-1.6602429,,103,8,1244.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Catterick,54.375963,-1.632559,,76,10,922.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Gilmonby,54.512633,-2.009635,12,,,2880.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Scruton,54.323574,-1.537916,,20,,240.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Birstall,53.737108,-1.662653,,2,,24.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Whorlton,54.415573,-1.2575664,,13,4,160.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Hudswell,54.397955,-1.7862416,,20,,240.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Upper Dunsforth,54.063041,-1.326634,,8,,96.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Upper Dunsforth,54.063041,-1.326634,,13,6,162.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Ellenthorpe,54.099276,-1.358788,,6,,72.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Lower Dunsforth,54.076985,-1.329007,17,,5,4085.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Kirkby Ravensworth,54.463768,-1.785478,,21,6,258.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Croft-on-Tees,54.481195,-1.557347,,106,8,1280.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Brough,54.3826425722094,-1.66894366398358,,,6,6.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Gilling West,54.4408,-1.71913,,2,6,30.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Stokton,,,,8,,96.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Yarm,54.508977,-1.354273,,6,8,80.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Ryswyk,,,,5,,60.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Langthorne,54.317968,-1.615213,,15,,180.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,land
"St Mary's Abbey, York",Gilling West,54.4408,-1.71913,42,5,4,10144.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Burneston,54.260276,-1.528952,,13,4,160.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Arkathorp,,,29,4,8,7016.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Myton-On-Swale,54.1107129188758,-1.33021346978559,13,6,8,3200.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Catterick,54.375963,-1.632559,43,7,2,10406.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",North Cowton,54.428409,-1.571388,,35,,420.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,tithe
"St Mary's Abbey, York",Richmond Rectory,54.404105,-1.737284,,100,,1200.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Kirkby Rectory,54.463768,-1.785478,,42,,504.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Smeaton Rectory,54.434069,-1.462921,,100,,1200.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Hawekeswell,,,,20,,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Patrick Brompton,54.31297,-1.659882,,17,4,208.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Croft Rectory,54.481195,-1.557347,10,,,2400.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Burneston Vicarage,54.260276,-1.528952,,13,4,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
"St Mary's Abbey, York",Catterick Vicarage,54.375963,-1.632559,,13,4,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,763,0,0,transfer
