,city,year,population,latitude,longitude
2261,Hamilton,2000.0,49.0,55.777,-4.039
2285,Hartlepool,700.0,0.0,54.69,-1.21
2286,Hartlepool,800.0,0.0,54.69,-1.21
2287,Hartlepool,900.0,0.0,54.69,-1.21
2288,Hartlepool,1000.0,0.0,54.69,-1.21
2289,Hartlepool,1100.0,0.0,54.69,-1.21
2290,Hartlepool,1200.0,0.0,54.69,-1.21
2291,Hartlepool,1300.0,0.0,54.69,-1.21
2292,Hartlepool,1400.0,0.0,54.69,-1.21
2293,Hartlepool,1500.0,0.0,54.69,-1.21
2294,Hartlepool,1550.0,0.0,54.69,-1.21
2295,Hartlepool,1600.0,0.0,54.69,-1.21
2296,Hartlepool,1650.0,0.0,54.69,-1.21
2297,Hartlepool,1700.0,1.0,54.69,-1.21
2298,Hartlepool,1750.0,1.0,54.69,-1.21
2299,Hartlepool,1800.0,1.0,54.69,-1.21
2300,Hartlepool,1850.0,10.0,54.69,-1.21
2301,Hartlepool,1900.0,23.0,54.69,-1.21
2302,Hartlepool,1950.0,46.0,54.69,-1.21
2303,Hartlepool,2000.0,93.0,54.69,-1.21
2310,Haslingden,700.0,0.0,53.705,-2.328
2311,Haslingden,800.0,0.0,53.705,-2.328
2312,Haslingden,900.0,0.0,53.705,-2.328
2313,Haslingden,1000.0,0.0,53.705,-2.328
2314,Haslingden,1100.0,0.0,53.705,-2.328
2315,Haslingden,1200.0,0.0,53.705,-2.328
2316,Haslingden,1300.0,0.0,53.705,-2.328
2317,Haslingden,1400.0,0.0,53.705,-2.328
2318,Haslingden,1500.0,0.0,53.705,-2.328
2319,Haslingden,1550.0,0.0,53.705,-2.328
2320,Haslingden,1600.0,0.0,53.705,-2.328
2321,Haslingden,1650.0,1.0,53.705,-2.328
2322,Haslingden,1700.0,1.0,53.705,-2.328
2323,Haslingden,1750.0,2.0,53.705,-2.328
2324,Haslingden,1800.0,6.0,53.705,-2.328
2325,Haslingden,1850.0,8.0,53.705,-2.328
2326,Haslingden,1900.0,19.0,53.705,-2.328
2327,Haslingden,1950.0,18.0,53.705,-2.328
2328,Haslingden,2000.0,17.0,53.705,-2.328
2378,Hereford,700.0,1.0,52.0565,-2.716
2379,Hereford,800.0,1.0,52.0565,-2.716
2380,Hereford,900.0,2.0,52.0565,-2.716
2381,Hereford,1000.0,2.0,52.0565,-2.716
2382,Hereford,1100.0,2.0,52.0565,-2.716
2383,Hereford,1200.0,3.0,52.0565,-2.716
2384,Hereford,1300.0,3.0,52.0565,-2.716
2385,Hereford,1400.0,2.0,52.0565,-2.716
2386,Hereford,1500.0,5.0,52.0565,-2.716
2387,Hereford,1550.0,4.0,52.0565,-2.716
2388,Hereford,1600.0,3.0,52.0565,-2.716
2389,Hereford,1650.0,3.0,52.0565,-2.716
2390,Hereford,1700.0,2.0,52.0565,-2.716
2391,Hereford,1750.0,5.0,52.0565,-2.716
2392,Hereford,1800.0,7.0,52.0565,-2.716
2393,Hereford,1850.0,12.0,52.0565,-2.716
2394,Hereford,1900.0,21.0,52.0565,-2.716
2395,Hereford,1950.0,34.0,52.0565,-2.716
2396,Hereford,2000.0,56.0,52.0565,-2.716
2482,Huddersfield,700.0,0.0,53.645,-1.7798
2483,Huddersfield,800.0,0.0,53.645,-1.7798
2484,Huddersfield,900.0,0.0,53.645,-1.7798
2485,Huddersfield,1000.0,0.0,53.645,-1.7798
2486,Huddersfield,1100.0,1.0,53.645,-1.7798
2487,Huddersfield,1200.0,1.0,53.645,-1.7798
2488,Huddersfield,1300.0,2.0,53.645,-1.7798
2489,Huddersfield,1400.0,1.0,53.645,-1.7798
2490,Huddersfield,1500.0,2.0,53.645,-1.7798
2491,Huddersfield,1550.0,2.0,53.645,-1.7798
2492,Huddersfield,1600.0,2.0,53.645,-1.7798
2493,Huddersfield,1650.0,3.0,53.645,-1.7798
2494,Huddersfield,1700.0,3.0,53.645,-1.7798
2495,Huddersfield,1750.0,5.0,53.645,-1.7798
2496,Huddersfield,1800.0,11.0,53.645,-1.7798
2497,Huddersfield,1850.0,31.0,53.645,-1.7798
2498,Huddersfield,1900.0,95.0,53.645,-1.7798
2499,Huddersfield,1950.0,129.0,53.645,-1.7798
2500,Huddersfield,2000.0,146.0,53.645,-1.7798
2545,Ilkeston,700.0,1.0,52.971,-1.309
2546,Ilkeston,800.0,1.0,52.971,-1.309
2547,Ilkeston,900.0,1.0,52.971,-1.309
2548,Ilkeston,1000.0,1.0,52.971,-1.309
2549,Ilkeston,1100.0,1.0,52.971,-1.309
2550,Ilkeston,1200.0,1.0,52.971,-1.309
2551,Ilkeston,1300.0,1.0,52.971,-1.309
2552,Ilkeston,1400.0,1.0,52.971,-1.309
2553,Ilkeston,1500.0,1.0,52.971,-1.309
2554,Ilkeston,1550.0,1.0,52.971,-1.309
2555,Ilkeston,1600.0,1.0,52.971,-1.309
2556,Ilkeston,1650.0,1.0,52.971,-1.309
2557,Ilkeston,1700.0,1.0,52.971,-1.309
2558,Ilkeston,1750.0,1.0,52.971,-1.309
2559,Ilkeston,1800.0,2.0,52.971,-1.309
2560,Ilkeston,1850.0,6.0,52.971,-1.309
2561,Ilkeston,1900.0,25.0,52.971,-1.309
2562,Ilkeston,1950.0,31.0,52.971,-1.309
2563,Ilkeston,2000.0,38.0,52.971,-1.309
2574,Inverness,700.0,0.0,57.4781,-4.2233
2575,Inverness,800.0,0.0,57.4781,-4.2233
2576,Inverness,900.0,1.0,57.4781,-4.2233
2577,Inverness,1000.0,2.0,57.4781,-4.2233
2578,Inverness,1100.0,2.0,57.4781,-4.2233
2579,Inverness,1200.0,3.0,57.4781,-4.2233
2580,Inverness,1300.0,3.0,57.4781,-4.2233
2581,Inverness,1400.0,2.0,57.4781,-4.2233
2582,Inverness,1500.0,5.0,57.4781,-4.2233
2583,Inverness,1550.0,6.0,57.4781,-4.2233
2584,Inverness,1600.0,7.0,57.4781,-4.2233
2585,Inverness,1650.0,8.0,57.4781,-4.2233
2586,Inverness,1700.0,9.0,57.4781,-4.2233
2587,Inverness,1750.0,10.0,57.4781,-4.2233
2588,Inverness,1800.0,15.0,57.4781,-4.2233
2589,Inverness,1850.0,14.0,57.4781,-4.2233
2590,Inverness,1900.0,21.0,57.4781,-4.2233
2591,Inverness,1950.0,35.0,57.4781,-4.2233
2592,Inverness,2000.0,59.0,57.4781,-4.2233
2594,Ipswich,700.0,1.0,52.0594,1.1556
2595,Ipswich,800.0,1.0,52.0594,1.1556
2596,Ipswich,900.0,1.0,52.0594,1.1556
2597,Ipswich,1000.0,1.0,52.0594,1.1556
2598,Ipswich,1100.0,2.0,52.0594,1.1556
2599,Ipswich,1200.0,2.0,52.0594,1.1556
2600,Ipswich,1300.0,2.0,52.0594,1.1556
2601,Ipswich,1400.0,1.0,52.0594,1.1556
2602,Ipswich,1500.0,3.0,52.0594,1.1556
2603,Ipswich,1550.0,3.0,52.0594,1.1556
2604,Ipswich,1600.0,4.0,52.0594,1.1556
2605,Ipswich,1650.0,6.0,52.0594,1.1556
2606,Ipswich,1700.0,8.0,52.0594,1.1556
2607,Ipswich,1750.0,8.0,52.0594,1.1556
2608,Ipswich,1800.0,11.0,52.0594,1.1556
2609,Ipswich,1850.0,33.0,52.0594,1.1556
2610,Ipswich,1900.0,67.0,52.0594,1.1556
2611,Ipswich,1950.0,97.0,52.0594,1.1556
2612,Ipswich,2000.0,139.0,52.0594,1.1556
2639,Kendal,700.0,0.0,54.326,-2.745
2640,Kendal,800.0,0.0,54.326,-2.745
2641,Kendal,900.0,0.0,54.326,-2.745
2642,Kendal,1000.0,0.0,54.326,-2.745
2643,Kendal,1100.0,1.0,54.326,-2.745
2644,Kendal,1200.0,1.0,54.326,-2.745
2645,Kendal,1300.0,2.0,54.326,-2.745
2646,Kendal,1400.0,1.0,54.326,-2.745
2647,Kendal,1500.0,1.0,54.326,-2.745
2648,Kendal,1550.0,1.0,54.326,-2.745
2649,Kendal,1600.0,2.0,54.326,-2.745
2650,Kendal,1650.0,2.0,54.326,-2.745
2651,Kendal,1700.0,2.0,54.326,-2.745
2652,Kendal,1750.0,4.0,54.326,-2.745
2653,Kendal,1800.0,7.0,54.326,-2.745
2654,Kendal,1850.0,10.0,54.326,-2.745
2655,Kendal,1900.0,14.0,54.326,-2.745
2656,Kendal,1950.0,20.0,54.326,-2.745
2657,Kendal,2000.0,28.0,54.326,-2.745
2669,Kidderminster,700.0,0.0,52.3885,-2.249
2670,Kidderminster,800.0,0.0,52.3885,-2.249
2671,Kidderminster,900.0,0.0,52.3885,-2.249
2672,Kidderminster,1000.0,0.0,52.3885,-2.249
2673,Kidderminster,1100.0,1.0,52.3885,-2.249
2674,Kidderminster,1200.0,1.0,52.3885,-2.249
2675,Kidderminster,1300.0,2.0,52.3885,-2.249
2676,Kidderminster,1400.0,1.0,52.3885,-2.249
2677,Kidderminster,1500.0,1.0,52.3885,-2.249
2678,Kidderminster,1550.0,1.0,52.3885,-2.249
2679,Kidderminster,1600.0,2.0,52.3885,-2.249
2680,Kidderminster,1650.0,2.0,52.3885,-2.249
2681,Kidderminster,1700.0,2.0,52.3885,-2.249
2682,Kidderminster,1750.0,3.0,52.3885,-2.249
2683,Kidderminster,1800.0,6.0,52.3885,-2.249
2684,Kidderminster,1850.0,17.0,52.3885,-2.249
2685,Kidderminster,1900.0,25.0,52.3885,-2.249
2686,Kidderminster,1950.0,37.0,52.3885,-2.249
2687,Kidderminster,2000.0,55.0,52.3885,-2.249
2752,Kirkcaldy,700.0,0.0,56.1107,-3.1674
2753,Kirkcaldy,800.0,0.0,56.1107,-3.1674
2754,Kirkcaldy,900.0,0.0,56.1107,-3.1674
2755,Kirkcaldy,1000.0,0.0,56.1107,-3.1674
2756,Kirkcaldy,1100.0,1.0,56.1107,-3.1674
2757,Kirkcaldy,1200.0,1.0,56.1107,-3.1674
2758,Kirkcaldy,1300.0,2.0,56.1107,-3.1674
2759,Kirkcaldy,1400.0,1.0,56.1107,-3.1674
2760,Kirkcaldy,1500.0,3.0,56.1107,-3.1674
2761,Kirkcaldy,1550.0,3.0,56.1107,-3.1674
2762,Kirkcaldy,1600.0,4.0,56.1107,-3.1674
2763,Kirkcaldy,1650.0,5.0,56.1107,-3.1674
2764,Kirkcaldy,1700.0,5.0,56.1107,-3.1674
2765,Kirkcaldy,1750.0,6.0,56.1107,-3.1674
2766,Kirkcaldy,1800.0,7.0,56.1107,-3.1674
2767,Kirkcaldy,1850.0,36.0,56.1107,-3.1674
2768,Kirkcaldy,1900.0,34.0,56.1107,-3.1674
2769,Kirkcaldy,1950.0,40.0,56.1107,-3.1674
2770,Kirkcaldy,2000.0,47.0,56.1107,-3.1674
2796,Lancaster,700.0,1.0,54.047,-2.801
2797,Lancaster,800.0,1.0,54.047,-2.801
2798,Lancaster,900.0,1.0,54.047,-2.801
2799,Lancaster,1000.0,1.0,54.047,-2.801
2800,Lancaster,1100.0,1.0,54.047,-2.801
2801,Lancaster,1200.0,1.0,54.047,-2.801
2802,Lancaster,1300.0,1.0,54.047,-2.801
2803,Lancaster,1400.0,1.0,54.047,-2.801
2804,Lancaster,1500.0,1.0,54.047,-2.801
2805,Lancaster,1550.0,1.0,54.047,-2.801
2806,Lancaster,1600.0,1.0,54.047,-2.801
2807,Lancaster,1650.0,1.0,54.047,-2.801
2808,Lancaster,1700.0,1.0,54.047,-2.801
2809,Lancaster,1750.0,8.0,54.047,-2.801
2810,Lancaster,1800.0,9.0,54.047,-2.801
2811,Lancaster,1850.0,15.0,54.047,-2.801
2812,Lancaster,1900.0,40.0,54.047,-2.801
2813,Lancaster,1950.0,43.0,54.047,-2.801
2814,Lancaster,2000.0,46.0,54.047,-2.801
2832,Leeds,700.0,0.0,53.7997,-1.5492
2833,Leeds,800.0,0.0,53.7997,-1.5492
2834,Leeds,900.0,0.0,53.7997,-1.5492
2835,Leeds,1000.0,0.0,53.7997,-1.5492
2836,Leeds,1100.0,1.0,53.7997,-1.5492
2837,Leeds,1200.0,2.0,53.7997,-1.5492
2838,Leeds,1300.0,3.0,53.7997,-1.5492
2839,Leeds,1400.0,2.0,53.7997,-1.5492
2840,Leeds,1500.0,3.0,53.7997,-1.5492
2841,Leeds,1550.0,4.0,53.7997,-1.5492
2842,Leeds,1600.0,5.0,53.7997,-1.5492
2843,Leeds,1650.0,5.0,53.7997,-1.5492
2844,Leeds,1700.0,5.0,53.7997,-1.5492
2845,Leeds,1750.0,16.0,53.7997,-1.5492
2846,Leeds,1800.0,53.0,53.7997,-1.5492
2847,Leeds,1850.0,172.0,53.7997,-1.5492
2848,Leeds,1900.0,429.0,53.7997,-1.5492
2849,Leeds,1950.0,505.0,53.7997,-1.5492
2850,Leeds,2000.0,443.0,53.7997,-1.5492
2851,Leek,700.0,0.0,53.108,-2.0234
2852,Leek,800.0,0.0,53.108,-2.0234
2853,Leek,900.0,0.0,53.108,-2.0234
2854,Leek,1000.0,0.0,53.108,-2.0234
2855,Leek,1100.0,0.0,53.108,-2.0234
2856,Leek,1200.0,1.0,53.108,-2.0234
2857,Leek,1300.0,1.0,53.108,-2.0234
2858,Leek,1400.0,1.0,53.108,-2.0234
2859,Leek,1500.0,1.0,53.108,-2.0234
2860,Leek,1550.0,1.0,53.108,-2.0234
2861,Leek,1600.0,2.0,53.108,-2.0234
2862,Leek,1650.0,2.0,53.108,-2.0234
2863,Leek,1700.0,2.0,53.108,-2.0234
2864,Leek,1750.0,2.0,53.108,-2.0234
2865,Leek,1800.0,3.0,53.108,-2.0234
2866,Leek,1850.0,9.0,53.108,-2.0234
2867,Leek,1900.0,15.0,53.108,-2.0234
2868,Leek,1950.0,17.0,53.108,-2.0234
2869,Leek,2000.0,19.0,53.108,-2.0234
2871,Leicester,700.0,1.0,52.6333,-1.1333
2872,Leicester,800.0,2.0,52.6333,-1.1333
2873,Leicester,900.0,2.0,52.6333,-1.1333
2874,Leicester,1000.0,2.0,52.6333,-1.1333
2875,Leicester,1100.0,2.0,52.6333,-1.1333
2876,Leicester,1200.0,3.0,52.6333,-1.1333
2877,Leicester,1300.0,3.0,52.6333,-1.1333
2878,Leicester,1400.0,3.0,52.6333,-1.1333
2879,Leicester,1500.0,3.0,52.6333,-1.1333
2880,Leicester,1550.0,3.0,52.6333,-1.1333
2881,Leicester,1600.0,4.0,52.6333,-1.1333
2882,Leicester,1650.0,4.0,52.6333,-1.1333
2883,Leicester,1700.0,5.0,52.6333,-1.1333
2884,Leicester,1750.0,8.0,52.6333,-1.1333
2885,Leicester,1800.0,17.0,52.6333,-1.1333
2886,Leicester,1850.0,61.0,52.6333,-1.1333
2887,Leicester,1900.0,212.0,52.6333,-1.1333
2888,Leicester,1950.0,285.0,52.6333,-1.1333
2889,Leicester,2000.0,280.0,52.6333,-1.1333
2909,Lichfield,700.0,1.0,52.6835,-1.8265
2910,Lichfield,800.0,1.0,52.6835,-1.8265
2911,Lichfield,900.0,1.0,52.6835,-1.8265
2912,Lichfield,1000.0,2.0,52.6835,-1.8265
2913,Lichfield,1100.0,2.0,52.6835,-1.8265
2914,Lichfield,1200.0,2.0,52.6835,-1.8265
2915,Lichfield,1300.0,2.0,52.6835,-1.8265
2916,Lichfield,1400.0,1.0,52.6835,-1.8265
2917,Lichfield,1500.0,2.0,52.6835,-1.8265
2918,Lichfield,1550.0,2.0,52.6835,-1.8265
2919,Lichfield,1600.0,2.0,52.6835,-1.8265
2920,Lichfield,1650.0,3.0,52.6835,-1.8265
2921,Lichfield,1700.0,3.0,52.6835,-1.8265
2922,Lichfield,1750.0,4.0,52.6835,-1.8265
2923,Lichfield,1800.0,5.0,52.6835,-1.8265
2924,Lichfield,1850.0,7.0,52.6835,-1.8265
2925,Lichfield,1900.0,8.0,52.6835,-1.8265
2926,Lichfield,1950.0,10.0,52.6835,-1.8265
2927,Lichfield,2000.0,28.0,52.6835,-1.8265
2930,Lincoln,700.0,2.0,53.2344,-0.5386
2931,Lincoln,800.0,3.0,53.2344,-0.5386
2932,Lincoln,900.0,5.0,53.2344,-0.5386
2933,Lincoln,1000.0,8.0,53.2344,-0.5386
2934,Lincoln,1100.0,8.0,53.2344,-0.5386
2935,Lincoln,1200.0,8.0,53.2344,-0.5386
2936,Lincoln,1300.0,9.0,53.2344,-0.5386
2937,Lincoln,1400.0,5.0,53.2344,-0.5386
2938,Lincoln,1500.0,4.0,53.2344,-0.5386
2939,Lincoln,1550.0,3.0,53.2344,-0.5386
2940,Lincoln,1600.0,3.0,53.2344,-0.5386
2941,Lincoln,1650.0,3.0,53.2344,-0.5386
2942,Lincoln,1700.0,4.0,53.2344,-0.5386
2943,Lincoln,1750.0,6.0,53.2344,-0.5386
2944,Lincoln,1800.0,7.0,53.2344,-0.5386
2945,Lincoln,1850.0,18.0,53.2344,-0.5386
2946,Lincoln,1900.0,49.0,53.2344,-0.5386
2947,Lincoln,1950.0,68.0,53.2344,-0.5386
2948,Lincoln,2000.0,93.0,53.2344,-0.5386
2969,Liverpool,700.0,0.0,53.4,-2.9833
2970,Liverpool,800.0,0.0,53.4,-2.9833
2971,Liverpool,900.0,0.0,53.4,-2.9833
2972,Liverpool,1000.0,0.0,53.4,-2.9833
2973,Liverpool,1100.0,1.0,53.4,-2.9833
2974,Liverpool,1200.0,1.0,53.4,-2.9833
2975,Liverpool,1300.0,1.0,53.4,-2.9833
2976,Liverpool,1400.0,1.0,53.4,-2.9833
2977,Liverpool,1500.0,1.0,53.4,-2.9833
2978,Liverpool,1550.0,1.0,53.4,-2.9833
2979,Liverpool,1600.0,2.0,53.4,-2.9833
2980,Liverpool,1650.0,3.0,53.4,-2.9833
2981,Liverpool,1700.0,6.0,53.4,-2.9833
2982,Liverpool,1750.0,22.0,53.4,-2.9833
2983,Liverpool,1800.0,83.0,53.4,-2.9833
2984,Liverpool,1850.0,376.0,53.4,-2.9833
2985,Liverpool,1900.0,705.0,53.4,-2.9833
2986,Liverpool,1950.0,785.0,53.4,-2.9833
2987,Liverpool,2000.0,440.0,53.4,-2.9833
3025,London,700.0,3.0,51.5072,-0.1275
3026,London,800.0,6.0,51.5072,-0.1275
3027,London,900.0,8.0,51.5072,-0.1275
3028,London,1000.0,11.0,51.5072,-0.1275
3029,London,1100.0,15.0,51.5072,-0.1275
3030,London,1200.0,40.0,51.5072,-0.1275
3031,London,1300.0,70.0,51.5072,-0.1275
3032,London,1400.0,45.0,51.5072,-0.1275
3033,London,1500.0,50.0,51.5072,-0.1275
3034,London,1550.0,100.0,51.5072,-0.1275
3035,London,1600.0,200.0,51.5072,-0.1275
3036,London,1650.0,339.0,51.5072,-0.1275
3037,London,1700.0,575.0,51.5072,-0.1275
3038,London,1750.0,675.0,51.5072,-0.1275
3039,London,1800.0,948.0,51.5072,-0.1275
3040,London,1850.0,2236.0,51.5072,-0.1275
3041,London,1900.0,6226.0,51.5072,-0.1275
3042,London,1950.0,8164.0,51.5072,-0.1275
3043,London,2000.0,7172.0,51.5072,-0.1275
3084,Loughborough,700.0,0.0,52.7705,-1.2046
3085,Loughborough,800.0,0.0,52.7705,-1.2046
3086,Loughborough,900.0,0.0,52.7705,-1.2046
3087,Loughborough,1000.0,0.0,52.7705,-1.2046
3088,Loughborough,1100.0,0.0,52.7705,-1.2046
3089,Loughborough,1200.0,0.0,52.7705,-1.2046
3090,Loughborough,1300.0,0.0,52.7705,-1.2046
3091,Loughborough,1400.0,0.0,52.7705,-1.2046
3092,Loughborough,1500.0,1.0,52.7705,-1.2046
3093,Loughborough,1550.0,2.0,52.7705,-1.2046
3094,Loughborough,1600.0,2.0,52.7705,-1.2046
3095,Loughborough,1650.0,2.0,52.7705,-1.2046
3096,Loughborough,1700.0,2.0,52.7705,-1.2046
3097,Loughborough,1750.0,3.0,52.7705,-1.2046
3098,Loughborough,1800.0,5.0,52.7705,-1.2046
3099,Loughborough,1850.0,11.0,52.7705,-1.2046
3100,Loughborough,1900.0,22.0,52.7705,-1.2046
3101,Loughborough,1950.0,36.0,52.7705,-1.2046
3102,Loughborough,2000.0,58.0,52.7705,-1.2046
3113,Luton,700.0,0.0,51.8783,-0.4147
3114,Luton,800.0,0.0,51.8783,-0.4147
3115,Luton,900.0,0.0,51.8783,-0.4147
3116,Luton,1000.0,0.0,51.8783,-0.4147
3117,Luton,1100.0,1.0,51.8783,-0.4147
3118,Luton,1200.0,1.0,51.8783,-0.4147
3119,Luton,1300.0,1.0,51.8783,-0.4147
3120,Luton,1400.0,1.0,51.8783,-0.4147
3121,Luton,1500.0,1.0,51.8783,-0.4147
3122,Luton,1550.0,2.0,51.8783,-0.4147
3123,Luton,1600.0,2.0,51.8783,-0.4147
3124,Luton,1650.0,2.0,51.8783,-0.4147
3125,Luton,1700.0,2.0,51.8783,-0.4147
3126,Luton,1750.0,2.0,51.8783,-0.4147
3127,Luton,1800.0,3.0,51.8783,-0.4147
3128,Luton,1850.0,11.0,51.8783,-0.4147
3129,Luton,1900.0,36.0,51.8783,-0.4147
3130,Luton,1950.0,109.0,51.8783,-0.4147
3131,Luton,2000.0,184.0,51.8783,-0.4147
3144,Macclesfield,700.0,0.0,53.2581,-2.1274
3145,Macclesfield,800.0,0.0,53.2581,-2.1274
3146,Macclesfield,900.0,0.0,53.2581,-2.1274
3147,Macclesfield,1000.0,0.0,53.2581,-2.1274
3148,Macclesfield,1100.0,1.0,53.2581,-2.1274
3149,Macclesfield,1200.0,1.0,53.2581,-2.1274
3150,Macclesfield,1300.0,2.0,53.2581,-2.1274
3151,Macclesfield,1400.0,1.0,53.2581,-2.1274
3152,Macclesfield,1500.0,2.0,53.2581,-2.1274
3153,Macclesfield,1550.0,3.0,53.2581,-2.1274
3154,Macclesfield,1600.0,3.0,53.2581,-2.1274
3155,Macclesfield,1650.0,4.0,53.2581,-2.1274
3156,Macclesfield,1700.0,4.0,53.2581,-2.1274
3157,Macclesfield,1750.0,7.0,53.2581,-2.1274
3158,Macclesfield,1800.0,11.0,53.2581,-2.1274
3159,Macclesfield,1850.0,39.0,53.2581,-2.1274
3160,Macclesfield,1900.0,35.0,53.2581,-2.1274
3161,Macclesfield,1950.0,43.0,53.2581,-2.1274
3162,Macclesfield,2000.0,52.0,53.2581,-2.1274
3172,Maidstone,700.0,0.0,51.272,0.529
3173,Maidstone,800.0,0.0,51.272,0.529
3174,Maidstone,900.0,0.0,51.272,0.529
3175,Maidstone,1000.0,0.0,51.272,0.529
3176,Maidstone,1100.0,0.0,51.272,0.529
3177,Maidstone,1200.0,0.0,51.272,0.529
3178,Maidstone,1300.0,0.0,51.272,0.529
3179,Maidstone,1400.0,0.0,51.272,0.529
3180,Maidstone,1500.0,2.0,51.272,0.529
3181,Maidstone,1550.0,2.0,51.272,0.529
3182,Maidstone,1600.0,3.0,51.272,0.529
3183,Maidstone,1650.0,3.0,51.272,0.529
3184,Maidstone,1700.0,4.0,51.272,0.529
3185,Maidstone,1750.0,5.0,51.272,0.529
3186,Maidstone,1800.0,8.0,51.272,0.529
3187,Maidstone,1850.0,21.0,51.272,0.529
3188,Maidstone,1900.0,34.0,51.272,0.529
3189,Maidstone,1950.0,51.0,51.272,0.529
3190,Maidstone,2000.0,75.0,51.272,0.529
3197,Manchester,700.0,1.0,53.4794,-2.2453
3198,Manchester,800.0,1.0,53.4794,-2.2453
3199,Manchester,900.0,1.0,53.4794,-2.2453
3200,Manchester,1000.0,2.0,53.4794,-2.2453
3201,Manchester,1100.0,2.0,53.4794,-2.2453
3202,Manchester,1200.0,2.0,53.4794,-2.2453
3203,Manchester,1300.0,2.0,53.4794,-2.2453
3204,Manchester,1400.0,1.0,53.4794,-2.2453
3205,Manchester,1500.0,3.0,53.4794,-2.2453
3206,Manchester,1550.0,6.0,53.4794,-2.2453
3207,Manchester,1600.0,10.0,53.4794,-2.2453
3208,Manchester,1650.0,9.0,53.4794,-2.2453
3209,Manchester,1700.0,8.0,53.4794,-2.2453
3210,Manchester,1750.0,18.0,53.4794,-2.2453
3211,Manchester,1800.0,84.0,53.4794,-2.2453
3212,Manchester,1850.0,303.0,53.4794,-2.2453
3213,Manchester,1900.0,607.0,53.4794,-2.2453
3214,Manchester,1950.0,703.0,53.4794,-2.2453
3215,Manchester,2000.0,398.0,53.4794,-2.2453
3216,Mansfield,700.0,0.0,53.15,-1.2
3217,Mansfield,800.0,0.0,53.15,-1.2
3218,Mansfield,900.0,0.0,53.15,-1.2
3219,Mansfield,1000.0,0.0,53.15,-1.2
3220,Mansfield,1100.0,1.0,53.15,-1.2
3221,Mansfield,1200.0,1.0,53.15,-1.2
3222,Mansfield,1300.0,1.0,53.15,-1.2
3223,Mansfield,1400.0,1.0,53.15,-1.2
3224,Mansfield,1500.0,1.0,53.15,-1.2
3225,Mansfield,1550.0,1.0,53.15,-1.2
3226,Mansfield,1600.0,1.0,53.15,-1.2
3227,Mansfield,1650.0,1.0,53.15,-1.2
3228,Mansfield,1700.0,1.0,53.15,-1.2
3229,Mansfield,1750.0,3.0,53.15,-1.2
3230,Mansfield,1800.0,6.0,53.15,-1.2
3231,Mansfield,1850.0,11.0,53.15,-1.2
3232,Mansfield,1900.0,15.0,53.15,-1.2
3233,Mansfield,1950.0,39.0,53.15,-1.2
3234,Mansfield,2000.0,100.0,53.15,-1.2
3240,Margate,700.0,0.0,51.385,1.3838
3241,Margate,800.0,0.0,51.385,1.3838
3242,Margate,900.0,0.0,51.385,1.3838
3243,Margate,1000.0,0.0,51.385,1.3838
3244,Margate,1100.0,0.0,51.385,1.3838
3245,Margate,1200.0,0.0,51.385,1.3838
3246,Margate,1300.0,1.0,51.385,1.3838
3247,Margate,1400.0,1.0,51.385,1.3838
3248,Margate,1500.0,1.0,51.385,1.3838
3249,Margate,1550.0,1.0,51.385,1.3838
3250,Margate,1600.0,1.0,51.385,1.3838
3251,Margate,1650.0,1.0,51.385,1.3838
3252,Margate,1700.0,1.0,51.385,1.3838
3253,Margate,1750.0,2.0,51.385,1.3838
3254,Margate,1800.0,5.0,51.385,1.3838
3255,Margate,1850.0,10.0,51.385,1.3838
3256,Margate,1900.0,23.0,51.385,1.3838
3257,Margate,1950.0,37.0,51.385,1.3838
3258,Margate,2000.0,58.0,51.385,1.3838
3328,Middlesbrough,700.0,0.0,54.5767,-1.2355
3329,Middlesbrough,800.0,0.0,54.5767,-1.2355
3330,Middlesbrough,900.0,0.0,54.5767,-1.2355
3331,Middlesbrough,1000.0,0.0,54.5767,-1.2355
3332,Middlesbrough,1100.0,0.0,54.5767,-1.2355
3333,Middlesbrough,1200.0,0.0,54.5767,-1.2355
3334,Middlesbrough,1300.0,0.0,54.5767,-1.2355
3335,Middlesbrough,1400.0,0.0,54.5767,-1.2355
3336,Middlesbrough,1500.0,0.0,54.5767,-1.2355
3337,Middlesbrough,1550.0,0.0,54.5767,-1.2355
3338,Middlesbrough,1600.0,0.0,54.5767,-1.2355
3339,Middlesbrough,1650.0,0.0,54.5767,-1.2355
3340,Middlesbrough,1700.0,0.0,54.5767,-1.2355
3341,Middlesbrough,1750.0,0.0,54.5767,-1.2355
3342,Middlesbrough,1800.0,0.0,54.5767,-1.2355
3343,Middlesbrough,1850.0,6.0,54.5767,-1.2355
3344,Middlesbrough,1900.0,91.0,54.5767,-1.2355
3345,Middlesbrough,1950.0,147.0,54.5767,-1.2355
3346,Middlesbrough,2000.0,138.0,54.5767,-1.2355
3364,Milton Keynes,700.0,0.0,52.04,-0.76
3365,Milton Keynes,800.0,0.0,52.04,-0.76
3366,Milton Keynes,900.0,0.0,52.04,-0.76
3367,Milton Keynes,1000.0,0.0,52.04,-0.76
3368,Milton Keynes,1100.0,0.0,52.04,-0.76
3369,Milton Keynes,1200.0,0.0,52.04,-0.76
3370,Milton Keynes,1300.0,0.0,52.04,-0.76
3371,Milton Keynes,1400.0,0.0,52.04,-0.76
