,city,year,population,latitude,longitude
1263,Congleton,2000.0,26.0,53.162,-2.217
1303,Crawley,700.0,0.0,51.1092,-0.1872
1304,Crawley,800.0,0.0,51.1092,-0.1872
1305,Crawley,900.0,0.0,51.1092,-0.1872
1306,Crawley,1000.0,0.0,51.1092,-0.1872
1307,Crawley,1100.0,0.0,51.1092,-0.1872
1308,Crawley,1200.0,1.0,51.1092,-0.1872
1309,Crawley,1300.0,1.0,51.1092,-0.1872
1310,Crawley,1400.0,1.0,51.1092,-0.1872
1311,Crawley,1500.0,1.0,51.1092,-0.1872
1312,Crawley,1550.0,1.0,51.1092,-0.1872
1313,Crawley,1600.0,1.0,51.1092,-0.1872
1314,Crawley,1650.0,1.0,51.1092,-0.1872
1315,Crawley,1700.0,1.0,51.1092,-0.1872
1316,Crawley,1750.0,1.0,51.1092,-0.1872
1317,Crawley,1800.0,2.0,51.1092,-0.1872
1318,Crawley,1850.0,3.0,51.1092,-0.1872
1319,Crawley,1900.0,4.0,51.1092,-0.1872
1320,Crawley,1950.0,13.0,51.1092,-0.1872
1321,Crawley,2000.0,107.0,51.1092,-0.1872
1345,Croydon,700.0,0.0,51.3727,-0.1099
1346,Croydon,800.0,0.0,51.3727,-0.1099
1347,Croydon,900.0,0.0,51.3727,-0.1099
1348,Croydon,1000.0,1.0,51.3727,-0.1099
1349,Croydon,1100.0,1.0,51.3727,-0.1099
1350,Croydon,1200.0,2.0,51.3727,-0.1099
1351,Croydon,1300.0,2.0,51.3727,-0.1099
1352,Croydon,1400.0,1.0,51.3727,-0.1099
1353,Croydon,1500.0,1.0,51.3727,-0.1099
1354,Croydon,1550.0,1.0,51.3727,-0.1099
1355,Croydon,1600.0,2.0,51.3727,-0.1099
1356,Croydon,1650.0,2.0,51.3727,-0.1099
1357,Croydon,1700.0,2.0,51.3727,-0.1099
1358,Croydon,1750.0,3.0,51.3727,-0.1099
1359,Croydon,1800.0,6.0,51.3727,-0.1099
1360,Croydon,1850.0,20.0,51.3727,-0.1099
1361,Croydon,1900.0,134.0,51.3727,-0.1099
1362,Croydon,1950.0,99.0,51.3727,-0.1099
1363,Croydon,2000.0,73.0,51.3727,-0.1099
1395,Darlington,700.0,0.0,54.527,-1.5526
1396,Darlington,800.0,0.0,54.527,-1.5526
1397,Darlington,900.0,0.0,54.527,-1.5526
1398,Darlington,1000.0,0.0,54.527,-1.5526
1399,Darlington,1100.0,1.0,54.527,-1.5526
1400,Darlington,1200.0,1.0,54.527,-1.5526
1401,Darlington,1300.0,1.0,54.527,-1.5526
1402,Darlington,1400.0,1.0,54.527,-1.5526
1403,Darlington,1500.0,1.0,54.527,-1.5526
1404,Darlington,1550.0,1.0,54.527,-1.5526
1405,Darlington,1600.0,1.0,54.527,-1.5526
1406,Darlington,1650.0,1.0,54.527,-1.5526
1407,Darlington,1700.0,1.0,54.527,-1.5526
1408,Darlington,1750.0,2.0,54.527,-1.5526
1409,Darlington,1800.0,5.0,54.527,-1.5526
1410,Darlington,1850.0,11.0,54.527,-1.5526
1411,Darlington,1900.0,45.0,54.527,-1.5526
1412,Darlington,1950.0,66.0,54.527,-1.5526
1413,Darlington,2000.0,98.0,54.527,-1.5526
1423,Deal,700.0,0.0,51.2226,1.4006
1424,Deal,800.0,0.0,51.2226,1.4006
1425,Deal,900.0,0.0,51.2226,1.4006
1426,Deal,1000.0,0.0,51.2226,1.4006
1427,Deal,1100.0,1.0,51.2226,1.4006
1428,Deal,1200.0,1.0,51.2226,1.4006
1429,Deal,1300.0,1.0,51.2226,1.4006
1430,Deal,1400.0,1.0,51.2226,1.4006
1431,Deal,1500.0,1.0,51.2226,1.4006
1432,Deal,1550.0,1.0,51.2226,1.4006
1433,Deal,1600.0,2.0,51.2226,1.4006
1434,Deal,1650.0,2.0,51.2226,1.4006
1435,Deal,1700.0,2.0,51.2226,1.4006
1436,Deal,1750.0,3.0,51.2226,1.4006
1437,Deal,1800.0,5.0,51.2226,1.4006
1438,Deal,1850.0,7.0,51.2226,1.4006
1439,Deal,1900.0,11.0,51.2226,1.4006
1440,Deal,1950.0,18.0,51.2226,1.4006
1441,Deal,2000.0,29.0,51.2226,1.4006
1470,Derby,700.0,0.0,52.9167,-1.4667
1471,Derby,800.0,0.0,52.9167,-1.4667
1472,Derby,900.0,0.0,52.9167,-1.4667
1473,Derby,1000.0,0.0,52.9167,-1.4667
1474,Derby,1100.0,1.0,52.9167,-1.4667
1475,Derby,1200.0,1.0,52.9167,-1.4667
1476,Derby,1300.0,1.0,52.9167,-1.4667
1477,Derby,1400.0,1.0,52.9167,-1.4667
1478,Derby,1500.0,2.0,52.9167,-1.4667
1479,Derby,1550.0,2.0,52.9167,-1.4667
1480,Derby,1600.0,1.0,52.9167,-1.4667
1481,Derby,1650.0,2.0,52.9167,-1.4667
1482,Derby,1700.0,3.0,52.9167,-1.4667
1483,Derby,1750.0,6.0,52.9167,-1.4667
1484,Derby,1800.0,11.0,52.9167,-1.4667
1485,Derby,1850.0,43.0,52.9167,-1.4667
1486,Derby,1900.0,115.0,52.9167,-1.4667
1487,Derby,1950.0,141.0,52.9167,-1.4667
1488,Derby,2000.0,236.0,52.9167,-1.4667
1508,Doncaster,700.0,1.0,53.515,-1.133
1509,Doncaster,800.0,1.0,53.515,-1.133
1510,Doncaster,900.0,1.0,53.515,-1.133
1511,Doncaster,1000.0,1.0,53.515,-1.133
1512,Doncaster,1100.0,1.0,53.515,-1.133
1513,Doncaster,1200.0,1.0,53.515,-1.133
1514,Doncaster,1300.0,2.0,53.515,-1.133
1515,Doncaster,1400.0,1.0,53.515,-1.133
1516,Doncaster,1500.0,1.0,53.515,-1.133
1517,Doncaster,1550.0,1.0,53.515,-1.133
1518,Doncaster,1600.0,2.0,53.515,-1.133
1519,Doncaster,1650.0,2.0,53.515,-1.133
1520,Doncaster,1700.0,2.0,53.515,-1.133
1521,Doncaster,1750.0,3.0,53.515,-1.133
1522,Doncaster,1800.0,6.0,53.515,-1.133
1523,Doncaster,1850.0,12.0,53.515,-1.133
1524,Doncaster,1900.0,29.0,53.515,-1.133
1525,Doncaster,1950.0,44.0,53.515,-1.133
1526,Doncaster,2000.0,68.0,53.515,-1.133
1533,Dover,700.0,1.0,51.1295,1.3089
1534,Dover,800.0,1.0,51.1295,1.3089
1535,Dover,900.0,1.0,51.1295,1.3089
1536,Dover,1000.0,1.0,51.1295,1.3089
1537,Dover,1100.0,2.0,51.1295,1.3089
1538,Dover,1200.0,2.0,51.1295,1.3089
1539,Dover,1300.0,2.0,51.1295,1.3089
1540,Dover,1400.0,1.0,51.1295,1.3089
1541,Dover,1500.0,2.0,51.1295,1.3089
1542,Dover,1550.0,2.0,51.1295,1.3089
1543,Dover,1600.0,3.0,51.1295,1.3089
1544,Dover,1650.0,3.0,51.1295,1.3089
1545,Dover,1700.0,4.0,51.1295,1.3089
1546,Dover,1750.0,7.0,51.1295,1.3089
1547,Dover,1800.0,11.0,51.1295,1.3089
1548,Dover,1850.0,28.0,51.1295,1.3089
1549,Dover,1900.0,42.0,51.1295,1.3089
1550,Dover,1950.0,34.0,51.1295,1.3089
1551,Dover,2000.0,28.0,51.1295,1.3089
1564,Dudley,700.0,0.0,52.508,-2.089
1565,Dudley,800.0,1.0,52.508,-2.089
1566,Dudley,900.0,1.0,52.508,-2.089
1567,Dudley,1000.0,2.0,52.508,-2.089
1568,Dudley,1100.0,2.0,52.508,-2.089
1569,Dudley,1200.0,3.0,52.508,-2.089
1570,Dudley,1300.0,3.0,52.508,-2.089
1571,Dudley,1400.0,2.0,52.508,-2.089
1572,Dudley,1500.0,2.0,52.508,-2.089
1573,Dudley,1550.0,3.0,52.508,-2.089
1574,Dudley,1600.0,3.0,52.508,-2.089
1575,Dudley,1650.0,4.0,52.508,-2.089
1576,Dudley,1700.0,4.0,52.508,-2.089
1577,Dudley,1750.0,5.0,52.508,-2.089
1578,Dudley,1800.0,10.0,52.508,-2.089
1579,Dudley,1850.0,38.0,52.508,-2.089
1580,Dudley,1900.0,49.0,52.508,-2.089
1581,Dudley,1950.0,98.0,52.508,-2.089
1582,Dudley,2000.0,195.0,52.508,-2.089
1590,Dundee,700.0,0.0,56.462,-2.9707
1591,Dundee,800.0,0.0,56.462,-2.9707
1592,Dundee,900.0,0.0,56.462,-2.9707
1593,Dundee,1000.0,0.0,56.462,-2.9707
1594,Dundee,1100.0,1.0,56.462,-2.9707
1595,Dundee,1200.0,1.0,56.462,-2.9707
1596,Dundee,1300.0,2.0,56.462,-2.9707
1597,Dundee,1400.0,1.0,56.462,-2.9707
1598,Dundee,1500.0,4.0,56.462,-2.9707
1599,Dundee,1550.0,5.0,56.462,-2.9707
1600,Dundee,1600.0,7.0,56.462,-2.9707
1601,Dundee,1650.0,8.0,56.462,-2.9707
1602,Dundee,1700.0,10.0,56.462,-2.9707
1603,Dundee,1750.0,12.0,56.462,-2.9707
1604,Dundee,1800.0,26.0,56.462,-2.9707
1605,Dundee,1850.0,79.0,56.462,-2.9707
1606,Dundee,1900.0,161.0,56.462,-2.9707
1607,Dundee,1950.0,158.0,56.462,-2.9707
1608,Dundee,2000.0,155.0,56.462,-2.9707
1615,Durham,700.0,0.0,54.7761,-1.5733
1616,Durham,800.0,0.0,54.7761,-1.5733
1617,Durham,900.0,0.0,54.7761,-1.5733
1618,Durham,1000.0,1.0,54.7761,-1.5733
1619,Durham,1100.0,1.0,54.7761,-1.5733
1620,Durham,1200.0,2.0,54.7761,-1.5733
1621,Durham,1300.0,2.0,54.7761,-1.5733
1622,Durham,1400.0,1.0,54.7761,-1.5733
1623,Durham,1500.0,3.0,54.7761,-1.5733
1624,Durham,1550.0,2.0,54.7761,-1.5733
1625,Durham,1600.0,2.0,54.7761,-1.5733
1626,Durham,1650.0,1.0,54.7761,-1.5733
1627,Durham,1700.0,1.0,54.7761,-1.5733
1628,Durham,1750.0,3.0,54.7761,-1.5733
1629,Durham,1800.0,8.0,54.7761,-1.5733
1630,Durham,1850.0,13.0,54.7761,-1.5733
1631,Durham,1900.0,15.0,54.7761,-1.5733
1632,Durham,1950.0,25.0,54.7761,-1.5733
1633,Durham,2000.0,42.0,54.7761,-1.5733
1682,Edinburgh,700.0,0.0,55.953,-3.189
1683,Edinburgh,800.0,0.0,55.953,-3.189
1684,Edinburgh,900.0,0.0,55.953,-3.189
1685,Edinburgh,1000.0,1.0,55.953,-3.189
1686,Edinburgh,1100.0,2.0,55.953,-3.189
1687,Edinburgh,1200.0,3.0,55.953,-3.189
1688,Edinburgh,1300.0,6.0,55.953,-3.189
1689,Edinburgh,1400.0,2.0,55.953,-3.189
1690,Edinburgh,1500.0,18.0,55.953,-3.189
1691,Edinburgh,1550.0,16.0,55.953,-3.189
1692,Edinburgh,1600.0,15.0,55.953,-3.189
1693,Edinburgh,1650.0,23.0,55.953,-3.189
1694,Edinburgh,1700.0,36.0,55.953,-3.189
1695,Edinburgh,1750.0,57.0,55.953,-3.189
1696,Edinburgh,1800.0,67.0,55.953,-3.189
1697,Edinburgh,1850.0,160.0,55.953,-3.189
1698,Edinburgh,1900.0,316.0,55.953,-3.189
1699,Edinburgh,1950.0,377.0,55.953,-3.189
1700,Edinburgh,2000.0,449.0,55.953,-3.189
1711,Ellesmere,700.0,0.0,52.9082,-2.8944
1712,Ellesmere,800.0,0.0,52.9082,-2.8944
1713,Ellesmere,900.0,0.0,52.9082,-2.8944
1714,Ellesmere,1000.0,0.0,52.9082,-2.8944
1715,Ellesmere,1100.0,1.0,52.9082,-2.8944
1716,Ellesmere,1200.0,1.0,52.9082,-2.8944
1717,Ellesmere,1300.0,2.0,52.9082,-2.8944
1718,Ellesmere,1400.0,1.0,52.9082,-2.8944
1719,Ellesmere,1500.0,1.0,52.9082,-2.8944
1720,Ellesmere,1550.0,1.0,52.9082,-2.8944
1721,Ellesmere,1600.0,2.0,52.9082,-2.8944
1722,Ellesmere,1650.0,2.0,52.9082,-2.8944
1723,Ellesmere,1700.0,2.0,52.9082,-2.8944
1724,Ellesmere,1750.0,2.0,52.9082,-2.8944
1725,Ellesmere,1800.0,3.0,52.9082,-2.8944
1726,Ellesmere,1850.0,7.0,52.9082,-2.8944
1727,Ellesmere,1900.0,2.0,52.9082,-2.8944
1728,Ellesmere,1950.0,2.0,52.9082,-2.8944
1729,Ellesmere,2000.0,3.0,52.9082,-2.8944
1741,Ely,700.0,1.0,52.3981,0.2622
1742,Ely,800.0,1.0,52.3981,0.2622
1743,Ely,900.0,1.0,52.3981,0.2622
1744,Ely,1000.0,2.0,52.3981,0.2622
1745,Ely,1100.0,2.0,52.3981,0.2622
1746,Ely,1200.0,2.0,52.3981,0.2622
1747,Ely,1300.0,3.0,52.3981,0.2622
1748,Ely,1400.0,2.0,52.3981,0.2622
1749,Ely,1500.0,2.0,52.3981,0.2622
1750,Ely,1550.0,3.0,52.3981,0.2622
1751,Ely,1600.0,3.0,52.3981,0.2622
1752,Ely,1650.0,4.0,52.3981,0.2622
1753,Ely,1700.0,4.0,52.3981,0.2622
1754,Ely,1750.0,4.0,52.3981,0.2622
1755,Ely,1800.0,5.0,52.3981,0.2622
1756,Ely,1850.0,12.0,52.3981,0.2622
1757,Ely,1900.0,8.0,52.3981,0.2622
1758,Ely,1950.0,10.0,52.3981,0.2622
1759,Ely,2000.0,15.0,52.3981,0.2622
1780,Exeter,700.0,1.0,50.7167,-3.5333
1781,Exeter,800.0,1.0,50.7167,-3.5333
1782,Exeter,900.0,2.0,50.7167,-3.5333
1783,Exeter,1000.0,3.0,50.7167,-3.5333
1784,Exeter,1100.0,4.0,50.7167,-3.5333
1785,Exeter,1200.0,5.0,50.7167,-3.5333
1786,Exeter,1300.0,6.0,50.7167,-3.5333
1787,Exeter,1400.0,4.0,50.7167,-3.5333
1788,Exeter,1500.0,7.0,50.7167,-3.5333
1789,Exeter,1550.0,8.0,50.7167,-3.5333
1790,Exeter,1600.0,9.0,50.7167,-3.5333
1791,Exeter,1650.0,11.0,50.7167,-3.5333
1792,Exeter,1700.0,14.0,50.7167,-3.5333
1793,Exeter,1750.0,16.0,50.7167,-3.5333
1794,Exeter,1800.0,17.0,50.7167,-3.5333
1795,Exeter,1850.0,39.0,50.7167,-3.5333
1796,Exeter,1900.0,47.0,50.7167,-3.5333
1797,Exeter,1950.0,73.0,50.7167,-3.5333
1798,Exeter,2000.0,112.0,50.7167,-3.5333
1870,Frome,700.0,1.0,51.2279,-2.3215
1871,Frome,800.0,1.0,51.2279,-2.3215
1872,Frome,900.0,1.0,51.2279,-2.3215
1873,Frome,1000.0,1.0,51.2279,-2.3215
1874,Frome,1100.0,1.0,51.2279,-2.3215
1875,Frome,1200.0,1.0,51.2279,-2.3215
1876,Frome,1300.0,1.0,51.2279,-2.3215
1877,Frome,1400.0,1.0,51.2279,-2.3215
1878,Frome,1500.0,1.0,51.2279,-2.3215
1879,Frome,1550.0,1.0,51.2279,-2.3215
1880,Frome,1600.0,1.0,51.2279,-2.3215
1881,Frome,1650.0,1.0,51.2279,-2.3215
1882,Frome,1700.0,1.0,51.2279,-2.3215
1883,Frome,1750.0,3.0,51.2279,-2.3215
1884,Frome,1800.0,9.0,51.2279,-2.3215
1885,Frome,1850.0,12.0,51.2279,-2.3215
1886,Frome,1900.0,11.0,51.2279,-2.3215
1887,Frome,1950.0,17.0,51.2279,-2.3215
1888,Frome,2000.0,25.0,51.2279,-2.3215
1904,Gateshead,700.0,1.0,54.95,-1.6
1905,Gateshead,800.0,1.0,54.95,-1.6
1906,Gateshead,900.0,1.0,54.95,-1.6
1907,Gateshead,1000.0,1.0,54.95,-1.6
1908,Gateshead,1100.0,1.0,54.95,-1.6
1909,Gateshead,1200.0,1.0,54.95,-1.6
1910,Gateshead,1300.0,2.0,54.95,-1.6
1911,Gateshead,1400.0,1.0,54.95,-1.6
1912,Gateshead,1500.0,1.0,54.95,-1.6
1913,Gateshead,1550.0,1.0,54.95,-1.6
1914,Gateshead,1600.0,2.0,54.95,-1.6
1915,Gateshead,1650.0,2.0,54.95,-1.6
1916,Gateshead,1700.0,2.0,54.95,-1.6
1917,Gateshead,1750.0,4.0,54.95,-1.6
1918,Gateshead,1800.0,9.0,54.95,-1.6
1919,Gateshead,1850.0,26.0,54.95,-1.6
1920,Gateshead,1900.0,110.0,54.95,-1.6
1921,Gateshead,1950.0,115.0,54.95,-1.6
1922,Gateshead,2000.0,78.0,54.95,-1.6
1928,Gillingham,700.0,0.0,51.385,0.55
1929,Gillingham,700.0,0.0,51.0375,-2.2748
1930,Gillingham,800.0,0.0,51.385,0.55
1931,Gillingham,800.0,0.0,51.0375,-2.2748
1932,Gillingham,900.0,0.0,51.385,0.55
1933,Gillingham,900.0,0.0,51.0375,-2.2748
1934,Gillingham,1000.0,0.0,51.385,0.55
1935,Gillingham,1000.0,0.0,51.0375,-2.2748
1936,Gillingham,1100.0,1.0,51.385,0.55
1937,Gillingham,1100.0,1.0,51.0375,-2.2748
1938,Gillingham,1200.0,1.0,51.385,0.55
1939,Gillingham,1200.0,1.0,51.0375,-2.2748
1940,Gillingham,1300.0,1.0,51.385,0.55
1941,Gillingham,1300.0,1.0,51.0375,-2.2748
1942,Gillingham,1400.0,1.0,51.385,0.55
1943,Gillingham,1400.0,1.0,51.0375,-2.2748
1944,Gillingham,1500.0,1.0,51.385,0.55
1945,Gillingham,1500.0,1.0,51.0375,-2.2748
1946,Gillingham,1550.0,1.0,51.385,0.55
1947,Gillingham,1550.0,1.0,51.0375,-2.2748
1948,Gillingham,1600.0,1.0,51.385,0.55
1949,Gillingham,1600.0,1.0,51.0375,-2.2748
1950,Gillingham,1650.0,1.0,51.385,0.55
1951,Gillingham,1650.0,1.0,51.0375,-2.2748
1952,Gillingham,1700.0,1.0,51.385,0.55
1953,Gillingham,1700.0,1.0,51.0375,-2.2748
1954,Gillingham,1750.0,2.0,51.385,0.55
1955,Gillingham,1750.0,2.0,51.0375,-2.2748
1956,Gillingham,1800.0,5.0,51.385,0.55
1957,Gillingham,1800.0,5.0,51.0375,-2.2748
1958,Gillingham,1850.0,8.0,51.385,0.55
1959,Gillingham,1850.0,8.0,51.0375,-2.2748
1960,Gillingham,1900.0,3.0,51.385,0.55
1961,Gillingham,1900.0,3.0,51.0375,-2.2748
1962,Gillingham,1950.0,17.0,51.385,0.55
1963,Gillingham,1950.0,17.0,51.0375,-2.2748
1964,Gillingham,2000.0,100.0,51.385,0.55
1965,Gillingham,2000.0,100.0,51.0375,-2.2748
1969,Glasgow,700.0,0.0,55.8609,-4.2514
1970,Glasgow,800.0,0.0,55.8609,-4.2514
1971,Glasgow,900.0,0.0,55.8609,-4.2514
1972,Glasgow,1000.0,0.0,55.8609,-4.2514
1973,Glasgow,1100.0,0.0,55.8609,-4.2514
1974,Glasgow,1200.0,1.0,55.8609,-4.2514
1975,Glasgow,1300.0,2.0,55.8609,-4.2514
1976,Glasgow,1400.0,2.0,55.8609,-4.2514
1977,Glasgow,1500.0,4.0,55.8609,-4.2514
1978,Glasgow,1550.0,6.0,55.8609,-4.2514
1979,Glasgow,1600.0,8.0,55.8609,-4.2514
1980,Glasgow,1650.0,10.0,55.8609,-4.2514
1981,Glasgow,1700.0,13.0,55.8609,-4.2514
1982,Glasgow,1750.0,25.0,55.8609,-4.2514
1983,Glasgow,1800.0,70.0,55.8609,-4.2514
1984,Glasgow,1850.0,345.0,55.8609,-4.2514
1985,Glasgow,1900.0,784.0,55.8609,-4.2514
1986,Glasgow,1950.0,1079.0,55.8609,-4.2514
1987,Glasgow,2000.0,630.0,55.8609,-4.2514
2032,Gosport,700.0,0.0,50.7948,-1.1243
2033,Gosport,800.0,0.0,50.7948,-1.1243
2034,Gosport,900.0,0.0,50.7948,-1.1243
2035,Gosport,1000.0,0.0,50.7948,-1.1243
2036,Gosport,1100.0,0.0,50.7948,-1.1243
2037,Gosport,1200.0,0.0,50.7948,-1.1243
2038,Gosport,1300.0,0.0,50.7948,-1.1243
2039,Gosport,1400.0,0.0,50.7948,-1.1243
2040,Gosport,1500.0,0.0,50.7948,-1.1243
2041,Gosport,1550.0,0.0,50.7948,-1.1243
2042,Gosport,1600.0,0.0,50.7948,-1.1243
2043,Gosport,1650.0,1.0,50.7948,-1.1243
2044,Gosport,1700.0,1.0,50.7948,-1.1243
2045,Gosport,1750.0,3.0,50.7948,-1.1243
2046,Gosport,1800.0,8.0,50.7948,-1.1243
2047,Gosport,1850.0,7.0,50.7948,-1.1243
2048,Gosport,1900.0,29.0,50.7948,-1.1243
2049,Gosport,1950.0,49.0,50.7948,-1.1243
2050,Gosport,2000.0,83.0,50.7948,-1.1243
2058,Gravesend,700.0,0.0,51.4415,0.3685
2059,Gravesend,800.0,0.0,51.4415,0.3685
2060,Gravesend,900.0,0.0,51.4415,0.3685
2061,Gravesend,1000.0,0.0,51.4415,0.3685
2062,Gravesend,1100.0,0.0,51.4415,0.3685
2063,Gravesend,1200.0,0.0,51.4415,0.3685
2064,Gravesend,1300.0,1.0,51.4415,0.3685
2065,Gravesend,1400.0,1.0,51.4415,0.3685
2066,Gravesend,1500.0,1.0,51.4415,0.3685
2067,Gravesend,1550.0,1.0,51.4415,0.3685
2068,Gravesend,1600.0,2.0,51.4415,0.3685
2069,Gravesend,1650.0,2.0,51.4415,0.3685
2070,Gravesend,1700.0,2.0,51.4415,0.3685
2071,Gravesend,1750.0,2.0,51.4415,0.3685
2072,Gravesend,1800.0,2.0,51.4415,0.3685
2073,Gravesend,1850.0,17.0,51.4415,0.3685
2074,Gravesend,1900.0,27.0,51.4415,0.3685
2075,Gravesend,1950.0,41.0,51.4415,0.3685
2076,Gravesend,2000.0,63.0,51.4415,0.3685
2096,Great Yarmouth,700.0,0.0,52.606,1.729
2097,Great Yarmouth,800.0,0.0,52.606,1.729
2098,Great Yarmouth,900.0,0.0,52.606,1.729
2099,Great Yarmouth,1000.0,0.0,52.606,1.729
2100,Great Yarmouth,1100.0,0.0,52.606,1.729
2101,Great Yarmouth,1200.0,1.0,52.606,1.729
2102,Great Yarmouth,1300.0,2.0,52.606,1.729
2103,Great Yarmouth,1400.0,1.0,52.606,1.729
2104,Great Yarmouth,1500.0,4.0,52.606,1.729
2105,Great Yarmouth,1550.0,6.0,52.606,1.729
2106,Great Yarmouth,1600.0,8.0,52.606,1.729
2107,Great Yarmouth,1650.0,9.0,52.606,1.729
2108,Great Yarmouth,1700.0,10.0,52.606,1.729
2109,Great Yarmouth,1750.0,10.0,52.606,1.729
2110,Great Yarmouth,1800.0,17.0,52.606,1.729
2111,Great Yarmouth,1850.0,31.0,52.606,1.729
2112,Great Yarmouth,1900.0,51.0,52.606,1.729
2113,Great Yarmouth,1950.0,54.0,52.606,1.729
2114,Great Yarmouth,2000.0,58.0,52.606,1.729
2119,Greenock,700.0,0.0,55.95,-4.765
2120,Greenock,800.0,0.0,55.95,-4.765
2121,Greenock,900.0,0.0,55.95,-4.765
2122,Greenock,1000.0,0.0,55.95,-4.765
2123,Greenock,1100.0,0.0,55.95,-4.765
2124,Greenock,1200.0,0.0,55.95,-4.765
2125,Greenock,1300.0,0.0,55.95,-4.765
2126,Greenock,1400.0,0.0,55.95,-4.765
2127,Greenock,1500.0,0.0,55.95,-4.765
2128,Greenock,1550.0,0.0,55.95,-4.765
2129,Greenock,1600.0,1.0,55.95,-4.765
2130,Greenock,1650.0,2.0,55.95,-4.765
2131,Greenock,1700.0,3.0,55.95,-4.765
2132,Greenock,1750.0,4.0,55.95,-4.765
2133,Greenock,1800.0,17.0,55.95,-4.765
2134,Greenock,1850.0,37.0,55.95,-4.765
2135,Greenock,1900.0,68.0,55.95,-4.765
2136,Greenock,1950.0,55.0,55.95,-4.765
2137,Greenock,2000.0,45.0,55.95,-4.765
2163,Grimsby,700.0,0.0,53.5595,-0.068
2164,Grimsby,800.0,0.0,53.5595,-0.068
2165,Grimsby,900.0,1.0,53.5595,-0.068
2166,Grimsby,1000.0,1.0,53.5595,-0.068
2167,Grimsby,1100.0,1.0,53.5595,-0.068
2168,Grimsby,1200.0,1.0,53.5595,-0.068
2169,Grimsby,1300.0,1.0,53.5595,-0.068
2170,Grimsby,1400.0,1.0,53.5595,-0.068
2171,Grimsby,1500.0,1.0,53.5595,-0.068
2172,Grimsby,1550.0,1.0,53.5595,-0.068
2173,Grimsby,1600.0,1.0,53.5595,-0.068
2174,Grimsby,1650.0,1.0,53.5595,-0.068
2175,Grimsby,1700.0,1.0,53.5595,-0.068
2176,Grimsby,1750.0,1.0,53.5595,-0.068
2177,Grimsby,1800.0,2.0,53.5595,-0.068
2178,Grimsby,1850.0,9.0,53.5595,-0.068
2179,Grimsby,1900.0,63.0,53.5595,-0.068
2180,Grimsby,1950.0,74.0,53.5595,-0.068
2181,Grimsby,2000.0,88.0,53.5595,-0.068
2183,Guildford,700.0,0.0,51.2365,-0.5703
2184,Guildford,800.0,0.0,51.2365,-0.5703
2185,Guildford,900.0,0.0,51.2365,-0.5703
2186,Guildford,1000.0,0.0,51.2365,-0.5703
2187,Guildford,1100.0,1.0,51.2365,-0.5703
2188,Guildford,1200.0,1.0,51.2365,-0.5703
2189,Guildford,1300.0,1.0,51.2365,-0.5703
2190,Guildford,1400.0,1.0,51.2365,-0.5703
2191,Guildford,1500.0,1.0,51.2365,-0.5703
2192,Guildford,1550.0,1.0,51.2365,-0.5703
2193,Guildford,1600.0,1.0,51.2365,-0.5703
2194,Guildford,1650.0,1.0,51.2365,-0.5703
2195,Guildford,1700.0,1.0,51.2365,-0.5703
2196,Guildford,1750.0,2.0,51.2365,-0.5703
2197,Guildford,1800.0,3.0,51.2365,-0.5703
2198,Guildford,1850.0,7.0,51.2365,-0.5703
2199,Guildford,1900.0,16.0,51.2365,-0.5703
2200,Guildford,1950.0,33.0,51.2365,-0.5703
2201,Guildford,2000.0,67.0,51.2365,-0.5703
2219,Halifax,700.0,0.0,53.725,-1.863
2220,Halifax,800.0,0.0,53.725,-1.863
2221,Halifax,900.0,0.0,53.725,-1.863
2222,Halifax,1000.0,0.0,53.725,-1.863
2223,Halifax,1100.0,0.0,53.725,-1.863
2224,Halifax,1200.0,1.0,53.725,-1.863
2225,Halifax,1300.0,1.0,53.725,-1.863
2226,Halifax,1400.0,1.0,53.725,-1.863
2227,Halifax,1500.0,2.0,53.725,-1.863
2228,Halifax,1550.0,2.0,53.725,-1.863
2229,Halifax,1600.0,2.0,53.725,-1.863
2230,Halifax,1650.0,3.0,53.725,-1.863
2231,Halifax,1700.0,3.0,53.725,-1.863
2232,Halifax,1750.0,6.0,53.725,-1.863
2233,Halifax,1800.0,12.0,53.725,-1.863
2234,Halifax,1850.0,34.0,53.725,-1.863
2235,Halifax,1900.0,105.0,53.725,-1.863
2236,Halifax,1950.0,93.0,53.725,-1.863
2237,Halifax,2000.0,82.0,53.725,-1.863
2243,Hamilton,700.0,0.0,55.777,-4.039
2244,Hamilton,800.0,0.0,55.777,-4.039
2245,Hamilton,900.0,0.0,55.777,-4.039
2246,Hamilton,1000.0,0.0,55.777,-4.039
2247,Hamilton,1100.0,0.0,55.777,-4.039
2248,Hamilton,1200.0,0.0,55.777,-4.039
2249,Hamilton,1300.0,1.0,55.777,-4.039
2250,Hamilton,1400.0,1.0,55.777,-4.039
2251,Hamilton,1500.0,3.0,55.777,-4.039
2252,Hamilton,1550.0,3.0,55.777,-4.039
2253,Hamilton,1600.0,4.0,55.777,-4.039
2254,Hamilton,1650.0,5.0,55.777,-4.039
2255,Hamilton,1700.0,5.0,55.777,-4.039
2256,Hamilton,1750.0,6.0,55.777,-4.039
2257,Hamilton,1800.0,7.0,55.777,-4.039
2258,Hamilton,1850.0,11.0,55.777,-4.039
2259,Hamilton,1900.0,33.0,55.777,-4.039
2260,Hamilton,1950.0,40.0,55.777,-4.039
