name,diocese,town,region,order,typeHouse,members,year,latitude,longitude,mother hou,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,founded,foundedSource
Sele Whitefriars,,Sele,9,Carmelites,,,1538,50.887528,-0.305654,,,,2,0,1,0,1,0,0.650113754,0,,SUSSEX,,
Sempringham Priory,,Pointon and Sempringham,6,Gilbertine,,Mixed,1538,52.878899,-0.358087,,317,5.758901774,2,0,1,1,0,1,1.389776325,0,0,LINCOLNSHIRE,,
Shaftesbury Abbey,,Shaftesbury,8,Benedictine,,Nuns,1539,51.0053,-2.1986,,,,3,1,0,0,1,0,2.140841503,1,,DORSET,,
Shap Abbey,,Shap Rural,1,Premonstratensian,,Canons,1540,54.530329,-2.699846,,154,5.036952602,4,0,1,0,1,1,3.973386424,0,0,WESTMORLAND,1200,https://www.english-heritage.org.uk/visit/places/shap-abbey/history/
Sheen Priory,,Sheen,10,Carthusian,,Monks,1539,51.4681,-0.3148,,800,6.684611728,3,0,1,1,0,0,0.201113152,0,0,SURREY,,
Shelford Priory,,Shelford,6,Augustinian,,Canons,1536,52.98306,-0.9994,,116,4.753590191,0,1,0,0,1,0,1.716565016,0,0,NOTTINGHAMSHIRE,1160,https://www.british-history.ac.uk/vch/notts/vol2/pp117-120 says KH2 tagged to middle
Sherborne Abbey,,Sherborne,8,Benedictine,,Monks,1539,50.946667,-2.516667,,682,6.525029658,3,1,0,1,0,0,2.463831918,0,0,DORSET,,
Shingay Preceptory,,,7,Augustinian,Knights Hospitaller,,1539,52.10839,-0.088513,,175,5.164785974,3,1,0,0,1,0,0.599121008,0,0,CAMBRIDGESHIRE,,
Shouldham Priory,,,7,Gilbertine,,Mixed,1538,52.656287,0.482352,,138,4.927253685,2,0,1,0,1,0,1.294031101,0,0,NORFOLK,,
Shrewsbury Abbey,,Shrewsbury,5,Benedictine,,Monks,1540,52.707607,-2.743916,,532,6.276643489,4,1,0,1,0,0,2.886030525,0,0,SHROPSHIRE,,
Shrewsbury Austin Friars,,Shrewsbury,5,Augustinian,Austin Friars,Friars,1538,52.708811,-2.760261,Ludlow,,,2,1,0,0,1,0,2.901406997,0,,SHROPSHIRE,,
Shrewsbury Blackfriars,,Shrewsbury,5,Dominican,,Friars,1539,52.708795,-2.749924,Oxford,,,3,0,1,0,1,0,2.891990148,0,,SHROPSHIRE,,
Shrewsbury Greyfriars,,Shrewsbury,5,Franciscan,"Friars Minor, Conventual",Friars,1539,52.705021,-2.748964,Worcester,,,3,0,1,0,1,0,2.889553699,0,,SHROPSHIRE,,
Shulbrede Priory,,Linchmere,9,Augustinian,,Canons,1536,51.061678,-0.750938,,72,4.276666119,0,1,0,0,1,0,0.775549192,0,0,SUSSEX,,
Sibton Abbey,,Yoxford,7,Cistercian,,Monks,1536,52.27565,1.465491,Warden,250,5.521460918,0,1,0,1,0,0,1.758971398,0,0,SUFFOLK,,
Sixhills Priory,,,6,Gilbertine,,Mixed,1538,53.369763,-0.253018,,135,4.905274778,2,0,1,0,1,1,1.864650445,0,0,LINCOLNSHIRE,,
Skewkirk,,,3,Augustinian,,Canons,1540,53.981178,-1.281785,,8,2.079441542,4,1,0,0,1,1,2.731461786,0,0,"YORKSHIRE, EAST RIDING",1122,"The Foundation of Nostell Priory, 1109-1153 p25"
Snaith Priory,,Snaith,3,Benedictine,,Monks,1539,53.692076,-1.030762,Selby Abbey,110,4.700480366,3,1,0,0,1,1,2.365250007,0,0,"YORKSHIRE, WEST RIDING",,
Snelshall Priory,,Milton Keynes,9,Benedictine,,Monks,1535,52.002,-0.813,,19,2.944438979,-1,1,0,0,1,0,0.851439963,0,0,BUCKINGHAMSHIRE,,
Sniterley Whitefriars,,Blakeney,7,Carmelites,,,1538,52.955256,1.023381,,,,2,0,1,0,1,0,1.841668748,0,,NORFOLK,,
Sopwell Priory,,St Albans,7,Benedictine,,Nuns,1539,51.744065,-0.335524,St Albans Abbey,,,3,1,0,0,1,0,0.319467714,1,,HERTFORDSHIRE,,
Southampton,,Southampton,9,Augustinian,Austin Friars,Friars,1538,50.897579,-1.402999,,,,2,1,0,0,1,0,1.423385022,0,,HAMPSHIRE,,
Southwark Cathedral Priory,,,9,Augustinian,,Canons,1539,51.506118,-0.08966,,624,6.436150368,3,1,0,1,0,0,0.02870372,0,0,SURREY,,
Southwick Priory,,Southwick,9,Augustinian,Austin Friars,Canons,1538,50.874722,-1.101389,,257,5.549076085,2,1,0,1,0,0,1.170655968,0,0,HAMPSHIRE,,
Spalding Priory,,Spalding,6,Benedictine,,Monks,1540,52.785806,-0.152889,,933,6.838405201,4,1,0,1,0,1,1.276280229,0,0,LINCOLNSHIRE,,
Spinney Priory,,,7,Benedictine,,Monks,1539,52.322181,0.279701,Ely,30,3.401197382,3,1,0,0,1,0,0.904369179,0,0,CAMBRIDGESHIRE,,
St Albans Abbey,,St Albans,7,Benedictine,,Monks,1539,51.750453,-0.342246,,2102,7.650644551,3,1,0,1,0,0,0.328723401,0,0,HERTFORDSHIRE,,
St Andrews,,Northampton,6,Benedictine,Cluniac,,1538,52.248,-0.8985,,263,5.572154032,2,1,0,1,0,0,1.074089456,0,0,NORTHAMPTONSHIRE,,
St Andrew's Priory,,York,3,Gilbertine,,Canons,1538,53.952632,-1.077411,,47,3.850147602,2,0,1,0,1,1,2.624257739,0,0,"YORKSHIRE, EAST RIDING",,
St Anthony in Roseland Priory,,,8,Augustinian,,Canons,1538,50.148086,-5.013542,,28,3.33220451,2,1,0,0,1,0,5.081354359,0,0,CORNWALL,,
St Augustine's Abbey,,Canterbury,9,Benedictine,,Monks,1538,51.2782,1.087644,,1413,7.253470383,2,1,0,1,0,0,1.227823209,0,0,KENT,,
St Augustine's Abbey Bristol,,Bristol,8,Augustinian,,Canons,1540,51.4517,-2.6007,,670,6.507277712,4,1,0,1,0,0,2.483284448,0,0,GLOUCESTERSHIRE,,
"St Bartholomew's Nunnery, Newcastle Upon Tyne",,Newcastle,2,Benedictine,,Nuns,1540,54.972445,-1.6161,,36,3.583518938,4,1,0,0,1,1,3.772602468,1,36,NORTHUMBERLAND,1087,https://www.british-history.ac.uk/no-series/newcastle-historical-account/pp118-123
"St Bartholomew's Priory, Smithfield",,"Smithfield, City of London",10,Augustinian,,Canons,1539,51.518755,-0.099671,,693,6.541029999,3,1,0,1,0,0,0.020402894,0,0,MIDDLESEX,,
St Bees Priory,,St Bees,1,Benedictine,,Monks,1539,54.493949,-3.593528,"St Mary's Abbey, York",143,4.96284463,3,1,0,0,1,1,4.580671503,0,0,CUMBERLAND,1120,https://www.british-history.ac.uk/vch/cumb/vol2/pp178-183
St Benet's Abbey,,,7,Benedictine,,Monks,1539,52.6864,1.5247,,583,6.368187186,3,1,0,1,0,0,2.020571404,0,0,NORFOLK,,
"St Bernard's College, Oxford",,Oxford,9,Cistercian,,,1539,51.75612,-1.258605,,,,3,1,0,0,1,0,1.166759062,0,,OXFORDSHIRE,,
St Carrok,,,8,Benedictine,Cluniac,,1536,50.382911,-4.652753,,,,0,1,0,0,1,0,4.672623187,0,,CORNWALL,,
St Catherine's Priory,,Lincoln,6,Gilbertine,,Canons,1538,53.214181,-0.547219,,202,5.308267697,2,0,1,1,0,1,1.757377591,0,0,LINCOLNSHIRE,,
St Clement's Priory,,York,3,Benedictine,,Nuns,1536,53.95231,-1.082588,,55,4.007333185,0,1,0,0,1,1,2.625855144,1,55,"YORKSHIRE, EAST RIDING",1130,https://www.british-history.ac.uk/vch/yorks/vol3/pp129-131
St Ebbe's,,Oxford,9,Dominican,,Friars,1538,51.747168,-1.263702,Oxford,,,2,0,1,0,1,0,1.16989427,0,,OXFORDSHIRE,,
"St Edmund's Priory, Cambridge",,Cambridge,7,Gilbertine,,Canons,1539,52.175011,0.138846,,14,2.63905733,3,0,1,0,1,0,0.712924173,0,0,CAMBRIDGESHIRE,,
St Faith Priory,,Horsham St Faith and Newton St Faith,7,Benedictine,,Monks,1536,52.688817,1.277649,,162,5.087596335,0,1,0,0,1,0,1.826944113,0,0,NORFOLK,,
"St George's Priory, Thetford Nunnery",,Thetford,7,Benedictine,,Nuns,1537,52.405927,0.752199,,40,3.688879454,1,1,0,0,1,0,1.249041848,1,40,NORFOLK,,
St Germans Priory,,,8,Augustinian,,Canons,1539,50.396686,-4.309699,,227,5.424950017,3,1,0,1,0,0,4.33693097,0,0,CORNWALL,,
St Gregory's Priory,,Canterbury,9,Augustinian,,Canons,1535,51.282259,1.084149,,121,4.795790546,-1,1,0,0,1,0,1.223629283,0,0,KENT,,
"St Helen's Priory, Bishopsgate",,"Bishopsgate, City of London",10,Benedictine,,Nuns,1538,51.514769,-0.082363,,320,5.768320996,2,1,0,1,0,0,0.0360538,1,320,MIDDLESEX,,
St Ives Priory,,St Ives,7,Benedictine,,Monks,1539,52.322199,-0.073325,Ramsey Abbey,9,2.197224577,3,1,0,0,1,0,0.813432244,0,0,HUNTINGDONSHIRE,,
St John's Preceptory Clerkenwell,,,10,Augustinian,Knights Hospitaller,,1540,51.522526,-0.103099,,2385,7.776954403,4,1,0,1,0,0,0.019543047,0,0,MIDDLESEX,,
"St Leonard's Priory, London",,Bromley-By-Bow,10,Benedictine,,Nuns,1536,51.528014,-0.022063,,,,0,1,0,0,1,0,0.09771187,1,,MIDDLESEX,,
"St Leonard's Priory, Norwich",,Norwich,7,Benedictine,,Monks,1538,52.631162,1.311868,Norwich Cathedral,48,3.871201011,2,1,0,0,1,0,1.817089076,0,0,NORFOLK,,
"St Leonard's Priory, Stamford",,Stamford,6,Benedictine,,Monks,1538,52.6541,-0.4656,Durham,25,3.218875825,2,1,0,0,1,1,1.195709438,0,0,LINCOLNSHIRE,1082,https://www.british-history.ac.uk/vch/lincs/vol2/pp127-128
"St Margaret's Convent, Hertfordshire",,Great Gaddesden,7,Benedictine,,Nuns,1535,51.795681,-0.529177,,,,-1,1,0,0,1,0,0.500597577,1,,BUCKINGHAMSHIRE,,
"St Martin's Priory, Richmond",,,3,Benedictine,,Monks,1539,54.401826,-1.728652,"St Mary's Abbey, York",43,3.761200116,3,1,0,0,1,1,3.310065764,0,0,"YORKSHIRE, NORTH RIDING",1100,https://www.british-history.ac.uk/vch/yorks/vol3/p112
St Mary De Fonte Clerkenwell,,Clerkenwell,10,Augustinian,,Canonesses,1539,51.523575,-0.106014,,262,5.568344504,3,1,0,1,0,0,0.018175589,1,262,MIDDLESEX,,
St Mary Graces,,,10,Cistercian,,Monks,1538,51.509297,-0.072055,Beaulieu,547,6.304448802,2,1,0,1,0,0,0.046050366,0,0,MIDDLESEX,,
"St Mary Magdalen Nunnery, Bristol",,Kingsdown,8,Augustinian,,Canonesses,1536,51.45719,-2.59782,,21,3.044522438,0,1,0,0,1,0,2.480282277,1,21,GLOUCESTERSHIRE,,
St Mary Magdalene's Priory,,Lincoln,6,Benedictine,,Monks,1539,53.229954,-0.519876,"St Mary's Abbey, York",23,3.135494216,3,1,0,0,1,1,1.766257545,0,0,LINCOLNSHIRE,1161,"https://www.british-history.ac.uk/vch/lincs/vol2/pp129-130, chose middle of KH2's reign"
St Mary of Carrow,,,7,Benedictine,,Nuns,1536,52.618294,1.31148,,64,4.158883083,0,1,0,0,1,0,1.808871075,1,64,NORFOLK,,
"St Mary's Abbey, Kenilworth",,Kenilworth,5,Augustinian,,Canons,1538,52.34855,-1.58338,,538,6.28785856,2,1,0,1,0,0,1.688256965,0,0,WARWICKSHIRE,,
"St Mary's Abbey, Winchester",,Winchester,9,Benedictine,,Nuns,1539,51.0608,-1.3095,,,,3,1,0,0,1,0,1.273269257,1,,HAMPSHIRE,,
"St Mary's Abbey, York",,York,3,Benedictine,,Monks,1539,53.961389,-1.088056,,1650,7.408530567,3,1,0,1,0,1,2.636308531,0,0,"YORKSHIRE, NORTH RIDING",1180,"https://www.yorkmuseumgardens.org.uk/about/st-marys-abbey/#:~:text=St%20Mary's%20Abbey%20was%20first%20built%20in%201088.&text=Its%20story%20ties%20together%20two,his%20Reformation%20of%20the%20church."
St Mary's Priory and Cathedral,,Coventry,5,Benedictine,,Monks,1539,52.4089,-1.5085,,808,6.694562059,3,1,0,1,0,0,1.655667047,0,0,WARWICKSHIRE,,
"St Mary's Priory, Thetford Priory",,Thetford,7,Benedictine,Cluniac,Monks,1540,52.4165,0.742382,,312,5.743003188,4,1,0,1,0,0,1.249868602,0,0,NORFOLK,,
"St Mary's, Coddenham Priory",,Coddenham,7,Augustinian,,Canons,1537,52.144531,1.113362,Royston Priory,8,2.079441542,1,1,0,0,1,0,1.385326044,0,0,SUFFOLK,,
St Michael's Priory,,Newcastle upon Tyne,2,Augustinian,Trinitarian,Friars,1539,54.973822,-1.576069,,6,1.791759469,3,1,0,0,1,1,3.758155991,0,0,NORTHUMBERLAND,,
"St Michael's Priory, Stamford",,,6,Benedictine,,Nuns,1536,52.646248,-0.48220989,,65,4.17438727,0,1,0,0,1,1,,1,65,LINCOLNSHIRE,,
St Neots Priory,,St Neots,7,Benedictine,,Monks,1539,52.228785,-0.271208,,241,5.484796933,3,1,0,1,0,0,0.734910835,0,0,HUNTINGDONSHIRE,,
"St Nicholas' Priory, Exeter",,Exeter,8,Benedictine,,Monks,1536,50.7218,-3.535,,147,4.990432587,0,1,0,0,1,0,3.506631553,0,0,DEVON,,
"St Oswald's Priory, Gloucester",,Gloucester,8,Augustinian,,Canons,1536,51.8694,-2.2478,,90,4.49980967,0,1,0,0,1,0,2.159812596,0,0,GLOUCESTERSHIRE,,
St Osyth's Abbey,,St Osyth,7,Augustinian,,Canons,1539,51.7992,1.0749,,677,6.517671273,3,1,0,1,0,0,1.227552704,0,0,ESSEX,,
St Peter's Abbey,,Gloucester,8,Benedictine,,Monks,1540,51.86735,-2.246485,,1430,7.265429723,4,1,0,1,0,0,2.158175556,0,0,GLOUCESTERSHIRE,,
St Peter's Priory,,Hereford,5,Benedictine,,Monks,1538,52.0561755,-2.7149764,,121,4.795790546,2,1,0,0,1,0,2.653690772,0,0,HEREFORDSHIRE,,
St Radegund's Abbey,,,9,Premonstratensian,,Canons,1536,51.131845,1.250762,,98,4.584967479,0,0,1,0,1,0,1.420135338,0,0,KENT,,
St Sepulchre,,Canterbury,9,Benedictine,,Nuns,1536,51.273901,1.084634,,29,3.36729583,0,1,0,0,1,0,1.225688302,1,29,KENT,,
St Sepulchre Priory Warwick,,,5,Augustinian,,Canons,1536,52.284948,-1.586988,,41,3.713572067,0,1,0,0,1,0,1.660775831,0,0,WARWICKSHIRE,,
St Sexburga/ Minster,,Sheppey,9,Augustinian,,Canonesses,1536,51.422169,0.812071,,129,4.859812404,0,1,0,0,1,0,0.9343085,1,129,KENT,,
St Werburgh's Abbey,,Chester,1,Benedictine,,Monks,1538,53.191882,-2.890539,,1003,6.910750788,2,1,0,1,0,0,3.242706442,0,0,CHESHIRE,1093,https://www.worldcat.org/title/monks-of-chester-the-history-of-st-werburghs-abbey/oclc/1266192
St. Botolph's Priory,,Colchester,7,Augustinian,,Canons,1536,51.8874,0.9046,,113,4.727387819,0,1,0,0,1,0,1.090112861,0,0,ESSEX,,
St. Denys Priory,,Southampton,9,Augustinian,Austin Friars,Friars,1536,50.92516,-1.38085,,80,4.382026635,0,1,0,0,1,0,1.391608921,0,0,HAMPSHIRE,,
"St. James Priory, Derby",,Derby,6,Benedictine,Cluniac,,1536,52.922482,-1.47856,,11,2.397895273,0,1,0,0,1,0,1.961111117,0,0,DERBYSHIRE,,
"St. Nicholas' Priory, Great Yarmouth",,Great Yarmouth,7,Benedictine,,Monks,1536,52.611351,1.72733,Norwich Cathedral,31,3.433987204,0,1,0,0,1,0,2.149089554,0,0,NORFOLK,,
"St. Olaves Priory, Herringfleet",,St Olaves,7,Augustinian,,Canons,1537,52.538196,1.621778,,49,3.891820298,1,1,0,0,1,0,2.020980571,0,0,NORFOLK,,
Stafford Austin Friars,,Stafford,5,Augustinian,Austin Friars,Friars,1539,52.802713,-2.114546,Ludlow,,,3,1,0,0,1,0,2.37842459,0,,STAFFORDSHIRE,,
Stafford Greyfriars,,Stafford,5,Franciscan,"Friars Minor, Conventual",Friars,1539,52.812957,-2.121461,Worcester,,,3,0,1,0,1,0,2.389801716,0,,STAFFORDSHIRE,,
Stainfield Priory,,,6,Benedictine,,Nuns,1536,53.244257,-0.33385117,,98,4.584967479,0,1,0,0,1,1,,1,98,LINCOLNSHIRE,,
Stamford Austin Friars,,Stamford,6,Augustinian,Austin Friars,Friars,1538,52.650077,-0.486183,Lincoln,,,2,1,0,0,1,1,1.198023648,0,,LINCOLNSHIRE,,
Stamford Blackfriars,,Stamford,6,Dominican,,Friars,1538,52.652388,-0.471591,Cambridge,,,2,0,1,0,1,1,1.195828679,0,,LINCOLNSHIRE,,
Stamford Greyfriars,,Stamford,6,Franciscan,"Friars Minor, Conventual",Friars,1538,52.654904,-0.470173,Oxford,,,2,0,1,0,1,1,1.197814913,0,,LINCOLNSHIRE,,
Stamford Whitefriars,,Stamford,6,Carmelites,,,1538,52.653833,-0.471404,,,,2,0,1,0,1,1,1.197153979,0,,LINCOLNSHIRE,,
Stanley Abbey,,Chippenham,8,Cistercian,,Monks,1536,51.454722,-2.097222,Quarr,177,5.176149733,0,1,0,0,1,0,1.979893822,0,0,WILTSHIRE,,
Stavordale Priory,,Charlton Musgrove,8,Augustinian,,Canons,1539,51.086261,-2.376161,Taunton,,,3,1,0,0,1,0,2.297475619,0,,SOMERSET,,
Stixwould Priory Benedictines,,Stixwould,6,Benedictine,,Nuns,1537,53.178692,-0.247281,,152,5.023880521,1,1,0,0,1,1,1.673684774,1,152,LINCOLNSHIRE,,
Stixwould Priory Cistercians,,,6,Cistercian,,Nuns,1536,53.178692,-0.247281,,114,4.736198448,0,1,0,0,1,1,1.673684774,1,114,LINCOLNSHIRE,,
Stixwould Priory Premonstratensians,,Stixwould,6,Premonstratensian,,Canonesses,1539,53.178692,-0.247281,,165,5.105945474,3,0,1,0,1,1,1.673684774,1,165,LINCOLNSHIRE,,
Stone Priory,,Stone,5,Augustinian,,Canons,1537,52.900769,-2.145837,,119,4.779123493,1,1,0,0,1,0,2.458852528,0,0,STAFFORDSHIRE,,
Stoneleigh Abbey,,,5,Cistercian,,Monks,1536,52.338453,-1.533805,Bordesley,151,5.017279837,0,1,0,0,1,0,1.640291139,0,0,WARWICKSHIRE,,
Stonely Priory,,Stonely,7,Augustinian,,Canons,1536,52.295,-0.368,,46,3.828641396,0,1,0,0,1,0,0.82381734,0,0,HUNTINGDONSHIRE,,
Stratford Langthorne Abbey,,West Ham,10,Cistercian,,Monks,1538,51.532888,0.003816,Savigny,511,6.23636959,2,1,0,1,0,0,0.124045845,0,0,ESSEX,,
"Studley Priory, Oxfordshire",,Horton-cum-Studley,9,Benedictine,,Nuns,1539,51.805448,-1.13464,,,,3,1,0,0,1,0,1.058604313,1,,OXFORDSHIRE,,
"Studley Priory, Warwickshire",,,5,Augustinian,,Canons,1536,52.275275,-1.892073,,117,4.762173935,0,1,0,0,1,0,1.932000525,0,0,WARWICKSHIRE,,
Sudbury,,Sudbury,7,Dominican,,Friars,1538,52.035835,0.725964,,,,2,0,1,0,1,0,0.994457884,0,,SUFFOLK,,
Sudbury Cathedral,,Sudbury,7,Benedictine,,Monks,1538,52.051992,0.727327,Westminister Abbey,9,2.197224577,2,1,0,0,1,0,1.004242073,0,0,SUFFOLK,,
Sulby Abbey,,,6,Premonstratensian,,Canons,1538,52.414715,-1.034448,,258,5.552959585,2,0,1,1,0,0,1.287712269,0,0,NORTHAMPTONSHIRE,,
Swaffham Bulbeck,,,7,Benedictine,,Nuns,1536,52.242061,0.280878,,40,3.688879454,0,1,0,0,1,0,0.833724626,1,40,CAMBRIDGESHIRE,,
Swine Priory,,Swine,3,Cistercian,,Nuns,1539,53.806268,-0.27907,,82,4.406719247,3,1,0,0,1,1,2.301903141,1,82,"YORKSHIRE, EAST RIDING",1154,https://www.british-history.ac.uk/vch/yorks/vol3/pp178-182
Swineshead Abbey,,,6,Cistercian,,Monks,1536,52.947804,-0.141782,Furness Abbey,167,5.117993812,0,1,0,0,1,1,1.437999019,0,0,LINCOLNSHIRE,,
Swingfield Preceptory,,,9,Augustinian,Knights Hospitaller,,1540,51.151887,1.190482,,87,4.465908119,4,1,0,0,1,0,1.356698851,0,0,KENT,,
Syningthwaite Priory,,Walton,3,Cistercian,,Nuns,1535,53.932444,-1.298472,,60,4.094344562,-1,1,0,0,1,1,2.694719464,1,60,"YORKSHIRE, EAST RIDING",1160,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=54709&resourceID=19191
Syon Abbey,,Heston and Isleworth,10,Bridgettine,,Canonesses,1539,51.476797,-0.312934,,1731,7.456454555,3,0,1,1,0,0,0.197642927,1,1731,MIDDLESEX,,
Tandridge Priory,,,9,Augustinian,,Canons,1538,51.253769,-0.027163,,81,4.394449155,2,1,0,0,1,0,0.271889432,0,0,SURREY,,
Tarrant Abbey,,Tarrant Crawford,8,Cistercian,,Nuns,1539,50.831431,-2.122276,,214,5.365976015,3,1,0,1,0,0,2.11593415,1,214,DORSET,,
Taunton Priory,Bath Wells,Taunton,8,Augustinian,,Canons,1539,51.018083,-3.098198,,286,5.655991811,3,1,0,1,0,0,3.020424875,0,0,SOMERSET,,
Tavistock Abbey,,Tavistock,8,Benedictine,,Monks,1539,50.549478,-4.14504,,902,6.80461452,3,1,0,1,0,0,4.139909211,0,0,DEVON,,
Temple Bruer Preceptory,,,6,Augustinian,Knights Hospitaller,,1540,53.071064,-0.496158,,185,5.220355825,4,1,0,0,1,1,1.606190731,0,0,LINCOLNSHIRE,,
Temple Grafton Preceptory,,Temple Grafton,5,Augustinian,Knights Hospitaller,,1540,52.18833,-1.81667,,78,4.356708827,4,1,0,0,1,0,1.829008374,0,0,WARWICKSHIRE,,
Templecombe Preceptory,,Templecombe,8,Augustinian,Knights Hospitaller,,1539,51.0012,-2.4181,,107,4.672828834,3,1,0,0,1,0,2.355605536,0,0,SOMERSET,,
Tewkesbury Abbey,,Tewkesbury,8,Benedictine,,Monks,1539,51.990326,-2.160524,,1598,7.376508126,3,1,0,1,0,0,2.098144147,0,0,GLOUCESTERSHIRE,,
Thame Abbey,,Thame,9,Cistercian,,Monks,1539,51.727916,-0.963279,Waverley Abbey,256,5.545177444,3,1,0,1,0,0,0.872820099,0,0,OXFORDSHIRE,,
"The Charterhouse, Coventry",,Coventry,5,Carthusian,,Monks,1539,52.401021,-1.494839,,131,4.875197323,3,0,1,0,1,0,1.639917283,0,0,WARWICKSHIRE,,
The Temple Preceptory,,,10,Augustinian,Knights Hospitaller,,1540,51.513203,-0.110486,,162,5.087596335,4,1,0,0,1,0,0.008260279,0,0,MIDDLESEX,,
Thelsford Priory,,,5,Augustinian,Trinitarian,Friars,1538,52.22172,-1.605152,,24,3.17805383,2,1,0,0,1,0,1.648596072,0,0,WARWICKSHIRE,,
Thetford,,Thetford,7,Dominican,,Friars,1538,52.413653,0.744436,Cambridge,,,2,0,1,0,1,0,1.249222597,0,,NORFOLK,,
Thetford Austin Friars,,Thetford,7,Augustinian,Austin Friars,Friars,1538,52.410164,0.755841,Cambridge,,,2,1,0,0,1,0,1.254618706,0,,NORFOLK,,
Thetford Priory (Suffolk side),,Thetford,7,Augustinian,,Canons,1536,52.4137,0.7406,,39,3.663561646,0,1,0,0,1,0,1.246611158,0,0,NORFOLK,,
Thicket Priory,,Thorganby,3,Benedictine,,Nuns,1539,53.88302,-0.94115,,20,2.995732274,3,1,0,0,1,1,2.511699668,1,20,"YORKSHIRE, EAST RIDING",1180,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=58095&resourceID=19191
Thorney Abbey,,Thorney,7,Benedictine,,Monks,1539,52.6204,-0.1072,,411,6.018593214,3,1,0,1,0,0,1.110453497,0,0,CAMBRIDGESHIRE,,
Thornholme Priory,,,6,Augustinian,,Canons,1536,53.600232,-0.542681,,105,4.65396035,0,1,0,0,1,1,2.132917917,0,0,LINCOLNSHIRE,,
Thornton Abbey,,Thornton Curtis,6,Augustinian,,Canons,1539,53.655125,-0.309758,,591,6.381816017,3,1,0,1,0,1,2.153669904,0,0,LINCOLNSHIRE,,
Thremhall Priory,,Bishop's Stortford,7,Augustinian,,Canons,1536,51.870192,0.22243,,60,4.094344562,0,1,0,0,1,0,0.495680298,0,0,ESSEX,,
Thurgarton Priory,,,6,Augustinian,,Canons,1538,53.035326,-0.96995,,259,5.556828062,2,1,0,1,0,0,1.747074076,0,0,NOTTINGHAMSHIRE,1130,https://southwellchurches.nottingham.ac.uk/thurgarton/hhistory.php
Thwaite,,,6,Augustinian,,Canons,1536,53.205634,0.191998,Thornton,15,2.708050201,0,1,0,0,1,1,1.723756198,0,0,LINCOLNSHIRE,,
Tickhill,,Tickhill,3,Augustinian,Austin Friars,Friars,1538,53.428327,-1.119474,York,,,2,1,0,0,1,1,2.163961267,0,,"YORKSHIRE, WEST RIDING",,
Tilty Abbey,,Tilty,7,Cistercian,,Monks,1536,51.914183,0.324633,Warden,167,5.117993812,0,1,0,0,1,0,0.599480114,0,0,ESSEX,,
Titchfield Abbey,,Fareham,9,Premonstratensian,,Canons,1537,50.856855,-1.231017,,249,5.517452896,1,0,1,1,0,0,1.29041956,0,0,HAMPSHIRE,,
Torksey Priory,,,6,Augustinian,,Canons,1536,53.300891,-0.744771,,13,2.564949357,0,1,0,0,1,1,1.897368471,0,0,LINCOLNSHIRE,,
Torre Abbey,,Torquay,8,Premonstratensian,,Canons,1539,50.464,-3.541,,396,5.981414211,3,0,1,1,0,0,3.579156382,0,0,DEVON,,
Tortington Priory,,Tortington,9,Augustinian,,Canons,1536,50.844243,-0.571767,,75,4.317488114,0,1,0,0,1,0,0.805633993,0,0,SUSSEX,,
Totnes Priory,,Totnes,8,Benedictine,,Monks,1536,50.431854,-3.687836,,124,4.820281566,0,1,0,0,1,0,3.728996367,0,0,DEVON,,
Trebeigh Preceptory,,Trebeigh,8,Augustinian,Knights Hospitaller,,1540,50.479336,-4.391753,,60,4.094344562,4,1,0,0,1,0,4.396177686,0,0,CORNWALL,,
Trentham Priory,,Trentham,5,Augustinian,,Canons,1540,52.952,-2.202,,106,4.663439094,4,1,0,0,1,0,2.534167163,0,0,STAFFORDSHIRE,,
Truro,,Truro,8,Dominican,,Friars,1538,50.263296,-5.055012,London,,,2,0,1,0,1,0,5.09189267,0,,CORNWALL,,
Tupholme Abbey,,Lincoln,6,Premonstratensian,,Canons,1536,53.199,-0.288,,100,4.605170186,0,0,1,0,1,1,1.697523788,0,0,LINCOLNSHIRE,,
Tutbury Priory,,Tutbury,5,Benedictine,,Monks,1538,52.859064,-1.687753,,,,2,1,0,0,1,0,2.06973047,0,,STAFFORDSHIRE,,
Tynemouth Priory,,Tynemouth,2,Benedictine,,Monks,1538,55.017788,-1.418019,St Albans Abbey,397,5.983936281,2,1,0,1,0,0,3.740904444,0,0,NORTHUMBERLAND,1083,https://www.english-heritage.org.uk/visit/places/tynemouth-priory-and-castle/history/
Tywardreath Priory,,Tywardreath,8,Benedictine,,Monks,1536,50.356537,-4.693909,,123,4.812184355,0,1,0,0,1,0,4.718951674,0,0,CORNWALL,,
Ulverscroft Priory,,Ulverscroft,6,Augustinian,Canons Regular,Canons,1539,52.709866,-1.259678,,83,4.418840608,3,1,0,0,1,0,1.656163865,0,0,LEICESTERSHIRE,,
Upholland Priory,,Upholland,1,Benedictine,,Monks,1536,53.5401,-2.7213,,53,3.970291914,0,1,0,0,1,1,3.301205272,0,0,LANCASHIRE,1319,https://www.british-history.ac.uk/vch/lancs/vol2/pp111-112
