Grid-cell,Longitude,Latitude,pdsi_1535,pdsi_1536,pdsi_1535x1536,pdsi_avg_1yr,pdsi_ext_1yr,pdsi_avg_2yr,pdsi_ext_2yr,pdsi_avg_3yr,pdsi_ext_3yr,pdsi_avg_5yr,pdsi_ext_5yr,pdsi_avg_10yr,pdsi_ext_10yr,bng_x,bng_y
40,43.25,27.75,1.573,-0.823,-1.294579,0.823,0.823,-0.375,1.198,-0.7776666666666666,1.3263333333333331,-1.3012000000000001,1.6304000000000003,-0.06440000000000001,1.4014000000000002,5115626.153176918,-1451122.0269510197
41,43.75,27.75,-1.589,1.508,-2.396212,-1.508,1.508,0.04049999999999998,1.5485,-1.1306666666666667,2.19,-0.7494,1.8334000000000004,-0.7494,1.8334000000000004,5173058.576904291,-1423814.0621296254
42,44.25,27.75,-0.704,0.656,-0.461824,-0.656,0.656,0.023999999999999966,0.6799999999999999,0.2303333333333333,0.6676666666666667,-0.8046000000000001,1.3434,-0.8046,1.3434,5230631.245506909,-1395954.460757385
43,44.75,27.75,-0.547,0.401,-0.21934700000000004,-0.401,0.401,0.07300000000000001,0.47400000000000003,-0.03466666666666666,0.3993333333333333,-0.9344000000000001,1.1532,-0.9344000000000001,1.1532,5288342.439941658,-1367532.7279040208
44,13.25,28.25,0.585,2.095,1.225575,-2.095,2.095,-1.34,1.34,-1.7136666666666667,1.7136666666666667,-1.4524000000000001,1.4524000000000001,-0.40900000000000014,1.3614000000000002,1905618.222027329,-2306066.9326918502
45,13.75,28.25,-0.246,1.659,-0.408114,-1.659,1.659,-0.7065,0.9525,-1.1606666666666667,1.3246666666666667,-1.037,1.1354,-0.20660000000000006,1.2746,1955657.2279596743,-2299496.569826881
46,14.25,28.25,0.292,2.231,0.6514519999999999,-2.231,2.231,-1.2614999999999998,1.2614999999999998,-1.7436666666666667,1.7436666666666667,-1.58,1.58,-0.6100999999999999,1.5145,2005761.3486545468,-2292694.026518511
47,16.25,28.25,2.923,1.788,5.226324,-1.788,1.788,-2.3555,2.3555,-2.1286666666666667,2.1286666666666667,-2.6286,2.6286,-0.1616999999999999,2.4669,2206869.5799510153,-2263120.837920652
48,16.75,28.25,2.543,1.399,3.5576570000000003,-1.399,1.399,-1.971,1.971,-1.7356666666666667,1.7356666666666667,-2.313,2.313,-0.01819999999999995,2.2948,2257329.6762073357,-2255125.815934049
49,17.25,28.25,3.112,-2.766,-8.607792,2.766,2.766,-0.17300000000000004,2.939,0.053666666666666675,2.1283333333333334,-0.36099999999999993,1.6702,0.1936,2.008,2307867.00586765,-2246885.4412707635
50,32.25,28.25,-2.225,-0.856,1.9046,0.856,0.856,1.5405,1.5405,1.531,1.531,0.3234,1.5137999999999998,0.1687,0.9100999999999999,3869306.9663608614,-1870006.7230772714
51,32.75,28.25,-1.837,-2.319,4.260003,2.319,2.319,2.078,2.078,1.3836666666666666,1.3869999999999998,0.44939999999999997,1.2129999999999999,0.2,1.2486000000000002,3923149.7649772237,-1852460.841577451
52,34.25,28.25,-1.964,-1.789,3.5135959999999997,1.789,1.789,1.8765,1.8765,1.1593333333333333,1.3426666666666665,0.6157999999999999,0.8854,0.6778000000000001,1.3856,4085469.2445486397,-1797550.887775742
53,35.75,28.25,-0.904,-1.284,1.160736,1.284,1.284,1.094,1.094,0.6966666666666667,0.762,0.5529999999999999,0.749,0.8219999999999998,1.0122,4248994.621189393,-1739099.300496857
54,36.25,28.25,-2.706,-0.925,2.50305,0.925,0.925,1.8155000000000001,1.8155000000000001,1.0206666666666668,1.4000000000000001,0.15980000000000003,1.2926,0.5014000000000001,1.2324,4303774.585139843,-1718797.304563084
55,40.25,28.25,-1.769,-0.103,0.18220699999999998,0.103,0.103,0.9359999999999999,0.9359999999999999,1.1693333333333333,1.1693333333333333,0.07079999999999997,1.3324,-0.08280000000000003,0.8495999999999999,4746957.731406331,-1540602.2952040432
56,40.75,28.25,-1.909,0.063,-0.120267,-0.063,0.063,0.923,0.986,1.251,1.293,0.009200000000000041,1.5171999999999999,-0.16309999999999997,0.9905000000000002,4802973.760318958,-1516237.0113202361
57,41.25,28.25,-1.531,0.374,-0.5725939999999999,-0.374,0.374,0.5785,0.9524999999999999,1.034,1.2833333333333334,-0.04480000000000002,1.4351999999999998,-0.18749999999999994,0.9612999999999999,4859125.9597537825,-1491378.9926132981
58,41.75,28.25,-1.752,0.176,-0.30835199999999996,-0.176,0.176,0.788,0.964,1.1533333333333333,1.2706666666666668,-0.015200000000000113,1.4696,-0.17560000000000003,0.9632,4915413.549797461,-1466019.2679095434
59,42.25,28.25,-2.378,1.117,-2.656226,-1.117,1.117,0.6305000000000001,1.7475,0.12800000000000003,1.4573333333333334,-0.5485999999999999,1.4998,-0.4072,0.9606000000000001,4971835.576798006,-1440148.6611924465
60,42.75,28.25,-0.379,-1.888,0.715552,1.888,1.888,1.1335,1.1335,0.8029999999999999,0.8029999999999999,0.37439999999999996,0.8576,1.2203,1.4619,5028390.90403974,-1413757.788990141
