Grid-cell,Longitude,Latitude,pdsi_1535,pdsi_1536,pdsi_1535x1536,pdsi_avg_1yr,pdsi_ext_1yr,pdsi_avg_2yr,pdsi_ext_2yr,pdsi_avg_3yr,pdsi_ext_3yr,pdsi_avg_5yr,pdsi_ext_5yr,pdsi_avg_10yr,pdsi_ext_10yr,bng_x,bng_y
1461,17.25,44.25,1.656,-1.046,-1.732176,1.046,1.046,-0.30499999999999994,1.351,-1.062,1.7593333333333334,-1.2162,1.6346,-0.8682000000000001,1.3594,1937018.5531485835,-444079.1458743727
1462,17.75,44.25,1.851,-2.093,-3.874143,2.093,2.093,0.121,1.972,-0.12600000000000003,1.5213333333333334,-0.20599999999999996,1.3892,-0.5028,1.2498,1976928.4149946738,-434215.2632693557
1463,18.25,44.25,1.512,-2.354,-3.559248,2.354,2.354,0.42100000000000004,1.933,0.09166666666666679,1.4776666666666667,-0.31160000000000004,1.4192000000000002,-0.2897,1.2475,2016834.085328919,-424077.9172659955
1464,18.75,44.25,1.356,-1.321,-1.791276,1.321,1.321,-0.01750000000000007,1.3385,-0.39533333333333337,1.276,-0.6224000000000001,1.4027999999999998,-0.7894,1.3386,2056735.036063324,-413665.5455956333
1465,19.25,44.25,2.121,-2.019,-4.282299,2.019,2.019,-0.050999999999999934,2.0700000000000003,-0.37333333333333335,1.7193333333333334,-0.5661999999999999,1.3878,-0.7534000000000001,1.2402000000000002,2096630.704825476,-402976.5472159927
1466,19.75,44.25,0.726,-2.139,-1.552914,2.139,2.139,0.7064999999999999,1.4324999999999999,0.09899999999999991,1.327,-0.2724000000000001,1.4815999999999998,-0.7696000000000002,1.404,2136520.4937866423,-392009.28242944897
1467,20.25,44.25,0.86,-1.978,-1.70108,1.978,1.978,0.5589999999999999,1.419,-0.04333333333333337,1.362,-0.40740000000000015,1.4938,-0.9016,1.4449999999999998,2176403.7684663376,-380762.07301711844
1468,20.75,44.25,1.638,-2.207,-3.6150659999999997,2.207,2.207,0.2845,1.9224999999999999,-0.11500000000000006,1.5863333333333334,-0.3856,1.5472,-0.7467999999999999,1.4227999999999998,2216279.8565128776,-369233.2023898652
1469,21.25,44.25,0.471,-1.986,-0.935406,1.986,1.986,0.7575000000000001,1.2285,0.32499999999999996,0.999,-0.0028000000000000026,1.376,-0.8184999999999999,1.5051,2256148.046459483,-357420.9157573907
1470,21.75,44.25,-0.614,-2.556,1.5693840000000001,2.556,2.556,1.585,1.585,0.755,1.3583333333333334,0.4004,1.3524,-0.05029999999999992,1.2249000000000003,2296007.586455473,-345323.42031661625
1471,22.25,44.25,-2.115,-3.644,7.707060000000001,3.644,3.644,2.8795,2.8795,1.3306666666666669,2.5086666666666666,0.7644000000000001,1.6347999999999998,0.7331000000000001,1.3429,2335857.682972144,-332938.88546060584
1472,22.75,44.25,-3.536,-4.046,14.306656,4.046,4.046,3.7910000000000004,3.7910000000000004,1.962,3.0926666666666667,1.1946,2.0182,0.8628,1.4768000000000001,2375697.4994829413,-320265.44300935895
1473,23.25,44.25,-3.842,-4.153,15.955825999999998,4.153,4.153,3.9974999999999996,3.9974999999999996,1.6826666666666668,3.6473333333333335,1.2952,2.474,0.9974999999999999,1.8651,2415526.1551175546,-307301.18746380624
1474,23.75,44.25,-3.805,-5.509,20.961745,5.509,5.509,4.657,4.657,2.490666666666667,3.718666666666667,1.8546,2.9874,1.2615,2.1574999999999998,2455342.7232895996,-294044.17628444853
1475,24.25,44.25,-1.679,-1.728,2.901312,1.728,1.728,1.7035,1.7035,0.4543333333333333,1.817,0.18760000000000004,1.1751999999999998,0.5345000000000001,1.0924999999999998,2495146.230297571,-280492.4301960914
1476,24.75,44.25,-1.244,-2.782,3.460808,2.782,2.782,2.013,2.013,0.8833333333333334,1.8006666666666666,0.8726,1.5286,0.6523,1.1866999999999999,2534935.6538988124,-266643.9335202214
1477,25.25,44.25,-1.985,-3.334,6.617990000000001,3.334,3.334,2.6595,2.6595,1.3243333333333334,2.221666666666667,1.0916000000000001,1.7656000000000003,0.8137000000000001,1.2552999999999999,2574709.921856231,-252496.63453657657
1478,25.75,44.25,-0.974,-3.777,3.678798,3.777,3.777,2.3755,2.3755,1.2483333333333333,1.9189999999999998,1.036,1.4384000000000001,0.9616,1.1696000000000002,2614467.9104576022,-238048.44587558575
1479,26.25,44.25,-2.03,-3.476,7.056279999999999,3.476,3.476,2.753,2.753,1.407333333333333,2.263333333333333,1.1401999999999999,1.6537999999999997,1.4806000000000001,1.7373999999999998,2654208.4430072657,-223297.24494335675
1480,27.25,44.25,-1.491,-3.714,5.537574,3.714,3.714,2.6025,2.6025,1.1256666666666666,2.344333333333333,0.781,1.5122,0.774,1.1396000000000002,2733632.1590079684,-192877.14255999465
1481,27.75,44.25,4.102,1.042,4.274284000000001,-1.042,1.042,-2.572,2.572,-2.4446666666666665,2.4446666666666665,-1.8654,1.8874,-1.7771000000000001,1.7881000000000005,2773312.7101878203,-177203.82411582585
1482,28.25,44.25,2.616,-3.558,-9.307728,3.558,3.558,0.47099999999999986,3.0869999999999997,-0.07600000000000007,2.448,-0.27800000000000014,2.3644,0.04379999999999997,1.9072,2812970.537562862,-161218.6605212654
1483,39.75,44.25,0.723,-0.264,-0.190872,0.264,0.264,-0.22949999999999998,0.4935,-0.7229999999999999,0.899,-0.694,0.7996000000000001,0.11709999999999994,0.9985000000000002,3714571.900308934,298134.99201599235
1484,40.25,44.25,1.45,-0.37,-0.5365,0.37,0.37,-0.54,0.9099999999999999,-0.6556666666666665,0.9023333333333333,-0.7657999999999999,0.9138,0.26559999999999995,1.1054,3753077.9534699274,322353.1736105397
1485,40.75,44.25,-0.508,-1.18,0.59944,1.18,1.18,0.844,0.844,0.299,0.8263333333333334,0.35459999999999997,0.6709999999999999,0.9667999999999999,1.125,3791501.6559117297,346947.6769655857
1486,41.25,44.25,0.631,-0.274,-0.17289400000000002,0.274,0.274,-0.1785,0.4525,-0.2993333333333334,0.48200000000000004,0.2092,0.6779999999999999,0.9434000000000001,1.1778000000000002,3829839.4158876673,371921.23548904294
1487,41.75,44.25,0.068,-0.756,-0.051408,0.756,0.756,0.344,0.41200000000000003,0.032333333333333325,0.4716666666666667,0.3868,0.6504,1.1173,1.2490999999999999,3868087.530842857,397276.5763781927
1488,42.25,44.25,2.815,1.25,3.51875,-1.25,1.25,-2.0324999999999998,2.0324999999999998,-1.6996666666666667,1.6996666666666667,-1.0050000000000001,1.3397999999999999,-0.5985,1.2026999999999999,3906242.185449168,423016.41790220106
1489,42.75,44.25,3.539,0.926,3.277114,-0.926,0.926,-2.2325,2.2325,-1.8256666666666668,1.8256666666666668,-1.6218,1.6218,-1.3876000000000002,1.6924,3944299.449665469,449143.46656637674
1490,43.25,44.25,3.117,1.209,3.768453,-1.209,1.209,-2.1630000000000003,2.1630000000000003,-1.798,1.798,-1.4205999999999999,1.4205999999999999,-1.0401,1.3389,3982255.276827838,475660.41415537905
1491,43.75,44.25,2.956,0.655,1.93618,-0.655,0.655,-1.8054999999999999,1.8054999999999999,-1.4883333333333333,1.4883333333333333,-1.2764000000000002,1.2764000000000002,-0.8957999999999998,1.345,4020105.501774755,502569.9346527627
1492,44.25,44.25,3.171,0.488,1.547448,-0.488,0.488,-1.8295,1.8295,-1.4806666666666668,1.4806666666666668,-1.2872,1.2872,-0.8619999999999999,1.4495999999999998,4057845.8390125534,529874.6810342784
1493,44.75,44.25,5.504,1.17,6.439679999999999,-1.17,1.17,-3.3369999999999997,3.3369999999999997,-2.7456666666666663,2.7456666666666663,-2.3464,2.3464,-2.2969999999999997,2.5166000000000004,4095471.880926708,557577.2819325262
1494,0.25,44.75,-1.041,-4.535,4.720935,4.535,4.535,2.7880000000000003,2.7880000000000003,3.674666666666667,3.674666666666667,3.8792,3.8792,1.7874000000000003,2.9064,578087.5042567266,-569774.6397240374
1495,0.75,44.75,-2.797,-4.872,13.626984,4.872,4.872,3.8345000000000002,3.8345000000000002,4.636666666666667,4.636666666666667,4.5642,4.5642,2.2302999999999997,3.4667000000000003,617662.7774289037,-568558.1652728375
1496,1.25,44.75,-3.311,-5.82,19.270020000000002,5.82,5.82,4.5655,4.5655,5.317666666666667,5.317666666666667,5.4982,5.4982,2.6550000000000002,3.8369999999999997,657238.2040102577,-567097.9800567938
1497,1.75,44.75,-2.956,-3.977,11.756012,3.977,3.977,3.4665,3.4665,4.215,4.215,4.0414,4.0414,2.102,3.1479999999999997,696813.8028586338,-565393.8572047879
1498,2.25,44.75,-2.1,-4.418,9.277800000000001,4.418,4.418,3.2590000000000003,3.2590000000000003,3.778,3.778,3.7088,3.7088,1.4621,2.7338999999999998,736389.5883021643,-563445.5320089201
1499,2.75,44.75,-2.16,-4.259,9.199440000000001,4.259,4.259,3.2095000000000002,3.2095000000000002,3.606666666666667,3.606666666666667,3.4278,3.4278,1.2961999999999998,2.5568,775965.5694328892,-561252.7019134664
1500,3.25,44.75,-1.463,-2.091,3.0591330000000005,2.091,2.091,1.7770000000000001,1.7770000000000001,2.706,2.706,2.2158,2.2158,1.3247,2.0163,815541.7493963006,-558815.0265026006
1501,3.75,44.75,-2.682,-3.533,9.475506,3.533,3.533,3.1075,3.1075,3.7419999999999995,3.7419999999999995,2.8692,2.8692,1.6454,2.3992,855118.1246762695,-556132.1274869848
1502,4.25,44.75,0.745,-2.985,-2.2238249999999997,2.985,2.985,1.1199999999999999,1.865,2.2739999999999996,2.7706666666666666,2.3044000000000002,2.7287999999999997,0.7978,2.282,894694.6843748054,-553203.5886894176
1503,4.75,44.75,0.029,-4.046,-0.11733400000000001,4.046,4.046,2.0085,2.0375,2.9343333333333335,2.953666666666667,2.6949999999999994,2.7065999999999995,1.5207000000000002,2.0843,934271.4094861028,-550028.9560296861
1504,5.25,44.75,-0.884,-4.027,3.5598680000000003,4.027,4.027,2.4555000000000002,2.4555000000000002,3.1043333333333334,3.1043333333333334,2.8010000000000006,2.8010000000000006,1.9123,2.1535,973848.27216433,-546607.7375088148
1505,5.75,44.75,-0.149,-4.146,0.6177539999999999,4.146,4.146,2.1475,2.1475,3.112,3.112,2.7983999999999996,2.7983999999999996,1.7487,2.2771,1013425.234984609,-542939.4031929236
1506,6.25,44.75,-0.745,-6.115,4.555675,6.115,6.115,3.43,3.43,4.318666666666666,4.318666666666666,4.0771999999999995,4.0771999999999995,2.3024,2.711,1053002.2501966385,-539023.3851969064
1507,6.75,44.75,-0.772,-2.409,1.859748,2.409,2.409,1.5905,1.5905,2.4916666666666667,2.4916666666666667,2.3160000000000003,2.3160000000000003,0.8315000000000001,1.7711000000000001,1092579.2589704115,-534859.0776681958
1508,7.25,44.75,-2.413,-4.593,11.082908999999999,4.593,4.593,3.503,3.503,4.1066666666666665,4.1066666666666665,3.9206000000000003,3.9206000000000003,2.7081000000000004,2.9063000000000003,1132156.190633479,-530445.8367708616
1509,7.75,44.75,-10.36,-12.869,133.32283999999999,12.869,12.869,11.6145,11.6145,11.703333333333333,11.703333333333333,11.43,11.43,7.463299999999999,7.463299999999999,1171732.9618992042,-525782.9806703245
1510,8.25,44.75,-6.525,-7.498,48.92445000000001,7.498,7.498,7.0115,7.0115,6.607666666666667,6.607666666666667,6.674199999999999,6.674199999999999,4.045,4.1174,1211309.4760854603,-520869.7895190179
1511,8.75,44.75,-3.758,-6.629,24.911782,6.629,6.629,5.1935,5.1935,5.110666666666666,5.110666666666666,5.0444,5.0444,2.9131,3.2742999999999993,1250885.6223232204,-515705.50544328935
1512,9.25,44.75,-5.277,-7.576,39.978552,7.576,7.576,6.4265,6.4265,6.327333333333333,6.327333333333333,6.339799999999999,6.339799999999999,3.6643999999999997,3.8424,1290461.2747544849,-510289.3325319162
1513,9.75,44.75,-5.473,-9.271,50.740183,9.271,9.271,7.372,7.372,8.039666666666667,8.039666666666667,8.2548,8.2548,5.3792,5.3991999999999996,1330036.2917189985,-504620.43682659947
1514,10.25,44.75,0.007,0.553,0.0038710000000000003,-0.553,0.553,-0.28,0.28,-0.3046666666666667,0.3046666666666667,-0.7218000000000001,0.7218000000000001,-0.22969999999999996,0.8893000000000001,1369610.5149292017,-498697.9463148211
1515,10.75,44.75,0.994,-1.516,-1.506904,1.516,1.516,0.261,1.255,0.08533333333333333,0.9253333333333332,-0.06339999999999998,0.7994,0.13679999999999998,0.7829999999999999,1409183.7686328683,-492520.95092550776
1516,11.25,44.75,2.418,-0.351,-0.848718,0.351,0.351,-1.0335,1.3845,-1.6396666666666666,1.8736666666666666,-1.1238,1.2642,-0.6776,1.3561999999999999,1448755.858762876,-486088.50252791937
1517,11.75,44.75,-2.421,-5.055,12.238154999999999,5.055,5.055,3.7379999999999995,3.7379999999999995,3.606,3.606,2.5446,3.0886,0.9564,2.0987999999999998,1488326.5720735667,-479399.6149342359
1518,12.25,44.75,1.94,0.149,0.28906,-0.149,0.149,-1.0445,1.0445,-1.1546666666666667,1.1546666666666667,-0.8703999999999998,0.908,-1.0258999999999998,1.4581,1527895.6752631373,-472453.26390636445
1519,15.75,44.75,-1.621,-3.864,6.263544,3.864,3.864,2.7424999999999997,2.7424999999999997,2.094,2.094,1.4058,1.4058,0.7759,1.1425,1804810.0857683348,-416525.81194703956
1520,16.25,44.75,-2.904,-4.664,13.544255999999999,4.664,4.664,3.784,3.784,2.920666666666667,2.920666666666667,2.189,2.279,1.4473,1.8609000000000002,1844355.200786161,-407478.32135380065
1521,16.75,44.75,-0.756,-4.981,3.7656359999999998,4.981,4.981,2.8685,2.8685,1.9716666666666667,1.9716666666666667,1.6426000000000003,1.7890000000000001,1.4898000000000002,1.6052,1883895.5510258032,-398162.44084217126
1522,17.25,44.75,-0.017,-0.244,0.004148,0.244,0.244,0.1305,0.1305,-0.5940000000000001,0.7680000000000001,-0.6794,1.0842,-0.5457000000000001,1.0259,1923430.6508973737,-388576.7673796362
1523,17.75,44.75,0.007,-3.294,-0.023058000000000002,3.294,3.294,1.6435,1.6505,0.9996666666666667,1.1963333333333332,0.6234,1.7238,0.10200000000000005,1.508,1962959.984025839,-378719.8604057785
1524,18.25,44.75,-1.665,-2.202,3.66633,2.202,2.202,1.9335,1.9335,1.49,1.49,1.2426,1.9722000000000002,0.08499999999999996,1.5298,2002483.0021643594,-368590.2419388183
1525,18.75,44.75,-0.168,-3.279,0.550872,3.279,3.279,1.7235,1.7235,1.425,1.425,1.0817999999999999,1.8026,0.1582999999999999,1.6097000000000001,2041999.1240869255,-358186.39669561863
1526,19.25,44.75,0.793,-3.097,-2.455921,3.097,3.097,1.152,1.945,1.0616666666666668,1.5903333333333334,0.9085999999999999,1.4929999999999999,-0.052099999999999945,1.4088999999999998,2081507.7344598542,-347506.7722260653
1527,19.75,44.75,-0.004,-2.839,0.011356,2.839,2.839,1.4215,1.4215,0.7989999999999999,1.0963333333333334,0.2788,1.4163999999999999,-0.6575000000000001,1.5051,2121008.182691676,-336549.7790628513
1528,20.25,44.75,0.428,-2.687,-1.1500359999999998,2.687,2.687,1.1295,1.5574999999999999,0.6403333333333333,1.151,0.2922,1.4509999999999998,-0.7206000000000001,1.5921999999999998,2160499.7817610004,-325313.79088769574
1529,20.75,44.75,-0.783,-3.383,2.648889,3.383,3.383,2.083,2.083,1.332,1.4453333333333334,0.8678000000000001,1.4674,-0.15939999999999993,1.327,2199981.8070219466,-313797.1447151028
1530,21.25,44.75,-0.439,-4.134,1.814826,4.134,4.134,2.2865,2.2865,1.7386666666666668,1.7386666666666668,1.0690000000000002,1.541,0.41900000000000004,1.014,2239453.4949867427,-301998.14109476656
1531,21.75,44.75,3.334,0.44,1.46696,-0.44,0.44,-1.887,1.887,-1.7240000000000002,1.7240000000000002,-1.5846000000000002,1.5846000000000002,-1.4293,1.5143,2278914.042085122,-289915.0443338242
1532,22.25,44.75,0.495,-3.584,-1.77408,3.584,3.584,1.5445,2.0395,0.45933333333333337,1.93,-0.10420000000000007,1.8614000000000002,-0.33970000000000006,1.6837,2318362.6034001866,-277546.082740174
1533,22.75,44.75,-0.191,-2.282,0.435862,2.282,2.282,1.2365,1.2365,0.10066666666666675,1.548,-0.3888,1.378,-0.3088,1.302,2357798.2913803803,-264889.448888127
1534,23.25,44.75,-4.385,-4.847,21.254095,4.847,4.847,4.616,4.616,2.619666666666667,3.535,1.8893999999999997,2.6178000000000003,1.2191,1.7113,2397220.174527314,-251943.29990772178
1535,23.75,44.75,-4.414,-4.579,20.211705999999996,4.579,4.579,4.496499999999999,4.496499999999999,1.8369999999999997,4.158333333333333,1.1896,3.0996,0.7713999999999999,2.0728,2436627.2760591563,-238705.75779906777
1536,24.25,44.75,-3.554,-2.443,8.682421999999999,2.443,2.443,2.9985,2.9985,1.6736666666666666,2.324333333333333,1.3432,2.4823999999999997,0.7623,1.7181000000000002,2476018.5725493543,-225174.90977315535
1537,24.75,44.75,-3.219,-2.494,8.028186,2.494,2.494,2.8565,2.8565,1.579666666666667,2.2289999999999996,1.2964,2.2952,0.7379,1.5793,2515392.9925405034,-211348.80862058635
1538,25.25,44.75,-2.959,-4.498,13.309582,4.498,4.498,3.7285000000000004,3.7285000000000004,1.8566666666666667,3.114666666666667,1.2306000000000001,2.197,1.2847000000000002,1.7679000000000002,2554749.4151331917,-197225.47310977423
1539,25.75,44.75,-1.74,-3.029,5.27046,3.029,3.029,2.3845,2.3845,0.561,2.618333333333333,0.22480000000000006,1.8199999999999998,0.3315,1.1291,2594086.668549701,-182802.88841618874
1540,26.25,44.75,-0.345,-2.578,0.8894099999999999,2.578,2.578,1.4615,1.4615,0.24666666666666667,1.702,0.10260000000000007,1.1361999999999999,0.15499999999999997,0.7978,2633403.5286725033,-168079.0065842835
1541,26.75,44.75,-0.084,-2.15,0.1806,2.15,2.15,1.117,1.117,0.5176666666666666,0.9716666666666667,0.5751999999999999,0.8475999999999999,0.6998,0.9443999999999999,2672698.717557504,-153051.74702380056
1542,27.25,44.75,-0.849,-3.193,2.710857,3.193,3.193,2.021,2.021,0.7156666666666668,1.9789999999999999,0.5650000000000001,1.323,0.5542999999999999,0.9353,2711970.9019220737,-137718.9970421991
1543,27.75,44.75,0.312,-1.834,-0.572208,1.834,1.834,0.761,1.073,-0.5743333333333333,1.797,-0.22959999999999994,1.236,-0.3592000000000001,0.9304000000000002,2751218.691607939,-122078.61241503088
1544,28.25,44.75,-1.111,-0.252,0.279972,0.252,0.252,0.6815,0.6815,-0.7256666666666668,1.6343333333333332,-0.7432000000000001,1.2883999999999998,-0.7432000000000002,1.2884,2790440.63801907,-106128.41799608529
1545,28.75,44.75,1.729,-0.686,-1.1860940000000002,0.686,0.686,-0.5215000000000001,1.2075,-1.5043333333333333,1.9616666666666667,-1.8210000000000002,2.0954,-1.0701,1.6945000000000001,2829635.2325347606,-89866.20836928926
1546,34.25,44.75,4.096,-1.419,-5.8122240000000005,1.419,1.419,-1.3385,2.7575000000000003,-0.9296666666666668,1.8756666666666668,-0.6701999999999999,1.6222,-0.7308,1.6808,3258474.039812198,110269.81884154066
1547,38.75,44.75,2.457,0.571,1.4029469999999997,-0.571,0.571,-1.5139999999999998,1.5139999999999998,-1.2286666666666666,1.2286666666666666,-0.9969999999999999,0.9969999999999999,-0.6651,1.0723,3604856.8908240064,304529.0730778622
1548,39.25,44.75,2.167,-0.08,-0.17336,0.08,0.08,-1.0434999999999999,1.1235,-0.922,0.9753333333333334,-0.906,0.9380000000000001,-0.49269999999999997,1.1657,3643004.2366477414,327897.0254871755
1549,39.75,44.75,2.347,-0.166,-0.389602,0.166,0.166,-1.0905,1.2565,-1.4656666666666667,1.5763333333333336,-1.4706,1.5370000000000001,-0.4315999999999999,1.1424,3681072.36645422,351631.1805232176
1550,40.25,44.75,1.604,0.16,0.25664000000000003,-0.16,0.16,-0.882,0.882,-1.3896666666666668,1.3896666666666668,-1.2178,1.2178,0.03339999999999997,1.2512,3719057.9059338295,375734.13078797585
1551,40.75,44.75,3.474,1.331,4.623894,-1.331,1.331,-2.4025,2.4025,-2.0846666666666667,2.0846666666666667,-1.6416,1.6416,-1.1481,1.6199000000000001,3756957.377344546,400208.46506193816
1552,41.25,44.75,-0.202,-0.351,0.070902,0.351,0.351,0.27649999999999997,0.27649999999999997,-0.3096666666666667,0.6783333333333333,0.20579999999999998,0.7986,1.0191,1.3155000000000001,3794767.197660906,425056.7658377574
1553,41.75,44.75,2.312,2.167,5.010103999999999,-2.167,2.167,-2.2394999999999996,2.2394999999999996,-1.8243333333333334,1.8243333333333334,-1.0959999999999999,1.366,-0.5664,1.1876,3832483.676743425,450281.6067469937
1554,42.25,44.75,,,,,,,,,,,,,,3870103.0155325495,475885.5498773899
1555,42.75,44.75,,,,,,,,,,,,,,3907621.304271535,501871.1429782205
1556,43.25,44.75,5.169,0.182,0.9407579999999999,-0.182,0.182,-2.6755,2.6755,-2.0893333333333333,2.0893333333333333,-1.832,1.8623999999999998,-1.7084999999999997,2.1421,3945034.520762804,528240.9165512905
1557,43.75,44.75,2.894,0.423,1.224162,-0.423,0.423,-1.6585,1.6585,-1.316,1.316,-0.9544,1.0792,-0.5305,1.1561,3982338.5286626783,554997.3808253445
1558,44.25,44.75,5.67,1.288,7.30296,-1.288,1.288,-3.479,3.479,-2.878,2.878,-2.4688000000000003,2.4688000000000003,-2.4212,2.6242,4019529.0758195575,582143.0226116652
1559,44.75,44.75,5.311,0.591,3.138801,-0.591,0.591,-2.951,2.951,-2.392,2.392,-2.138,2.138,-2.0236,2.3394000000000004,4056601.792660928,609680.302038888
1560,0.25,45.25,-3.068,-4.029,12.360972,4.029,4.029,3.5484999999999998,3.5484999999999998,4.174333333333333,4.174333333333333,4.006,4.006,2.1841,3.0561000000000003,576544.5002436939,-514235.51012644725
1561,0.75,45.25,-2.55,-3.698,9.4299,3.698,3.698,3.1239999999999997,3.1239999999999997,3.6999999999999997,3.6999999999999997,3.8276000000000003,3.8276000000000003,1.6936,2.9486,615776.4014987474,-513019.0207763896
1562,1.25,45.25,-2.714,-5.038,13.673132,5.038,5.038,3.8760000000000003,3.8760000000000003,4.558666666666666,4.558666666666666,4.568199999999999,4.568199999999999,2.3169,3.408499999999999,655008.1668548593,-511558.8284672261
1563,1.75,45.25,-2.546,-5.39,13.722939999999998,5.39,5.39,3.968,3.968,4.815666666666666,4.815666666666666,4.9292,4.9292,2.2495000000000003,3.4537,694239.7625449908,-509854.71222446713
1564,2.25,45.25,-3.701,-3.693,13.667793,3.693,3.693,3.697,3.697,4.230666666666667,4.230666666666667,4.167,4.167,2.306,2.9388,733471.1502612174,-507906.41423096723
1565,2.75,45.25,-1.41,-4.143,5.841629999999999,4.143,4.143,2.7765,2.7765,3.779,3.779,3.2514000000000003,3.2922000000000002,1.6599,2.5895,772702.2864470409,-505713.6398211267
1566,3.25,45.25,-1.287,-2.664,3.428568,2.664,2.664,1.9755,1.9755,2.9773333333333336,2.9773333333333336,2.6071999999999997,2.6071999999999997,1.4269,2.2969,811933.1215858026,-503276.05747460324
1567,3.75,45.25,-0.158,-3.777,0.596766,3.777,3.777,1.9675,1.9675,3.169333333333334,3.169333333333334,3.2576,3.2576,1.4196000000000002,2.6306000000000003,851163.5994846802,-500593.2988096519
1568,4.25,45.25,-2.467,-3.111,7.674837000000001,3.111,3.111,2.789,2.789,3.6490000000000005,3.6490000000000005,3.5113999999999996,3.5113999999999996,1.6271,3.0648999999999997,890393.6565537447,-497664.9585762736
1569,4.75,45.25,-3.206,-3.625,11.62175,3.625,3.625,3.4154999999999998,3.4154999999999998,4.0,4.0,3.7193999999999994,3.7193999999999994,1.8445999999999998,3.065,929623.2210795578,-494490.5946493103
1570,5.25,45.25,-2.331,-3.691,8.603721,3.691,3.691,3.011,3.011,3.5253333333333337,3.5253333333333337,3.4305999999999996,3.4305999999999996,1.8131999999999997,2.7055999999999996,968852.2124927873,-491069.7280217007
1571,5.75,45.25,-1.447,-5.056,7.316032000000001,5.056,5.056,3.2515,3.2515,3.8850000000000002,3.8850000000000002,3.747,3.747,2.1174,2.7978,1008080.5406293208,-487401.84279809776
1572,6.25,45.25,-2.118,-6.603,13.985153999999998,6.603,6.603,4.3605,4.3605,5.051,5.051,4.757599999999999,4.757599999999999,2.9137999999999997,3.518,1047308.1049843534,-483486.38618906087
1573,6.75,45.25,-2.862,-3.86,11.04732,3.86,3.86,3.3609999999999998,3.3609999999999998,3.8816666666666664,3.8816666666666664,3.9348,3.9348,2.1710000000000003,2.5436,1086534.793958928,-479322.76850608294
1574,7.25,45.25,-0.475,-6.043,2.870425,6.043,6.043,3.259,3.259,4.747,4.747,5.5207999999999995,5.5207999999999995,3.7131000000000007,4.0227,1125760.4840984105,-474910.3631577143
1575,7.75,45.25,-6.545,-6.946,45.461569999999995,6.946,6.946,6.7455,6.7455,6.475666666666666,6.475666666666666,6.728,6.728,4.0851,4.1739,1164985.0393223716,-470248.50664706185
1576,8.25,45.25,-4.754,-4.672,22.210687999999998,4.672,4.672,4.712999999999999,4.712999999999999,4.5456666666666665,4.5456666666666665,4.5200000000000005,4.5200000000000005,2.4511999999999996,3.0084,1204208.3101453586,-465336.49857097573
1577,8.75,45.25,-6.528,-6.458,42.157824,6.458,6.458,6.493,6.493,6.046333333333333,6.046333333333333,6.1054,6.1054,3.4034999999999997,3.8198999999999996,1243430.1328880326,-460173.60162124556
1578,9.25,45.25,-4.168,-5.398,22.498864,5.398,5.398,4.7829999999999995,4.7829999999999995,4.128666666666667,4.128666666666667,3.5805999999999996,3.5805999999999996,2.2233,2.3876999999999997,1282650.3288781573,-454759.04158816504
1579,9.75,45.25,-2.194,-7.806,17.126364,7.806,7.806,5.0,5.0,5.004333333333333,5.004333333333333,4.0256,4.0256,2.9596999999999998,3.0976999999999997,1321868.703640909,-449092.00736682164
1580,10.25,45.25,-5.188,-10.246,53.156248,10.246,10.246,7.7170000000000005,7.7170000000000005,7.917999999999999,7.917999999999999,8.689,8.689,5.029000000000001,5.296200000000001,1361085.0460780007,-443171.65096651483
1581,10.75,45.25,-1.387,-6.323,8.770001,6.323,6.323,3.8550000000000004,3.8550000000000004,4.239,4.239,4.1776,4.1776,2.9524,3.1136000000000004,1400299.1276350946,-436997.08752371505
1582,11.25,45.25,-1.905,-2.171,4.135755,2.171,2.171,2.038,2.038,2.2449999999999997,2.2449999999999997,2.0911999999999997,2.0911999999999997,0.7879999999999999,2.1248,1439510.7014569903,-430567.3953190144
1583,11.75,45.25,-0.26,-2.305,0.5993,2.305,2.305,1.2825000000000002,1.2825000000000002,1.735,1.735,1.1490000000000002,1.1762000000000001,0.8786999999999999,1.0085000000000002,1478719.5015300831,-423881.6157985211
1584,12.25,45.25,-1.65,-4.511,7.44315,4.511,4.511,3.0805,3.0805,2.465666666666667,2.465666666666667,1.6480000000000001,2.2676000000000003,0.21030000000000001,1.7475,1517925.241811563,-416938.7536002033
1585,14.25,45.25,1.313,-4.328,-5.682664,4.328,4.328,1.5075000000000003,2.8205,1.2036666666666667,2.079,1.109,1.8106000000000002,0.49000000000000005,1.3204,1674711.1332049363,-386575.2844570358
1586,14.75,45.25,2.389,-0.997,-2.381833,0.997,0.997,-0.696,1.6929999999999998,-0.8763333333333333,1.5410000000000001,-0.5388,1.1583999999999999,-0.6154999999999999,1.5325,1713896.5201330057,-378330.7927332744
1587,15.25,45.25,-0.617,-2.91,1.7954700000000001,2.91,2.91,1.7635,1.7635,0.6456666666666667,1.7056666666666667,0.533,1.2398,-0.12190000000000004,1.5389000000000004,1753076.6598383884,-369822.4754231167
1588,15.75,45.25,-0.193,-4.102,0.7916860000000001,4.102,4.102,2.1475,2.1475,1.627,1.627,1.0862000000000003,1.0862000000000003,0.4505,1.0035,1792251.1004730978,-361049.080776329
1589,16.25,45.25,-1.271,-3.568,4.534928,3.568,3.568,2.4195,2.4195,1.8396666666666668,1.8396666666666668,1.616,1.616,0.8029999999999999,1.3746,1831419.3626565826,-352009.32069139363
